match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_sofascoreId,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_fouls,stat_wonTackle,stat_wasFouled,player_firstName,player_lastName,stat_dispossessed,stat_totalCross,stat_challengeLost,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_keyPass,stat_goals,stat_accurateCross,captain,stat_totalOffside,stat_bigChanceCreated,stat_goalAssist,stat_bigChanceMissed,stat_savedShotsFromInsideTheBox,stat_outfielderBlock
11369324,home,Las Palmas,Álvaro Valles,alvaro-valles,Á. Valles,G,1,192,931,M,964983,EUR,869788800,G,13,13,False,45.0,31.0,21.0,8.0,24.0,26.0,7.0,19.0,3.0,7.0,1.0,1.0,1.0,1.0,1.0,90.0,53.0,7.1,14.0,0.0,0.0,0.0114908,0,0.0514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369324,home,Las Palmas,Julián Araujo,julian-araujo,J. Araujo,D,22,175,4723,M,978150,EUR,997660800,D,28,28,False,31.0,23.0,3.0,1.0,9.0,13.0,14.0,18.0,2.0,3.0,,,,,,90.0,44.0,7.0,10.0,0.0,0.0,0.00959751,0,,julian_araujo,2.0,4.0,3.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
11369324,home,Las Palmas,Alex Suárez,alex-suarez,A. Suárez,D,4,179,259,M,914848,EUR,725846400,D,4,4,False,58.0,55.0,7.0,4.0,43.0,43.0,12.0,15.0,6.0,6.0,,,,,,90.0,74.0,7.6,4.0,0.0,0.0,0.00228593,0,,,2.0,3.0,2.0,11.0,1.0,1.0,,3.0,1.0,,3.0,4.0,,,,,,,,,,,,,,,,,,
11369324,home,Las Palmas,Mika Mármol,mika-marmol,M. Mármol,D,3,181,783,M,979146,EUR,993945600,D,15,15,False,57.0,53.0,5.0,3.0,40.0,42.0,13.0,15.0,2.0,4.0,,,,,,58.0,69.0,5.9,8.0,0.0,0.0,0.0044143,0,,,2.0,,6.0,3.0,,,,3.0,,1.0,2.0,,,,3.0,,,,,,,,,,,,,,,
11369324,home,Las Palmas,Sergi Cardona,sergi-cardona,S. Cardona,D,23,186,1119,M,986245,EUR,932256000,D,3,3,False,42.0,31.0,4.0,2.0,13.0,17.0,18.0,30.0,6.0,8.0,,,,,,90.0,89.0,8.0,23.0,0.0796,0.1781,0.184006,3,,,1.0,6.0,8.0,16.0,3.0,1.0,3.0,4.0,3.0,3.0,2.0,5.0,,,,5.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,
11369324,home,Las Palmas,Pejiño,pejino,Pejiño,F,24,177,111,M,925220,EUR,838598400,M,24,24,False,14.0,10.0,3.0,1.0,5.0,6.0,5.0,9.0,,5.0,,,,,,45.0,28.0,6.6,9.0,0.0176,0.0,0.00168722,1,,,,,2.0,3.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,,,,,1.0,,1.0,,,,,,,,,,,,
11369324,home,Las Palmas,Kirian Rodríguez,kirian-rodriguez,K. Rodríguez,M,20,180,441,M,964985,EUR,825984000,M,20,20,False,46.0,39.0,1.0,1.0,14.0,16.0,25.0,31.0,,7.0,,,,,,90.0,58.0,7.7,10.0,0.0345,0.34,0.023256,1,,,2.0,,5.0,4.0,1.0,1.0,,2.0,1.0,1.0,1.0,1.0,,,,1.0,2.0,,1.0,,2.0,1.0,,,,,,,,
11369324,home,Las Palmas,Máximo Perrone,maximo-perrone,M. Perrone,M,23,178,8372,M,1086286,EUR,1041897600,M,8,8,False,45.0,37.0,,,29.0,33.0,8.0,12.0,1.0,6.0,,,,,,60.0,58.0,7.0,12.0,0.0132,0.0234,0.00202177,1,,maxiperrone16,1.0,1.0,3.0,5.0,3.0,3.0,1.0,1.0,3.0,1.0,,,Maximo Perrone,,1.0,,,,1.0,,,,,,,,,,,
11369324,home,Las Palmas,Enzo Loiodice,loiodice-enzo,E. Loiodice,M,12,176,327,M,933426,EUR,975283200,M,12,12,False,32.0,26.0,,,11.0,12.0,16.0,24.0,1.0,5.0,,,,,,89.0,48.0,7.0,13.0,0.0,0.0,0.112277,0,,,2.0,1.0,7.0,7.0,1.0,,,4.0,2.0,2.0,3.0,2.0,,,1.0,4.0,1.0,,,,1.0,,1.0,,,,,,,
11369324,home,Las Palmas,Jonathan Viera,jonathan-viera,J. Viera,M,21,171,424,M,129451,EUR,624931200,M,21,21,False,27.0,22.0,,,5.0,7.0,17.0,23.0,,1.0,,,,,,66.0,35.0,6.8,9.0,0.0641,0.0,0.0269879,2,,,,,2.0,2.0,,,,,1.0,1.0,,2.0,,,,3.0,1.0,2.0,,,,,,True,,,,,,
11369324,home,Las Palmas,Munir El Haddadi,munir-el-haddadi,M. E. Haddadi,F,17,175,3412,M,350170,EUR,809913600,F,17,17,False,9.0,7.0,1.0,,3.0,3.0,4.0,6.0,,1.0,,,,,,66.0,20.0,7.0,5.0,0.09,0.0,0.0252653,1,,,,2.0,2.0,7.0,3.0,1.0,,,1.0,,,4.0,,,,,,1.0,,,1.0,,,,3.0,,,,,
11369324,home,Las Palmas,Marvin Park,park-marvin,M. Park,D,2,177,650,M,960401,EUR,952387200,D,2,2,True,11.0,9.0,,,5.0,5.0,5.0,7.0,,3.0,,,,,,45.0,20.0,6.8,5.0,0.0,0.0,0.107184,0,,,2.0,1.0,4.0,4.0,1.0,,1.0,2.0,1.0,1.0,,1.0,,,,1.0,,,,,1.0,,1.0,,,1.0,,,,
11369324,home,Las Palmas,Saúl Coco,saul-coco,S. Coco,D,23,188,1248,M,1089453,EUR,918518400,D,23,23,True,4.0,4.0,,,2.0,2.0,2.0,2.0,4.0,2.0,,,,,,30.0,10.0,6.9,,0.0,0.0,0.0001882,0,,,,1.0,,2.0,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,
11369324,home,Las Palmas,Javier Muñoz,javier-munoz,J. Muñoz,M,14,179,313,M,353154,EUR,793929600,M,5,5,True,13.0,12.0,1.0,,5.0,5.0,7.0,8.0,,3.0,,,,,,24.0,17.0,6.7,2.0,0.0,0.0,0.00605775,0,,,,,1.0,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,
11369324,home,Las Palmas,Sory Kaba,sory-kaba,S. Kaba,F,39,191,1042,M,869131,EUR,806889600,F,16,16,True,6.0,3.0,,,,1.0,3.0,5.0,1.0,,,,,,,24.0,14.0,6.1,7.0,0.2973,0.0,0.0122253,1,,,4.0,1.0,8.0,1.0,2.0,,,,1.0,1.0,,,,,1.0,,,1.0,,,1.0,,,,1.0,,1.0,1.0,,
11369324,home,Las Palmas,Cristian Herrera,cristian-herrera,C. Herrera,F,17,189,85,M,362032,EUR,668822400,F,7,7,True,2.0,1.0,,,1.0,2.0,,,,1.0,,,,,,1.0,2.0,,1.0,0.0,0.0,3.74e-06,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369324,home,Las Palmas,Aarón Escandell,aaron-escandell,A. Escandell,G,13,188,1011,M,368922,EUR,812160000,G,1,1,True,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369324,home,Las Palmas,Daley Sinkgraven,daley-sinkgraven,D. Sinkgraven,D,24,179,224,M,377206,EUR,804816000,D,18,18,True,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369324,home,Las Palmas,Eric Curbelo,eric-curbelo,E. Curbelo,D,23,181,52,M,868227,EUR,758505600,D,6,6,True,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369324,home,Las Palmas,Álvaro Lemos,alvaro-lemos,Á. Lemos,D,18,175,74,M,813645,EUR,733449600,D,14,14,True,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369324,home,Las Palmas,Omenuke Mfulu,omenuke-mfulu,O. Mfulu,M,,182,893,M,552668,EUR,764121600,M,22,22,True,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369324,home,Las Palmas,Marc Cardona,marc-cardona,M. Cardona,F,22,182,195,M,841854,EUR,805161600,F,19,19,True,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369324,away,Granada,André Ferreira,andre-ferreira,A. Ferreira,G,13,193,225,M,788197,EUR,833328000,G,13,13,False,25.0,13.0,19.0,7.0,8.0,10.0,5.0,15.0,2.0,9.0,1.0,2.0,1.0,1.0,1.0,90.0,35.0,6.9,12.0,0.0,0.0,0.00177307,0,-0.4585,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,
11369324,away,Granada,Ricard Sánchez,ricard-sanchez,R. Sánchez,D,2,175,157,M,986726,EUR,951177600,D,12,12,False,31.0,21.0,4.0,2.0,11.0,14.0,11.0,21.0,,9.0,,,,,,90.0,58.0,6.5,19.0,0.0,0.0,0.038659,0,,,1.0,,5.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,,,,,,4.0,1.0,,,,,,1.0,,1.0,,,,,
