match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_totalTackle,stat_unsuccessfulTouch,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_bigChanceMissed,stat_shotOffTarget,stat_blockedScoringAttempt,stat_outfielderBlock,stat_interceptionWon,stat_errorLeadToAGoal,stat_fouls,stat_expectedGoals,stat_keyPass,stat_wonTackle,stat_bigChanceCreated,captain,stat_penaltyWon,stat_totalOffside,stat_onTargetScoringAttempt,stat_clearanceOffLine,stat_expectedGoalsOnTarget,stat_goals,stat_hitWoodwork,stat_goodHighClaim,stat_penaltyFaced,stat_penaltyConceded
12514095,home,Boavista,César Dutra,,,cesar-dutra,C. Dutra,G,1,194,270,M,158269,EUR,696470400,G,1,1,False,12.0,7.0,9.0,4.0,0.0,5.0,5.0,2.0,7.0,1.0,1.0,1.0,1.0,1.0,9.0,1.0,3.0,4.0,1.0,90.0,21.0,7.5,5.0,0.00034337,0,0.6815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12514095,home,Boavista,Pedro Gomes,Pedro Gomes,,pedro-gomes,P. Gomes,D,,185,91,M,1393993,EUR,1054684800,D,15,15,False,14.0,13.0,,,0.0,6.0,7.0,8.0,8.0,,,,2.0,4.0,2.0,1.0,,,,65.0,26.0,6.6,3.0,0.014973,0,,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12514095,home,Boavista,Rodrigo Abascal,,,rodrigo-abascal,R. Abascal,D,26,190,156,M,846416,EUR,758505600,D,26,26,False,51.0,39.0,9.0,3.0,0.0,22.0,22.0,17.0,32.0,1.0,1.0,5.0,3.0,6.0,4.0,,,,,90.0,73.0,6.9,19.0,0.030193,2,,3.0,,,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,0.1693,1.0,,,,,,,,,,,,,
12514095,home,Boavista,Filipe Ferreira,Filipe,Ferreira,filipe-ferreira,F. Ferreira,D,20,178,34,M,143584,EUR,654393600,D,20,20,False,45.0,33.0,9.0,2.0,0.0,17.0,23.0,16.0,25.0,,1.0,1.0,3.0,3.0,1.0,1.0,,,,88.0,57.0,6.6,16.0,0.022288,0,,3.0,,1.0,,,,1.0,,,,,,1.0,,,,,1.0,,,,,,,,,,,,
12514095,home,Boavista,Augusto Dabo,,,dabo-augusto,A. Dabo,D,27,186,77,M,1394721,EUR,1079136000,D,25,25,False,17.0,10.0,,,0.0,6.0,8.0,4.0,12.0,,2.0,1.0,3.0,2.0,5.0,,,,,65.0,37.0,6.6,16.0,0.00838898,0,,3.0,,1.0,2.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,
12514095,home,Boavista,Salvador Agra,,,salvador-agra,S. Agra,M,11,166,97,M,587416,EUR,689817600,M,7,7,False,31.0,23.0,1.0,1.0,0.0,3.0,3.0,22.0,34.0,1.0,,5.0,2.0,,4.0,1.0,,,,90.0,44.0,7.0,15.0,0.282191,1,,6.0,2.0,1.0,1.0,1.0,,2.0,,,1.0,,,1.0,,1.0,0.0421,2.0,1.0,1.0,,,,,,,,,,,
12514095,home,Boavista,Sebastián Pérez,,,sebastian-perez,S. Pérez,M,42,176,396,M,158597,EUR,733363200,M,24,24,False,59.0,49.0,4.0,4.0,0.0,16.0,16.0,33.0,44.0,2.0,1.0,3.0,9.0,1.0,7.0,4.0,,,,90.0,76.0,7.9,12.0,0.0851188,1,,1.0,,3.0,,,1.0,1.0,1.0,,,1.0,,,,,0.0685,1.0,1.0,,True,1.0,,,,,,,,,
12514095,home,Boavista,Joel Silva,Joel Silva,,joel-silva,J. Silva,M,26,185,56,M,1393991,EUR,1044921600,M,16,16,False,31.0,24.0,4.0,2.0,0.0,11.0,11.0,14.0,24.0,3.0,4.0,8.0,6.0,,3.0,1.0,,,,90.0,51.0,6.9,15.0,0.131869,0,,4.0,1.0,1.0,3.0,1.0,1.0,1.0,,,,,1.0,2.0,,2.0,,2.0,,,,,1.0,,,,,,,,
12514095,home,Boavista,Bruno Onyemaechi,,,bruno-onyemaechi,B. Onyemaechi,D,70,182,5807,M,1134441,EUR,923097600,M,70,70,False,18.0,8.0,3.0,1.0,0.0,4.0,7.0,5.0,19.0,4.0,3.0,4.0,11.0,1.0,3.0,2.0,,,,90.0,48.0,7.9,20.0,0.139792,4,,8.0,1.0,5.0,2.0,,,1.0,1.0,,1.0,2.0,1.0,1.0,,,0.11,1.0,4.0,,,,,1.0,1.0,0.1125,,,,,
12514095,home,Boavista,Miguel Reisinho,,,miguel-reisinho,M. Reisinho,M,7,184,1041,M,892309,EUR,923616000,F,10,10,False,30.0,23.0,5.0,3.0,0.0,8.0,10.0,16.0,21.0,5.0,,9.0,3.0,1.0,8.0,1.0,,,,90.0,43.0,7.1,13.0,0.0293455,1,,1.0,1.0,1.0,3.0,,2.0,2.0,1.0,,,,,,,1.0,0.7884,1.0,,,,,,1.0,,0.9821,1.0,,,,
12514095,home,Boavista,Róbert Boženík,,,robert-bozenik,R. Boženík,F,11,188,1028,M,912033,EUR,942883200,F,9,9,False,12.0,11.0,,,0.0,3.0,3.0,8.0,11.0,3.0,,7.0,6.0,1.0,3.0,3.0,,,,90.0,33.0,7.3,8.0,0.0630237,4,,2.0,,2.0,1.0,,3.0,2.0,1.0,,2.0,,,,,1.0,0.2978,,,,,,,2.0,,0.5537,,1.0,,,
12514095,home,Boavista,Gonçalo Miguel,Gonçalo Miguel,Cardoso de Almeida,goncalo-almeida,G. Miguel,D,17,181,26,M,1517733,EUR,1052179200,D,35,35,True,23.0,21.0,,,0.0,8.0,8.0,14.0,16.0,1.0,,2.0,1.0,,2.0,,,,,25.0,30.0,6.6,4.0,0.0312218,0,,1.0,1.0,,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
12514095,home,Boavista,Ilija Vukotić,Ilija,Vukotić,ilija-vukotic,I. Vukotić,M,8,191,158,M,891881,EUR,915667200,M,18,18,True,26.0,22.0,,,0.0,8.0,8.0,14.0,18.0,,3.0,2.0,4.0,1.0,2.0,1.0,,,,29.0,31.0,6.6,4.0,0.0104422,0,,,,,,1.0,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,
12514095,home,Boavista,Manuel Namora,,,manuel-namora,M. Namora,F,,180,28,M,892423,EUR,887241600,F,17,17,True,,,,,0.0,,,,,,,,2.0,,,1.0,,,,11.0,2.0,6.6,,,0,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
12514095,home,Boavista,Tomé Sousa,Tomé Sousa,,sousa-tome,T. Sousa,G,1,190,105,M,1521209,EUR,1166227200,G,76,76,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12514095,home,Boavista,Alexandre Marques,Alexandre Marques,,alexandre-marques,A. Marques,D,73,186,30,M,1896794,EUR,1130025600,D,73,73,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12514095,home,Boavista,Tomás Silva,Tomás Silva,,tomas-silva,T. Silva,D,75,175,24,M,1906695,EUR,1148515200,D,75,75,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12514095,home,Boavista,Marco Ribeiro,Marco Ribeiro,,marco-ribeiro,M. Ribeiro,M,88,188,22,M,1517734,EUR,1118707200,M,88,88,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12514095,home,Boavista,Ibrahima Camará,,,ibrahima-camara,I. Camará,M,2,190,520,M,976145,EUR,917222400,M,2,2,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12514095,home,Boavista,Tiago Machado,Tiago,Machado,machado-tiago,T. Machado,F,23,185,33,M,1494437,EUR,1080864000,F,23,23,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12514095,away,SC Farense,Ricardo Velho,,,ricardo-velho,R. Velho,G,24,188,499,M,845792,EUR,903571200,G,33,33,False,27.0,15.0,19.0,8.0,0.0,11.0,12.0,4.0,15.0,,,,,1.0,7.0,,2.0,3.0,1.0,90.0,36.0,7.4,13.0,0.00231825,0,0.6484,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,
12514095,away,SC Farense,Marco Moreno,,,marco-moreno,M. Moreno,D,21,190,81,M,997094,EUR,982627200,D,3,3,False,56.0,44.0,17.0,8.0,0.0,34.0,38.0,10.0,18.0,2.0,7.0,5.0,7.0,13.0,4.0,,,,,90.0,77.0,7.4,14.0,0.00580727,1,,,,,,1.0,1.0,1.0,,,,,,3.0,,,0.0747,,,,,,,1.0,,0.3416,,,,,
12514095,away,SC Farense,Claudio Falcão,,,claudio-falcao,C. Falcão,D,29,187,132,M,845699,EUR,773193600,D,29,29,False,40.0,31.0,5.0,1.0,0.0,30.0,31.0,1.0,9.0,,1.0,2.0,3.0,7.0,2.0,,,,,90.0,52.0,6.8,9.0,0.00044319,0,,,,2.0,,,,,,,,,2.0,1.0,,2.0,,,1.0,,,,,,,,,,,,
