match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_totalClearance,stat_interceptionWon,stat_keyPass,stat_totalTackle,stat_wonTackle,stat_fouls,stat_wonContest,stat_outfielderBlock,stat_unsuccessfulTouch,stat_shotOffTarget,stat_blockedScoringAttempt,stat_hitWoodwork,stat_expectedGoals,player_sofascoreId,stat_onTargetScoringAttempt,stat_goals,stat_totalOffside,stat_expectedGoalsOnTarget,captain,stat_bigChanceCreated,stat_totalKeeperSweeper,stat_accurateKeeperSweeper
12117240,home,São Paulo,Jandrei,,,jandrei,Jandrei,G,93,186,1016,M,874979,EUR,730944000,G,93,93,False,33.0,27.0,15.0,10.0,0.0,23.0,24.0,4.0,9.0,1.0,5.0,1.0,1.0,2.0,3.0,90.0,43.0,6.7,7.0,0.00201953,0,-1.7824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117240,home,São Paulo,Igor Vinícius,,,igor-vinicius,I. Vinícius,D,18,173,1630,M,840119,EUR,859939200,D,2,2,False,56.0,44.0,5.0,3.0,0.0,27.0,34.0,20.0,25.0,2.0,1.0,,,,,90.0,87.0,6.0,21.0,0.298326,0,,3.0,3.0,3.0,2.0,8.0,1.0,2.0,2.0,4.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
12117240,home,São Paulo,Ruan,,,ruan,Ruan,D,4,187,1236,M,914487,EUR,928713600,D,22,22,False,57.0,48.0,7.0,3.0,0.0,44.0,49.0,4.0,8.0,9.0,3.0,,,,,90.0,69.0,6.7,9.0,0.00117757,0,,,,1.0,5.0,4.0,,,,5.0,1.0,,4.0,3.0,3.0,,,,,,,,,,,,,,,,
12117240,home,São Paulo,Nahuel Ferraresi,,,nahuel-ferraresi,N. Ferraresi,D,32,188,3355,M,881215,EUR,911433600,D,32,32,False,63.0,59.0,6.0,6.0,0.0,48.0,52.0,11.0,11.0,3.0,4.0,,,,,90.0,76.0,6.7,5.0,0.00346315,0,,,,2.0,1.0,4.0,2.0,,1.0,6.0,,,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,
12117240,home,São Paulo,Michel Araújo,,,michel-araujo,M. Araújo,M,15,178,1551,M,924857,EUR,843868800,D,15,15,False,57.0,46.0,7.0,3.0,0.0,23.0,31.0,23.0,28.0,11.0,9.0,1.0,,,,90.0,87.0,6.3,21.0,0.0176864,0,,2.0,,2.0,2.0,12.0,2.0,4.0,3.0,2.0,,,5.0,4.0,4.0,3.0,,3.0,,,,,,,,,,,,,
12117240,home,São Paulo,Damián Bobadilla,,,damian-bobadilla,D. Bobadilla,M,21,181,3033,M,1015261,EUR,991958400,M,21,21,False,44.0,40.0,3.0,3.0,0.0,23.0,25.0,17.0,19.0,5.0,6.0,,,,,76.0,56.0,7.1,5.0,0.00757289,3,,,,1.0,,4.0,1.0,,2.0,,1.0,1.0,4.0,2.0,1.0,1.0,,,2.0,1.0,1.0,0.2366,,,,,,,,,
12117240,home,São Paulo,Marcos Antônio,,,marcos-antonio,M. Antônio,M,8,166,3050,M,905453,EUR,960854400,M,20,20,False,33.0,31.0,2.0,2.0,0.0,21.0,22.0,10.0,11.0,2.0,1.0,1.0,,,,64.0,42.0,6.5,5.0,0.00628702,0,,,,,,3.0,3.0,,,,,,1.0,1.0,,,2.0,2.0,,,,,,,,,,,,,
12117240,home,São Paulo,Erick,,,erick,Erick,F,33,173,1390,M,895650,EUR,881712000,M,33,33,False,25.0,17.0,3.0,2.0,0.0,8.0,12.0,9.0,16.0,7.0,,2.0,,,,77.0,49.0,6.4,19.0,0.0326351,1,,3.0,,1.0,,8.0,,4.0,4.0,,,,1.0,,3.0,4.0,,4.0,1.0,,,0.031,,,,,,,,,
12117240,home,São Paulo,Luciano,,,luciano,Luciano,M,10,181,8486,M,282557,EUR,737683200,M,10,10,False,27.0,26.0,5.0,5.0,0.0,16.0,17.0,10.0,10.0,4.0,3.0,2.0,,,,77.0,32.0,7.5,1.0,0.0463059,1,,,,1.0,,2.0,1.0,,1.0,,,1.0,1.0,1.0,,1.0,,,,,,0.2882,luciano10,1.0,1.0,2.0,0.5218,,,,
12117240,home,São Paulo,Lucas Moura,,,lucas-moura,L. Moura,M,7,172,12542,M,149710,EUR,713664000,M,7,7,False,28.0,20.0,2.0,1.0,1.0,6.0,9.0,14.0,20.0,5.0,4.0,2.0,,,,64.0,41.0,7.4,13.0,0.469391,2,,1.0,,1.0,1.0,2.0,,1.0,2.0,,1.0,1.0,,,,2.0,,2.0,,1.0,,0.2135,lucasmoura7,1.0,,,0.4015,True,1.0,,
12117240,home,São Paulo,André Silva,,,andre-silva,A. Silva,F,17,181,2973,M,925072,EUR,865296000,F,17,17,False,16.0,14.0,,,0.0,5.0,5.0,9.0,12.0,6.0,1.0,3.0,,,,90.0,29.0,6.6,9.0,0.0188657,0,,1.0,,1.0,2.0,4.0,,2.0,1.0,1.0,,,,,1.0,1.0,,4.0,,,,,,,,2.0,,,,,
12117240,home,São Paulo,Liziero,,,liziero,Liziero,M,28,175,748,M,822510,EUR,886809600,M,26,26,True,8.0,8.0,1.0,1.0,0.0,6.0,6.0,2.0,2.0,3.0,2.0,2.0,,,,26.0,15.0,6.4,2.0,0.00152807,0,,,,1.0,1.0,5.0,1.0,,2.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,
12117240,home,São Paulo,William Gomes,William Gomes Carvalho Santos,,william-gomes,W. Gomes,F,7,171,4704,M,1639250,EUR,1142380800,F,39,39,True,1.0,1.0,,,0.0,1.0,1.0,1.0,1.0,,,,,,,26.0,11.0,6.1,6.0,0.00938545,0,,1.0,1.0,1.0,,4.0,,,3.0,,,,,,1.0,,,1.0,,,,,,,,,,,,,
12117240,home,São Paulo,Giuliano Galoppo,,,giuliano-galoppo,G. Galoppo,M,34,179,1928,M,926413,EUR,929664000,M,8,8,True,8.0,6.0,1.0,,0.0,5.0,5.0,1.0,3.0,,,,,,,14.0,11.0,6.5,3.0,0.0692046,0,,,,,,1.0,,,,,1.0,,,,1.0,,,1.0,,,,,,,,,,,,,
12117240,home,São Paulo,Rodrigo Nestor,,,rodrigo-nestor,R. Nestor,M,11,174,2064,M,905461,EUR,965779200,M,11,11,True,4.0,4.0,,,0.0,3.0,3.0,1.0,1.0,1.0,1.0,,,,,13.0,8.0,6.4,3.0,0.00019115,0,,,,,1.0,2.0,,,,,,,,,2.0,,,2.0,,,,,,,,,,,,,
12117240,home,São Paulo,Jonathan Calleri,,,jonathan-calleri,J. Calleri,F,9,181,9901,M,340519,EUR,748742400,F,9,9,True,,,,,0.0,,,,1.0,1.0,,1.0,,,,13.0,3.0,6.5,1.0,,0,,1.0,,,,2.0,1.0,,,,,,,,1.0,,1.0,,,,,,jocalleri,,,2.0,,,,,
12117240,home,São Paulo,Rafael,,,rafael,Rafael,G,23,192,4239,M,33132,EUR,614563200,G,23,23,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117240,home,São Paulo,Sabino,,,sabino,Sabino,D,35,185,1662,M,975118,EUR,846201600,D,35,35,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117240,home,São Paulo,Rafinha,,,rafinha,Rafinha,D,13,172,1493,M,12634,EUR,494899200,D,13,13,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117240,home,São Paulo,Alan Franco,,,alan-franco,A. Franco,D,28,183,2959,M,875402,EUR,844992000,D,28,28,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
