match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_duelLost,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_outfielderBlock,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,stat_totalTackle,stat_wonTackle,player_firstName,player_lastName,stat_accurateCross,stat_interceptionWon,stat_goalAssist,stat_challengeLost,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_keyPass,stat_dispossessed,stat_onTargetScoringAttempt,stat_totalOffside,stat_expectedGoalsOnTarget,captain,stat_goals
11409138,home,Moreirense,Kewin,kewin,Kewin,G,1,187,111,M,865371,EUR,790992000,G,40,40,False,32.0,19.0,25.0,12.0,12.0,17.0,7.0,15.0,3.0,3.0,1.0,12.0,1.0,2.0,1.0,2.0,1.0,90.0,46.0,7.7,14.0,0.032812,0,0.2683,,,,,,,,,,,,,,,,,,,,,,,,,,,
11409138,home,Moreirense,Fabiano Souza,fabiano-silva,F. Souza,D,70,175,371,M,1130513,EUR,952992000,D,2,2,False,22.0,17.0,5.0,3.0,6.0,7.0,11.0,16.0,,1.0,3.0,4.0,,,,,,90.0,41.0,7.0,11.0,0.0164726,1,,1.0,4.0,5.0,1.0,1.0,1.0,1.0,3.0,1.0,0.0056,,,,,,,,,,,,,,,,,
11409138,home,Moreirense,Marcelo,marcelo,Marcelo,D,44,182,57,M,156318,EUR,617500800,D,44,44,False,46.0,38.0,7.0,2.0,32.0,36.0,6.0,10.0,4.0,7.0,10.0,6.0,,,,,,90.0,63.0,7.6,8.0,0.00216396,0,,,2.0,2.0,,,,2.0,,,,3.0,2.0,,,,,,,,,,,,,,,
11409138,home,Moreirense,Maracás,maracas,Maracás,D,26,184,121,M,931485,EUR,767404800,D,26,26,False,43.0,33.0,14.0,6.0,30.0,33.0,3.0,10.0,2.0,3.0,9.0,3.0,1.0,,,,,90.0,59.0,7.7,10.0,0.00118636,0,,,2.0,2.0,,,,4.0,,,,1.0,1.0,,,,,,,,,,,,,,,
11409138,home,Moreirense,Pedro Amador,pedro-amador,P. Amador,D,18,181,89,M,927038,EUR,913939200,D,18,18,False,28.0,23.0,4.0,3.0,11.0,13.0,14.0,19.0,3.0,5.0,5.0,2.0,1.0,,,,,90.0,63.0,7.6,11.0,0.0212345,0,,4.0,3.0,3.0,,,,1.0,1.0,,,1.0,1.0,,,2.0,1.0,,,,,,,,,,,
11409138,home,Moreirense,Gonçalo Franco,goncalo-franco,G. Franco,M,17,176,243,M,984866,EUR,974419200,M,88,88,False,36.0,28.0,6.0,1.0,13.0,15.0,16.0,23.0,,6.0,5.0,14.0,2.0,,,,,90.0,64.0,7.6,14.0,0.506976,3,,2.0,,5.0,2.0,1.0,1.0,,4.0,1.0,0.2132,3.0,2.0,,,1.0,2.0,1.0,3.0,1.0,2.0,1.0,,,,,,
11409138,home,Moreirense,Lawrence Ofori,lawrence-ofori,L. Ofori,M,80,181,149,M,892170,EUR,898992000,M,80,80,False,32.0,32.0,1.0,1.0,17.0,17.0,15.0,15.0,,3.0,2.0,8.0,1.0,,,,,89.0,45.0,6.5,7.0,0.0140738,0,,,,6.0,4.0,1.0,,,1.0,,,1.0,,,,,,,1.0,,,1.0,2.0,,,,,
11409138,home,Moreirense,Kobamelo Kodisang,kobamelo-kodisang,K. Kodisang,M,13,169,215,M,822874,EUR,935798400,M,21,21,False,18.0,13.0,2.0,1.0,3.0,5.0,12.0,18.0,2.0,3.0,1.0,3.0,,,,,,79.0,32.0,6.8,11.0,0.217472,2,,5.0,1.0,6.0,1.0,,1.0,,,2.0,0.0708,1.0,1.0,,,2.0,,,1.0,,1.0,3.0,1.0,,,,,
11409138,home,Moreirense,Alan,alan,Alan,M,11,163,525,M,905455,EUR,952473600,M,11,11,False,22.0,21.0,1.0,1.0,4.0,4.0,18.0,22.0,,5.0,1.0,3.0,2.0,,,,,79.0,45.0,7.0,9.0,0.238056,3,,4.0,1.0,6.0,1.0,1.0,1.0,,4.0,3.0,0.0938,2.0,1.0,,,1.0,,,1.0,,1.0,2.0,1.0,1.0,1.0,0.0311,,
11409138,home,Moreirense,Madson de Souza Silva,madson-de-souza-silva,M. d. S. Silva,M,9,164,238,M,937555,EUR,935625600,M,31,31,False,18.0,13.0,2.0,1.0,3.0,4.0,10.0,19.0,3.0,5.0,3.0,5.0,2.0,,,,,90.0,35.0,7.2,13.0,0.0263616,2,,5.0,4.0,5.0,1.0,,1.0,,2.0,,0.3846,,,,,,,,,,,1.0,,1.0,1.0,0.2428,,
11409138,home,Moreirense,André Luis,andre-luis,A. Luis,F,9,182,773,M,904297,EUR,763171200,F,9,9,False,23.0,12.0,,,4.0,5.0,8.0,18.0,7.0,7.0,2.0,2.0,1.0,,,,,89.0,32.0,7.6,14.0,0.00391891,1,,,5.0,7.0,,,,1.0,3.0,2.0,0.3614,,,,,,,,,,,1.0,,1.0,2.0,0.2944,True,1.0
11409138,home,Moreirense,Wallisson Luiz,wallisson-luiz,Wallisson Luiz,M,8,184,182,M,922601,EUR,874972800,M,8,8,True,2.0,1.0,,,,,1.0,2.0,,,1.0,,,,,,,11.0,5.0,6.6,2.0,0.00039782,0,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,
11409138,home,Moreirense,Matheus Aiás,matheus-aias,M. Aiás,F,9,175,293,M,899902,EUR,851904000,F,7,7,True,4.0,3.0,1.0,1.0,1.0,1.0,2.0,3.0,,1.0,,3.0,,,,,,11.0,7.0,6.6,2.0,0.00312852,0,,,1.0,3.0,2.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,,
11409138,home,Moreirense,Carlos Ponck,carlos-ponck,C. Ponck,D,26,183,62,M,584116,EUR,789955200,D,14,14,True,,,,,,,,,,,,,,,,,,1.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11409138,home,Moreirense,Godfried Frimpong,godfried-frimpong,G. Frimpong,D,21,180,173,M,931743,EUR,924652800,D,23,23,True,,,,,,,,,,,,,,,,,,1.0,1.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11409138,home,Moreirense,Caio,caio,Caio,G,22,192,67,M,345843,EUR,661824000,G,22,22,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11409138,home,Moreirense,Gilberto Batista,batista-gilberto,G. Batista,D,66,185,135,M,1153099,EUR,1072656000,D,66,66,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11409138,home,Moreirense,Pedro Aparício,pedro-aparicio,P. Aparício,M,10,171,39,M,1091674,EUR,809049600,M,10,10,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,Pedro Aparício,,,,,,,,,,,,,,
11409138,home,Moreirense,Rúben Ramos Ismael,ruben-ramos-ismael,Ismael,M,16,184,179,M,1469058,EUR,922320000,M,6,6,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11409138,home,Moreirense,Rodrigo Macedo,macedo-rodrigo,R. Macedo,F,92,180,30,M,1394914,EUR,1057708800,F,90,90,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,Rodrigo,Macedo,,,,,,,,,,,,,
11409138,away,Vitória SC,Bruno Varela,bruno-varela,B. Varela,G,14,191,628,M,138895,EUR,783907200,G,14,14,False,32.0,23.0,17.0,8.0,19.0,22.0,4.0,10.0,,,,10.0,,2.0,1.0,2.0,,90.0,40.0,6.9,9.0,0.00252595,0,-0.4317,,,,,,,,,,,,,,,,,,,,,,,,,,True,
