match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_duelWon,stat_onTargetScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_wasFouled,stat_fouls,stat_shotOffTarget,stat_outfielderBlock,stat_dispossessed,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_unsuccessfulTouch,stat_challengeLost,stat_blockedScoringAttempt,stat_goals,stat_bigChanceMissed,stat_totalOffside,player_sofascoreId,captain,stat_savedShotsFromInsideTheBox,stat_saves,stat_goalsPrevented,stat_errorLeadToAShot,stat_hitWoodwork
13472872,home,Bahia,Ronaldo,ronaldo,Ronaldo,G,96,193,1025,M,840106,EUR,840672000,G,96,96,False,30.0,25.0,8.0,3.0,0.0,24.0,25.0,1.0,5.0,6.0,1.0,1.0,90.0,35.0,6.8,5.0,0.00027857,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13472872,home,Bahia,Santiago Arias,santiago-arias,S. Arias,D,13,177,3440,M,158583,EUR,695260800,D,13,13,False,68.0,61.0,1.0,,0.0,29.0,33.0,32.0,35.0,3.0,,,90.0,86.0,7.5,9.0,0.0327714,1,,,3.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.0159,0.0571,1.0,,,,,,,,,,,,,,,,,,,,,,,,
13472872,home,Bahia,Gabriel Xavier,gabriel-xavier,G. Xavier,D,3,190,1259,M,1117710,EUR,989107200,D,3,3,False,74.0,69.0,6.0,4.0,0.0,58.0,58.0,11.0,16.0,1.0,,,90.0,83.0,7.2,6.0,0.00630874,0,Gabriel Xavier,,,,3.0,,1.0,4.0,,,,,,2.0,2.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
13472872,home,Bahia,David Duarte,david-duarte,D. Duarte,D,33,192,765,M,810715,EUR,790905600,D,33,33,False,74.0,68.0,3.0,1.0,0.0,46.0,47.0,22.0,27.0,2.0,,,90.0,82.0,7.3,6.0,0.00983119,1,,,,,3.0,,2.0,1.0,,,0.0338,,,,3.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,
13472872,home,Bahia,Luciano Juba,luciano-juba,L. Juba,D,46,176,3659,M,1017264,EUR,935884800,D,46,46,False,54.0,51.0,3.0,3.0,0.0,20.0,21.0,31.0,33.0,6.0,,,90.0,74.0,7.6,8.0,0.0951297,0,,,3.0,1.0,5.0,,2.0,2.0,2.0,2.0,,,1.0,,1.0,3.0,1.0,1.0,,,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,
13472872,home,Bahia,Caio Alexandre,caio-alexandre,C. Alexandre,M,19,174,1777,M,1008832,EUR,919814400,M,19,19,False,75.0,70.0,6.0,5.0,0.0,33.0,34.0,37.0,41.0,6.0,,,68.0,88.0,7.4,5.0,0.194962,0,,,1.0,1.0,6.0,,1.0,2.0,3.0,1.0,,,,,,3.0,3.0,2.0,,,,,,,,1.0,,,,,,,,,,,
13472872,home,Bahia,Jean Lucas,jean-lucas,J. Lucas,M,6,181,3752,M,927975,EUR,898473600,M,6,6,False,40.0,37.0,1.0,1.0,0.0,7.0,7.0,30.0,33.0,2.0,,,90.0,57.0,8.9,6.0,0.466527,5,,,,,4.0,3.0,,2.0,1.0,1.0,0.5466,0.9015,3.0,,1.0,8.0,1.0,5.0,,,2.0,3.0,2.0,1.0,,,2.0,2.0,,,,,,,,,
13472872,home,Bahia,Ademir,ademir,Ademir,F,7,172,1700,M,922546,EUR,792892800,M,7,7,False,33.0,27.0,1.0,,1.0,9.0,9.0,18.0,24.0,1.0,,,82.0,55.0,7.2,19.0,0.247816,2,,,3.0,,6.0,,,,,,0.3616,,2.0,2.0,1.0,8.0,2.0,1.0,1.0,,4.0,3.0,3.0,1.0,5.0,1.0,1.0,,1.0,1.0,,,,,,,
13472872,home,Bahia,Everton Ribeiro,everton-ribeiro,E. Ribeiro,M,10,174,5845,M,145063,EUR,608169600,M,10,10,False,50.0,43.0,4.0,4.0,0.0,9.0,11.0,34.0,39.0,7.0,,,82.0,70.0,7.1,12.0,0.0857515,3,,,1.0,,6.0,,,1.0,1.0,1.0,0.1661,,,1.0,,8.0,3.0,2.0,2.0,,2.0,3.0,2.0,,1.0,3.0,1.0,,1.0,,evertonri,True,,,,,
13472872,home,Bahia,Erick Pulga,erick-pulga,E. Pulga,M,16,169,4844,M,1104070,EUR,970358400,M,16,16,False,26.0,22.0,3.0,3.0,0.0,8.0,8.0,14.0,18.0,5.0,,,82.0,44.0,7.1,10.0,0.0353452,1,Erick,Pulga,3.0,,5.0,,1.0,1.0,1.0,1.0,0.4828,,,,,4.0,1.0,2.0,1.0,,1.0,3.0,3.0,,1.0,1.0,,,1.0,,,,,,,,
