match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_lastManTackle,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_aerialWon,stat_duelLost,stat_challengeLost,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_interceptionWon,stat_wasFouled,stat_keyPass,captain,stat_aerialLost,stat_fouls,player_firstName,player_lastName,stat_dispossessed,stat_shotOffTarget,stat_errorLeadToAShot,stat_totalCross,stat_accurateCross,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_totalOffside,stat_errorLeadToAGoal,stat_bigChanceCreated,stat_onTargetScoringAttempt,player_sofascoreId,stat_goals
10382016,home,Sparta Rotterdam,Koki Saito,koki-saito,K. Saito,M,14,170,1063,M,905356,EUR,997401600,F,11,11,False,26.0,19.0,1.0,,4.0,6.0,15.0,21.0,8.0,,5.0,,1.0,,3.0,,,,89.0,47.0,6.1,18.0,2,4.0,7.0,2.0,7.0,3.0,,1.0,,,,,,,,1.0,1.0,,1.0,,1.0,1.0,2.0,,,,,
10382016,home,Sparta Rotterdam,Adil Auassar,adil-auassar,A. Auassar,D,,185,31,,28319,EUR,528940800,M,14,14,True,16.0,11.0,1.0,,11.0,12.0,,4.0,1.0,3.0,2.0,,1.0,1.0,1.0,,,,26.0,23.0,5.7,6.0,0,,1.0,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,
10382016,home,Sparta Rotterdam,Jonathan de Guzmán,jonathan-de-guzman,J. d. Guzmán,M,13,173,79,M,13028,EUR,558489600,M,16,16,True,11.0,5.0,,,2.0,3.0,3.0,9.0,4.0,,4.0,,,,,,,,10.0,14.0,6.6,7.0,0,2.0,2.0,1.0,2.0,2.0,,,,,,,1.0,,,,,,1.0,,,,,,,,,
10382016,home,Sparta Rotterdam,Mohammed Tahiri,mohammed-tahiri,M. Tahiri,F,19,177,95,M,1066323,EUR,980121600,F,17,17,True,2.0,1.0,,,1.0,2.0,,,,,,,,,,,,,1.0,3.0,,1.0,1,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
10382016,home,Sparta Rotterdam,Youri Schoonderwaldt,youri-schoonderwaldt,Y. Schoonderwaldt,G,13,195,40,M,996720,EUR,952905600,G,20,20,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382016,home,Sparta Rotterdam,Delano van Crooij,delano-van-crooy,D. v. Crooij,G,,182,15,M,108714,EUR,676080000,G,30,30,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382016,home,Sparta Rotterdam,Jeremy van Mullem,jeremy-van-mullem,J. v. Mullem,D,14,184,54,M,990722,EUR,921715200,D,13,13,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382016,home,Sparta Rotterdam,Aaron Meijers,aaron-meijers,A. Meijers,D,14,176,30,M,32386,EUR,562377600,D,15,15,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,Aaron,Meijers,,,,,,,,,,,,,
10382016,home,Sparta Rotterdam,Dylan van Wageningen,van-wageningen-dylan,D. v. Wageningen,D,16,189,17,M,1424792,EUR,1042848000,M,12,12,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,Dylan van Wageningen,,,,,,,,,,,,,,
10382016,home,Sparta Rotterdam,Pedro Alemañ,pedro-aleman-serna,P. Alemañ,M,8,182,58,M,996933,EUR,1016668800,M,18,18,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382016,away,PSV Eindhoven,Walter Benítez,walter-benitez,W. Benítez,G,44,193,4345,M,249859,EUR,727401600,G,1,1,False,30.0,18.0,20.0,8.0,12.0,13.0,6.0,17.0,,,8.0,,,,,1.0,,,90.0,34.0,6.8,13.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382016,away,PSV Eindhoven,Jordan Teze,jordan-teze,J. Teze,D,4,183,1080,M,825846,EUR,938649600,D,3,3,False,29.0,21.0,3.0,,16.0,17.0,5.0,12.0,2.0,1.0,5.0,,2.0,1.0,,,,,45.0,39.0,6.8,10.0,0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
10382016,away,PSV Eindhoven,André Ramalho,andre-ramalho,A. Ramalho,D,5,182,5374,M,148155,EUR,698198400,D,5,5,False,51.0,35.0,9.0,2.0,26.0,34.0,9.0,17.0,8.0,3.0,6.0,,1.0,1.0,,,,,90.0,66.0,6.8,16.0,3,7.0,12.0,,,,,3.0,,,,7.0,5.0,,,,2.0,1.0,,,,1.0,,,,,,
10382016,away,PSV Eindhoven,Jarrad Branthwaite,jarrad-branthwaite,J. Branthwaite,D,32,195,2596,M,979563,EUR,1025136000,D,22,22,False,45.0,37.0,7.0,3.0,24.0,28.0,13.0,17.0,9.0,5.0,5.0,,2.0,1.0,,,,,90.0,56.0,7.5,8.0,0,7.0,3.0,,,,1.0,2.0,,,,2.0,1.0,,,,,,,,,,,,,,,
10382016,away,PSV Eindhoven,Patrick van Aanholt,patrick-van-aanholt,P. v. Aanholt,D,14,175,555,M,74577,EUR,651888000,D,30,30,False,45.0,40.0,3.0,3.0,17.0,20.0,23.0,26.0,2.0,1.0,8.0,,1.0,,,,,,90.0,64.0,7.1,9.0,2,,2.0,1.0,1.0,1.0,,1.0,,1.0,,,,,,1.0,2.0,,1.0,,,,,,,,,
10382016,away,PSV Eindhoven,Guus Til,guus-til,G. Til,M,20,183,2263,M,845798,EUR,882748800,M,20,20,False,27.0,22.0,,,9.0,10.0,13.0,17.0,1.0,1.0,,,,,1.0,,,,88.0,38.0,6.2,6.0,4,,2.0,,,,,,1.0,1.0,,1.0,1.0,,,,3.0,,,,2.0,1.0,,,,,,
10382016,away,PSV Eindhoven,Érick Gutiérrez,erick-gutierrez,É. Gutiérrez,M,15,181,915,M,590700,EUR,803174400,M,15,15,False,42.0,34.0,5.0,4.0,15.0,20.0,19.0,22.0,8.0,,5.0,,1.0,1.0,1.0,,,,90.0,53.0,6.9,9.0,1,5.0,8.0,3.0,,,,2.0,2.0,,,5.0,,,,,1.0,,,,,,,,,,,
10382016,away,PSV Eindhoven,Joey Veerman,joey-veerman,J. Veerman,M,23,185,3780,M,850816,EUR,911433600,M,23,23,False,46.0,34.0,12.0,7.0,13.0,16.0,25.0,37.0,5.0,,11.0,,1.0,1.0,1.0,,,,90.0,69.0,8.4,17.0,1,,3.0,1.0,5.0,4.0,,1.0,,8.0,,,1.0,,,,,,7.0,4.0,,,,,1.0,1.0,,
10382016,away,PSV Eindhoven,Johan Bakayoko,johan-bakayoko,J. Bakayoko,F,9,179,6820,M,1088896,EUR,1050796800,F,27,27,False,19.0,18.0,2.0,2.0,4.0,5.0,14.0,15.0,4.0,,4.0,,2.0,1.0,,,,,45.0,28.0,7.3,2.0,1,,2.0,2.0,2.0,2.0,,,,3.0,,,,Johan Bakayoko,,,,,1.0,,,,,,,1.0,johanbakayoko,
10382016,away,PSV Eindhoven,Luuk de Jong,luuk-de-jong,L. de Jong,F,26,188,8572,M,40878,EUR,651715200,F,9,9,False,27.0,17.0,,,4.0,5.0,13.0,22.0,10.0,,2.0,,1.0,1.0,1.0,,,,61.0,40.0,6.9,14.0,1,6.0,9.0,,,,,,3.0,1.0,True,6.0,,,,3.0,1.0,,,,,,1.0,,,,luukdejong9,
10382016,away,PSV Eindhoven,Xavi Simons,xavi-simons,X. Simons,M,7,179,50786,M,997183,EUR,1050883200,F,7,7,False,37.0,32.0,1.0,,8.0,9.0,25.0,31.0,5.0,,6.0,,,,1.0,,,,90.0,57.0,6.7,14.0,3,,13.0,3.0,8.0,4.0,,,1.0,3.0,,,4.0,,,2.0,2.0,,3.0,1.0,,1.0,,,,,XaviSimons,
10382016,away,PSV Eindhoven,Anwar El Ghazi,anwar-el-ghazi,A. E. Ghazi,M,27,188,868,M,362470,EUR,799459200,F,21,21,True,23.0,15.0,1.0,1.0,4.0,6.0,11.0,20.0,8.0,,5.0,,,,1.0,,,,45.0,44.0,8.4,15.0,5,1.0,1.0,,8.0,7.0,,,,1.0,,,,,,,3.0,,3.0,,,,,,1.0,2.0,,1.0
10382016,away,PSV Eindhoven,Phillipp Mwene,phillipp-mwene,P. Mwene,M,2,170,470,M,138126,EUR,759801600,D,29,29,True,9.0,8.0,,,3.0,3.0,5.0,8.0,3.0,4.0,3.0,,1.0,1.0,,,,,45.0,32.0,6.8,7.0,0,1.0,6.0,1.0,1.0,1.0,,1.0,,,,3.0,2.0,,,,,,2.0,,,,1.0,,,,,
10382016,away,PSV Eindhoven,Fábio Silva,fabio-silva,F. Silva,F,21,185,5315,M,954076,EUR,1027036800,F,10,10,True,16.0,11.0,,,5.0,5.0,6.0,11.0,3.0,1.0,1.0,,,,1.0,,,,29.0,24.0,6.8,7.0,1,2.0,4.0,1.0,1.0,1.0,,,,1.0,,1.0,1.0,,,1.0,1.0,,,,,,,,,,fabio.silva,
10382016,away,PSV Eindhoven,Olivier Boscagli,boscagli-olivier,O. Boscagli,D,21,181,1043,M,788784,EUR,879811200,D,18,18,True,,,,,,,,,,,,,,,,,,,8.0,1.0,6.7,,0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
10382016,away,PSV Eindhoven,Joël Drommel,joel-drommel,J. Drommel,G,1,189,376,M,610396,EUR,848102400,G,16,16,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382016,away,PSV Eindhoven,Boy Waterman,boy-waterman,B. Waterman,G,,188,86,M,2594,EUR,443750400,G,24,24,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382016,away,PSV Eindhoven,Jenson Seelt,jenson-seelt,J. Seelt,D,14,192,601,M,1088897,EUR,1053648000,D,53,53,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,Jenson Seelt,,,,,,,,,,,,,,
10382016,away,PSV Eindhoven,Fedde Leysen,fedde-leysen,F. Leysen,D,48,191,390,M,1088899,EUR,1057708800,D,48,48,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,Fedde Leysen,,,,,,,,,,,,,,
10382016,away,PSV Eindhoven,Mathijs Tielemans,mathijs-tielemans,M. Tielemans,M,8,181,116,M,966542,EUR,1019779200,M,59,59,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382016,away,PSV Eindhoven,Savinho,savio,Savinho,M,26,176,52313,M,1046795,EUR,1081555200,F,33,33,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,Savinho,
10382016,away,PSV Eindhoven,Mohamed Nassoh,mohamed-nassoh,M. Nassoh,M,10,186,724,M,1088895,EUR,1043539200,M,56,56,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,Mohamed Nassoh,,,,,,,,,,,,,,
10382016,away,PSV Eindhoven,Tygo Land,land-tygo,T. Land,M,18,180,850,M,1441117,EUR,1136937600,M,54,54,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
