match_id,text,homeScore,awayScore,isLive,time,addedTime,timeSeconds,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,id,injury,isHome,incidentClass,player_id,player_name,length,playerName,reason,rescinded,from
13981668,FT,2.0,1.0,False,90,999.0,5400.0,1,0.0,2700.0,period,,,,,,,,,,,
13981668,,,,,90,4.0,,1,,,substitution,125516809.0,False,True,regular,,,,,,,
13981668,,2.0,1.0,,90,3.0,,1,,,goal,338077154.0,,True,regular,1099296.0,Mateo Pellegrino,,,,,
13981668,,,,,90,0.0,,1,,,injuryTime,,,,,,,5.0,,,,
13981668,,,,,86,,,5,,,card,124655689.0,,False,yellow,164511.0,Jean-Daniel Akpa Akpro,,Jean-Daniel Akpa Akpro,Foul,False,
13981668,,,,,79,,,12,,,substitution,125516621.0,False,False,regular,,,,,,,
13981668,,,,,79,,,12,,,substitution,125516614.0,False,False,regular,,,,,,,
13981668,,,,,70,,,21,,,substitution,125516491.0,False,True,regular,,,,,,,
13981668,,,,,62,,,29,,,substitution,125516436.0,False,False,regular,,,,,,,
13981668,,,,,62,,,29,,,substitution,125516435.0,False,True,regular,,,,,,,
13981668,,,,,46,,,45,,,substitution,125516185.0,False,True,regular,,,,,,,
13981668,HT,1.0,1.0,False,45,999.0,2700.0,1,0.0,2700.0,period,,,,,,,,,,,
13981668,,,,,45,2.0,,1,,,card,124655031.0,,True,yellow,958517.0,Lautaro Valenti,,Lautaro Valenti,Foul,False,
13981668,,,,,45,0.0,,1,,,injuryTime,,,,,,,3.0,,,,
13981668,,1.0,1.0,,43,,,3,,,goal,338059984.0,,False,penalty,915812.0,Abdou Harroui,,,,,penalty
13981668,,,,,41,,,5,,,card,124654989.0,,True,yellow,1155423.0,Alessandro Circati,,Alessandro Circati,Foul,False,
13981668,,,,,20,,,26,,,substitution,125515830.0,True,False,injury,,,,,,,
13981668,,,,,11,,,35,,,card,124654688.0,,False,red,1217613.0,Gift Orban,,Gift Orban,Argument,False,
13981668,,1.0,0.0,,4,,,42,,,goal,338055036.0,,True,regular,934384.0,Adrián Bernabé,,,,,
