match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_jerseyNumber,stat_aerialWon,stat_duelLost,stat_challengeLost,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_penaltyConceded,stat_fouls,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_expectedGoals,stat_expectedGoalsOnTarget,captain,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_totalContest,stat_keyPass,stat_wonContest,stat_bigChanceCreated,stat_dispossessed,stat_ownGoals,stat_penaltyWon,stat_blockedScoringAttempt,stat_shotOffTarget,stat_goals,stat_bigChanceMissed,stat_totalOffside,stat_errorLeadToAShot,stat_lastManTackle
12514120,home,Boavista,Tomáš Vaclík,,,tomas-vaclik,Tomáš Vaclík,G,188,369,M,23715,EUR,607132800,G,31,31,False,30.0,15.0,24.0,9.0,0.0,12.0,13.0,3.0,17.0,1.0,2.0,13.0,1.0,1.0,4.0,1.0,6.0,1.0,1.0,90.0,45.0,8.0,15.0,0.00061691,0,-0.4635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12514120,home,Boavista,Vitaliy Lystsov,,,vitaliy-lystsov,V. Lystsov,D,192,57,M,789123,EUR,805420800,D,5,5,False,22.0,15.0,4.0,2.0,0.0,12.0,17.0,3.0,5.0,7.0,6.0,6.0,,,,,,,,82.0,39.0,6.3,9.0,0.00228431,0,,55,1.0,4.0,3.0,1.0,6.0,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
12514120,home,Boavista,Steven Vitória,,,steven-vitoria,S. Vitória,D,195,115,M,59574,EUR,537321600,D,19,19,False,19.0,14.0,7.0,4.0,0.0,8.0,9.0,6.0,10.0,2.0,8.0,2.0,1.0,,,,,,,90.0,35.0,7.1,5.0,0.00369654,1,,,,2.0,,1.0,1.0,1.0,,,2.0,1.0,1.0,0.0355,0.0312,,,,,,,,,,,,,,,,,,
12514120,home,Boavista,Rodrigo Abascal,,,rodrigo-abascal,R. Abascal,D,190,156,M,846416,EUR,758505600,D,26,26,False,25.0,16.0,6.0,1.0,0.0,9.0,12.0,7.0,14.0,1.0,3.0,3.0,,,,,,,,90.0,38.0,6.4,13.0,0.00226345,0,,26,,3.0,1.0,1.0,1.0,,2.0,,2.0,,2.0,,,True,1.0,,,,,,,,,,,,,,,,
12514120,home,Boavista,Salvador Agra,,,salvador-agra,S. Agra,M,166,97,M,587416,EUR,689817600,M,7,7,False,30.0,21.0,8.0,3.0,0.0,9.0,12.0,14.0,23.0,2.0,3.0,4.0,2.0,,,,,,,90.0,55.0,6.6,16.0,0.197212,0,,11,,5.0,2.0,,,,1.0,,1.0,,,,,,5.0,2.0,1.0,1.0,3.0,,,,,,,,,,,,
12514120,home,Boavista,Ibrahima Camará,,,ibrahima-camara,I. Camará,M,190,520,M,976145,EUR,917222400,M,2,2,False,28.0,19.0,8.0,5.0,0.0,7.0,9.0,13.0,20.0,5.0,3.0,6.0,2.0,,,,,,,71.0,41.0,7.4,10.0,0.10054,0,,2,,2.0,,2.0,2.0,2.0,,,,,,,,,1.0,1.0,1.0,2.0,2.0,1.0,1.0,,,,,,,,,,
12514120,home,Boavista,Ilija Vukotić,Ilija,Vukotić,ilija-vukotic,I. Vukotić,M,191,158,M,891881,EUR,915667200,M,18,18,False,15.0,11.0,2.0,1.0,0.0,5.0,6.0,6.0,9.0,4.0,1.0,2.0,2.0,,,,,,,57.0,26.0,6.8,5.0,0.0100871,0,,8,,6.0,1.0,2.0,2.0,,,,3.0,,,,,,,,1.0,,1.0,,,1.0,1.0,1.0,,,,,,,
12514120,home,Boavista,Sidoine Fogning,Sidoine Fogning,,sidoine-fogning,S. Fogning,D,195,93,M,2049628,EUR,1005436800,M,13,13,False,16.0,11.0,2.0,,0.0,3.0,4.0,8.0,15.0,7.0,4.0,,1.0,,,,,,,90.0,41.0,6.5,13.0,0.0118552,1,,19,4.0,6.0,,1.0,2.0,2.0,2.0,,2.0,,,0.0929,,,3.0,,1.0,3.0,,,,,,,1.0,,,,,,
12514120,home,Boavista,Marco van Ginkel,,,marco-van-ginkel,M. van Ginkel,F,186,363,M,112794,EUR,723168000,F,8,8,False,19.0,17.0,1.0,1.0,0.0,12.0,12.0,5.0,7.0,6.0,2.0,2.0,,,,,,,,90.0,35.0,7.5,3.0,0.00279115,3,,,3.0,7.0,2.0,1.0,2.0,1.0,1.0,,2.0,1.0,1.0,0.9009,0.7997,,,,4.0,1.0,,1.0,,,,,,2.0,1.0,,,,
12514120,home,Boavista,Abdoulay Diaby,,,abdoulay-diaby,A. Diaby,F,173,492,M,115718,EUR,674784000,F,21,21,False,23.0,15.0,3.0,2.0,0.0,7.0,9.0,8.0,14.0,4.0,,,2.0,,,,,,,90.0,30.0,6.5,10.0,0.0121447,1,,23,2.0,2.0,,1.0,,,1.0,,1.0,1.0,,0.3854,0.2001,,,,,,,,,1.0,,,,,,1.0,,,
