match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_interceptionWon,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,stat_aerialLost,stat_aerialWon,stat_totalTackle,player_firstName,player_lastName,stat_challengeLost,stat_wasFouled,captain,stat_dispossessed,stat_shotOffTarget,stat_blockedScoringAttempt,stat_expectedGoals,player_sofascoreId,stat_accurateCross,stat_onTargetScoringAttempt,stat_wonTackle,stat_expectedGoalsOnTarget,stat_bigChanceMissed,stat_totalOffside,stat_bigChanceCreated
11392819,home,Metz,Alexandre Oukidja,alexandre-oukidja,A. Oukidja,G,90,185,3337,M,32668,EUR,585273600,G,16,16,False,25.0,12.0,22.0,9.0,7.0,8.0,5.0,17.0,1.0,6.0,1.0,1.0,2.0,90.0,34.0,7.1,14.0,0.00115747,0,0.7968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11392819,home,Metz,Maxime Colin,maxime-colin,M. Colin,D,2,179,51,M,128285,EUR,690163200,D,2,2,False,35.0,25.0,8.0,3.0,17.0,20.0,8.0,17.0,2.0,4.0,,,,90.0,62.0,7.2,16.0,0.00648095,0,,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,
11392819,home,Metz,Ismaël Traoré,ismael-traore,I. Traore,D,,184,129,M,25506,EUR,524707200,D,8,8,False,45.0,40.0,8.0,6.0,27.0,29.0,13.0,16.0,2.0,5.0,,,,90.0,52.0,7.2,6.0,0.00686485,0,,,2.0,4.0,,,1.0,1.0,1.0,1.0,,1.0,3.0,1.0,,,,,,,,,,,,,,,,,
11392819,home,Metz,Christophe Herelle,christophe-herelle,C. Herelle,D,4,188,67,M,225092,EUR,714441600,D,29,29,False,45.0,44.0,4.0,3.0,35.0,35.0,9.0,10.0,4.0,8.0,,,,90.0,59.0,7.3,3.0,0.0141192,0,,,6.0,4.0,1.0,1.0,1.0,2.0,2.0,1.0,,3.0,1.0,,,,2.0,2.0,,,,,,,,,,,,,
11392819,home,Metz,Matthieu Udol,matthieu-udol,M. Udol,D,14,178,453,M,787827,EUR,827280000,D,3,3,False,35.0,26.0,4.0,2.0,16.0,19.0,10.0,21.0,4.0,4.0,,,,90.0,66.0,6.7,18.0,0.00351273,0,,5.0,5.0,5.0,4.0,2.0,,,1.0,1.0,,,2.0,,,,2.0,1.0,True,,,,,,,,,,,,
11392819,home,Metz,Joseph N'Duquidi,nduquidi-joseph,J. N'Duquidi,M,15,185,86,M,1392812,EUR,1099180800,M,34,34,False,27.0,21.0,2.0,2.0,16.0,18.0,5.0,9.0,1.0,4.0,,,,90.0,43.0,6.6,9.0,0.00213619,2,,,6.0,6.0,,,,2.0,1.0,2.0,,1.0,1.0,2.0,,,1.0,3.0,,2.0,1.0,1.0,0.1276,,,,,,,,
11392819,home,Metz,Lamine Camara,camara-lamine,L. Camara,M,15,174,20442,M,1389846,EUR,1072915200,M,18,18,False,25.0,20.0,4.0,3.0,7.0,9.0,14.0,21.0,1.0,4.0,,,,70.0,43.0,7.4,13.0,0.0728898,2,,5.0,5.0,5.0,5.0,4.0,,,2.0,1.0,2.0,1.0,,1.0,Lamine Camara,,1.0,,,1.0,1.0,,0.048,lamine_camara_5,1.0,1.0,1.0,0.376,,,
11392819,home,Metz,Kevin Van Den Kerkhof,kevin-van-den-kerkhof,K. V. D. Kerkhof,D,3,190,2115,M,1130602,EUR,826675200,M,22,22,False,25.0,14.0,4.0,2.0,7.0,9.0,8.0,21.0,2.0,5.0,,,,90.0,57.0,6.6,25.0,0.0643554,2,,5.0,11.0,5.0,3.0,1.0,1.0,,3.0,,2.0,3.0,1.0,3.0,,,2.0,,,4.0,,,0.18,,1.0,2.0,1.0,1.013,1.0,2.0,
11392819,home,Metz,Joel Asoro,joel-asoro,J. Asoro,F,99,175,213,M,825901,EUR,925171200,M,99,99,False,12.0,5.0,2.0,1.0,,4.0,6.0,9.0,,1.0,,,,82.0,26.0,6.9,11.0,0.043307,1,,1.0,6.0,9.0,2.0,1.0,,,2.0,2.0,1.0,2.0,4.0,2.0,,,1.0,2.0,,1.0,1.0,,0.1023,,1.0,,2.0,,,,
11392819,home,Metz,Cheick Tidiane Sabaly,cheick-tidiane-sabaly,C. T. Sabaly,F,14,168,3796,M,942834,EUR,920505600,M,14,14,False,19.0,17.0,,,9.0,11.0,8.0,8.0,,8.0,,,,65.0,25.0,7.1,6.0,0.228691,0,,,2.0,1.0,,,1.0,,2.0,1.0,1.0,,,1.0,,,,,,1.0,,,,,,,1.0,,,,1.0
