match_id,side,team,player_name,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_accurateCross,stat_duelLost,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,player_jerseyNumber,stat_aerialLost,stat_outfielderBlock,stat_penaltyConceded,player_firstName,player_lastName,captain,stat_shotOffTarget,stat_dispossessed,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_hitWoodwork,stat_penaltyWon,stat_totalOffside,stat_challengeLost,stat_bigChanceCreated,stat_goalAssist,stat_goals,stat_goodHighClaim,stat_blockedScoringAttempt,stat_penaltyMiss
10438118,home,Santa Clara,Marco Pereira,marco-pereira,Marco,G,185.0,11,M,44630,EUR,537408000.0,G,99,99,False,36.0,24.0,20.0,10.0,18.0,21.0,6.0,15.0,1.0,1.0,1.0,8.0,2.0,1.0,4.0,1.0,90.0,45.0,6.9,12.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10438118,home,Santa Clara,Pierre Sagna,pierre-sagna,P. Sagna,D,183.0,17,M,135130,EUR,651196800.0,D,95,95,False,29.0,24.0,6.0,4.0,11.0,11.0,14.0,20.0,1.0,8.0,4.0,4.0,,,,,86.0,51.0,7.5,7.0,0,2.0,1.0,1.0,1.0,1.0,3.0,5.0,3.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
10438118,home,Santa Clara,Kennedy Boateng,kennedy-boateng,K. Boateng,D,191.0,330,M,845884,EUR,849225600.0,D,4,4,False,53.0,40.0,12.0,6.0,34.0,43.0,6.0,10.0,5.0,5.0,3.0,7.0,,,,,90.0,62.0,6.8,13.0,0,,,4.0,,,2.0,,,,,2.0,,4,2.0,1.0,,,,,,,,,,,,,,,,,,
10438118,home,Santa Clara,Paulo,paulo,Paulo,D,187.0,57,M,1018886,EUR,1013644800.0,D,43,43,False,42.0,35.0,2.0,1.0,31.0,38.0,4.0,4.0,1.0,1.0,9.0,2.0,,,,,90.0,52.0,6.2,8.0,0,,,4.0,,,,,,1.0,,1.0,,2,3.0,,1.0,,,,,,,,,,,,,,,,,
10438118,home,Santa Clara,Paulo Henrique,paulo-henrique,P. Henrique,D,182.0,49,M,342981,EUR,846028800.0,D,16,16,False,41.0,35.0,4.0,2.0,19.0,23.0,16.0,19.0,3.0,6.0,3.0,4.0,,,,,90.0,57.0,7.0,8.0,1,1.0,,2.0,,,,1.0,1.0,1.0,3.0,3.0,,23,,1.0,,,,True,1.0,,,,,,,,,,,,,
10438118,home,Santa Clara,Xavi Quintilla,xavier-quintilla,X. Quintilla,D,177.0,87,M,286153,EUR,840758400.0,D,3,3,False,19.0,13.0,,,7.0,8.0,6.0,12.0,,2.0,,3.0,,,,,45.0,28.0,6.6,8.0,0,1.0,,,,,,2.0,2.0,1.0,,,1.0,19,,,,,,,,,,,,,,,,,,,,
10438118,home,Santa Clara,Gabriel Silva,gabriel-silva,Gabriel Silva,F,177.0,795,M,1046794,EUR,1016755200.0,M,49,49,False,12.0,7.0,2.0,2.0,1.0,1.0,6.0,12.0,,9.0,,,,,,,90.0,42.0,7.2,14.0,2,1.0,,3.0,3.0,2.0,,2.0,1.0,4.0,5.0,,1.0,10,1.0,,,Gabriel Silva,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,
10438118,home,Santa Clara,Victor Bobsin,victor-bobsin,V. Bobsin,M,184.0,110,M,905451,EUR,947635200.0,M,80,80,False,37.0,31.0,9.0,5.0,15.0,16.0,17.0,23.0,,4.0,2.0,9.0,,,,,90.0,55.0,7.0,12.0,0,2.0,1.0,5.0,,,1.0,3.0,3.0,4.0,1.0,4.0,1.0,8,,,,,,,,,,,,,,2.0,1.0,,,,,
10438118,home,Santa Clara,Adriano Firmino,adriano-firmino,A. Firmino,M,187.0,127,M,989383,EUR,941673600.0,M,20,20,False,33.0,23.0,6.0,3.0,9.0,12.0,14.0,21.0,,1.0,,5.0,,,,,72.0,41.0,7.0,11.0,1,,,5.0,1.0,,,1.0,1.0,,,3.0,1.0,6,1.0,,,,,,1.0,,,,,,,,1.0,1.0,,,,
10438118,home,Santa Clara,Rildo,rildo,Rildo,F,178.0,262,M,1047095,EUR,948412800.0,M,37,37,False,7.0,5.0,,,2.0,2.0,3.0,8.0,,2.0,,3.0,,,,,45.0,18.0,6.6,9.0,0,3.0,,4.0,2.0,1.0,,1.0,1.0,2.0,,1.0,,37,2.0,,,,,,,,,,,,,,,,,,,
