match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_totalTackle,stat_wonTackle,stat_fouls,stat_keyPass,stat_aerialLost,stat_interceptionWon,stat_dispossessed,stat_shotOffTarget,stat_unsuccessfulTouch,stat_wasFouled,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_blockedScoringAttempt,stat_bigChanceCreated,player_sofascoreId,captain,stat_wonContest,stat_totalOffside,stat_onTargetScoringAttempt,stat_bigChanceMissed,stat_crossNotClaimed,stat_savedShotsFromInsideTheBox,stat_saves,stat_goalAssist,stat_outfielderBlock,stat_clearanceOffLine,stat_goals
10385361,home,Wolverhampton,José Sá,jose-sa,J. Sá,G,1,192,4016,M,252669,EUR,727228800,G,1,1,False,26.0,22.0,6.0,3.0,20.0,22.0,2.0,4.0,2.0,10.0,1.0,1.0,1.0,90.0,40.0,5.5,5.0,0.0,0.0,0.00069641,0,-2.5109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385361,home,Wolverhampton,Jonny Otto,jonny-otto,J. Otto,D,17,175,572,M,235648,EUR,762652800,D,19,19,False,49.0,44.0,2.0,1.0,28.0,31.0,16.0,18.0,1.0,11.0,,,,67.0,68.0,6.5,7.0,0.0,0.0,0.15276,0,,1.0,3.0,4.0,1.0,1.0,3.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
10385361,home,Wolverhampton,Nathan Collins,nathan-collins,N. Collins,D,22,193,1556,M,958916,EUR,988588800,D,4,4,False,82.0,78.0,9.0,8.0,63.0,65.0,15.0,17.0,1.0,7.0,,,,90.0,88.0,6.5,4.0,0.0,0.0,0.0839502,0,,2.0,3.0,4.0,,,2.0,2.0,,,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10385361,home,Wolverhampton,Max Kilman,max-kilman,M. Kilman,D,3,192,1250,M,894474,EUR,864345600,D,23,23,False,88.0,73.0,10.0,4.0,53.0,59.0,20.0,29.0,1.0,4.0,,,,90.0,102.0,6.0,20.0,0.1912,0.0,0.0124275,1,,4.0,4.0,6.0,,2.0,1.0,,,,,2.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
10385361,home,Wolverhampton,Hugo Bueno,hugo-bueno,H. Bueno,D,3,180,695,M,1013928,EUR,1032307200,D,64,64,False,34.0,31.0,1.0,1.0,12.0,13.0,22.0,28.0,1.0,4.0,,,,90.0,57.0,6.3,13.0,0.0592,0.0,0.034233,1,,,2.0,2.0,,1.0,1.0,1.0,,2.0,,,1.0,,3.0,1.0,,,7.0,3.0,1.0,,,,,,,,,,,,,,
10385361,home,Wolverhampton,João Moutinho,joao-moutinho,J. Moutinho,M,8,171,1563,M,6562,EUR,526521600,M,28,28,False,59.0,51.0,2.0,1.0,34.0,36.0,21.0,29.0,,7.0,,,,81.0,75.0,7.5,11.0,0.0421,0.0,0.335669,2,,,2.0,3.0,,1.0,1.0,,,5.0,1.0,,,2.0,,2.0,,,6.0,4.0,,1.0,,,,,,,,,,,,,
10385361,home,Wolverhampton,Rúben Neves,ruben-neves,R. Neves,M,8,181,15401,M,280955,EUR,858211200,M,8,8,False,80.0,71.0,15.0,12.0,34.0,35.0,37.0,47.0,,5.0,,,,90.0,91.0,6.7,14.0,0.0911,0.0,0.0325886,1,,1.0,5.0,4.0,,2.0,,,1.0,,2.0,,1.0,1.0,,2.0,,,2.0,,,,rubenneves,True,1.0,,,,,,,,,,
10385361,home,Wolverhampton,Adama Traoré,adama-traore,A. Traoré,F,17,178,12517,M,286165,EUR,822528000,M,37,37,False,32.0,20.0,1.0,1.0,7.0,9.0,16.0,27.0,,4.0,,,,90.0,50.0,6.7,23.0,0.0,0.0,0.235172,0,,2.0,3.0,5.0,,3.0,,,1.0,3.0,,,,,8.0,2.0,,,4.0,3.0,,,adamatrd,,1.0,1.0,,,,,,,,,
10385361,home,Wolverhampton,Matheus Nunes,matheus-nunes,M. Nunes,D,27,183,19609,M,945122,EUR,904176000,M,27,27,False,20.0,17.0,1.0,1.0,6.0,6.0,11.0,14.0,,1.0,,,,66.0,31.0,6.8,7.0,0.3356,0.0734,0.1152,3,,,5.0,1.0,,,1.0,1.0,2.0,2.0,1.0,,2.0,,2.0,,,,,,1.0,1.0,matheusnunes,,,,2.0,,,,,,,,
10385361,home,Wolverhampton,Daniel Podence,daniel-podence,D. Podence,F,56,165,3017,M,308764,EUR,814233600,M,10,10,False,29.0,22.0,3.0,2.0,5.0,6.0,19.0,25.0,,4.0,,,,90.0,51.0,6.4,14.0,0.3833,0.1154,0.185793,5,,1.0,6.0,4.0,,4.0,1.0,,1.0,2.0,,,3.0,1.0,2.0,,,,2.0,2.0,3.0,,,,2.0,1.0,1.0,1.0,,,,,,,
