match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_duelLost,stat_challengeLost,stat_totalContest,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_interceptionWon,stat_keyPass,stat_aerialLost,stat_aerialWon,stat_bigChanceMissed,stat_shotOffTarget,stat_totalClearance,stat_outfielderBlock,stat_totalTackle,stat_unsuccessfulTouch,player_firstName,player_lastName,stat_fouls,stat_wonTackle,stat_totalOffside,stat_dispossessed,stat_blockedScoringAttempt,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,player_sofascoreId,stat_goals,stat_wonContest,stat_goalAssist
11396466,home,Borussia M'gladbach,Jonas Omlin,jonas-omlin,J. Omlin,G,18,189,396,M,571622,EUR,758160000,G,1,1,False,True,28.0,19.0,15.0,7.0,14.0,19.0,5.0,9.0,1.0,13.0,1.0,1.0,7.0,8.0,90.0,50.0,8.2,9.0,0.0,0.0,0.00065223,0,0.2814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396466,home,Borussia M'gladbach,Franck Honorat,franck-honorat,F. Honorat,M,9,180,718,M,280453,EUR,839721600,D,9,9,False,,38.0,34.0,3.0,2.0,13.0,13.0,22.0,31.0,,3.0,,,,,79.0,53.0,7.3,14.0,0.0521,0.09,0.386458,1,,6.0,1.0,4.0,1.0,3.0,2.0,1.0,1.0,6.0,,,,,,,,,,,,,,,,,,,,,,
11396466,home,Borussia M'gladbach,Marvin Friedrich,marvin-friedrich,M. Friedrich,D,5,193,161,M,254449,EUR,818812800,D,5,5,False,,47.0,41.0,4.0,,22.0,25.0,19.0,22.0,4.0,3.0,,,,,90.0,68.0,6.8,7.0,0.198,0.0,0.012951,4,,,,1.0,,,,,2.0,,1.0,2.0,1.0,4.0,5.0,1.0,2.0,1.0,,,,,,,,,,,,,,
11396466,home,Borussia M'gladbach,Ko Itakura,ko-itakura,K. Itakura,D,4,189,3073,M,790989,EUR,854323200,D,3,3,False,,41.0,36.0,4.0,,28.0,31.0,8.0,10.0,2.0,3.0,,,,,88.0,54.0,6.4,5.0,0.1018,0.1076,0.00245079,1,,,,3.0,1.0,,,1.0,3.0,,,,1.0,,2.0,2.0,2.0,,,,2.0,,,,,,,,,,,
11396466,home,Borussia M'gladbach,Maximilian Wöber,maximilian-wober,M. Wöber,D,39,188,659,M,794962,EUR,886550400,D,39,39,False,,53.0,47.0,5.0,2.0,28.0,30.0,20.0,24.0,4.0,8.0,,,,,90.0,74.0,7.1,6.0,0.0,0.0,0.0517175,0,,1.0,1.0,1.0,,,,,4.0,,1.0,,,,7.0,1.0,4.0,,,,,2.0,1.0,,,,,,,,,
11396466,home,Borussia M'gladbach,Joseph Scally,scally-joseph,J. Scally,D,29,184,1087,M,1002920,EUR,1041292800,D,29,29,False,,27.0,23.0,3.0,,10.0,10.0,13.0,21.0,4.0,2.0,1.0,,,,90.0,54.0,6.5,13.0,0.0155,0.0,0.00778682,1,,4.0,,2.0,,1.0,,,,,,,,1.0,5.0,1.0,3.0,1.0,,,,2.0,,1.0,,,,,,,,
11396466,home,Borussia M'gladbach,Nathan N'Goumou,nathan-ngoumou,N. Ngoumou,M,19,182,657,M,962409,EUR,952992000,M,19,19,False,,27.0,21.0,3.0,2.0,7.0,7.0,15.0,21.0,5.0,6.0,1.0,,,,67.0,39.0,6.6,10.0,0.0,0.0,0.195831,0,,1.0,1.0,5.0,2.0,1.0,,,,1.0,,,,,,,4.0,2.0,,,1.0,3.0,,1.0,,,,,,,,
11396466,home,Borussia M'gladbach,Julian Weigl,julian-weigl,J. Weigl,M,5,186,1190,M,237068,EUR,810518400,M,8,8,False,,55.0,49.0,5.0,4.0,18.0,21.0,31.0,34.0,5.0,5.0,1.0,,,,90.0,68.0,7.3,6.0,0.0,0.0,0.258945,0,,,,2.0,,,,,3.0,,,2.0,,,1.0,2.0,2.0,,,,2.0,2.0,,,,,,,,,,
11396466,home,Borussia M'gladbach,Florian Neuhaus,florian-neuhaus,F. Neuhaus,M,10,185,880,M,837205,EUR,858470400,M,10,10,False,,35.0,27.0,2.0,,13.0,15.0,14.0,20.0,2.0,10.0,1.0,,,,67.0,43.0,6.3,10.0,0.0,0.0,0.105543,0,,,,4.0,2.0,1.0,,,2.0,,,1.0,,,,,,1.0,,,1.0,,,,,,,,,,,
11396466,home,Borussia M'gladbach,Alassane Pléa,alassane-plea,A. Pléa,M,14,180,1816,M,192308,EUR,731721600,M,14,14,False,,39.0,30.0,,,9.0,9.0,22.0,33.0,3.0,6.0,1.0,,,,90.0,58.0,6.4,19.0,0.027,0.0,0.0691346,1,,3.0,1.0,7.0,1.0,3.0,,,,1.0,1.0,,,1.0,,,2.0,3.0,,,1.0,2.0,,2.0,,,,,,,,
