match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_accurateOppositionHalfPasses,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_shotOffTarget,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_expectedGoals,stat_totalCross,stat_errorLeadToAGoal,stat_wasFouled,stat_keyPass,stat_totalContest,stat_wonContest,stat_lastManTackle,stat_challengeLost,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_hitWoodwork,stat_unsuccessfulTouch,stat_fouls,stat_interceptionWon,stat_accurateCross,stat_onTargetScoringAttempt,stat_penaltyWon,stat_expectedGoalsOnTarget,stat_bigChanceCreated,captain,stat_goals,stat_totalOffside,stat_penaltyMiss,stat_goodHighClaim,stat_penaltySave,stat_penaltyFaced,stat_penaltyConceded
12436481,home,Manchester City,Stefan Ortega,stefan-ortega,S. Ortega,G,27,186,11850,M,stefan.ortega1,125274,EUR,721008000,G,18,18,False,20.0,19.0,2.0,1.0,0.0,19.0,19.0,1.0,1.0,6.0,1.0,2.0,1.0,1.0,90.0,27.0,6.7,1.0,8.105e-05,0,-0.133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436481,home,Manchester City,Rico Lewis,rico-lewis,R. Lewis,D,82,170,17497,M,Rico_Lewis,1136731,EUR,1100995200,D,82,82,False,77.0,72.0,3.0,2.0,0.0,21.0,22.0,55.0,1.0,5.0,,,,,90.0,88.0,7.3,6.0,0.0768733,1,,Rico Lewis,,51.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0477,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436481,home,Manchester City,Manuel Akanji,manuel-akanji,M. Akanji,D,25,187,22699,M,manuel_akanji,383560,EUR,806112000,D,25,25,False,69.0,64.0,1.0,,0.0,38.0,39.0,31.0,2.0,6.0,,,,,90.0,76.0,6.3,6.0,0.0194952,0,,,,26.0,3.0,1.0,3.0,2.0,,,1.0,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
12436481,home,Manchester City,Nathan Aké,nathan-ake,N. Aké,D,6,180,21292,M,nathanake,149663,EUR,793065600,D,6,6,False,67.0,61.0,6.0,2.0,0.0,28.0,30.0,37.0,4.0,5.0,,,,,85.0,80.0,7.0,7.0,0.0268131,1,,,,33.0,2.0,2.0,2.0,5.0,,1.0,,2.0,1.0,0.1129,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
12436481,home,Manchester City,Joško Gvardiol,josko-gvardiol,J. Gvardiol,D,24,186,50085,M,JGvardiol,964994,EUR,1011744000,D,24,24,False,71.0,66.0,,,0.0,20.0,21.0,51.0,,1.0,,,,,90.0,98.0,7.1,11.0,0.0636687,5,,,,46.0,1.0,2.0,4.0,7.0,,4.0,,2.0,1.0,0.6665,1.0,,,,4.0,3.0,,1.0,2.0,1.0,1.0,3.0,1.0,,,,,,,,,,,,,,
12436481,home,Manchester City,Mateo Kovačić,mateo-kovacic,M. Kovačić,M,8,178,33708,M,Kova8,136710,EUR,768182400,M,8,8,False,117.0,107.0,9.0,4.0,0.0,37.0,37.0,80.0,1.0,4.0,,,,,85.0,127.0,7.3,10.0,0.109466,3,,,,70.0,,,2.0,4.0,,1.0,,2.0,,0.0713,,,2.0,1.0,,,,2.0,,2.0,,,,1.0,,,,,,,,,,,,,
12436481,home,Manchester City,Savinho,savio,Savinho,M,26,176,52457,M,Savinho,1046795,EUR,1081555200,M,26,26,False,36.0,32.0,,,0.0,6.0,6.0,35.0,,4.0,,,,,90.0,66.0,8.2,15.0,0.339873,7,,,,28.0,,,7.0,8.0,2.0,1.0,,,,0.2187,5.0,,1.0,2.0,10.0,7.0,,1.0,,3.0,,3.0,1.0,,2.0,3.0,1.0,0.3884,,,,,,,,,
12436481,home,Manchester City,Phil Foden,phil-foden,P. Foden,M,47,171,175652,M,Foden,859765,EUR,959472000,M,47,47,False,50.0,45.0,6.0,5.0,0.0,8.0,8.0,50.0,,2.0,,,,,90.0,69.0,8.2,13.0,0.71326,2,,,,42.0,,1.0,3.0,3.0,2.0,,,1.0,,0.1382,8.0,,1.0,7.0,,,,,,2.0,,3.0,1.0,,5.0,,,,2.0,,,,,,,,
12436481,home,Manchester City,Bernardo Silva,bernardo-silva,B. Silva,M,20,173,62967,M,BSilva,331209,EUR,776476800,M,20,20,False,68.0,62.0,2.0,2.0,0.0,22.0,25.0,48.0,1.0,2.0,,,,,90.0,90.0,7.4,13.0,0.0398748,3,,,,41.0,,,5.0,5.0,2.0,1.0,,4.0,3.0,0.2702,5.0,,1.0,1.0,1.0,,,1.0,1.0,1.0,,,1.0,,1.0,1.0,,0.6204,,True,1.0,,,,,,
12436481,home,Manchester City,Jérémy Doku,jeremy-doku,J. Doku,M,11,173,69678,M,Dokss,934386,EUR,1022457600,M,11,11,False,22.0,18.0,,,1.0,3.0,4.0,19.0,,6.0,,,,,75.0,41.0,7.1,13.0,0.0856761,0,,,,16.0,,,6.0,7.0,2.0,,,4.0,2.0,,1.0,,3.0,2.0,2.0,,,1.0,,,,4.0,1.0,,1.0,,,,,,,,,,,,
12436481,home,Manchester City,Erling Haaland,erling-haaland,E. Haaland,F,9,194,843810,M,EHaaland,839956,EUR,964137600,F,9,9,False,13.0,10.0,,,0.0,3.0,3.0,10.0,1.0,,,,,,90.0,22.0,6.5,6.0,0.0473906,2,,,,7.0,2.0,2.0,3.0,4.0,,,,,,0.8168,,,,2.0,3.0,2.0,,,1.0,1.0,,2.0,,,,1.0,,0.6554,,,,2.0,1.0,,,,
12436481,home,Manchester City,Kevin De Bruyne,kevin-de-bruyne,K. De Bruyne,M,11,181,317675,M,KDB,70996,EUR,678067200,M,17,17,True,14.0,11.0,2.0,1.0,0.0,1.0,1.0,15.0,,,,,,,15.0,17.0,6.8,4.0,0.126147,0,,,,11.0,,,,1.0,,,,,,,2.0,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,
12436481,home,Manchester City,Jahmai Simpson-Pusey,jahmai-simpson-pusey,J. Simpson-Pusey,D,4,187,1923,M,,1402924,EUR,1131062400,D,66,66,True,8.0,8.0,1.0,1.0,0.0,2.0,2.0,6.0,,,,,,,12.0,10.0,6.5,,0.00208941,0,,Jahmai Simpson-Pusey,,6.0,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
12436481,home,Manchester City,İlkay Gündoğan,ilkay-gundogan,İ. Gündoğan,M,20,180,51151,M,IGunny,45853,EUR,656726400,M,19,19,True,13.0,11.0,1.0,1.0,0.0,,1.0,12.0,,1.0,,,,,12.0,13.0,6.7,2.0,0.615363,0,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436481,home,Manchester City,Scott Carson,scott-carson,S. Carson,G,,188,5105,M,scottpcarson33,716,EUR,494553600,G,33,33,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436481,home,Manchester City,Spike Brits,spike-brits,S. Brits,G,1,190,323,M,,1546249,EUR,1182643200,G,80,80,True,,,,,,,,,,,,,,,,,,,,0,,Spike Brits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436481,home,Manchester City,Nico O'Reilly,nico-o-reilly,N. O’Reilly,D,33,193,15962,M,,1142703,EUR,1111363200,M,75,75,True,,,,,,,,,,,,,,,,,,,,0,,Nico,O’Reilly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436481,home,Manchester City,Max Alleyne,alleyne-max,M. Alleyne,D,68,185,10963,M,,1168513,EUR,1121904000,D,68,68,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436481,home,Manchester City,James McAtee,james-mcatee,J. McAtee,M,24,180,10550,M,jamesmcatee_,1003334,EUR,1034899200,M,87,87,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
