match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_totalContest,stat_bigChanceCreated,stat_shotOffTarget,stat_totalClearance,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,stat_keyPass,stat_shotValueNormalized,stat_lastManTackle,captain,stat_aerialWon,stat_interceptionWon,stat_challengeLost,stat_blockedScoringAttempt,stat_wasFouled,stat_wonContest,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_dispossessed,stat_totalOffside,stat_goals
14053747,home,Sparta Rotterdam,Joël Drommel,,,joel-drommel,J. Drommel,G,1,189.0,376,M,610396,EUR,848102400,G,1,1,False,38.0,25.0,24.0,11.0,0.0,16.0,17.0,9.0,21.0,13.0,2.0,1.0,2.0,2.0,2.0,90.0,47.0,7.1,13.0,0.00643619,32.854245120201,8.0,10.92,5.145,0.0667,0,0.1538,0.14,0.02,0.24,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14053747,home,Sparta Rotterdam,Lushendry Edward Martes,Lushendry,Edward Martes,lushendry-edward-martes,L. E. Martes,D,2,,125,M,1960315,EUR,1210032000,D,2,2,False,41.0,32.0,3.0,2.0,0.0,16.0,18.0,16.0,23.0,5.0,,,,,,90.0,68.0,7.3,15.0,0.177553,131.39995750972,13.0,76.86,45.15,,1,,0.35,0.28,0.34,,3.0,1.0,3.0,6.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,0.0699,77.086238931719,2.0,2.0,-0.03,,,,,,,,,,,,,,
14053747,home,Sparta Rotterdam,Marvin Young,Marvin,Young ,marvin-young,M. Young,D,3,182.0,187,M,1648759,EUR,1128211200,D,3,3,False,57.0,52.0,5.0,2.0,0.0,38.0,39.0,14.0,18.0,5.0,,,,,,90.0,66.0,7.4,5.0,0.00752603,161.78844296854,25.0,18.585,15.12,,0,,0.16,0.07,0.8,,,,1.0,1.0,2.0,,,,6.0,,2.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,
14053747,home,Sparta Rotterdam,Bruno Martins Indi,,,bruno-martins-indi,B. M. Indi,D,4,185.0,169,M,116947,EUR,697507200,D,4,4,False,56.0,51.0,4.0,3.0,0.0,36.0,38.0,15.0,18.0,3.0,,,,,,90.0,68.0,7.4,5.0,0.0789022,108.53984792199,17.0,-6.09,7.77,,0,,0.29,0.01,0.3,,1.0,1.0,,,3.0,,,,7.0,,2.0,1.0,,,,,,,,,True,1.0,1.0,,,,,,,,,,
14053747,home,Sparta Rotterdam,Teo Quintero,,,teo-quintero,T. Q. León,D,5,188.0,438,M,966299,EUR,920332800,D,5,5,False,33.0,27.0,6.0,4.0,0.0,16.0,17.0,11.0,16.0,3.0,,,,,,90.0,63.0,7.6,7.0,0.0198552,93.550319183503,9.0,31.29,18.69,,1,,0.19,0.15,0.17,,1.0,,1.0,4.0,6.0,,,,6.0,,4.0,1.0,,,0.0508,19.144764401789,1.0,,0.01,,,1.0,4.0,3.0,1.0,1.0,,,,,,,
14053747,home,Sparta Rotterdam,Ayoni  Santos,Ayoni,Santos,ayoni-santos,A. Santos,M,10,,100,M,1648751,EUR,1121644800,M,8,8,False,22.0,19.0,3.0,2.0,0.0,8.0,8.0,11.0,14.0,1.0,,,,,,69.0,29.0,6.8,4.0,0.0328692,41.392685553789,6.0,-8.19,4.515,,2,,0.29,-0.99,0.15,,,,,1.0,3.0,3.0,,,,,1.0,,,,0.265,,,1.0,0.04,,,,,,1.0,,2.0,1.0,1.0,0.1372,,,
14053747,home,Sparta Rotterdam,Joshua Kitolano,,,joshua-kitolano,J. Kitolano,M,8,170.0,272,M,913584,EUR,984009600,M,6,6,False,32.0,23.0,2.0,,0.0,14.0,15.0,9.0,17.0,10.0,,,,,,89.0,57.0,7.3,17.0,0.103737,139.29417146395,13.0,19.845,13.86,,1,,0.42,0.15,0.17,,1.0,,1.0,5.0,7.0,2.0,1.0,1.0,1.0,,2.0,2.0,4.0,1.0,0.1091,26.336747891505,2.0,1.0,-0.03,,,,1.0,,,4.0,1.0,,,,2.0,1.0,
14053747,home,Sparta Rotterdam,Mitchell van Bergen,,,mitchell-van-bergen,M. v. Bergen,F,7,170.0,248,M,827662,EUR,935712000,M,7,7,False,26.0,24.0,1.0,1.0,0.0,8.0,8.0,16.0,18.0,3.0,,,,,,90.0,48.0,6.5,13.0,0.0944103,184.23830390931,18.0,96.915,17.01,,7,,-0.25,0.5,-0.04,,8.0,,,2.0,2.0,2.0,,,,,,,2.0,,0.6472,53.480248547295,3.0,2.0,0.05,,,,,1.0,4.0,,2.0,1.0,3.0,0.7526,1.0,,
14053747,home,Sparta Rotterdam,Vito van Crooij,,,vito-van-crooij,V. van Crooij,M,32,172.0,213,M,385708,EUR,822873600,M,10,10,False,6.0,6.0,,,0.0,3.0,3.0,3.0,3.0,,,,,,,28.0,12.0,6.8,2.0,0.125661,4.2785343284821,1.0,4.2,4.2,,0,,0.13,0.06,0.13,,4.0,2.0,,1.0,2.0,,,,,,1.0,1.0,,1.0,,,,1.0,,,,,,,,1.0,,,,,,,
14053747,home,Sparta Rotterdam,Shunsuke Mito,,,shunsuke-mito,S. Mito,M,11,164.0,867,M,1002479,EUR,1033171200,M,11,11,False,23.0,18.0,3.0,2.0,1.0,5.0,5.0,13.0,18.0,4.0,,,,,,89.0,48.0,7.5,13.0,0.290736,196.5243055059,18.0,146.79,34.65,,2,,0.1,0.62,-0.01,,3.0,1.0,2.0,6.0,6.0,5.0,1.0,,,,1.0,1.0,3.0,,0.3114,128.80238951035,6.0,3.0,0.1,,,,,1.0,,3.0,2.0,1.0,2.0,0.2864,,1.0,
