match_id,side,team,player_name,player_firstName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_bestBallCarryProgression,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,stat_shotValueNormalized,stat_challengeLost,stat_unsuccessfulTouch,player_lastName,stat_totalCross,stat_accurateCross,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_dispossessed,stat_goals,stat_keyPass,stat_blockedScoringAttempt,captain,stat_bigChanceCreated,stat_bigChanceMissed,stat_outfielderBlock,player_sofascoreId,stat_goodHighClaim
14064480,home,RC Lens,Robin Risser,Robin Risser,robin-risser,R. Risser,G,40,193.0,833,M,1387161,EUR,1101945600,G,40,40,False,27.0,23.0,12.0,9.0,0.0,22.0,23.0,1.0,4.0,1.0,8.0,2.0,2.0,1.0,1.0,90.0,35.0,7.9,4.0,0.00037128,109.17556798736,14.0,49.815019005492,0.5846,0,0.9666,0.08,0.01,0.22,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14064480,home,RC Lens,Kyllian Antonio,,kyllian-antonio,K. Antonio,D,32,183.0,243,M,1546405,EUR,1199404800,D,32,32,False,45.0,39.0,2.0,1.0,0.0,19.0,20.0,20.0,25.0,5.0,6.0,,,,,90.0,64.0,7.2,7.0,0.0209733,256.00307358773,20.0,162.97274334711,,1,,0.17,0.18,0.25,,3.0,1.0,5.0,7.0,2.0,1.0,1.0,4.0,3.0,2.0,2.0,1.0,0.0609,37.123977457484,139.23153715461,5.0,-0.34,,,,,,,,,,,,,,,,,
14064480,home,RC Lens,Ismaelo Ganiou,,ganiou-pierre,I. Ganiou,D,25,185.0,4755,M,1408080,EUR,1110758400,D,25,25,False,31.0,26.0,5.0,2.0,0.0,21.0,23.0,5.0,8.0,10.0,6.0,,,,,90.0,47.0,6.8,8.0,0.00424196,81.147246241748,12.0,27.739749494861,,0,,0.09,0.05,0.18,,2.0,1.0,6.0,3.0,,,,,1.0,1.0,1.0,3.0,,21.554902164313,21.94879242692,1.0,,1.0,3.0,,,,,,,,,,,,,,,
14064480,home,RC Lens,Malang Sarr,,malang-sarr,M. Sarr,D,20,182.0,2159,M,826203,EUR,917049600,D,20,20,False,53.0,45.0,5.0,1.0,0.0,24.0,26.0,21.0,27.0,7.0,8.0,,,,,90.0,72.0,7.5,9.0,0.0321318,228.01958124697,28.0,132.1440129922,,1,,0.26,0.28,0.35,,2.0,4.0,2.0,6.0,1.0,1.0,,5.0,1.0,1.0,,,0.0217,25.44258617041,62.924266712835,3.0,-0.06,,1.0,,1.0,1.0,1.0,0.1655,,,,,,,,,,
14064480,home,RC Lens,Ruben Aguilar,,ruben-aguilar,R. Aguilar,M,2,172.0,407,M,579576,EUR,735782400,M,2,2,False,56.0,47.0,4.0,2.0,0.0,15.0,15.0,32.0,41.0,2.0,2.0,,,,,90.0,86.0,7.8,18.0,0.0488296,143.57764958072,18.0,97.894020717353,,1,,0.05,0.05,0.17,,2.0,1.0,8.0,6.0,3.0,1.0,,,3.0,3.0,1.0,2.0,0.257,30.172034616723,34.978066856246,1.0,0.51,1.0,1.0,,5.0,,1.0,0.7663,1.0,1.0,1.0,,,,,,,
14064480,home,RC Lens,Mamadou Sangare,Mamadou Sangare,mamadou-sangare,M. Sangare,M,8,181.0,4819,M,1064697,EUR,1025049600,M,8,8,False,77.0,67.0,3.0,1.0,0.0,24.0,28.0,43.0,49.0,3.0,7.0,,,,,90.0,102.0,7.3,14.0,0.0411419,196.59081396303,27.0,44.636886481207,,4,,0.37,0.16,0.2,,3.0,3.0,8.0,11.0,4.0,3.0,2.0,3.0,5.0,2.0,,4.0,0.2704,18.787082074416,26.792319963004,1.0,-0.54,,3.0,,,,,,,,1.0,2.0,,,,,,
14064480,home,RC Lens,Adrien Thomasson,,adrien-thomasson,A. Thomasson,M,28,177.0,523,M,231946,EUR,755481600,M,28,28,False,48.0,41.0,5.0,3.0,0.0,15.0,17.0,26.0,31.0,1.0,8.0,,,,,90.0,65.0,7.4,15.0,0.584561,84.214875908207,14.0,29.061580449275,,1,,0.79,0.29,-0.18,,1.0,2.0,9.0,5.0,,,1.0,1.0,3.0,,,3.0,0.154,9.0676670499905,11.760857791845,1.0,-0.05,4.0,2.0,,5.0,,,,1.0,,2.0,,True,,,,,
14064480,home,RC Lens,Matthieu Udol,,matthieu-udol,M. Udol,D,14,178.0,453,M,787827,EUR,827280000,M,14,14,False,29.0,20.0,2.0,,1.0,8.0,9.0,12.0,20.0,1.0,3.0,,,,,90.0,60.0,7.7,14.0,0.35345,104.69880453618,10.0,32.180590811336,,1,,0.58,-0.27,0.19,,,1.0,,5.0,1.0,1.0,1.0,3.0,2.0,,1.0,,0.3062,16.69307149559,20.193116054735,1.0,-0.52,,,,8.0,4.0,,,,,3.0,,,1.0,,,,
14064480,home,RC Lens,Florian Thauvin,,florian-thauvin,F. Thauvin,F,24,179.0,8040,M,148824,EUR,728006400,F,10,10,False,50.0,43.0,1.0,1.0,0.0,13.0,15.0,30.0,35.0,,6.0,,,,,89.0,79.0,8.0,18.0,0.579848,365.9591870705,33.0,142.29570781365,,3,,0.76,0.48,-0.02,,,1.0,7.0,8.0,5.0,4.0,1.0,,1.0,,2.0,2.0,0.6069,22.337254613439,135.41640023107,8.0,0.02,1.0,3.0,,4.0,1.0,1.0,0.3061,3.0,,2.0,1.0,,,1.0,1.0,,
14064480,home,RC Lens,Wesley Saïd,,wesley-said,W. Saïd,F,22,171.0,742,M,227862,EUR,798249600,F,22,22,False,33.0,27.0,3.0,3.0,0.0,9.0,9.0,18.0,24.0,,4.0,,,,,89.0,43.0,6.8,6.0,0.176909,105.05089276205,15.0,18.266034505832,,2,,0.23,0.62,-0.08,,1.0,,5.0,4.0,3.0,3.0,2.0,1.0,1.0,1.0,,4.0,0.1962,,,,-0.52,2.0,,,1.0,1.0,,,,,2.0,,,,,,,
