match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_duelLost,stat_totalContest,stat_totalClearance,stat_keyPass,stat_aerialLost,stat_duelWon,stat_wonContest,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_totalCross,stat_aerialWon,stat_accurateCross,stat_challengeLost,stat_shotOffTarget,stat_blockedScoringAttempt,stat_wasFouled,stat_dispossessed,captain,stat_onTargetScoringAttempt,stat_goals,stat_goalAssist,stat_bigChanceCreated,stat_bigChanceMissed,stat_penaltyWon,stat_goodHighClaim,stat_penaltyFaced,stat_penaltyConceded
10411655,home,Monza,Michele Di Gregorio,,,michele-di-gregorio,M. Di Gregorio,G,16,187,8129,M,L'UomoTigre,844609,EUR,869961600,G,16,16,False,27.0,23.0,10.0,6.0,19.0,20.0,4.0,7.0,14.0,4.0,4.0,90.0,43.0,7.0,4.0,0.0,0.0,0.0055326,0,-0.5222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411655,home,Monza,Armando Izzo,,,armando-izzo,A. Izzo,D,4,183,521,M,,165583,EUR,699494400,D,55,55,False,51.0,47.0,3.0,2.0,29.0,30.0,18.0,21.0,5.0,,,57.0,57.0,6.5,5.0,0.0,0.0,0.00783845,0,,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411655,home,Monza,Pablo Marí,,,pablo-mari,P. Marí,D,30,191,1707,M,,208988,EUR,746755200,D,3,3,False,94.0,84.0,8.0,5.0,51.0,54.0,33.0,40.0,7.0,,,90.0,105.0,7.1,11.0,0.0,0.0,0.0124954,0,,4.0,1.0,2.0,,3.0,3.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,
10411655,home,Monza,Luca Caldirola,,,luca-caldirola,L. Caldirola,D,33,189,134,M,,100565,EUR,665366400,D,5,5,False,43.0,39.0,5.0,4.0,26.0,27.0,13.0,17.0,4.0,,,79.0,48.0,6.6,5.0,0.0,0.0,0.00380567,0,,3.0,,1.0,,1.0,3.0,,,,2.0,1.0,,2.0,1.0,1.0,,,,,,,,,,,,,,,,
10411655,home,Monza,Patrick Ciurria,,,patrick-ciurria,P. Ciurria,F,26,178,222,M,,346676,EUR,792288000,M,84,84,False,34.0,27.0,5.0,4.0,9.0,12.0,19.0,27.0,5.0,,,72.0,54.0,7.0,12.0,0.0757,0.0,0.0544171,2,,1.0,1.0,1.0,1.0,,3.0,1.0,,,1.0,,1.0,,5.0,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,
10411655,home,Monza,José Machín,,,jose-machin,J. Machín,M,28,184,178,M,,792308,EUR,839980800,M,7,7,False,56.0,43.0,4.0,1.0,18.0,22.0,26.0,35.0,2.0,,,72.0,66.0,6.5,16.0,0.0,0.0,0.058579,0,,5.0,,1.0,,1.0,6.0,,,,3.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,,,1.0,2.0,,,,,,,,,,
10411655,home,Monza,Matteo Pessina,,,matteo-pessina,M. Pessina,M,32,183,659,M,,350210,EUR,861580800,M,32,32,False,87.0,77.0,7.0,4.0,31.0,33.0,47.0,56.0,7.0,,,90.0,106.0,7.8,13.0,0.8108,0.9937,0.133006,3,,5.0,1.0,,,,6.0,1.0,1.0,2.0,2.0,2.0,,2.0,2.0,2.0,1.0,1.0,2.0,,1.0,2.0,True,1.0,1.0,,,,,,,
10411655,home,Monza,Carlos Augusto,,,carlos-augusto,C. Augusto,D,30,184,7355,M,,929199,EUR,915667200,M,30,30,False,51.0,45.0,,,22.0,25.0,25.0,30.0,6.0,,,90.0,83.0,7.2,15.0,0.1236,0.0672,0.871829,3,,8.0,3.0,1.0,3.0,3.0,5.0,1.0,,,,,1.0,2.0,4.0,3.0,2.0,,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,,,,,
10411655,home,Monza,Dany Mota,,,dany-mota,D. Mota,F,47,180,827,M,,838907,EUR,894067200,F,47,47,False,23.0,21.0,2.0,2.0,4.0,4.0,17.0,21.0,3.0,,,79.0,45.0,6.1,16.0,0.6299,0.0,0.0375424,3,,4.0,2.0,1.0,,,2.0,,,,,,8.0,,2.0,,,,,3.0,2.0,2.0,,,,,,1.0,,,,
10411655,home,Monza,Gianluca Caprari,,,gianluca-caprari,G. Caprari,F,24,170,457,M,,148458,EUR,743990400,F,17,17,False,40.0,31.0,3.0,3.0,8.0,9.0,24.0,38.0,2.0,,,90.0,66.0,6.6,26.0,0.2112,0.0,0.0661855,2,,8.0,6.0,,,1.0,3.0,3.0,,,,,5.0,1.0,7.0,,1.0,,1.0,1.0,,3.0,,,,,,,,,,
10411655,home,Monza,Andrea Petagna,,,andrea-petagna,A. Petagna,F,37,190,474,M,,295973,EUR,804470400,F,37,37,False,31.0,23.0,1.0,1.0,8.0,9.0,15.0,23.0,1.0,,,90.0,52.0,8.3,16.0,0.324,0.327,0.263539,4,,6.0,4.0,,3.0,2.0,9.0,2.0,,,,,5.0,2.0,1.0,4.0,,,,1.0,3.0,,,3.0,1.0,,,,1.0,,,
10411655,home,Monza,Marlon,,,marlon,Marlon,D,4,182,529,M,,331853,EUR,810432000,D,4,4,True,41.0,36.0,2.0,1.0,14.0,14.0,22.0,27.0,1.0,,,33.0,44.0,6.7,5.0,0.0,0.0,0.0512944,0,,,,,,,3.0,,,1.0,1.0,1.0,,,,2.0,,,,,,,,,,,,,,,,
