match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_fouls,stat_keyPass,player_firstName,player_lastName,stat_aerialLost,stat_challengeLost,stat_shotOffTarget,stat_interceptionWon,stat_errorLeadToAShot,stat_wasFouled,stat_expectedGoals,stat_dispossessed,stat_totalContest,stat_wonContest,stat_unsuccessfulTouch,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,player_sofascoreId,captain,stat_blockedScoringAttempt,stat_goals,stat_totalOffside,stat_goalAssist,stat_bigChanceCreated,stat_hitWoodwork,stat_penaltyConceded,stat_punches,stat_penaltyWon,stat_bigChanceMissed
11369452,home,Las Palmas,Álvaro Valles,alvaro-valles,Á. Valles,G,1,192,931,M,964983,EUR,869788800,G,13,13,False,40.0,25.0,23.0,9.0,22.0,27.0,3.0,13.0,4.0,12.0,2.0,3.0,1.0,3.0,4.0,4.0,90.0,58.0,7.2,16.0,0.00046277,0,-0.388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369452,home,Las Palmas,Alex Suárez,alex-suarez,A. Suárez,D,4,179,259,M,914848,EUR,725846400,D,4,4,False,19.0,15.0,3.0,,7.0,8.0,9.0,12.0,2.0,2.0,,,,,,,82.0,34.0,7.0,4.0,0.0180497,0,,1.0,1.0,1.0,3.0,3.0,2.0,2.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369452,home,Las Palmas,Saúl Coco,saul-coco,S. Coco,D,23,188,1248,M,1089453,EUR,918518400,D,23,23,False,20.0,18.0,1.0,1.0,15.0,17.0,3.0,3.0,11.0,2.0,,,,,,,90.0,32.0,6.5,2.0,0.00068001,0,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369452,home,Las Palmas,Mika Mármol,mika-marmol,M. Mármol,D,3,181,783,M,979146,EUR,993945600,D,15,15,False,51.0,44.0,5.0,2.0,32.0,36.0,12.0,15.0,7.0,4.0,,,,,,,90.0,67.0,6.8,7.0,0.00775237,1,,,,1.0,2.0,4.0,1.0,2.0,,,,,,1.0,1.0,1.0,2.0,1.0,1.0,0.0647,,,,,,,,,,,,,,,,,,
11369452,home,Las Palmas,Sergi Cardona,sergi-cardona,S. Cardona,D,23,186,1119,M,986245,EUR,932256000,D,3,3,False,38.0,30.0,3.0,,18.0,24.0,12.0,15.0,9.0,5.0,,,,,,,90.0,73.0,6.7,15.0,0.0560844,0,,1.0,,2.0,11.0,7.0,1.0,2.0,2.0,4.0,2.0,,,4.0,,,,,2.0,,2.0,2.0,1.0,3.0,,,,,,,,,,,,,,
11369452,home,Las Palmas,Javier Muñoz,javier-munoz,J. Muñoz,M,14,179,313,M,353154,EUR,793929600,M,5,5,False,36.0,30.0,2.0,2.0,11.0,15.0,19.0,22.0,1.0,8.0,,,,,,,90.0,44.0,6.8,8.0,0.0597798,1,,1.0,,,5.0,1.0,,1.0,1.0,4.0,1.0,,,,,,2.0,,,0.0084,,1.0,,,1.0,0.2333,,,,,,,,,,,,
11369452,home,Las Palmas,Máximo Perrone,maximo-perrone,M. Perrone,M,23,178,8372,M,1086286,EUR,1041897600,M,8,8,False,45.0,38.0,2.0,1.0,22.0,25.0,16.0,20.0,2.0,2.0,,,,,,,90.0,59.0,6.6,9.0,0.0115267,0,,,,,5.0,,1.0,,,1.0,,Maximo Perrone,,,3.0,,4.0,,,,1.0,,,1.0,,,maxiperrone16,,,,,,,,,,,
11369452,home,Las Palmas,Kirian Rodríguez,kirian-rodriguez,K. Rodríguez,M,20,180,441,M,964985,EUR,825984000,M,20,20,False,58.0,52.0,4.0,3.0,30.0,32.0,22.0,26.0,,6.0,,,,,,,90.0,67.0,6.9,9.0,0.160674,1,,,,,2.0,2.0,,1.0,1.0,,1.0,,,,1.0,,1.0,,1.0,0.0993,1.0,,,1.0,,,,True,1.0,,,,,,,,,
11369452,home,Las Palmas,Munir El Haddadi,munir-el-haddadi,M. E. Haddadi,F,17,175,3412,M,350170,EUR,809913600,F,17,17,False,11.0,5.0,2.0,,2.0,4.0,3.0,7.0,,,,,,,,,59.0,15.0,7.1,8.0,0.00416716,1,,,,,6.0,1.0,,1.0,1.0,,1.0,,,3.0,1.0,,,,,0.2226,2.0,,,,1.0,0.9175,,,,1.0,1.0,,,,,,,
11369452,home,Las Palmas,Sandro Ramírez,sandro-ramirez,S. Ramírez,M,19,175,945,M,188407,EUR,805248000,F,9,9,False,17.0,14.0,1.0,1.0,5.0,5.0,11.0,17.0,1.0,2.0,,,,,,,68.0,33.0,7.3,10.0,0.435316,4,,5.0,2.0,,5.0,1.0,1.0,,,,1.0,,,1.0,2.0,2.0,,1.0,,0.1499,2.0,1.0,1.0,2.0,1.0,0.3163,,,1.0,,1.0,1.0,1.0,1.0,,,,
11369452,home,Las Palmas,Alberto Moleiro,alberto-moleiro,A. Moleiro,M,20,172,3634,M,1012444,EUR,1064880000,F,10,10,False,19.0,15.0,,,6.0,7.0,9.0,12.0,1.0,2.0,,,,,,,68.0,25.0,6.8,6.0,0.113067,0,,,,,3.0,,,,,,3.0,,,1.0,1.0,,,,,,1.0,,,1.0,,,,,,,,,,,,,,
11369452,home,Las Palmas,Marc Cardona,marc-cardona,M. Cardona,F,22,182,195,M,841854,EUR,805161600,F,19,19,True,12.0,10.0,1.0,,7.0,8.0,3.0,4.0,1.0,2.0,,,,,,,31.0,20.0,6.7,5.0,0.00199637,1,,,,,2.0,2.0,,1.0,1.0,,,,,,1.0,1.0,,,,0.0764,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,
11369452,home,Las Palmas,Enzo Loiodice,loiodice-enzo,E. Loiodice,M,12,176,327,M,933426,EUR,975283200,M,12,12,True,19.0,14.0,1.0,,7.0,12.0,7.0,7.0,1.0,,,,,,,,22.0,25.0,6.6,6.0,0.116398,1,,,,,1.0,2.0,,,,,1.0,,,,,,,,,0.012,1.0,2.0,2.0,,,,,,1.0,,,,,,,,,
