match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_shotOffTarget,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,stat_keyPass,stat_wasFouled,stat_interceptionWon,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_expectedGoalsOnTarget,stat_goals,player_sofascoreId,stat_bigChanceMissed,stat_totalOffside,stat_hitWoodwork
12421141,home,RSC Anderlecht,Colin Coosemans,,,colin-coosemans,C. Coosemans,G,26,185.0,265,M,122399,EUR,712800000,G,26,26,False,True,37.0,32.0,11.0,6.0,0.0,28.0,30.0,4.0,7.0,2.0,10.0,3.0,4.0,2.0,1.0,1.0,90.0,48.0,7.3,5.0,0.00545642,0,0.5917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12421141,home,RSC Anderlecht,Thomas Foket,,,thomas-foket,T. Foket,D,25,177.0,266,M,245615,EUR,780451200,D,25,25,False,,48.0,33.0,2.0,2.0,1.0,15.0,20.0,19.0,34.0,3.0,7.0,,,,,,90.0,88.0,7.4,29.0,0.321649,1,,6.0,1.0,1.0,2.0,8.0,5.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,0.0274,2.0,,,,,,,,,,
12421141,home,RSC Anderlecht,Jan-Carlo Simić,Jan-Carlo Simić,,jan-carlo-simic,J. Simić,D,4,185.0,1987,M,1214992,EUR,1114992000,D,4,4,False,,71.0,66.0,8.0,5.0,0.0,36.0,38.0,30.0,33.0,,5.0,,,,,,90.0,84.0,7.4,8.0,0.0975719,0,,,,,1.0,2.0,7.0,,1.0,2.0,2.0,,,,2.0,1.0,2.0,1.0,,3.0,2.0,,,,,,,,,
12421141,home,RSC Anderlecht,Zanka,,,zanka,Zanka,D,,189.0,459,M,26404,EUR,640828800,D,13,13,False,,80.0,70.0,7.0,5.0,0.0,45.0,48.0,25.0,32.0,4.0,4.0,,,,,,90.0,99.0,7.5,12.0,0.203212,2,,,,,1.0,1.0,6.0,,1.0,,,,2.0,2.0,4.0,4.0,1.0,,0.1091,,1.0,1.0,,,,,,,,
12421141,home,RSC Anderlecht,Moussa Ndiaye,,,moussa-ndiaye,M. Ndiaye,D,16,181.0,1546,M,982315,EUR,1024358400,D,5,5,False,,71.0,63.0,4.0,1.0,0.0,22.0,22.0,41.0,52.0,1.0,3.0,,,,,,79.0,98.0,7.3,17.0,0.0309847,0,,3.0,,,,2.0,8.0,,,5.0,3.0,,,,1.0,1.0,1.0,,,,4.0,,,,,,,,,
12421141,home,RSC Anderlecht,Leander Dendoncker,,,leander-dendoncker,L. Dendoncker,M,20,188.0,1662,M,190405,EUR,797904000,M,32,32,False,,69.0,63.0,2.0,,0.0,23.0,24.0,40.0,46.0,1.0,8.0,,,,,,90.0,92.0,7.5,9.0,0.0395368,2,,1.0,,1.0,,5.0,10.0,3.0,1.0,2.0,2.0,,,,6.0,4.0,1.0,,0.0611,1.0,2.0,2.0,1.0,1.0,0.0107,,,,,
12421141,home,RSC Anderlecht,Mario Stroeykens,Mathieu,Stroeykens,mario-stroeykens,M. Stroeykens,M,29,177.0,3682,M,1101702,EUR,1096416000,M,29,29,False,,23.0,18.0,,,0.0,4.0,4.0,14.0,19.0,,2.0,,,,,,45.0,28.0,6.7,8.0,0.0249488,1,,,,,,3.0,1.0,1.0,2.0,,,,,,1.0,1.0,1.0,,0.0856,,,,,1.0,,,,,,
12421141,home,RSC Anderlecht,Mats Rits,,,mats-rits,M. Rits,M,23,180.0,216,M,70961,EUR,742953600,M,23,23,False,,65.0,54.0,6.0,1.0,0.0,21.0,22.0,33.0,46.0,,11.0,,,,,,79.0,75.0,6.7,15.0,0.0340674,0,,3.0,,,1.0,4.0,3.0,2.0,1.0,,,,,,1.0,,,1.0,,,1.0,1.0,,,,,,,,
12421141,home,RSC Anderlecht,Anders Dreyer,,,anders-dreyer,A. Dreyer,F,10,174.0,2337,M,809280,EUR,894067200,F,36,36,False,,39.0,29.0,2.0,1.0,0.0,9.0,10.0,22.0,35.0,,4.0,,,,,,90.0,57.0,7.9,20.0,0.137331,3,,6.0,2.0,,,5.0,3.0,1.0,3.0,2.0,1.0,,1.0,,,,2.0,,0.5044,4.0,2.0,,2.0,,0.8949,1.0,,,,
12421141,home,RSC Anderlecht,Kasper Dolberg,,,kasper-dolberg,K. Dolberg,F,9,187.0,4191,M,795761,EUR,876096000,F,12,12,False,,11.0,10.0,1.0,1.0,0.0,2.0,2.0,8.0,9.0,,2.0,,,,,,90.0,20.0,6.3,6.0,0.072043,2,,,,1.0,,5.0,1.0,1.0,3.0,,,,,,1.0,,2.0,,0.1683,,,,1.0,1.0,0.0376,,KDolberg,1.0,,
12421141,home,RSC Anderlecht,Francis Amuzu,,,amuzu-francis,F. Amuzu,M,9,170.0,1932,M,901889,EUR,935366400,F,7,7,False,,27.0,27.0,1.0,1.0,0.0,3.0,3.0,29.0,37.0,,2.0,,,,,,90.0,56.0,7.0,16.0,0.328728,2,,13.0,5.0,,,10.0,3.0,3.0,1.0,6.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,0.1267,2.0,1.0,,1.0,,0.0429,,,,2.0,
