match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_duelLost,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_unsuccessfulTouch,stat_challengeLost,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_goals,captain,stat_totalCross,stat_accurateCross,player_sofascoreId,stat_goalAssist,stat_dispossessed,stat_bigChanceCreated,stat_shotOffTarget,stat_keyPass,player_firstName,player_lastName,stat_totalOffside,stat_errorLeadToAGoal,stat_blockedScoringAttempt
10388321,home,Hertha BSC,Oliver Christensen,oliver-christensen,O. Christensen,G,53,190,517,M,860306,EUR,922060800,G,1,1,False,27.0,12.0,21.0,6.0,9.0,11.0,3.0,16.0,1.0,1.0,1.0,7.0,1.0,2.0,3.0,1.0,90.0,35.0,6.8,15.0,0.0,0.0,0.00094097,0,0.4849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388321,home,Hertha BSC,Jonjoe Kenny,jonjoe-kenny,J. Kenny,D,3,176,414,M,361310,EUR,858384000,D,16,16,False,30.0,20.0,6.0,1.0,14.0,16.0,6.0,14.0,2.0,3.0,3.0,3.0,,,,,90.0,53.0,6.7,14.0,0.0,0.0,0.00383826,0,,1.0,2.0,2.0,1.0,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10388321,home,Hertha BSC,Filip Uremović,filip-uremovic,F. Uremović,D,22,186,976,M,805712,EUR,855619200,D,5,5,False,20.0,15.0,5.0,1.0,14.0,15.0,1.0,5.0,3.0,12.0,7.0,4.0,,,,,90.0,44.0,7.5,5.0,0.0,0.0,0.00033708,0,,2.0,3.0,,,5.0,,1.0,2.0,6.0,5.0,3.0,1.0,,,,,,,,,,,,,,,,,
10388321,home,Hertha BSC,Marc-Oliver Kempf,marc-oliver-kempf,M. O. Kempf,D,2,186,882,M,226974,EUR,791251200,D,20,20,False,25.0,18.0,4.0,,12.0,15.0,6.0,10.0,3.0,5.0,4.0,5.0,,,,,76.0,36.0,7.3,7.0,0.4854,0.9063,0.00269296,2,,1.0,2.0,,,1.0,,,,2.0,2.0,1.0,2.0,1.0,2.0,1.0,,,,,,,,,,,,,,
10388321,home,Hertha BSC,Marvin Plattenhardt,marvin-plattenhardt,M. Plattenhardt,D,,181,84,,108584,EUR,696384000,D,21,21,False,22.0,18.0,2.0,1.0,11.0,13.0,8.0,12.0,1.0,4.0,4.0,4.0,,,,,90.0,47.0,7.0,12.0,0.0,0.0,0.218512,0,,,1.0,,,1.0,1.0,1.0,1.0,2.0,2.0,1.0,,,,,True,3.0,1.0,,,,,,,,,,,
10388321,home,Hertha BSC,Dodi Lukebakio,dodi-lukebakio,D. Lukebakio,M,11,187,4899,M,823631,EUR,875059200,M,14,14,False,17.0,14.0,3.0,1.0,7.0,7.0,8.0,11.0,,4.0,,5.0,,,,,64.0,31.0,7.4,8.0,0.0856,0.0,0.283105,2,,,4.0,3.0,1.0,2.0,2.0,1.0,,1.0,,2.0,,,,,,1.0,1.0,DLukebakio,1.0,1.0,1.0,2.0,2.0,,,,,
10388321,home,Hertha BSC,Lucas Tousart,tousart-lucas,L. Tousart,M,24,185,445,M,787889,EUR,862272000,M,29,29,False,21.0,13.0,2.0,,7.0,8.0,6.0,13.0,2.0,7.0,2.0,6.0,,,,,90.0,39.0,6.8,10.0,0.1808,0.0,0.00653684,2,,1.0,5.0,3.0,2.0,2.0,,1.0,1.0,2.0,2.0,1.0,1.0,,,,,,,,,1.0,,2.0,,,,,,
10388321,home,Hertha BSC,Márton Dárdai,marton-dardai,M. Dárdai,D,31,186,1095,M,980618,EUR,1013472000,M,31,31,False,20.0,9.0,9.0,3.0,2.0,4.0,7.0,16.0,,5.0,3.0,9.0,,,,,76.0,31.0,6.7,12.0,0.0,0.0,0.0289237,0,,2.0,3.0,,,1.0,,,,2.0,,3.0,1.0,,,,,,,,,,,,,,,,,
10388321,home,Hertha BSC,Marco Richter,marco-richter,M. Richter,M,23,176,248,M,796027,EUR,880329600,M,23,23,False,12.0,7.0,1.0,,4.0,6.0,5.0,10.0,,3.0,2.0,2.0,,,,,76.0,33.0,6.7,15.0,0.0,0.0,0.365741,0,,2.0,8.0,1.0,,1.0,3.0,1.0,,1.0,,2.0,2.0,,,,,4.0,2.0,,1.0,3.0,2.0,,2.0,,,,,
10388321,home,Hertha BSC,Florian Niederlechner,florian-niederlechner,F. Niederlechner,F,7,186,341,M,156146,EUR,656726400,F,7,7,False,9.0,6.0,,,2.0,3.0,4.0,6.0,3.0,7.0,,1.0,,,,,64.0,20.0,7.0,5.0,0.4521,0.2975,0.00115444,1,,6.0,10.0,1.0,1.0,,1.0,2.0,,1.0,1.0,2.0,1.0,,1.0,1.0,,,,,,1.0,,,,Florian,Niederlechner,1.0,,
