match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_errorLeadToAShot,stat_aerialLost,stat_duelLost,stat_wonTackle,stat_unsuccessfulTouch,stat_challengeLost,stat_totalContest,stat_fouls,stat_totalCross,stat_accurateCross,stat_shotOffTarget,stat_blockedScoringAttempt,stat_bigChanceCreated,stat_keyPass,stat_wonContest,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_wasFouled,stat_dispossessed,stat_bigChanceMissed,stat_goals,stat_totalKeeperSweeper,stat_totalOffside
13537500,home,Milan,Mike Maignan,mike-maignan,M. Maignan,G,16,190,15470,M,MMaignan,191210,EUR,804729600,G,16,16,False,True,24.0,18.0,15.0,9.0,0.0,17.0,17.0,1.0,7.0,1.0,1.0,5.0,1.0,4.0,7.0,90.0,36.0,8.2,6.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13537500,home,Milan,Kyle Walker,kyle-walker,K. Walker,D,2,183,26433,M,KyleWalker2,44614,EUR,643852800,D,32,32,False,,55.0,48.0,6.0,2.0,0.0,18.0,20.0,30.0,35.0,,1.0,3.0,,,,90.0,66.0,6.6,9.0,0,,,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
13537500,home,Milan,Matteo Gabbia,matteo-gabbia,M. Gabbia,D,46,185,3413,M,,826195,EUR,940464000,D,46,46,False,,34.0,31.0,2.0,,0.0,21.0,22.0,10.0,12.0,2.0,4.0,2.0,,,,90.0,46.0,6.9,4.0,0,,,9.0,,2.0,,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,
13537500,home,Milan,Malick Thiaw,malick-thiaw,M. Thiaw,D,12,194,6416,M,MThiaw,1014286,EUR,997228800,D,28,28,False,,33.0,32.0,2.0,2.0,0.0,21.0,21.0,11.0,12.0,2.0,4.0,1.0,,,,90.0,49.0,6.8,2.0,0,,,8.0,,2.0,,,3.0,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,
13537500,home,Milan,Theo Hernández,theo-hernandez,T. Hernández,D,19,184,26472,M,TheoHdez,788027,EUR,876096000,D,19,19,False,,27.0,27.0,,,0.0,11.0,11.0,17.0,22.0,,1.0,2.0,,,,90.0,47.0,6.4,8.0,2,,,1.0,,1.0,,,2.0,,2.0,,1.0,1.0,6.0,1.0,1.0,1.0,,,,,,,,,,,
13537500,home,Milan,Youssouf Fofana,youssouf-fofana,Y. Fofana,M,19,185,6195,M,YFofana19_,945062,EUR,915926400,M,29,29,False,,27.0,21.0,3.0,2.0,1.0,11.0,13.0,10.0,14.0,,4.0,3.0,,,,88.0,37.0,7.3,7.0,1,,,1.0,,4.0,,1.0,3.0,2.0,1.0,,,2.0,,,1.0,,1.0,2.0,,,,,,,,,
13537500,home,Milan,Tijjani Reijnders,tijjani-reijnders,T. Reijnders,M,4,185,38547,M,tijjanireijnders,893549,EUR,901670400,M,14,14,False,,39.0,33.0,2.0,2.0,0.0,7.0,7.0,26.0,32.0,,2.0,2.0,,,,90.0,52.0,8.0,7.0,2,,,2.0,1.0,,,2.0,4.0,,1.0,,1.0,2.0,,,,1.0,2.0,2.0,1.0,1.0,1.0,1.0,,,,,
13537500,home,Milan,Álex Jiménez,alex-jimenez,A. Jiménez,D,20,177,3589,M,,1184308,EUR,1115510400,M,20,20,False,,19.0,15.0,3.0,1.0,0.0,4.0,6.0,11.0,13.0,,,4.0,,,,68.0,29.0,5.8,11.0,0,Alejandro Jiménez,,1.0,,,,,8.0,,,,5.0,1.0,,,,,,,,,,,2.0,,,,
13537500,home,Milan,Christian Pulišić,christian-pulisic,C. Pulišić,M,11,177,37634,M,CMPulisic,817957,EUR,906076800,M,11,11,False,,14.0,13.0,,,0.0,3.0,4.0,11.0,14.0,1.0,3.0,2.0,,,,76.0,31.0,6.4,10.0,0,,,,,,,1.0,8.0,,2.0,1.0,1.0,2.0,4.0,1.0,,,,2.0,1.0,,,1.0,4.0,,,,
13537500,home,Milan,Rafael Leão,rafael-leao,R. Leão,M,10,188,75257,M,RLeão,851284,EUR,928972800,M,10,10,False,,28.0,20.0,4.0,2.0,0.0,8.0,9.0,12.0,19.0,,5.0,4.0,,,,87.0,45.0,7.0,12.0,3,,,1.0,,2.0,,2.0,4.0,,2.0,,2.0,1.0,,,2.0,,,2.0,1.0,1.0,,2.0,,1.0,,,
13537500,home,Milan,Tammy Abraham,tammy-abraham,T. Abraham,F,18,195,19707,M,tammy_abraham,610766,EUR,875750400,F,90,90,False,,7.0,7.0,1.0,1.0,0.0,5.0,5.0,2.0,2.0,,,1.0,,,,76.0,17.0,7.2,1.0,4,,,1.0,1.0,,,2.0,4.0,,,,,2.0,,,,2.0,,,,2.0,1.0,,,1.0,1.0,,
13537500,home,Milan,Riccardo Sottil,riccardo-sottil,R. Sottil,M,23,180,1411,M,,893640,EUR,928368000,F,99,99,True,,4.0,4.0,,,0.0,1.0,1.0,3.0,3.0,,1.0,1.0,,,,22.0,6.0,6.5,1.0,0,,,,,,,1.0,3.0,,,,1.0,1.0,,,,,,,,,,1.0,,,,,
13537500,home,Milan,João Félix,joao-felix,J. Félix,F,79,181,126099,M,JFélix,851671,EUR,942192000,F,79,79,True,,5.0,5.0,,,0.0,2.0,2.0,3.0,3.0,,,1.0,,,,14.0,7.0,6.5,1.0,0,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,1.0,,,,
13537500,home,Milan,Santiago Giménez,santiago-gimenez,S. Giménez,F,7,182,32463,M,sant.gimenez,892141,EUR,987552000,F,7,7,True,,1.0,,,,0.0,,1.0,,,,,2.0,,,,14.0,4.0,6.4,2.0,0,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,1.0,,,,
