match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelLost,stat_challengeLost,stat_totalClearance,stat_ballRecovery,stat_errorLeadToAGoal,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_height,stat_aerialLost,stat_aerialWon,stat_duelWon,stat_onTargetScoringAttempt,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,stat_totalCross,stat_accurateCross,stat_dispossessed,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_interceptionWon,captain,stat_goalAssist,stat_shotOffTarget,stat_blockedScoringAttempt,stat_bigChanceCreated,stat_goals,stat_bigChanceMissed,stat_hitWoodwork,stat_clearanceOffLine,stat_goodHighClaim,stat_totalOffside,player_sofascoreId
11807976,home,GVVV,Jan van Willige,Jan,van Willige,jan-van-willige,J. v. Willige,G,1,2,M,920160,EUR,933638400,G,1,1,False,43.0,35.0,22.0,14.0,32.0,38.0,3.0,5.0,1.0,1.0,1.0,7.0,1.0,6.0,10.0,1.0,90.0,56.0,7.2,8.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11807976,home,GVVV,Tariq Dilrosun,,,tariq-dilrosun,T. Dilrosun,D,2,6,M,1048335,EUR,995760000,D,2,2,False,20.0,16.0,3.0,2.0,5.0,6.0,11.0,14.0,3.0,,1.0,3.0,,,,,90.0,33.0,6.5,5.0,1,179.0,3.0,1.0,6.0,1.0,4.0,4.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
11807976,home,GVVV,Barry Maguire,Barry,Maguire,barry-maguire,B. Maguire,D,8,13,M,32342,EUR,625449600,D,8,8,False,46.0,40.0,10.0,5.0,35.0,37.0,6.0,13.0,3.0,,2.0,10.0,,,,,90.0,67.0,6.2,14.0,0,180.0,,2.0,5.0,,1.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,
11807976,home,GVVV,Mitchel Willems,Mitchel,Willems,mitchel-willems,M. Willems,D,3,3,M,1002672,EUR,919296000,D,3,3,False,14.0,10.0,2.0,,9.0,10.0,1.0,4.0,5.0,1.0,2.0,2.0,,,,,45.0,19.0,5.5,4.0,0,185.0,1.0,,,,,,,,3.0,,,,,,,1.0,,,,,,,,,,,,,
11807976,home,GVVV,Taoufik Adnane,,,taoufik-adnane,T. Adnane,D,,1,M,899583,EUR,499564800,D,5,5,False,9.0,5.0,3.0,1.0,4.0,6.0,1.0,3.0,3.0,1.0,2.0,1.0,,,,,45.0,15.0,5.6,5.0,0,176.0,,,1.0,,1.0,1.0,,,2.0,,,,,,,,,True,,,,,,,,,,,
11807976,home,GVVV,Justin Spies,Justin Spies,,justin-spies,J. Spies,F,21,9,M,1145359,EUR,987033600,M,21,21,False,17.0,15.0,3.0,3.0,8.0,9.0,7.0,9.0,8.0,1.0,3.0,4.0,,,,,90.0,37.0,6.6,9.0,1,186.0,1.0,1.0,5.0,,2.0,2.0,1.0,,1.0,2.0,1.0,,5.0,2.0,2.0,,1.0,,1.0,1.0,,,,,,,,,
11807976,home,GVVV,Mart de Jong,Mart,de Jong,mart-de-jong,M. d. Jong,M,25,1,M,757910,EUR,816912000,M,25,25,False,23.0,17.0,4.0,1.0,7.0,9.0,10.0,14.0,4.0,2.0,,4.0,,,,,57.0,30.0,6.2,7.0,2,180.0,,,1.0,1.0,,,,,1.0,,,,,2.0,1.0,2.0,1.0,,,,1.0,,,,,,,,
11807976,home,GVVV,Danny de Leeuw,Danny,de Leeuw,danny-de-leeuw,D. d. Leeuw,M,15,1,M,899576,EUR,619660800,M,15,15,False,15.0,13.0,2.0,1.0,6.0,6.0,7.0,10.0,2.0,2.0,2.0,3.0,,,,,45.0,21.0,6.3,3.0,0,188.0,,,1.0,,1.0,1.0,,,,,1.0,,,,,,1.0,,,,,,,,,,,,
11807976,home,GVVV,Byron Burgering,,,byron-burgering,B. Burgering,F,7,110,M,991680,EUR,943747200,F,17,17,False,9.0,8.0,,,,,8.0,12.0,7.0,3.0,,4.0,,,,,90.0,20.0,7.1,9.0,1,174.0,1.0,,1.0,1.0,,,2.0,,,1.0,3.0,,3.0,1.0,1.0,,,,,,,1.0,1.0,,,,,,
11807976,home,GVVV,Leroy George,,,leroy-george,L. George,M,,13,M,22132,EUR,545961600,F,41,41,False,12.0,10.0,2.0,2.0,7.0,7.0,3.0,5.0,3.0,,,,,,,,45.0,18.0,6.1,5.0,1,175.0,1.0,,,,,,1.0,,,1.0,,,2.0,,,,,,,1.0,,,,1.0,,,,,
11807976,home,GVVV,Genrich Sillé,Genrich Sillé,,genrich-sille,G. Sillé,F,7,41,M,1418029,EUR,1015286400,F,11,11,False,11.0,7.0,1.0,,3.0,4.0,5.0,11.0,3.0,1.0,,2.0,,,,,90.0,30.0,7.5,11.0,5,165.0,,,4.0,1.0,1.0,1.0,1.0,1.0,,2.0,4.0,1.0,2.0,2.0,2.0,,,,,2.0,2.0,1.0,,,1.0,,,,
11807976,home,GVVV,Joeri Potjes,Joeri,Potjes,joeri-potjes,J. Potjes,D,20,3,M,1001558,EUR,903484800,D,20,20,True,23.0,18.0,6.0,2.0,13.0,14.0,5.0,9.0,3.0,2.0,2.0,3.0,,,,,45.0,33.0,6.8,7.0,0,190.0,,,2.0,,1.0,1.0,1.0,1.0,,1.0,,,1.0,,,2.0,2.0,,,,,,,,,,,,
11807976,home,GVVV,Dirk Homoet,Dirk Homoet,,dirk-homoet,D. Homoet,D,11,1,M,1411019,EUR,1024876800,D,24,24,True,21.0,18.0,4.0,3.0,13.0,14.0,5.0,9.0,2.0,2.0,,3.0,,,,,45.0,26.0,7.1,5.0,0,,,,,,,,,,,,2.0,,,,,2.0,,,,,,,,,,1.0,,,
11807976,home,GVVV,Jonathan Vergara Berrio,,,jonathan-vergara-berrio,J. V. Berrio,M,43,2,M,954668,EUR,915580800,M,43,43,True,16.0,16.0,1.0,1.0,8.0,8.0,9.0,10.0,3.0,1.0,,4.0,,,,,45.0,27.0,7.6,2.0,1,177.0,,,4.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,,1.0,1.0,1.0,,,,,,,,,,1.0,,,
11807976,home,GVVV,Ilias Latif,,,ilias-latif,I. Latif,F,9,6,M,1394967,EUR,934588800,F,9,9,True,5.0,5.0,,,3.0,3.0,2.0,2.0,3.0,,,2.0,,,,,45.0,13.0,6.6,6.0,1,195.0,,,1.0,1.0,1.0,1.0,4.0,,1.0,,,,2.0,,,,,,,,,,,,,,,,
