match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_goalAssist,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_shotOffTarget,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_keyPass,captain,stat_aerialLost,stat_outfielderBlock,player_firstName,player_lastName,stat_aerialWon,stat_onTargetScoringAttempt,stat_goals,stat_fouls,stat_totalOffside,stat_dispossessed,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_penaltyWon,stat_penaltyFaced,stat_errorLeadToAShot,stat_penaltyConceded
10913377,home,Al-Taawoun,Mailson,mailson,Mailson,G,1,198.0,587,M,883367,EUR,840499200.0,G,1,1,False,12.0,10.0,4.0,2.0,8.0,8.0,2.0,4.0,1.0,9.0,2.0,4.0,90.0,22.0,7.1,2.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10913377,home,Al-Taawoun,Mohamed Al-Ghamdi,mohamed-al-ghamdi,M. Al-Ghamdi,D,16,180.0,7,M,1013848,EUR,760320000.0,D,6,6,False,42.0,33.0,1.0,1.0,21.0,24.0,13.0,22.0,1.0,8.0,,,90.0,64.0,7.3,16.0,1,1.0,4.0,1.0,5.0,5.0,3.0,3.0,1.0,1.0,1.0,4.0,3.0,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
10913377,home,Al-Taawoun,Naldo,naldo,Naldo,D,5,188.0,74,M,243719,EUR,588470400.0,D,4,4,False,32.0,30.0,3.0,3.0,15.0,17.0,15.0,15.0,4.0,4.0,,,90.0,40.0,7.1,2.0,0,,,,1.0,,,,,,,,,,,,,True,1.0,3.0,,,,,,,,,,,,,,
10913377,home,Al-Taawoun,Hassan Kadesh,hassan-kadesh,H. Kadesh,D,15,179.0,398,M,847235,EUR,712627200.0,D,14,14,False,43.0,40.0,3.0,1.0,26.0,28.0,14.0,15.0,5.0,8.0,,,90.0,55.0,7.6,3.0,1,,,,3.0,3.0,1.0,,,,,2.0,,,,,,,1.0,2.0,,,3.0,1.0,1.0,1.0,,,,,,,,
10913377,home,Al-Taawoun,Saad Yaslam Balobaid,saad-yaslam-balobaid,S. Y. Balobaid,D,31,168.0,155,M,1066588,EUR,948931200.0,D,31,31,False,47.0,38.0,,,16.0,16.0,24.0,34.0,2.0,5.0,,,90.0,75.0,7.1,15.0,0,,3.0,2.0,11.0,13.0,5.0,5.0,3.0,,,1.0,9.0,6.0,3.0,,3.0,,,,Saad Yaslam Balobaid,,1.0,,,4.0,1.0,,,,,,,
10913377,home,Al-Taawoun,Flávio,flavio,Flávio,M,8,177.0,261,M,839521,EUR,823910400.0,M,24,24,False,76.0,74.0,4.0,3.0,28.0,28.0,46.0,49.0,,5.0,,,90.0,85.0,6.8,5.0,0,,1.0,,4.0,3.0,3.0,1.0,,,,,2.0,1.0,1.0,1.0,,,,1.0,,,,,,,,,,,,,,
10913377,home,Al-Taawoun,Ashraf El Mahdioui,ashraf-el-mahdioui,A. E. Mahdioui,M,18,183.0,1641,M,788348,EUR,832896000.0,M,18,18,False,87.0,83.0,10.0,9.0,24.0,27.0,59.0,60.0,,8.0,,,90.0,99.0,7.9,7.0,2,,,,3.0,4.0,,2.0,,,1.0,1.0,3.0,1.0,,1.0,1.0,,,1.0,,,,1.0,1.0,1.0,,,,,,,,
10913377,home,Al-Taawoun,Saad Fahad Al Nasser,saad-fahad-al-nasser,S. F. A. Nasser,D,96,172.0,581,M,1118494,EUR,978912000.0,M,9,9,False,17.0,14.0,,,7.0,7.0,7.0,10.0,,7.0,,,45.0,25.0,5.7,6.0,2,,,,2.0,2.0,,1.0,,,,,1.0,1.0,1.0,1.0,,,,,,,,2.0,,,,1.0,1.0,,,,,
10913377,home,Al-Taawoun,Alejandro Romero,kaku,Kaku,M,10,171.0,1012,M,788936,EUR,789782400.0,M,17,17,False,50.0,41.0,4.0,1.0,12.0,12.0,31.0,42.0,,5.0,,,90.0,64.0,7.6,14.0,2,1.0,4.0,2.0,6.0,4.0,4.0,1.0,1.0,,,,2.0,2.0,1.0,1.0,5.0,,,,,,,1.0,,1.0,,1.0,,1.0,,,,
10913377,home,Al-Taawoun,Sumaihan Al-Nabit,sumaihan-al-nabit,S. Al-Nabit,M,88,174.0,111,M,893167,EUR,827884800.0,M,8,8,False,35.0,28.0,2.0,,6.0,8.0,22.0,29.0,,5.0,,,89.0,66.0,7.9,16.0,7,,2.0,,8.0,14.0,1.0,7.0,5.0,,4.0,1.0,6.0,4.0,3.0,2.0,1.0,,,,,,1.0,1.0,,4.0,1.0,1.0,,2.0,1.0,,,
10913377,home,Al-Taawoun,Léandre Tawamba,leandre-tawamba,L. Tawamba,F,,189.0,255,M,315224,EUR,630115200.0,F,3,3,False,24.0,20.0,1.0,1.0,5.0,6.0,15.0,18.0,,5.0,,,88.0,35.0,7.3,10.0,2,,,,4.0,2.0,,2.0,1.0,,1.0,,,,4.0,,1.0,,1.0,,,,1.0,1.0,1.0,1.0,,1.0,,,,,,
10913377,home,Al-Taawoun,Turki Al Mutairi,turki-al-mutairi,T. Al-Mutairi,F,9,,12,M,1019325,EUR,991267200.0,F,99,99,True,14.0,11.0,,,5.0,5.0,6.0,10.0,,5.0,,,45.0,21.0,6.6,7.0,1,,1.0,,5.0,1.0,3.0,1.0,1.0,,,,,,1.0,,,,,,Turki,Al Mutairi,,1.0,,1.0,1.0,1.0,,,,,,
10913377,home,Al-Taawoun,Abdullah Radif,abdullah-radif,A. H. Radif,F,21,185.0,510,M,1101759,EUR,1043107200.0,F,49,49,True,2.0,2.0,,,1.0,1.0,1.0,1.0,,,,,2.0,2.0,,,0,,,,,,,,,,,,,,,,,,,,Abdullah Radif,,,,,,,,,,,,,
10913377,home,Al-Taawoun,Faisal Darwish,faisal-darwish,F. D. Faraj,M,,176.0,3,M,791560,EUR,678499200.0,D,25,25,True,5.0,4.0,,,1.0,1.0,3.0,4.0,,,,,4.0,5.0,5.8,1.0,0,,,,1.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,
10913377,home,Al-Taawoun,Raghed Al-Najjar,raghid-najjar,R. Al-Najjar,G,36,188.0,830,M,925920,EUR,843177600.0,G,36,36,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10913377,home,Al-Taawoun,Emad Fahad Al Knian,emad-fahad-al-knian,E. F. A. Knian,D,43,,1,M,1490607,EUR,,D,43,43,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,Emad Fahad Al Knian,,,,,,,,,,,,,
10913377,home,Al-Taawoun,Sulaiman Hahya Hazazi,hazazi-yahya,S. H. Hazazi,D,12,178.0,21,M,1102741,EUR,1044057600.0,D,12,12,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,Hazazi Yahya,,,,,,,,,,,,,
10913377,home,Al-Taawoun,Awn Al Saluli,awn-al-saluli,A. A. Saluli,D,93,194.0,64,M,881830,EUR,904694400.0,D,33,33,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10913377,home,Al-Taawoun,Abdulrahman Almughais,abdulrahman-almughais,A. Almughais,M,,165.0,5,M,1445509,EUR,1038528000.0,M,13,13,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,Abdulrahman Almughais,,,,,,,,,,,,,
10913377,home,Al-Taawoun,Yacouba Dembele,yacouba-dembele,Y. Dembele,F,,166.0,5,M,1134107,EUR,981504000.0,M,11,11,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,Yacouba Dembele,,,,,,,,,,,,,
10913377,away,Al Batin,Meshaal Huriss,meshaal-huriss,M. Huriss,G,1,185.0,2,M,1085983,EUR,846892800.0,G,22,22,False,21.0,17.0,5.0,2.0,17.0,19.0,,2.0,,6.0,5.0,5.0,90.0,29.0,6.7,4.0,0,,,,,,,,,,,,,,,,,,,,Meshaal Huriss,,,,,,,,,,,1.0,,
10913377,away,Al Batin,Bader Alhwidy Alshammary,bader-alhwidy-alshammary,B. A. Alshammary,D,29,,2,M,1085356,EUR,,D,29,29,False,24.0,18.0,5.0,2.0,11.0,13.0,7.0,15.0,2.0,7.0,,,88.0,61.0,6.2,20.0,0,,4.0,,9.0,8.0,2.0,7.0,3.0,,,,2.0,1.0,2.0,3.0,,,1.0,,Bader Alhwidy Alshammary,,,,,,,2.0,,,,,,
10913377,away,Al Batin,Bassam Al-Hurayji,bassam-al-hurayji,B. Al-Hurayji,D,66,175.0,126,M,1085357,EUR,954288000.0,D,6,6,False,46.0,37.0,15.0,9.0,29.0,33.0,8.0,14.0,5.0,7.0,,,90.0,62.0,6.1,14.0,1,,1.0,,5.0,3.0,1.0,2.0,1.0,,,2.0,1.0,,2.0,,,,2.0,,Mohammed Bassam Alhurayji,,1.0,,,,,1.0,,1.0,,,1.0,
10913377,away,Al Batin,Abdullah Al Yousif,abdullah-al-yousif,A. A. Yousif,D,13,175.0,9,M,892897,EUR,878083200.0,D,13,13,False,37.0,34.0,4.0,3.0,25.0,27.0,9.0,10.0,7.0,5.0,,,90.0,47.0,6.5,3.0,0,,,,2.0,,1.0,,,,,3.0,,,,,,,1.0,,,,,,,,,,,,,,,
10913377,away,Al Batin,Saqr Al-Enazi,saqr-al-enazi,S. Al-Enazi,D,2,,1,M,1134254,EUR,907372800.0,D,24,24,False,25.0,17.0,4.0,,11.0,14.0,6.0,13.0,2.0,4.0,,,80.0,51.0,6.1,16.0,0,,2.0,,3.0,4.0,,3.0,1.0,,,1.0,2.0,2.0,,1.0,,,,,Saqr Al-Enazi,,,,,,,1.0,,,,,,
