match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_aerialLost,stat_challengeLost,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_totalClearance,stat_expectedGoals,stat_keyPass,stat_accurateCross,stat_shotOffTarget,stat_outfielderBlock,stat_penaltyConceded,stat_dispossessed,stat_totalOffside,stat_wasFouled,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_bigChanceMissed,stat_hitWoodwork,stat_punches,stat_penaltyMiss,stat_penaltyWon
12513673,home,Vitória SC,Bruno Varela,bruno-varela,B. Varela,G,14,191,628,M,138895,EUR,783907200,G,14,14,False,True,14.0,13.0,4.0,3.0,0.0,12.0,12.0,1.0,2.0,7.0,1.0,1.0,1.0,1.0,90.0,20.0,6.6,1.0,0.00614075,0,-1.2233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12513673,home,Vitória SC,Miguel Maga,miguel-maga,M. Maga,D,2,175,180,M,1131047,EUR,1037404800,D,2,2,False,,32.0,26.0,,,0.0,9.0,9.0,17.0,27.0,4.0,,,,,45.0,47.0,7.0,12.0,0.0160338,0,,Miguel Maga,,4.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,
12513673,home,Vitória SC,Toni Borevković,toni-borevkovic,T. Borevković,D,24,194,270,M,886843,EUR,866592000,D,24,24,False,,63.0,60.0,3.0,2.0,0.0,25.0,25.0,35.0,38.0,2.0,,,,,90.0,75.0,6.8,3.0,0.017333,1,,,,,3.0,4.0,4.0,,,1.0,1.0,1.0,,1.0,2.0,1.0,1.0,1.0,6.0,0.071,1.0,,,,,,,,,,,,,,,
12513673,home,Vitória SC,Filipe Relvas,filipe-relvas,F. Relvas,D,44,192,529,M,1131931,EUR,937785600,D,4,4,False,,68.0,64.0,5.0,4.0,0.0,39.0,39.0,26.0,30.0,4.0,,,,,90.0,85.0,7.3,4.0,0.01779,2,,,,1.0,8.0,10.0,11.0,1.0,1.0,2.0,2.0,2.0,,4.0,7.0,,,1.0,5.0,0.3334,,1.0,1.0,1.0,1.0,,,,,,,,,,,
12513673,home,Vitória SC,João Mendes,joao-mendes,J. Mendes,D,13,179,180,M,1133568,EUR,955584000,D,13,13,False,,48.0,36.0,4.0,2.0,0.0,12.0,16.0,24.0,35.0,4.0,,,,,82.0,68.0,6.5,20.0,0.0604289,0,,,,3.0,,5.0,2.0,,,,2.0,1.0,3.0,2.0,1.0,,,,2.0,,,,,,,2.0,1.0,,,,,,,,,
12513673,home,Vitória SC,Beni Mukendi,beni-mukendi,B. Mukendi,M,16,180,646,M,1002367,EUR,1021939200,M,16,16,False,,51.0,42.0,3.0,2.0,0.0,15.0,17.0,27.0,34.0,3.0,,,,,45.0,57.0,6.7,10.0,0.025854,0,,,,,2.0,3.0,3.0,1.0,,,1.0,1.0,,1.0,,1.0,,,2.0,,,,,,,,,,,,,,,,,
12513673,home,Vitória SC,Tomás Händel,tomas-handel,T. Händel,M,20,180,888,M,1131048,EUR,975283200,M,8,8,False,,77.0,71.0,6.0,4.0,0.0,21.0,23.0,50.0,59.0,6.0,,,,,90.0,92.0,6.7,13.0,0.0738886,2,,Tomás Händel,,5.0,1.0,4.0,2.0,1.0,,1.0,,,1.0,2.0,,1.0,,2.0,1.0,0.0852,,,,,,,,1.0,,,,,,,,
12513673,home,Vitória SC,Gustavo Silva,gustavo-silva,G. Silva,F,11,180,417,M,1468082,EUR,928195200,M,71,71,False,,23.0,17.0,1.0,1.0,0.0,2.0,3.0,15.0,22.0,3.0,,,,,69.0,38.0,7.5,12.0,0.162797,1,,,,2.0,2.0,6.0,6.0,3.0,1.0,,,,1.0,1.0,2.0,,,,,0.3346,1.0,,,,,1.0,,3.0,1.0,1.0,0.8825,,,,,
12513673,home,Vitória SC,João Mendes,joao-mendes,J. Mendes,M,10,183,228,M,857376,EUR,782697600,M,17,17,False,,46.0,37.0,4.0,1.0,1.0,7.0,7.0,37.0,58.0,4.0,,,,,90.0,76.0,7.2,26.0,0.67117,2,,,,19.0,,7.0,1.0,,,1.0,1.0,1.0,,,1.0,3.0,1.0,1.0,,0.0989,5.0,7.0,1.0,,,3.0,,,,,,,,,,
12513673,home,Vitória SC,Nuno Santos,nuno-santos,N. Santos,M,10,180,2173,M,930552,EUR,920332800,M,77,77,False,,65.0,55.0,8.0,5.0,0.0,13.0,15.0,42.0,56.0,3.0,,,,,90.0,79.0,7.0,17.0,0.337101,5,,,,6.0,,3.0,,,,,,,1.0,1.0,,2.0,,2.0,1.0,0.8894,2.0,,1.0,,,,,,2.0,,1.8333,2.0,1.0,,,
