match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_crossNotClaimed,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_accurateOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalClearance,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_totalOffside,stat_aerialWon,stat_challengeLost,stat_interceptionWon,stat_fouls,captain,stat_bigChanceCreated,stat_keyPass,stat_totalContest,stat_shotOffTarget,stat_expectedGoals,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_bigChanceMissed,stat_wonContest,player_sofascoreId,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_goals,stat_errorLeadToAShot,stat_blockedScoringAttempt,stat_goalAssist
11450179,home,Fatih Karagümrük,Emre Bilgin,Emre Bilgin,,emre-bilgin,E. Bilgin,G,99,188,495,M,1050730,EUR,1077753600,G,23,23,False,22.0,20.0,4.0,2.0,20.0,21.0,1.0,5.0,1.0,90.0,26.0,6.1,2.0,0.00014819,0,-0.539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11450179,home,Fatih Karagümrük,Frédéric Veseli,,,frederic-veseli,F. Veseli,D,34,183,158,M,137775,EUR,722217600,D,3,3,False,49.0,42.0,4.0,,18.0,21.0,31.0,5.0,,90.0,65.0,6.5,11.0,0.101322,0,,25.0,3.0,1.0,1.0,2.0,3.0,1.0,4.0,1.0,2.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
11450179,home,Fatih Karagümrük,Ibrahim Drešević,,,ibrahim-dresevic,I. Drešević,D,5,186,210,M,817987,EUR,854064000,D,5,5,False,105.0,97.0,13.0,11.0,48.0,48.0,57.0,6.0,,90.0,114.0,7.1,8.0,0.0317828,0,,49.0,,,,3.0,7.0,,1.0,,4.0,3.0,,1.0,,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,
11450179,home,Fatih Karagümrük,Federico Ceccherini,,,federico-ceccherini,F. Ceccherini,D,23,187,130,M,139410,EUR,705542400,D,26,26,False,103.0,92.0,9.0,4.0,58.0,61.0,42.0,6.0,,90.0,116.0,6.6,15.0,0.0211725,0,,34.0,,,2.0,5.0,7.0,,1.0,,1.0,,3.0,2.0,,4.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,
11450179,home,Fatih Karagümrük,Levent Mercan,,,munir-levent-mercan,L. Mercan,D,22,176,1693,M,1085938,EUR,976406400,D,18,18,False,78.0,64.0,8.0,2.0,25.0,30.0,54.0,9.0,,90.0,101.0,6.7,18.0,0.4047,0,,42.0,6.0,3.0,1.0,3.0,5.0,1.0,2.0,,1.0,1.0,,2.0,,2.0,,1.0,1.0,True,1.0,1.0,,,,,,,,,,,,,,,
11450179,home,Fatih Karagümrük,Marcus Rohdén,,,marcus-rohden,M. Rohdén,M,8,182,77,M,209082,EUR,673920000,M,6,6,False,45.0,38.0,3.0,2.0,16.0,17.0,31.0,1.0,,82.0,61.0,6.8,13.0,0.0802623,1,,23.0,3.0,1.0,4.0,9.0,3.0,1.0,1.0,1.0,,,2.0,,,3.0,1.0,,2.0,,,2.0,1.0,1.0,0.0334,,,,,,,,,,,,
11450179,home,Fatih Karagümrük,Otabek Shukurov,,,otabek-shukurov,O. Shukurov,M,63,182,2967,M,358890,EUR,835401600,M,29,29,False,50.0,45.0,2.0,1.0,24.0,27.0,24.0,6.0,,45.0,55.0,6.7,7.0,0.0223768,0,,21.0,1.0,,,2.0,2.0,,,,1.0,1.0,1.0,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,
11450179,home,Fatih Karagümrük,Can Keleş,,,can-keles,C. Keleş,F,70,180,519,M,918408,EUR,999388800,M,7,7,False,33.0,30.0,,,3.0,3.0,39.0,1.0,,90.0,51.0,6.6,12.0,0.0917291,1,,30.0,9.0,3.0,2.0,3.0,,,,,,,2.0,,,,,,,,,2.0,1.0,,0.0504,1.0,0.1797,,,,,,,,,,
11450179,home,Fatih Karagümrük,Valentin Eysseric,,,valentin-eysseric,V. Eysseric,M,,181,141,M,139798,EUR,701481600,M,9,9,False,29.0,22.0,5.0,4.0,8.0,9.0,21.0,2.0,,60.0,36.0,6.5,11.0,0.016636,0,,14.0,1.0,,,2.0,3.0,,,,1.0,,3.0,,,2.0,1.0,,1.0,,,,,,,,,,,,,,,,,,
11450179,home,Fatih Karagümrük,Kevin Lasagna,,,kevin-lasagna,K. Lasagna,F,15,181,319,M,587962,EUR,713404800,M,15,15,False,17.0,12.0,2.0,2.0,3.0,4.0,13.0,3.0,,60.0,30.0,5.9,10.0,0.00919678,1,,9.0,,,1.0,7.0,2.0,,2.0,,2.0,,3.0,,1.0,,1.0,1.0,3.0,,,,2.0,1.0,0.4722,,,1.0,,,,,,,,,
