match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,player_lastName,stat_aerialLost,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_keyPass,stat_aerialWon,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,captain,stat_challengeLost,stat_totalOffside,stat_totalCross,stat_dispossessed,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotValueNormalized,stat_accurateCross,stat_shotOffTarget,stat_goals,stat_bigChanceMissed,stat_hitWoodwork
14025198,home,Liverpool,Alisson,alisson,Alisson,G,1,193,64760,M,AlissonBecker,243609,EUR,717984000,G,1,1,False,39.0,28.0,16.0,5.0,0.0,23.0,27.0,5.0,12.0,3.0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,90.0,47.0,7.5,11.0,0.00721637,44.802958533648,7.0,22.05,5.985,0.369,0,0.6225,0.2,0.02,0.26,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14025198,home,Liverpool,Joe Gomez,joe-gomez,J. Gomez,D,2,188,14125,M,joegomez5,318927,EUR,864345600,D,2,2,False,13.0,11.0,1.0,,1.0,4.0,5.0,7.0,8.0,1.0,,,,,,,,26.0,15.0,7.2,2.0,0.0756852,43.695319656472,4.0,11.13,22.26,,0,,0.36,0.05,0.17,,,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
14025198,home,Liverpool,Ibrahima Konaté,ibrahima-konate,I. Konaté,D,5,195,27499,M,ibrahimakonate,826215,EUR,927590400,D,5,5,False,47.0,42.0,6.0,4.0,0.0,23.0,24.0,19.0,23.0,7.0,6.0,,,,,,,90.0,70.0,8.0,7.0,0.00938347,163.70469579019,19.0,101.22,31.605,,0,,0.26,0.14,0.47,,,,1.0,2.0,10.0,1.0,1.0,,,2.0,2.0,2.0,5.0,1.0,2.0,2.0,1.0,,,,,,,,,,,,,,,
14025198,home,Liverpool,Virgil van Dijk,virgil-van-dijk,V. van Dijk,D,4,195,98613,M,VvD,151545,EUR,678931200,D,4,4,False,65.0,57.0,15.0,9.0,0.0,42.0,43.0,15.0,22.0,5.0,,,,,,,,90.0,74.0,7.7,9.0,0.0068793,168.78817014238,21.0,52.71,19.32,,0,,0.2,0.07,0.32,,,,,1.0,5.0,1.0,1.0,,,3.0,1.0,,1.0,,,,1.0,True,,,,,,,,,,,,,,
14025198,home,Liverpool,Miloš Kerkez,milos-kerkez,M. Kerkez,D,6,180,25853,M,miloskerkez,1097425,EUR,1068163200,D,6,6,False,31.0,27.0,,,0.0,13.0,14.0,14.0,17.0,3.0,3.0,,,,,,,90.0,47.0,7.2,8.0,0.00922746,54.157150824476,8.0,12.39,13.02,,0,,-0.1,0.09,0.0,,Milos,Kerkez,1.0,4.0,8.0,1.0,,,1.0,4.0,,1.0,3.0,1.0,,1.0,,,2.0,1.0,,,,,,,,,,,,
14025198,home,Liverpool,Ryan Gravenberch,ryan-gravenberch,R. Gravenberch,M,38,190,31083,M,ryanjiro,904897,EUR,1021507200,M,38,38,False,45.0,41.0,1.0,,0.0,22.0,24.0,19.0,21.0,4.0,4.0,,,,,,,90.0,65.0,7.4,8.0,0.0217551,216.2507959517,23.0,95.55,27.405,,2,,0.03,0.36,0.31,,,,,4.0,8.0,2.0,2.0,,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,3.0,,,,1.0,1.0,1.0,1.0,0.1093,0.0643,-0.12,,,,,
14025198,home,Liverpool,Curtis Jones,curtis-jones,C. Jones,M,17,185,17569,M,curtisjones,927353,EUR,980812800,M,17,17,False,78.0,72.0,5.0,3.0,0.0,37.0,39.0,35.0,39.0,2.0,3.0,,,,,,,90.0,98.0,7.4,11.0,0.0193909,197.69550101629,24.0,4.095,15.225,,1,,0.03,0.14,0.26,,,,,4.0,8.0,5.0,4.0,,,,1.0,1.0,2.0,1.0,3.0,2.0,1.0,,1.0,,,1.0,,1.0,0.0262,,-0.07,,,,,
14025198,home,Liverpool,Dominik Szoboszlai,dominik-szoboszlai,D. Szoboszlai,M,8,187,72138,M,DomSzobo,869856,EUR,972432000,M,8,8,False,53.0,49.0,1.0,1.0,0.0,26.0,27.0,23.0,26.0,1.0,2.0,,,,,,,83.0,70.0,7.0,8.0,0.113813,105.92133102066,17.0,30.24,19.845,,2,,0.23,0.21,-0.05,,,,,2.0,3.0,1.0,1.0,,2.0,,,1.0,1.0,1.0,1.0,1.0,,,2.0,,3.0,,,1.0,0.0624,,-0.26,1.0,1.0,,,
14025198,home,Liverpool,Alexis Mac Allister,alexis-mac-allister,A. Mac Allister,M,10,176,71412,M,Macca10,895324,EUR,914457600,M,10,10,False,30.0,24.0,2.0,1.0,0.0,7.0,9.0,17.0,21.0,1.0,2.0,,,,,,,90.0,40.0,6.7,9.0,0.0298754,63.596846881063,11.0,11.55,7.665,,2,,-0.02,0.26,0.23,,,,2.0,4.0,4.0,1.0,,,,2.0,1.0,,1.0,1.0,1.0,1.0,,,,,,1.0,,1.0,0.1628,,-0.53,,1.0,,,
14025198,home,Liverpool,Florian Wirtz,florian-wirtz,F. Wirtz,F,7,175,149387,M,FWirtz,1019322,EUR,1051920000,M,7,7,False,42.0,36.0,5.0,3.0,0.0,16.0,18.0,20.0,24.0,1.0,9.0,,,,,,,78.0,64.0,7.5,10.0,0.137558,144.43730903046,13.0,53.445,24.99,,1,,0.03,0.12,0.34,,,,,3.0,9.0,3.0,2.0,,3.0,1.0,,2.0,4.0,4.0,1.0,2.0,,,,,,2.0,,1.0,0.0547,,-0.15,,,,,
14025198,home,Liverpool,Hugo Ekitiké,hugo-ekitike,H. Ekitiké,F,22,190,97012,M,hekitike,1048422,EUR,1024531200,F,22,22,False,30.0,24.0,,,0.0,6.0,7.0,18.0,23.0,1.0,4.0,,,,,,,78.0,49.0,9.0,10.0,0.0276714,163.20145738601,16.0,107.31,23.52,,7,,-0.56,0.66,0.14,,Hugo Ekitiké,,,2.0,6.0,3.0,3.0,,,1.0,,,1.0,1.0,2.0,1.0,1.0,,,,,1.0,2.0,,0.8023,1.1054,0.75,,5.0,2.0,,
14025198,home,Liverpool,Mohamed Salah,mohamed-salah,M. Salah,M,11,175,565083,M,MoSalah,159665,EUR,708566400,F,11,11,True,32.0,27.0,3.0,2.0,1.0,6.0,7.0,21.0,25.0,,5.0,,,,,,,64.0,45.0,8.2,9.0,0.517619,149.94267017121,14.0,88.2,36.645,,3,,0.71,0.66,0.17,,,,,2.0,4.0,3.0,1.0,1.0,5.0,1.0,,,1.0,1.0,2.0,1.0,,,,1.0,1.0,,1.0,1.0,0.6684,0.0454,-0.68,1.0,1.0,,1.0,
14025198,home,Liverpool,Andrew Robertson,andrew-robertson,A. Robertson,D,26,178,24820,M,andyrobertson94,262911,EUR,763344000,D,26,26,True,9.0,6.0,1.0,1.0,0.0,2.0,3.0,4.0,6.0,,2.0,,,,,,,12.0,11.0,6.8,3.0,0.00544399,31.334861006019,3.0,18.165,19.32,,0,,0.1,0.08,0.15,,,,2.0,2.0,2.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,
14025198,home,Liverpool,Alexander Isak,alexander-isak,A. Isak,F,9,193,100485,M,AlexIsak,823941,EUR,937872000,F,9,9,True,2.0,2.0,,,0.0,,,2.0,2.0,1.0,,,,,,,,12.0,6.0,6.5,2.0,0.00303345,48.754760564877,3.0,30.87,14.385,,0,,-0.16,0.06,-0.02,,,,1.0,3.0,2.0,1.0,,,,1.0,,,1.0,,1.0,,,,1.0,,,,,,,,,,,,,
14025198,home,Liverpool,Federico Chiesa,federico-chiesa,F. Chiesa,F,14,175,40294,M,FedeChiesa,845386,EUR,877737600,F,14,14,True,3.0,2.0,1.0,,0.0,,,2.0,3.0,1.0,1.0,,,,,,,17.0,4.0,6.8,1.0,0.240386,20.742670627372,2.0,15.645,8.505,,0,,0.37,0.12,-0.04,,,,,2.0,,,,1.0,1.0,,,,,,,,1.0,,1.0,,,,,,,,,,,,,
14025198,home,Liverpool,Giorgi Mamardashvili,giorgi-mamardashvili,G. Mamardashvili,G,25,200,17187,M,mamardashvili,930997,EUR,970185600,G,25,25,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14025198,home,Liverpool,Calvin Ramsay,calvin-ramsay,C. Ramsay,D,47,177,4356,M,,991227,EUR,1059609600,D,47,47,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14025198,home,Liverpool,Wellity Lucky,wellity-lucky,W. Lucky,D,92,188,1036,M,,1403123,EUR,1137024000,D,92,92,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,Wellity Lucky,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14025198,home,Liverpool,Rio Ngumoha,rio-ngumoha,R. Ngumoha,F,73,174,27091,M,,1881902,EUR,1219881600,F,73,73,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,Rio Ngumoha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14025198,away,Brighton & Hove Albion,Bart Verbruggen,bart-verbruggen,B. Verbruggen,G,1,193,4212,M,,994363,EUR,1029628800,G,1,1,False,46.0,40.0,16.0,10.0,0.0,37.0,39.0,3.0,7.0,,15.0,,,2.0,,,,90.0,57.0,6.7,6.0,0.00134758,101.03710076831,17.0,-42.525,3.57,0.0719,0,-0.7848,0.13,0.01,0.14,-0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14025198,away,Brighton & Hove Albion,Mats Wieffer,mats-wieffer,M. Wieffer,M,27,188,2191,M,,959628,EUR,942710400,D,27,27,False,55.0,53.0,5.0,5.0,0.0,29.0,29.0,24.0,26.0,1.0,7.0,,,,,,,90.0,74.0,6.2,10.0,0.284094,141.45029902098,19.0,8.505,9.135,,1,,0.41,-0.5,-0.55,,,,1.0,11.0,3.0,3.0,,1.0,2.0,2.0,,3.0,,,3.0,1.0,1.0,,4.0,,1.0,2.0,,,0.0381,,-0.34,1.0,1.0,,,
14025198,away,Brighton & Hove Albion,Jan Paul van Hecke,jan-paul-van-hecke,J. P. van Hecke,D,6,189,3186,M,,962012,EUR,960422400,D,6,6,False,82.0,71.0,12.0,7.0,0.0,36.0,37.0,35.0,45.0,,3.0,,,,,,,90.0,89.0,7.0,12.0,0.0902451,446.3950166268,46.0,-311.64,8.715,,0,,0.32,0.36,-0.27,,,,3.0,3.0,4.0,,,,,2.0,1.0,,1.0,,1.0,1.0,1.0,,,,1.0,,,,,,,1.0,,,,
14025198,away,Brighton & Hove Albion,Lewis Dunk,lewis-dunk,L. Dunk,D,5,190,1911,M,,115365,EUR,690681600,D,5,5,False,92.0,90.0,4.0,2.0,0.0,67.0,67.0,23.0,25.0,1.0,4.0,,,,,,,90.0,100.0,6.6,2.0,0.0177476,302.44928840311,40.0,-105.63,4.62,,0,,0.26,0.13,-0.22,,,,2.0,3.0,2.0,,,,,,2.0,1.0,1.0,,,1.0,,True,1.0,,,,,,,,,,,,,
14025198,away,Brighton & Hove Albion,Ferdi Kadıoğlu,ferdi-kadioglu,F. Kadıoğlu,D,24,174,21035,M,ferdikadioglu,825844,EUR,939254400,D,24,24,False,58.0,51.0,4.0,1.0,0.0,18.0,19.0,33.0,39.0,2.0,4.0,,,,,,,90.0,79.0,6.6,16.0,0.0660401,323.60872155426,28.0,-197.295,6.615,,1,,0.05,0.18,-0.1,,,,1.0,4.0,3.0,1.0,,,1.0,,1.0,,2.0,2.0,2.0,1.0,2.0,,1.0,,4.0,,,,0.0771,,-0.24,,1.0,,,
