match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_progressiveBallCarriesCount,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_duelLost,stat_challengeLost,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_outfielderBlock,stat_errorLeadToAShot,stat_fouls,stat_shotOffTarget,stat_wonTackle,stat_expectedGoals,stat_shotValueNormalized,stat_totalCross,stat_totalContest,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_bestBallCarryProgression,stat_totalProgressiveBallCarriesDistance,stat_keyPass,stat_accurateCross,stat_aerialLost,stat_blockedScoringAttempt,captain,stat_dispossessed,stat_wonContest,stat_bigChanceCreated,stat_bigChanceMissed,stat_penaltyFaced,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_lastManTackle,stat_totalOffside,player_sofascoreId,stat_hitWoodwork,stat_penaltyConceded
14062201,home,FC St. Pauli,Nikola Vasilj,,,nikola-vasilj,N. Vasilj,G,22,194,1626,M,325061,EUR,817862400,G,22,22,False,33.0,19.0,21.0,7.0,0.0,15.0,16.0,4.0,17.0,1.0,1.0,2.0,7.0,1.0,2.0,2.0,2.0,90.0,40.0,6.4,14.0,0.00076723,44.698357784455,10.0,8.5858922698948,0.0,0.1261,0,-0.5691,0.08,0.02,-0.2,-0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14062201,home,FC St. Pauli,Adam Dźwigała,,,adam-dzwigala,A. Dźwigała,D,25,185,440,M,252343,EUR,811987200,D,25,25,False,15.0,10.0,4.0,2.0,0.0,7.0,8.0,3.0,7.0,1.0,3.0,4.0,3.0,,,,,90.0,25.0,6.5,7.0,0.00428562,14.045215097859,2.0,-3.6425844305531,0.0,,0,,0.05,-0.06,-0.19,,1.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14062201,home,FC St. Pauli,Tomoya Ando,,,tomoya-ando,T. Ando,D,15,190,409,M,1125024,EUR,915926400,D,15,15,False,27.0,19.0,9.0,2.0,0.0,12.0,14.0,7.0,13.0,2.0,4.0,10.0,7.0,,,,,90.0,41.0,6.7,8.0,0.00742127,60.129123917715,10.0,-7.226413125375,0.0,,0,,0.12,0.03,-0.09,,2.0,1.0,,,,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14062201,home,FC St. Pauli,Karol Mets,,,karol-mets,K. Mets,D,3,190,509,M,57627,EUR,737510400,D,3,3,False,30.0,25.0,6.0,3.0,0.0,19.0,20.0,6.0,10.0,2.0,4.0,5.0,3.0,,,,,90.0,39.0,6.9,5.0,0.00734237,68.479392627699,7.0,-6.0568675336295,0.0,,1,,0.18,0.09,-0.08,,2.0,1.0,,2.0,,,,,1.0,1.0,2.0,0.0104,0.0,,,,,,,,,,,,,,,,,,,,,,,,
14062201,home,FC St. Pauli,Manolis Saliakas,,,manolis-saliakas,M. Saliakas,M,2,175,358,M,280551,EUR,842486400,M,2,2,False,32.0,24.0,5.0,3.0,0.0,4.0,5.0,20.0,27.0,,1.0,3.0,5.0,,,,,90.0,50.0,8.3,13.0,0.280991,123.25943942794,12.0,64.919481893712,3.0,,1,,0.41,0.26,0.15,,1.0,,,1.0,,,,,,,1.0,0.1375,0.53,3.0,1.0,1.0,1.0,0.7331,25.606124114129,57.417787126803,1.0,,,,,,,,,,,,,,,,
14062201,home,FC St. Pauli,James Sands,,,james-sands,J. Sands,M,6,186,445,M,885892,EUR,962841600,M,6,6,False,32.0,24.0,4.0,,0.0,11.0,13.0,13.0,19.0,2.0,2.0,2.0,10.0,,,,,90.0,48.0,6.6,10.0,0.0498414,46.047504227782,6.0,9.0833709964,0.0,,2,,0.23,0.03,0.37,,4.0,2.0,7.0,,2.0,1.0,1.0,,1.0,1.0,,0.357,-0.63,1.0,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,
14062201,home,FC St. Pauli,Jackson Irvine,,,jackson-irvine,J. Irvine,M,7,190,924,M,181581,EUR,731462400,M,7,7,False,33.0,27.0,1.0,1.0,0.0,11.0,13.0,16.0,20.0,1.0,2.0,4.0,4.0,,,,,90.0,42.0,6.9,7.0,0.123049,73.297525482291,12.0,8.7325877162496,0.0,,1,,0.31,0.24,0.15,,7.0,,2.0,,,,,,3.0,,,0.1086,-0.13,,1.0,1.0,,0.6437,,,1.0,,3.0,,True,1.0,1.0,,,,,,,,,,
14062201,home,FC St. Pauli,Arkadiusz Pyrka,,,arkadiusz-pyrka,A. Pyrka,D,11,177,950,M,971481,EUR,1032480000,M,11,11,False,22.0,18.0,5.0,1.0,1.0,7.0,8.0,11.0,14.0,1.0,4.0,2.0,6.0,,,,,89.0,45.0,7.2,7.0,0.156883,144.59436117294,9.0,110.9409232384,4.0,,2,,0.33,0.3,0.15,,5.0,,2.0,,,2.0,,,1.0,,,0.1351,-0.02,1.0,1.0,1.0,,0.0143,39.949396365053,109.02721636374,4.0,,3.0,1.0,,1.0,1.0,1.0,,,,,,,,,
14062201,home,FC St. Pauli,Danel Sinani,,,danel-sinani,D. Sinani,F,10,185,628,M,887500,EUR,860198400,F,10,10,False,32.0,21.0,4.0,,0.0,9.0,10.0,12.0,22.0,1.0,1.0,3.0,5.0,,,,,90.0,59.0,6.8,25.0,0.4921,80.887719552331,10.0,19.747769364651,0.0,,4,,0.46,0.07,-0.07,,10.0,1.0,,,4.0,,,,1.0,,,0.868,0.3,6.0,2.0,3.0,1.0,1.1704,,,2.0,2.0,2.0,1.0,,4.0,,,,,,,,,,,
14062201,home,FC St. Pauli,Mathias Rasmussen,,,mathias-rasmussen,M. Rasmussen,M,20,180,239,M,834244,EUR,880416000,F,20,20,False,29.0,19.0,2.0,,0.0,8.0,12.0,11.0,17.0,,4.0,,3.0,,,,,90.0,45.0,6.5,15.0,0.166737,71.231298429778,9.0,6.3154423352048,1.0,,1,,0.15,-0.52,-0.06,,5.0,1.0,,2.0,3.0,2.0,,,1.0,1.0,,0.0229,-0.09,1.0,,,,,12.951895831513,13.694423134985,1.0,1.0,2.0,,,1.0,,,,,,,,,,,
