match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_penaltyFaced,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_keyPass,stat_aerialLost,stat_outfielderBlock,stat_fouls,stat_penaltyConceded,stat_blockedScoringAttempt,captain,stat_onTargetScoringAttempt,stat_wasFouled,stat_shotOffTarget,stat_penaltyWon,stat_goalAssist,player_sofascoreId,stat_bigChanceMissed,stat_goals,stat_totalOffside,stat_goodHighClaim,stat_savedShotsFromInsideTheBox
10382104,home,FC Groningen,Michael Verrips,,,michael-verrips,M. Verrips,G,34,195,102,M,583506,EUR,849571200,G,20,20,False,26.0,12.0,23.0,9.0,7.0,8.0,5.0,18.0,2.0,6.0,1.0,2.0,1.0,1.0,90.0,33.0,6.1,14.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382104,home,FC Groningen,Damil Dankerlui,,,damil-dankerlui,D. Dankerlui,D,15,175,108,M,352552,EUR,840844800,D,2,2,False,39.0,26.0,7.0,1.0,15.0,20.0,12.0,21.0,,8.0,,,,,90.0,78.0,7.4,24.0,0,2.0,1.0,3.0,5.0,14.0,2.0,1.0,4.0,2.0,1.0,1.0,9.0,5.0,4.0,2.0,,,,,,,,,,,,,,,,,
10382104,home,FC Groningen,Mike te Wierik,,,mike-te-wierik,M. t. Wierik,D,23,191,47,M,127554,EUR,707961600,D,5,5,False,32.0,25.0,1.0,,23.0,25.0,2.0,7.0,7.0,8.0,,,,,90.0,60.0,7.1,14.0,0,,,4.0,3.0,7.0,,,,,,1.0,3.0,1.0,,,1.0,2.0,2.0,,,,,,,,,,,,,,
10382104,home,FC Groningen,Radinio Balker,,,balker-radinio,R. Balker,D,12,190,152,M,947049,EUR,904780800,D,12,12,False,25.0,20.0,8.0,4.0,14.0,17.0,6.0,8.0,2.0,4.0,,,,,36.0,31.0,5.5,5.0,0,,,1.0,1.0,3.0,,,,,,,2.0,1.0,,,,,1.0,1.0,,,,,,,,,,,,,
10382104,home,FC Groningen,Isak Dybvik Määttä,,,isak-dybvik-maatta,I. D. Määttä,F,25,188,289,M,980915,EUR,1000857600,D,18,18,False,32.0,17.0,6.0,1.0,7.0,11.0,10.0,21.0,,3.0,,,,,90.0,61.0,6.0,19.0,1,,,,5.0,6.0,4.0,,5.0,4.0,,,2.0,1.0,2.0,,,,,,1.0,,,,,,,,,,,,
10382104,home,FC Groningen,Joey Pelupessy,,,joey-pelupessy,J. Pelupessy,M,6,182,5611,M,235404,EUR,737424000,M,4,4,False,25.0,18.0,,,11.0,12.0,7.0,13.0,1.0,5.0,,,,,85.0,37.0,7.2,9.0,2,,,4.0,2.0,6.0,,,,,,2.0,2.0,,2.0,1.0,2.0,1.0,,,,True,2.0,,,,,,,,,,
10382104,home,FC Groningen,Laros Duarte,,,laros-duarte,L. M. D. Duarte,M,6,180,315,M,798177,EUR,857088000,M,6,6,False,30.0,27.0,6.0,4.0,13.0,13.0,14.0,20.0,3.0,4.0,,,,,90.0,49.0,6.7,8.0,3,3.0,,,3.0,2.0,,1.0,2.0,1.0,,,,,,2.0,1.0,,,,2.0,,1.0,1.0,,,,,,,,,
10382104,home,FC Groningen,Tomáš Suslov,,,tomas-suslov,T. Suslov,F,10,175,1255,M,964154,EUR,1023408000,M,7,7,False,23.0,11.0,4.0,2.0,7.0,8.0,5.0,20.0,3.0,2.0,,,,,90.0,56.0,7.7,23.0,3,5.0,1.0,,5.0,10.0,1.0,2.0,4.0,3.0,,,2.0,2.0,3.0,2.0,1.0,,,,,,2.0,5.0,1.0,1.0,,,,,,,
10382104,home,FC Groningen,Florian Krüger,,,florian-kruger,F. Krüger,F,26,186,130,M,945878,EUR,918864000,M,23,23,False,10.0,8.0,,,5.0,6.0,3.0,4.0,1.0,2.0,,,,,85.0,13.0,6.8,2.0,1,,,,3.0,,,,,,1.0,1.0,,,,1.0,1.0,,2.0,,,,,,1.0,,1.0,,,,,,
10382104,home,FC Groningen,Ragnar Oratmangoen,,,ragnar-oratmangoen,R. Oratmangoen,M,11,181,5722,M,899651,EUR,885340800,M,34,34,False,15.0,9.0,2.0,1.0,2.0,2.0,7.0,13.0,,4.0,,,,,39.0,19.0,6.3,8.0,1,,,,1.0,1.0,,,1.0,,,,1.0,1.0,1.0,,,,,,,,,,1.0,,,0ratmangoen,1.0,,,,
10382104,home,FC Groningen,Ricardo Pepi,,,ricardo-pepi,R. Pepi,F,9,185,3729,M,986395,EUR,1042070400,F,9,9,False,27.0,18.0,,,7.0,8.0,11.0,20.0,3.0,3.0,,,,,90.0,47.0,8.2,14.0,3,1.0,,6.0,7.0,7.0,1.0,1.0,1.0,1.0,,1.0,,,3.0,1.0,5.0,,,,,,2.0,,1.0,,,,1.0,2.0,,,
10382104,home,FC Groningen,Nordin Musampa,,,nordin-musampa,N. Musampa,D,,179,56,M,916944,EUR,1002931200,D,24,24,True,13.0,8.0,4.0,1.0,6.0,7.0,2.0,6.0,3.0,2.0,,,,,51.0,24.0,6.7,6.0,1,,,3.0,2.0,7.0,1.0,,1.0,,,,4.0,2.0,,,,,,,,,1.0,1.0,,,,,,,,,
