match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_duelLost,stat_duelWon,stat_blockedScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_aerialLost,stat_outfielderBlock,stat_wonTackle,stat_accurateCross,stat_dispossessed,stat_totalContest,stat_wonContest,stat_clearanceOffLine,stat_keyPass,stat_challengeLost,stat_bigChanceCreated,player_sofascoreId,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_bigChanceMissed,captain,stat_aerialWon,stat_shotOffTarget,stat_hitWoodwork,stat_goals,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalOffside
11391398,home,Olympique Lyonnais,Anthony Lopes,,,anthony-lopes,A. Lopes,G,1,184,1194,M,48535,EUR,654739200,G,1,1,False,27.0,13.0,16.0,2.0,11.0,15.0,2.0,12.0,1.0,10.0,3.0,90.0,39.0,6.8,14.0,0.00040688,0,0.2494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11391398,home,Olympique Lyonnais,Clinton Mata,,,clinton-mata,C. Mata,D,22,180,1320,M,152813,EUR,721094400,D,22,22,False,39.0,30.0,5.0,1.0,18.0,21.0,12.0,20.0,3.0,6.0,,90.0,64.0,7.2,15.0,0.00434101,1,,2.0,1.0,3.0,1.0,3.0,1.0,3.0,2.0,1.0,0.0481,,,,,,,,,,,,,,,,,,,,,,,,
11391398,home,Olympique Lyonnais,Jake O'Brien,,,jake-obrien,J. O'Brien,D,15,197,1429,M,998253,EUR,989884800,D,12,12,False,46.0,40.0,8.0,6.0,30.0,34.0,10.0,12.0,5.0,8.0,,90.0,54.0,7.1,6.0,0.0131262,0,,,1.0,1.0,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
11391398,home,Olympique Lyonnais,Duje Ćaleta-Car,,,duje-caleta-car,D. Ćaleta-Car,D,16,192,2892,M,257091,EUR,842918400,D,55,55,False,38.0,29.0,5.0,1.0,23.0,28.0,6.0,10.0,4.0,,,90.0,48.0,7.1,9.0,0.00444451,0,,,2.0,2.0,,1.0,2.0,,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
11391398,home,Olympique Lyonnais,Ainsley Maitland-Niles,,,ainsley-maitland-niles,A. Maitland-Niles,D,98,178,1575,M,352768,EUR,872812800,M,98,98,False,35.0,30.0,5.0,3.0,11.0,12.0,21.0,25.0,1.0,7.0,,90.0,58.0,7.3,10.0,0.0950259,1,,2.0,6.0,2.0,1.0,1.0,1.0,2.0,,1.0,0.0392,2.0,1.0,,2.0,2.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
11391398,home,Olympique Lyonnais,Maxence Caqueret,,,maxence-caqueret,M. Caqueret,M,6,174,2464,M,859027,EUR,950572800,M,6,6,False,43.0,36.0,,,20.0,21.0,16.0,22.0,,7.0,,90.0,66.0,7.8,12.0,0.184342,0,,,5.0,11.0,,1.0,5.0,3.0,2.0,2.0,,,1.0,4.0,,2.0,4.0,4.0,,1.0,2.0,1.0,,,,,,,,,,,,,
11391398,home,Olympique Lyonnais,Nemanja Matić,,,nemanja-matic,N. Matić,M,18,194,3565,M,44241,EUR,586396800,M,31,31,False,46.0,41.0,6.0,5.0,24.0,25.0,17.0,22.0,,9.0,,82.0,55.0,6.9,9.0,0.0118236,1,,1.0,2.0,1.0,,1.0,,1.0,,,0.0161,,,,,,3.0,1.0,,,,,Mati,1.0,0.0439,,,,,,,,,,
11391398,home,Olympique Lyonnais,Nicolás Tagliafico,,,nicolas-tagliafico,N. Tagliafico,D,3,172,10932,M,158243,EUR,715219200,M,3,3,False,10.0,8.0,1.0,1.0,3.0,3.0,5.0,8.0,1.0,,,45.0,17.0,6.5,5.0,0.0547678,0,,1.0,4.0,2.0,,,,1.0,2.0,1.0,,,,,,,1.0,,,,2.0,,tagliafico3,,,,,,,,,,,,
11391398,home,Olympique Lyonnais,Ernest Nuamah,Ernest Nuamah,,ernest-nuamah,E. Nuamah,F,37,178,6900,M,1202024,EUR,1067644800,F,37,37,False,27.0,21.0,2.0,2.0,5.0,7.0,17.0,22.0,1.0,4.0,,90.0,57.0,7.7,16.0,1.02723,2,,2.0,7.0,9.0,,,,4.0,2.0,2.0,0.2522,,,,1.0,,12.0,7.0,,4.0,,2.0,nana_nuamah10,2.0,0.2717,1.0,,,,,,,,,
11391398,home,Olympique Lyonnais,Alexandre Lacazette,,,alexandre-lacazette,A. Lacazette,F,91,176,9530,M,50070,EUR,675388800,F,10,10,False,21.0,13.0,5.0,3.0,5.0,5.0,8.0,16.0,,5.0,,86.0,39.0,7.1,12.0,0.0163837,5,,,10.0,4.0,1.0,1.0,,2.0,,2.0,0.9403,4.0,,,,,5.0,3.0,,2.0,2.0,,lacazettealex,3.0,1.0102,2.0,True,1.0,1.0,1.0,1.0,,,,
