match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_sofascoreId,captain,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_interceptionWon,stat_totalTackle,stat_fouls,player_firstName,player_lastName,stat_shotOffTarget,stat_wonTackle,stat_wasFouled,stat_totalCross,stat_accurateCross,stat_dispossessed,stat_totalContest,stat_bigChanceCreated,stat_unsuccessfulTouch,stat_keyPass,stat_wonContest,stat_outfielderBlock,stat_totalOffside,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_bigChanceMissed,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_hitWoodwork
12624920,home,Al-Qadsiah,Koen Casteels,koen-casteels,K. Casteels,G,1,197,1420,M,70987,EUR,709430400,G,1,1,False,30.0,20.0,21.0,11.0,0.0,13.0,13.0,7.0,17.0,1.0,1.0,2.0,13.0,1.0,4.0,4.0,2.0,90.0,46.0,7.4,10.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12624920,home,Al-Qadsiah,Nacho Fernández,nacho-fernandez,N. Fernández,D,6,180,14931,M,69404,EUR,632620800,D,6,6,False,33.0,29.0,3.0,1.0,0.0,25.0,28.0,4.0,5.0,,2.0,7.0,3.0,,,,,90.0,45.0,6.5,4.0,0,nachofdez90,True,2.0,5.0,1.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,
12624920,home,Al-Qadsiah,Qasim Lajami,qasim-al-oujami,Q. Lajami,D,87,178,103,M,818668,EUR,830390400,D,87,87,False,13.0,13.0,1.0,1.0,0.0,12.0,12.0,1.0,1.0,3.0,6.0,7.0,2.0,,,,,90.0,27.0,7.1,,1,,,2.0,2.0,,1.0,1.0,,,,1.0,1.0,2.0,,,,,,,,,,,,,,,,,
12624920,home,Al-Qadsiah,Gastón Álvarez,gaston-alvarez,G. Álvarez,D,17,184,492,M,980578,EUR,953856000,D,17,17,False,27.0,21.0,3.0,,0.0,16.0,18.0,5.0,9.0,1.0,3.0,1.0,3.0,,,,,90.0,32.0,6.6,6.0,0,,,1.0,2.0,,,1.0,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,
12624920,home,Al-Qadsiah,Mohammed Abu Al-Shamat,mohammed-waheeb-abu-al-shamat,M. A. Al-Shamat,M,2,170,199,M,1804369,EUR,1029024000,M,2,2,False,26.0,17.0,5.0,1.0,0.0,13.0,17.0,5.0,13.0,3.0,8.0,10.0,6.0,,,,,71.0,57.0,7.2,16.0,0,,,,4.0,2.0,3.0,4.0,,Mohammed Waheeb Abu Al-Shamat,,,2.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,
12624920,home,Al-Qadsiah,Nahitan Nández,nahitan-nandez,N. Nandez,M,8,175,1910,M,589620,EUR,820108800,M,8,8,False,24.0,19.0,5.0,1.0,0.0,11.0,13.0,8.0,12.0,,6.0,2.0,5.0,,,,,90.0,47.0,6.3,12.0,0,,,1.0,9.0,3.0,,4.0,1.0,,,,3.0,1.0,1.0,,1.0,4.0,,2.0,,1.0,1.0,1.0,,,,,,,
12624920,home,Al-Qadsiah,Ezequiel Fernández,ezequiel-fernandez,E. Fernández,M,6,178,5873,M,1003012,EUR,1027555200,M,5,5,False,45.0,39.0,6.0,4.0,0.0,26.0,27.0,13.0,18.0,,5.0,4.0,6.0,,,,,90.0,62.0,7.1,10.0,0,equifernandez,,,2.0,1.0,2.0,1.0,2.0,,,,1.0,2.0,,,,2.0,,3.0,,2.0,,,,,,,,,
12624920,home,Al-Qadsiah,Turki Al-Ammar,turki-al-ammar,T. Al-Ammar,M,7,170,151,M,965177,EUR,938044800,M,7,7,False,21.0,16.0,2.0,1.0,0.0,7.0,10.0,9.0,12.0,,3.0,2.0,5.0,,,,,71.0,38.0,6.6,9.0,0,,,,5.0,3.0,,2.0,,,,,2.0,,1.0,,2.0,1.0,,1.0,,1.0,,1.0,,,,,,,
12624920,home,Al-Qadsiah,Cameron Puertas,cameron-puertas,C. Puertas,M,18,178,1147,M,916176,EUR,903398400,F,88,88,False,24.0,19.0,4.0,4.0,1.0,8.0,10.0,14.0,21.0,,6.0,,6.0,,,,,81.0,48.0,8.1,13.0,2,,,,5.0,1.0,,1.0,2.0,,,2.0,,1.0,7.0,3.0,2.0,4.0,1.0,,3.0,4.0,,,,,,,,,
12624920,home,Al-Qadsiah,Pierre-Emerick Aubameyang,pierre-emerick-aubameyang,P. Aubameyang,F,17,187,49593,M,51498,EUR,614131200,F,10,10,False,24.0,16.0,3.0,3.0,0.0,8.0,11.0,8.0,14.0,,3.0,1.0,5.0,,,,,90.0,39.0,8.5,14.0,4,Auba,,3.0,7.0,,,1.0,1.0,,,1.0,,,1.0,,2.0,3.0,1.0,2.0,1.0,2.0,,,2.0,1.0,2.0,,,,
