match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_aerialLost,stat_duelLost,stat_totalContest,stat_wonContest,stat_fouls,stat_challengeLost,stat_shotOffTarget,stat_blockedScoringAttempt,stat_outfielderBlock,stat_interceptionWon,stat_errorLeadToAShot,stat_unsuccessfulTouch,stat_expectedGoals,stat_accurateCross,stat_wasFouled,stat_dispossessed,stat_keyPass,captain,stat_totalTackle,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,player_sofascoreId,stat_bigChanceMissed,stat_goals,stat_wonTackle,stat_totalOffside,stat_bigChanceCreated,stat_penaltyWon,stat_penaltyFaced,stat_penaltyConceded
12499421,home,VfL Wolfsburg,Marius Müller,marius-muller,M. Müller,G,29,192.0,130,M,136933,EUR,742435200,G,29,29,False,34.0,23.0,21.0,10.0,0.0,15.0,15.0,8.0,19.0,1.0,1.0,1.0,9.0,1.0,1.0,3.0,1.0,90.0,44.0,7.2,11.0,0.00962386,0,0.1061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499421,home,VfL Wolfsburg,Kilian Fischer,kilian-fischer,K. Fischer,D,2,179.0,189,M,995316,EUR,971308800,D,2,2,False,28.0,22.0,2.0,1.0,0.0,15.0,18.0,7.0,11.0,1.0,2.0,1.0,3.0,,,,,45.0,40.0,6.4,8.0,0.00434754,0,,,,1.0,1.0,3.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
12499421,home,VfL Wolfsburg,Denis Vavro,denis-vavro,D. Vavro,D,3,187.0,674,M,293127,EUR,829094400,D,18,18,False,76.0,67.0,13.0,8.0,0.0,51.0,53.0,16.0,23.0,3.0,3.0,3.0,3.0,,,,,90.0,91.0,7.1,10.0,0.00661661,2,,,,,1.0,2.0,,,,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0317,,,,,,,,,,,,,,,,,
12499421,home,VfL Wolfsburg,Konstantinos Koulierakis,konstantinos-koulierakis,K. Koulierakis,D,4,188.0,3369,M,1184855,EUR,1069977600,D,4,4,False,58.0,51.0,11.0,6.0,0.0,34.0,36.0,18.0,23.0,2.0,3.0,4.0,3.0,,,,,90.0,67.0,6.8,8.0,0.0381308,0,,,,1.0,1.0,3.0,,,1.0,1.0,,,1.0,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,
12499421,home,VfL Wolfsburg,Joakim Mæhle,joakim-maehle,J. Mæhle,D,21,185.0,1469,M,842364,EUR,864086400,D,21,21,False,44.0,38.0,5.0,3.0,0.0,15.0,17.0,23.0,28.0,,1.0,1.0,7.0,,,,,90.0,63.0,6.8,14.0,0.223876,0,,,,1.0,,4.0,4.0,1.0,,,,,,1.0,,2.0,,,,1.0,1.0,,,,,,,,,,,,,
12499421,home,VfL Wolfsburg,Mattias Svanberg,svanberg-mattias,M. Svanberg,M,32,185.0,641,M,796987,EUR,915494400,M,32,32,False,42.0,35.0,4.0,2.0,0.0,14.0,15.0,24.0,34.0,1.0,5.0,2.0,3.0,,,,,90.0,61.0,7.3,15.0,0.207707,0,,,,7.0,2.0,5.0,4.0,2.0,1.0,,,,,1.0,,,,3.0,2.0,,3.0,True,,,,,,,,,,,,
12499421,home,VfL Wolfsburg,Yannick Gerhardt,yannick-gerhardt,Y. Gerhardt,M,31,184.0,166,M,169255,EUR,763516800,M,31,31,False,25.0,22.0,3.0,1.0,0.0,8.0,10.0,14.0,15.0,1.0,2.0,,1.0,,,,,45.0,33.0,6.5,5.0,0.0239457,1,,,,,1.0,3.0,,,1.0,1.0,1.0,,,,,2.0,0.0312,,,,,,1.0,,,,,,,,,,,
12499421,home,VfL Wolfsburg,Andreas Skov Olsen,andreas-skov-olsen,A. Skov Olsen,M,7,187.0,2523,M,888537,EUR,946425600,M,7,7,False,24.0,21.0,3.0,3.0,0.0,10.0,11.0,12.0,17.0,,1.0,,,,,,,63.0,32.0,6.7,8.0,0.124859,1,,,,4.0,,1.0,2.0,1.0,,,,1.0,,,,1.0,0.0963,1.0,,,1.0,,,,,,,,,,,,,
12499421,home,VfL Wolfsburg,Tiago Tomás,tiago-tomas,T. Tomás,F,8,180.0,1353,M,983540,EUR,1024185600,M,11,11,False,17.0,13.0,,,0.0,5.0,7.0,8.0,10.0,1.0,10.0,,1.0,,,,,79.0,36.0,7.5,9.0,0.00988385,3,,,,,,2.0,3.0,3.0,,,2.0,,,,,3.0,0.1821,,5.0,2.0,,,1.0,1.0,0.1919,,,,,,,,,
12499421,home,VfL Wolfsburg,Mohamed Amoura,mohamed-el-amine-amoura,M. E. A. Amoura,F,9,169.0,31367,M,1107591,EUR,957830400,M,9,9,False,38.0,27.0,5.0,5.0,0.0,10.0,12.0,17.0,27.0,1.0,6.0,,3.0,,,,,90.0,59.0,6.9,23.0,0.0500077,2,,Mohamed El Amine Amoura,,1.0,4.0,11.0,4.0,1.0,3.0,1.0,,,,,,8.0,0.9926,,2.0,,1.0,,2.0,2.0,1.1565,amoura9,1.0,1.0,2.0,2.0,,,,
