match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,player_firstName,player_lastName,stat_goalAssist,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_bigChanceCreated,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_keyPass,stat_aerialLost,stat_onTargetScoringAttempt,stat_goals,stat_fouls,stat_dispossessed,stat_wonContest,stat_shotOffTarget,stat_outfielderBlock,stat_accurateCross,stat_blockedScoringAttempt,stat_unsuccessfulTouch,stat_wasFouled,player_sofascoreId,stat_bigChanceMissed,stat_totalOffside,stat_savedShotsFromInsideTheBox,stat_saves,stat_goalsPrevented
10388372,home,RB Leipzig,Péter Gulácsi,peter-gulacsi,P. Gulácsi,G,1,190,2361,M,37096,EUR,641952000,G,1,1,False,True,28.0,18.0,14.0,4.0,16.0,16.0,2.0,12.0,1.0,11.0,1.0,1.0,1.0,90.0,37.0,6.9,10.0,0.0,0.0,0.00060857,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388372,home,RB Leipzig,Mohamed Simakan,mohamed-simakan,M. Simakan,D,3,187,5879,M,945063,EUR,957312000,D,2,2,False,,37.0,27.0,5.0,3.0,14.0,19.0,13.0,20.0,3.0,6.0,,,,68.0,58.0,7.3,15.0,0.0,0.0,0.145986,0,,,1.0,2.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,
10388372,home,RB Leipzig,Willi Orbán,willi-orban,W. Orbán,D,4,186,3115,M,136924,EUR,720748800,D,4,4,False,,51.0,37.0,11.0,3.0,30.0,36.0,7.0,15.0,1.0,6.0,,,,90.0,64.0,8.2,14.0,0.0233,0.2149,0.00173957,1,,,,,2.0,2.0,7.0,,,,4.0,5.0,5.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,
10388372,home,RB Leipzig,Abdou Diallo,abdou-diallo,A. Diallo,D,37,188,2776,M,280435,EUR,831168000,D,37,37,False,,34.0,26.0,4.0,2.0,19.0,23.0,7.0,11.0,3.0,2.0,,,,77.0,48.0,7.4,9.0,0.1898,0.0,0.00483058,2,,,,,4.0,3.0,6.0,,1.0,,2.0,1.0,1.0,,2.0,,,,1.0,1.0,2.0,2.0,,,,,,,,,,
10388372,home,RB Leipzig,David Raum,david-raum,D. Raum,D,22,180,2192,M,856076,EUR,893203200,D,22,22,False,,26.0,20.0,6.0,3.0,12.0,13.0,10.0,18.0,,8.0,,,,90.0,62.0,7.3,15.0,0.0876,0.0,0.0494777,3,,,,5.0,,6.0,8.0,1.0,3.0,,1.0,4.0,4.0,2.0,,,,3.0,,1.0,1.0,,2.0,2.0,1.0,3.0,,,,,,
10388372,home,RB Leipzig,Konrad Laimer,konrad-laimer,K. Laimer,D,27,180,7452,M,355492,EUR,864691200,M,27,27,False,,27.0,20.0,3.0,1.0,12.0,13.0,8.0,14.0,1.0,4.0,,,,85.0,41.0,6.4,13.0,0.0,0.0,0.029543,0,,,,,,8.0,3.0,3.0,3.0,,,1.0,1.0,1.0,,,,3.0,1.0,2.0,,,,,2.0,,KonradLaimer,,,,,
10388372,home,RB Leipzig,Xaver Schlager,xaver-schlager,X. Schlager,M,24,174,1069,M,791079,EUR,875404800,M,24,24,False,,35.0,26.0,6.0,3.0,14.0,18.0,12.0,17.0,1.0,9.0,,,,90.0,49.0,6.1,14.0,0.0,0.0,0.00838157,0,,,,,1.0,12.0,4.0,4.0,1.0,,2.0,2.0,1.0,,2.0,,,2.0,3.0,,,,,,1.0,1.0,,,,,,
10388372,home,RB Leipzig,Christopher Nkunku,christopher-nkunku,C. Nkunku,F,18,175,48863,M,769333,EUR,879465600,M,18,18,False,,32.0,21.0,5.0,3.0,5.0,7.0,17.0,26.0,2.0,7.0,,,,90.0,45.0,6.7,16.0,0.045,0.0,0.116737,1,,,,1.0,,8.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,,,1.0,2.0,,1.0,,1.0,,2.0,,Nkunku,,,,,
10388372,home,RB Leipzig,Emil Forsberg,emil-forsberg,E. Forsberg,M,10,179,2256,M,51785,EUR,688176000,M,10,10,False,,27.0,19.0,1.0,1.0,3.0,5.0,16.0,22.0,1.0,3.0,,,,78.0,38.0,7.0,8.0,0.0,0.0,0.0934854,0,,,,,1.0,2.0,5.0,1.0,1.0,,,3.0,3.0,,1.0,,,,,1.0,,,,,,,,,,,,
10388372,home,RB Leipzig,Dominik Szoboszlai,dominik-szoboszlai,D. Szoboszlai,M,8,187,77008,M,869856,EUR,972432000,M,17,17,False,,39.0,31.0,3.0,2.0,11.0,15.0,22.0,26.0,,7.0,,,,90.0,54.0,8.6,11.0,0.1788,0.6073,0.124915,2,,,1.0,2.0,,3.0,4.0,,,,2.0,3.0,2.0,4.0,,2.0,1.0,1.0,2.0,,,,2.0,,1.0,1.0,DomSzobo,1.0,,,,
10388372,home,RB Leipzig,Timo Werner,timo-werner,T. Werner,F,36,180,18941,M,232306,EUR,826070400,F,11,11,False,,19.0,13.0,,,3.0,3.0,10.0,17.0,1.0,4.0,,,,85.0,35.0,6.8,14.0,0.5778,0.0243,0.396861,3,,,1.0,1.0,2.0,7.0,4.0,,6.0,1.0,,,,1.0,1.0,1.0,,,2.0,2.0,2.0,,,,1.0,,timowerner,1.0,2.0,,,
10388372,home,RB Leipzig,Benjamin Henrichs,benjamin-henrichs,B. Henrichs,D,39,182,1142,M,319857,EUR,856656000,D,39,39,True,,10.0,5.0,3.0,1.0,4.0,6.0,1.0,4.0,,5.0,,,,22.0,21.0,6.9,6.0,0.0781,0.0,0.00018288,2,,,,,,3.0,4.0,1.0,,,,4.0,2.0,,,,,1.0,1.0,,1.0,,,1.0,,,,,,,,
