match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalContest,stat_wonContest,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_aerialLost,stat_duelLost,stat_shotOffTarget,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_totalOffside,stat_aerialWon,stat_totalClearance,stat_outfielderBlock,stat_dispossessed,stat_interceptionWon,stat_keyPass,stat_goalAssist,stat_accurateCross,stat_challengeLost,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_goals,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_goodHighClaim
11409174,home,FC Porto,Diogo Costa,diogo-costa,D. Costa,G,99,186,12694,M,diogomcosta99,843115,EUR,937699200,G,99,99,False,True,17.0,15.0,6.0,4.0,14.0,14.0,1.0,3.0,1.0,1.0,1.0,4.0,2.0,3.0,90.0,24.0,6.9,2.0,0.0,0.0,0.00015501,0,-0.2298,,,,,,,,,,,,,,,,,,,,,,,,,,,
11409174,home,FC Porto,João Mário,joao-mario,J. Mário,D,17,178,3148,M,,902031,EUR,946857600,D,23,23,False,,27.0,24.0,2.0,,7.0,8.0,17.0,21.0,5.0,3.0,2.0,4.0,,,70.0,52.0,7.0,9.0,0.1401,0.0,0.0141195,2,,,,2.0,1.0,4.0,2.0,2.0,1.0,3.0,1.0,2.0,1.0,,,,,,,,,,,,,,,
11409174,home,FC Porto,Fábio Cardoso,fabio-cardoso,F. Cardoso,D,15,187,510,M,,252815,EUR,766713600,D,2,2,False,,67.0,61.0,6.0,5.0,28.0,31.0,33.0,37.0,3.0,,,3.0,,,90.0,77.0,7.1,8.0,0.0,0.0,0.0313624,0,,,,1.0,4.0,4.0,,1.0,1.0,,,1.0,,2.0,2.0,1.0,,,,,,,,,,,,
11409174,home,FC Porto,David Carmo,david-carmo,D. Carmo,D,16,196,2256,M,,892235,EUR,932342400,D,4,4,False,,84.0,74.0,9.0,4.0,47.0,50.0,27.0,34.0,7.0,1.0,1.0,7.0,,,90.0,94.0,7.2,12.0,0.0166,0.0,0.0156739,1,,,,,1.0,4.0,1.0,1.0,1.0,1.0,,3.0,,5.0,3.0,1.0,1.0,1.0,1.0,,,,,,,,,
11409174,home,FC Porto,Wendell,wendell,Wendell,D,18,176,3234,M,,335033,EUR,743126400,D,18,18,False,,55.0,47.0,6.0,2.0,21.0,21.0,30.0,42.0,4.0,1.0,,6.0,,,90.0,88.0,7.9,16.0,0.0167,0.0,0.280965,1,,,,8.0,,4.0,1.0,1.0,1.0,2.0,3.0,3.0,,,,1.0,,1.0,3.0,1.0,4.0,,,,,,,
11409174,home,FC Porto,Stephen Eustaquio,stephen-eustaquio,S. Eustaquio,M,6,178,1808,M,,886223,EUR,851126400,M,6,6,False,,61.0,50.0,4.0,3.0,25.0,28.0,25.0,34.0,6.0,,,11.0,,,90.0,81.0,8.5,12.0,0.475,0.4601,0.13907,3,,,,1.0,2.0,3.0,1.0,3.0,3.0,,,1.0,,3.0,1.0,1.0,,2.0,1.0,,,1.0,1.0,2.0,1.0,,,
11409174,home,FC Porto,Alan Varela,alan-varela,A. Varela,M,22,177,5689,M,alan_varela01,1066560,EUR,994204800,M,22,22,False,,61.0,55.0,8.0,5.0,34.0,35.0,21.0,26.0,2.0,1.0,1.0,1.0,,,52.0,73.0,6.9,9.0,0.0629,0.0,0.0158392,2,,Alan Varela,,,1.0,2.0,2.0,1.0,1.0,1.0,,,,,,1.0,1.0,1.0,,,,,,,,,,
11409174,home,FC Porto,André Franco,andre-franco,A. Franco,M,10,177,622,M,,851286,EUR,892339200,M,20,20,False,,38.0,32.0,6.0,4.0,16.0,19.0,17.0,23.0,2.0,,,6.0,,,70.0,47.0,7.3,10.0,0.0557,0.0,0.152544,1,,,,4.0,,1.0,1.0,2.0,2.0,1.0,,1.0,,,,,,,3.0,,1.0,,,,,1.0,,
11409174,home,FC Porto,Iván Jaime,ivan-jaime,I. Jaime,M,11,180,1015,M,,951986,EUR,969926400,M,17,17,False,,59.0,53.0,5.0,4.0,17.0,17.0,37.0,46.0,5.0,3.0,2.0,8.0,,,88.0,78.0,8.3,11.0,0.3079,0.0912,0.0998395,3,,,,4.0,,4.0,2.0,,,1.0,2.0,1.0,,1.0,,,,,2.0,,1.0,2.0,,1.0,1.0,,,
11409174,home,FC Porto,Wenderson Galeno,wenderson-galeno,W. Galeno,M,13,178,4340,M,w_galeno90,845754,EUR,877478400,M,13,13,False,,28.0,18.0,2.0,1.0,3.0,4.0,15.0,25.0,4.0,4.0,2.0,3.0,,,70.0,41.0,7.0,15.0,0.0904,0.0907,0.242548,2,,,,1.0,1.0,5.0,1.0,,,2.0,1.0,1.0,,1.0,,,,,1.0,,,1.0,,1.0,,,,
