match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalClearance,stat_outfielderBlock,stat_totalTackle,stat_fouls,stat_keyPass,player_firstName,player_lastName,captain,stat_interceptionWon,stat_wonTackle,stat_wasFouled,stat_onTargetScoringAttempt,stat_goals,stat_challengeLost,stat_totalContest,stat_shotOffTarget,stat_blockedScoringAttempt,stat_ownGoals,stat_unsuccessfulTouch,stat_dispossessed,stat_wonContest,stat_bigChanceCreated,stat_goalAssist,stat_bigChanceMissed,stat_hitWoodwork,stat_totalOffside
11067321,home,Palmeiras,Weverton,weverton,Weverton,G,1,189,7138,M,Weverton,243529,EUR,566352000,G,21,21,False,22.0,15.0,11.0,4.0,13.0,14.0,2.0,8.0,6.0,1.0,1.0,2.0,90.0,31.0,6.5,7.0,0.0,0.0,0.000916,0,-0.8598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067321,home,Palmeiras,Mayke,mayke,Mayke,D,12,178,2322,M,,273329,EUR,721353600,D,12,12,False,48.0,44.0,2.0,2.0,19.0,20.0,26.0,31.0,1.0,,,,69.0,62.0,6.9,6.0,0.0,0.0,0.0789473,0,,3.0,1.0,1.0,1.0,6.0,2.0,3.0,1.0,1.0,5.0,2.0,,,,,,,,,,,,,,,,,,,,,
11067321,home,Palmeiras,Gustavo Gómez,gustavo-gomez,G. Gómez,D,15,185,8380,M,gustavogomez,220833,EUR,736646400,D,15,15,False,66.0,57.0,7.0,5.0,51.0,54.0,6.0,12.0,4.0,,,,90.0,72.0,7.0,9.0,0.0,0.0,0.00282984,0,,,,,3.0,1.0,6.0,2.0,,2.0,1.0,,,,True,1.0,2.0,1.0,,,,,,,,,,,,,,,
11067321,home,Palmeiras,Murilo,murilo,Murilo,D,26,188,4420,M,,874729,EUR,859420800,D,26,26,False,65.0,58.0,4.0,1.0,40.0,41.0,18.0,24.0,1.0,,,,90.0,84.0,8.2,7.0,0.1051,0.5736,0.00379021,1,,,,2.0,5.0,3.0,7.0,7.0,3.0,1.0,1.0,,,,,3.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,
11067321,home,Palmeiras,Joaquín Piquerez,joaquin-piquerez,J. Piquerez,D,22,183,6392,M,,881110,EUR,903916800,D,22,22,False,29.0,26.0,3.0,2.0,20.0,22.0,6.0,8.0,6.0,,,,90.0,48.0,6.2,8.0,0.0955,0.0,0.0111462,3,,1.0,,1.0,,5.0,4.0,1.0,,4.0,2.0,,,,,,2.0,,,,1.0,1.0,1.0,2.0,1.0,3.0,,,,,,,
11067321,home,Palmeiras,Gabriel Menino,gabriel-menino,G. Menino,M,25,176,2791,M,,974556,EUR,970185600,M,25,25,False,72.0,64.0,14.0,10.0,28.0,31.0,36.0,43.0,8.0,,,,90.0,85.0,7.0,12.0,0.0704,0.0,0.0342808,3,,2.0,,,,5.0,2.0,1.0,1.0,1.0,2.0,1.0,,,,1.0,1.0,,,,1.0,1.0,3.0,,,,2.0,1.0,,,,,
11067321,home,Palmeiras,Zé Rafael,ze-rafael,Z. Rafael,M,6,175,2603,M,,329069,EUR,740188800,M,8,8,False,47.0,45.0,4.0,3.0,22.0,22.0,23.0,25.0,8.0,,,,86.0,66.0,7.3,4.0,0.1041,0.2256,0.0290262,2,,,,,1.0,6.0,10.0,2.0,1.0,4.0,4.0,,,,,2.0,4.0,5.0,1.0,,2.0,,,1.0,,1.0,1.0,,,,,,
11067321,home,Palmeiras,Artur,artur,Artur,M,7,168,3069,M,,841128,EUR,887500800,M,14,14,False,43.0,35.0,1.0,,7.0,8.0,28.0,38.0,8.0,,,,85.0,69.0,7.6,18.0,0.117,0.1476,0.66087,3,,3.0,,,1.0,3.0,5.0,3.0,,2.0,2.0,4.0,,,,2.0,2.0,,1.0,,,2.0,1.0,1.0,,4.0,2.0,2.0,1.0,,,,
11067321,home,Palmeiras,Raphael Veiga,raphael-veiga,R. Veiga,M,23,176,17123,M,raphaelveiga,840020,EUR,803520000,M,23,23,False,38.0,31.0,7.0,5.0,11.0,12.0,23.0,34.0,4.0,,,,64.0,58.0,8.7,15.0,0.3802,0.7323,0.223471,5,,8.0,3.0,,1.0,2.0,5.0,,,1.0,1.0,4.0,,,,,,3.0,2.0,1.0,,1.0,,3.0,,2.0,,,,1.0,,,
11067321,home,Palmeiras,Dudu,dudu,Dudu,F,92,167,5188,M,7_dudu,147464,EUR,694742400,M,7,7,False,32.0,23.0,3.0,2.0,9.0,11.0,15.0,22.0,6.0,,,,90.0,46.0,7.1,12.0,0.0223,0.0,0.161519,1,,1.0,1.0,1.0,,3.0,5.0,,,,1.0,3.0,,,,1.0,,3.0,,,,3.0,,1.0,,1.0,,2.0,,,,,
