match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_accurateLongBalls,stat_accurateOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_totalClearance,stat_interceptionWon,stat_unsuccessfulTouch,stat_keyPass,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_totalTackle,stat_wonTackle,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_outfielderBlock,stat_wasFouled,captain,stat_lastManTackle,stat_fouls,stat_totalOffside,stat_wonContest,stat_goals,stat_penaltyWon,stat_bigChanceCreated,stat_bigChanceMissed,stat_hitWoodwork,stat_penaltyConceded,stat_penaltyFaced
12499832,home,1. FC Union Berlin,Frederik Rønnow,frederik-ronnow,F. Rønnow,G,1,188,637,M,137692,EUR,712886400,G,1,1,False,25.0,20.0,5.0,0.0,20.0,22.0,3.0,1.0,1.0,8.0,1.0,3.0,3.0,1.0,1.0,90.0,33.0,6.9,6.0,0.00021104,0,0.4361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499832,home,1. FC Union Berlin,Josip Juranović,josip-juranovic,J. Juranović,D,18,173,3077,M,791642,EUR,808531200,D,18,18,False,36.0,27.0,4.0,0.0,6.0,6.0,40.0,,,4.0,,,,,,90.0,69.0,6.7,24.0,0.48892,0,,,,1.0,25.0,10.0,4.0,1.0,6.0,2.0,1.0,2.0,2.0,1.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,,
12499832,home,1. FC Union Berlin,Danilho Doekhi,danilho-doekhi,D. Doekhi,D,5,187,772,M,830803,EUR,899164800,D,5,5,False,49.0,44.0,8.0,0.0,21.0,21.0,28.0,1.0,3.0,1.0,,,,,,90.0,63.0,7.2,5.0,0.00964489,4,,,,4.0,23.0,,,4.0,4.0,,,,5.0,,,1.0,2.0,1.0,1.0,2.0,1.0,0.3281,0.6685,,,,,,,,,,,,,,
12499832,home,1. FC Union Berlin,Diogo Leite,leite-diogo,D. Leite,D,4,188,993,M,855663,EUR,917049600,D,4,4,False,103.0,92.0,14.0,0.0,39.0,40.0,63.0,5.0,7.0,7.0,,,,,,90.0,122.0,7.6,14.0,0.608028,0,,,,10.0,53.0,,,3.0,4.0,,1.0,,4.0,2.0,,1.0,,,,,,,,1.0,3.0,,,,,,,,,,,,
12499832,home,1. FC Union Berlin,Robert Skov,robert-skov,R. Skov,M,24,183,755,M,327863,EUR,832550400,D,24,24,False,9.0,9.0,,0.0,5.0,5.0,5.0,,,,,,,,,30.0,15.0,6.3,2.0,0.00148341,1,,,,,4.0,1.0,,,,,,,,,,,1.0,,,,,0.03,,,,,,,,,,,,,,,
12499832,home,1. FC Union Berlin,Janik Haberer,janik-haberer,J. Haberer,M,19,187,178,M,168985,EUR,765244800,M,19,19,False,28.0,25.0,2.0,0.0,12.0,12.0,16.0,,,1.0,,,,,,64.0,31.0,6.7,3.0,0.364045,1,,,,2.0,13.0,,,,,,,,,,,1.0,1.0,,,,,0.1112,,,,,,,,,,,,,,,
12499832,home,1. FC Union Berlin,Rani Khedira,rani-khedira,R. Khedira,M,8,188,962,M,149479,EUR,759628800,M,8,8,False,54.0,46.0,2.0,0.0,21.0,24.0,31.0,4.0,7.0,7.0,,,,,,90.0,71.0,7.6,9.0,0.0570924,0,,,,,25.0,1.0,,,1.0,,,,6.0,4.0,,2.0,,,,3.0,3.0,,,,,True,1.0,1.0,,,,,,,,,
12499832,home,1. FC Union Berlin,Tim Skarke,tim-skarke,T. Skarke,M,21,179,194,M,800252,EUR,842054400,M,21,21,False,16.0,14.0,,0.0,4.0,4.0,13.0,1.0,1.0,,,,,,,45.0,23.0,6.1,7.0,0.0274253,0,,,,,11.0,1.0,1.0,1.0,6.0,1.0,1.0,2.0,,,2.0,1.0,,,,,,,,,,,,1.0,1.0,,,,,,,,
12499832,home,1. FC Union Berlin,Woo-Yeong Jeong,woo-yeong-jeong,W. Jeong,M,11,179,1574,M,927405,EUR,937785600,M,11,11,False,25.0,18.0,,0.0,4.0,4.0,22.0,,3.0,2.0,,,,,,85.0,36.0,6.4,12.0,0.11434,1,,,,,14.0,1.0,,1.0,8.0,2.0,2.0,3.0,1.0,,,1.0,,,1.0,1.0,,0.0297,,,,,,2.0,,2.0,,,,,,,
12499832,home,1. FC Union Berlin,Benedict Hollerbach,benedict-hollerbach,B. Hollerbach,F,17,181,519,M,975800,EUR,990057600,M,16,16,False,21.0,17.0,1.0,0.0,7.0,7.0,20.0,1.0,8.0,5.0,,,,,,90.0,48.0,6.9,16.0,0.27832,3,,,,1.0,12.0,6.0,2.0,,9.0,2.0,2.0,5.0,,,5.0,2.0,1.0,,2.0,1.0,,0.264,,,2.0,,,4.0,1.0,4.0,,,,,,,
