match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_ballRecovery,stat_wasFouled,stat_penaltyFaced,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_progressiveBallCarriesCount,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_totalContest,stat_totalClearance,stat_interceptionWon,stat_fouls,stat_keyPass,stat_aerialLost,stat_challengeLost,stat_wonContest,stat_bigChanceMissed,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_bestBallCarryProgression,stat_totalProgressiveBallCarriesDistance,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_errorLeadToAGoal,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotValueNormalized,player_firstName,player_lastName,player_sofascoreId,stat_totalOffside,stat_penaltyConceded,captain,stat_blockedScoringAttempt,stat_dispossessed,stat_savedShotsFromInsideTheBox,stat_ownGoals,stat_penaltyWon,stat_goals,stat_bigChanceCreated
13981667,home,Como,Jean Butez,jean-butez,J. Butez,G,1,188,1350,M,599114,EUR,802569600,G,1,1,False,32.0,29.0,5.0,2.0,0.0,28.0,28.0,1.0,4.0,1.0,13.0,1.0,1.0,1.0,4.0,4.0,90.0,42.0,6.9,5.0,0.00326675,82.567402259379,10.0,65.041531449202,0.0,0.4994,0,-0.0706,0.06,0.02,-0.2,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981667,home,Como,Mërgim Vojvoda,mergim-vojvoda,M. Vojvoda,D,31,187,1449,M,798147,EUR,791596800,D,31,31,False,39.0,32.0,,,0.0,11.0,12.0,21.0,27.0,1.0,2.0,,,,,,72.0,56.0,5.9,11.0,0.113994,92.456540385781,15.0,-27.694559533341,0.0,,0,,-0.06,-0.52,-0.39,,3.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981667,home,Como,Jacobo Ramón,jacobo-naveros,J. Ramón,D,14,196,13096,M,1403348,EUR,1104969600,D,14,14,False,87.0,77.0,1.0,,0.0,33.0,36.0,44.0,51.0,12.0,5.0,,,,,,90.0,102.0,7.0,12.0,0.052613,244.31181958806,34.0,118.74965189403,2.0,,0,,0.26,0.27,-0.39,,1.0,,9.0,5.0,1.0,5.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,23.634605552628,31.746076514836,,,,,,,,,,,,,,,,,,,,
13981667,home,Como,Marc-Oliver Kempf,marc-oliver-kempf,M. O. Kempf,D,2,186,885,M,226974,EUR,791251200,D,2,2,False,59.0,56.0,,,0.0,28.0,29.0,28.0,30.0,7.0,,1.0,,,,,90.0,70.0,6.0,4.0,0.00760136,195.36907251046,24.0,116.93250599727,2.0,,2,,0.13,0.12,-0.68,,,,5.0,5.0,,3.0,,1.0,,1.0,3.0,,,1.0,1.0,1.0,20.764606265514,48.59376401119,1.0,1.0,1.0,1.0,0.085,0.0544,-0.22,,,,,,,,,,,,,
13981667,home,Como,Álex Valle,valle-alex,Á. Valle,D,3,178,6524,M,1142238,EUR,1082851200,D,3,3,False,21.0,20.0,,,0.0,3.0,3.0,17.0,18.0,,3.0,,,,,,45.0,26.0,6.3,4.0,0.00911502,106.11379457131,11.0,56.323650274005,1.0,,0,,0.02,0.1,-0.16,,2.0,,,1.0,,,,1.0,,,,,,,,1.0,21.847402872829,32.249054699324,,,,,,,,,,alexxv_5,1.0,,,,,,,,,
13981667,home,Como,Máximo Perrone,maximo-perrone,M. Perrone,M,23,178,8482,M,1086286,EUR,1041897600,M,23,23,False,83.0,77.0,4.0,2.0,0.0,25.0,26.0,52.0,57.0,,3.0,,,,,,57.0,85.0,6.2,7.0,0.0560481,273.8983943975,35.0,173.47888390176,3.0,,0,,0.23,0.3,-0.47,,,,,2.0,,,,1.0,3.0,1.0,,,,,,,19.088220059864,54.021857078486,,,,,,,,Maximo Perrone,,maxiperrone16,,1.0,,,,,,,,
13981667,home,Como,Lucas Da Cunha,lucas-da-cunha,L. Da Cunha,M,33,174,1976,M,911848,EUR,992044800,M,33,33,False,70.0,61.0,3.0,2.0,0.0,22.0,24.0,39.0,46.0,5.0,6.0,1.0,,,,,90.0,86.0,7.1,14.0,0.0577314,237.35416574385,26.0,139.59105970459,2.0,,0,,0.28,0.28,-0.13,,2.0,,,3.0,2.0,,1.0,1.0,1.0,,1.0,1.0,,3.0,2.0,2.0,32.245977174254,49.736997743081,,,,,,,,,,,,,True,,,,,,,
13981667,home,Como,Nicolas-Gerrit Kühn,nicolas-gerrit-kuhn,N. Kühn,F,19,174,2316,M,877835,EUR,946684800,M,19,19,False,14.0,11.0,1.0,,0.0,,,11.0,14.0,4.0,2.0,,,,,,45.0,23.0,6.7,6.0,0.139618,111.47508574551,12.0,62.319744614307,3.0,,0,,0.22,0.22,-0.28,,1.0,,,5.0,,,,,1.0,,5.0,,,4.0,1.0,2.0,16.977379584346,51.63548909863,,,,,,,,,,,,,,,,,,,,
13981667,home,Como,Nico Paz,nico-paz,N. Paz,M,10,185,90837,M,1171451,EUR,1094601600,M,10,10,False,37.0,31.0,,,0.0,14.0,14.0,17.0,23.0,4.0,3.0,,,,,,90.0,57.0,6.0,10.0,0.016138,185.4423498198,16.0,95.126275560346,4.0,,7,,-0.4,0.27,-0.15,,1.0,,,5.0,2.0,1.0,1.0,2.0,,,1.0,,,4.0,3.0,1.0,34.698892959464,100.4333176923,4.0,1.0,,,0.2727,0.0198,-0.62,,,nicopaz1o,,,,2.0,,,,,,
13981667,home,Como,Martin Baturina,martin-baturina,M. Baturina,M,20,172,10779,M,1090019,EUR,1045353600,M,20,20,False,58.0,56.0,1.0,1.0,0.0,14.0,16.0,42.0,42.0,4.0,2.0,2.0,,,,,90.0,77.0,6.7,6.0,0.228056,278.67388865599,34.0,97.297205693994,3.0,,2,,0.22,0.39,-0.29,,7.0,5.0,,7.0,1.0,,,2.0,4.0,,4.0,,,2.0,,1.0,22.808732978999,49.358429443129,2.0,,,,0.1805,,-0.53,,,martinbaturina,,,,,,,,,,
