match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,player_firstName,player_lastName,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_outfielderBlock,captain,stat_unsuccessfulTouch,stat_keyPass,stat_totalCross,stat_accurateCross,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_expectedGoals,stat_blockedScoringAttempt,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_totalOffside,player_sofascoreId,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_goalsPrevented,stat_bigChanceCreated,stat_bigChanceMissed
12499307,home,Empoli,Devis Vásquez,devis-vasquez,D. Vásquez,G,32,195,2465,M,925285,EUR,894931200,G,23,23,False,23.0,16.0,13.0,6.0,0.0,10.0,12.0,6.0,11.0,10.0,90.0,29.0,6.8,7.0,0.00220281,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499307,home,Empoli,Saba Goglichidze,saba-goglichidze,S. Goglichidze,D,3,192,1618,M,1126175,EUR,1088121600,D,2,2,False,28.0,19.0,4.0,,0.0,8.0,14.0,11.0,14.0,3.0,90.0,40.0,6.8,10.0,0.00622694,0,,,2.0,1.0,6.0,5.0,1.0,1.0,4.0,1.0,3.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,
12499307,home,Empoli,Ardian Ismajli,ardian-ismajli,A. Ismajli,D,44,188,1151,M,840414,EUR,844041600,D,34,34,False,21.0,15.0,2.0,,0.0,14.0,16.0,1.0,5.0,3.0,90.0,37.0,7.2,6.0,0.0001418,0,,,2.0,1.0,3.0,2.0,1.0,,10.0,4.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
12499307,home,Empoli,Mattia Viti,mattia-viti,M. Viti,D,2,190,528,M,1009268,EUR,1011830400,D,21,21,False,46.0,41.0,6.0,3.0,0.0,28.0,30.0,13.0,16.0,3.0,90.0,57.0,7.5,6.0,0.00788561,0,,,,1.0,2.0,7.0,1.0,1.0,1.0,1.0,4.0,2.0,2.0,,2.0,,,,,,,,,,,,,,,,,,,,
12499307,home,Empoli,Alberto Grassi,alberto-grassi,A. Grassi,M,33,183,263,M,186845,EUR,794534400,M,5,5,False,34.0,27.0,5.0,3.0,0.0,16.0,18.0,11.0,16.0,4.0,90.0,45.0,7.1,9.0,0.0436923,0,,,1.0,1.0,2.0,5.0,,,,2.0,2.0,1.0,2.0,2.0,,True,2.0,1.0,,,,,,,,,,,,,,,,,
12499307,home,Empoli,Emmanuel Gyasi,emmanuel-gyasi,E. Gyasi,M,11,182,716,M,541578,EUR,758246400,M,11,11,False,22.0,19.0,1.0,1.0,0.0,6.0,7.0,14.0,16.0,4.0,90.0,41.0,7.1,6.0,0.00953628,0,,,4.0,,7.0,2.0,,,1.0,,1.0,1.0,,3.0,3.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,
12499307,home,Empoli,Faustino Anjorin,faustino-anjorin,F. Anjorin,M,14,186,1182,M,907667,EUR,1006473600,M,8,8,False,39.0,33.0,4.0,3.0,0.0,17.0,19.0,16.0,20.0,2.0,85.0,52.0,6.7,8.0,0.00719616,1,,,1.0,,5.0,6.0,2.0,,1.0,,4.0,,2.0,1.0,,,1.0,,,,1.0,,1.0,0.0239,,,,,,,,,,,
12499307,home,Empoli,Liam Henderson,liam-henderson,L. Henderson,M,16,183,304,M,287573,EUR,830390400,M,6,6,False,20.0,18.0,1.0,1.0,0.0,10.0,11.0,8.0,11.0,2.0,75.0,29.0,6.7,5.0,0.00547865,1,,,,,4.0,1.0,1.0,,1.0,,,,,3.0,,,1.0,2.0,2.0,,1.0,1.0,,0.0319,1.0,,,,,,,,,,
12499307,home,Empoli,Giuseppe Pezzella,giuseppe-pezzella,G. Pezzella,M,3,187,619,M,814589,EUR,880761600,M,3,3,False,23.0,17.0,4.0,1.0,0.0,12.0,15.0,5.0,15.0,5.0,90.0,58.0,7.3,21.0,0.00270963,2,,,,,6.0,6.0,3.0,,1.0,,1.0,,2.0,3.0,2.0,,3.0,2.0,7.0,,3.0,3.0,1.0,0.0921,,1.0,0.0223,,,,,,,,
12499307,home,Empoli,Sebastiano Esposito,sebastiano-esposito,S. Esposito,F,94,186,4178,M,965008,EUR,1025568000,F,99,99,False,25.0,12.0,3.0,1.0,0.0,4.0,6.0,8.0,19.0,5.0,76.0,46.0,7.4,17.0,0.0278986,2,,,4.0,1.0,7.0,9.0,,2.0,,1.0,5.0,4.0,,,,,1.0,2.0,,,4.0,3.0,1.0,0.11,1.0,,,,,,,,,,
12499307,home,Empoli,Lorenzo Colombo,lorenzo-colombo,L. Colombo,F,29,183,2440,M,930191,EUR,1015545600,F,29,29,False,14.0,8.0,,,0.0,4.0,7.0,4.0,7.0,4.0,58.0,29.0,6.9,12.0,0.00153707,1,,,2.0,3.0,6.0,8.0,,3.0,,,2.0,2.0,1.0,,,,2.0,,,,3.0,2.0,1.0,0.072,,,,1.0,,,,,,,
12499307,home,Empoli,Ola Solbakken,ola-solbakken,O. Solbakken,F,9,186,648,M,920744,EUR,905126400,F,17,17,True,9.0,4.0,2.0,1.0,0.0,1.0,2.0,3.0,8.0,1.0,32.0,11.0,6.5,7.0,0.00324535,0,,,1.0,1.0,3.0,1.0,,1.0,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,
12499307,home,Empoli,Emmanuel Ekong,emmanuel-ekong,E. Ekong,M,11,176,283,M,1000015,EUR,1024963200,F,19,19,True,3.0,2.0,,,0.0,1.0,2.0,1.0,1.0,1.0,15.0,12.0,6.6,5.0,0.00305145,1,,,,1.0,4.0,5.0,,3.0,,,1.0,1.0,1.0,,,,,,,,3.0,2.0,,0.0266,1.0,,,,,,,,,,
12499307,home,Empoli,Pietro Pellegri,pietro-pellegri,P. Pellegri,F,9,188,924,M,839226,EUR,984787200,F,9,9,True,3.0,3.0,,,0.0,1.0,1.0,2.0,2.0,,14.0,5.0,6.6,1.0,0.0021227,0,,,,,,1.0,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,
12499307,home,Empoli,Nicolas Haas,nicolas-haas,N. Haas,M,32,178,93,M,587126,EUR,822355200,M,32,32,True,1.0,1.0,,,0.0,,,1.0,1.0,,10.0,3.0,6.5,1.0,0.00317664,0,,,,,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
12499307,home,Empoli,Federico Brancolini,federico-brancolini,F. Brancolini,G,12,192,112,M,848420,EUR,995068800,G,98,98,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499307,home,Empoli,Jacopo Seghetti,jacopo-seghetti,J. Seghetti,G,12,190,162,M,1397725,EUR,1108598400,G,12,12,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499307,home,Empoli,Mattia De Sciglio,mattia-de-sciglio,M. De Sciglio,D,,183,1055,M,137667,EUR,719539200,D,22,22,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499307,home,Empoli,Lorenzo Tosto,lorenzo-tosto,L. Tosto,D,29,188,83,M,1466118,EUR,1138492800,D,31,31,True,,,,,,,,,,,,,,,,0,Lorenzo Tosto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499307,home,Empoli,Luca Marianucci,marianucci-luca,L. Marianucci,D,35,186,890,M,1165371,EUR,1090540800,D,35,35,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499307,home,Empoli,Liberato Cacace,liberato-cacace,L. Cacace,D,13,184,514,M,905264,EUR,970012800,D,13,13,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499307,home,Empoli,Youssef Maleh,maleh-youssef,Y. Maleh,M,29,177,1361,M,849274,EUR,903744000,M,93,93,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
