match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,player_lastName,stat_totalCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,stat_dribbleValueNormalized,stat_totalContest,stat_wonContest,stat_aerialLost,stat_dispossessed,stat_outfielderBlock,stat_wasFouled,captain,stat_aerialWon,stat_shotOffTarget,stat_expectedGoals,stat_shotValueNormalized,stat_accurateCross,stat_bigChanceCreated,stat_totalOffside,stat_blockedScoringAttempt,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,player_sofascoreId,stat_goodHighClaim,stat_goals
14083675,home,Getafe,Adrian Liso,liso-adrian,A. Liso,F,23,182,1047,M,1515554,EUR,1112400000,F,23,23,False,13.0,6.0,,,0.0,2.0,2.0,4.0,11.0,,1.0,,,,89.0,26.0,6.3,12.0,0.00307152,,2,,-0.23,-0.03,,,,,8.0,7.0,,1.0,1.0,,3.0,2.0,,0.29,3.0,1.0,4.0,,,1.0,,4.0,1.0,0.0865,-0.32,,,,1.0,,,,,,
14083675,home,Getafe,Allan Nyom,allan-nyom,A. Nyom,D,12,190,777,M,128637,EUR,579225600,D,12,12,True,,,,,0.0,,,,,,,,,,1.0,,5.1,,,,0,,,0.0,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
14083675,home,Getafe,Abu Kamara,kamara-abu,A. Kamara,M,11,183,468,M,1087476,EUR,1058745600,F,11,11,True,,,,,0.0,,,,,,,,,,11.0,1.0,6.4,,,,1,,,0.0,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,0.2814,0.13,,,,,1.0,1.0,0.2073,,,
14083675,home,Getafe,Coba da Costa,da-costa-coba-gomes,C. d. Costa,M,77,182,408,M,1392054,EUR,1027641600,F,20,20,True,1.0,1.0,,,0.0,,,1.0,1.0,,1.0,,,,8.0,3.0,6.6,2.0,0.00030051,,0,,-0.01,0.15,,,,,,,,,,,2.0,,,0.07,,,,,,,,,,,,,,,,,,,,,
14083675,home,Getafe,Jiří Letáček,jiri-letacek,J. Letáček,G,1,196,201,M,826047,EUR,915840000,G,1,1,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14083675,home,Getafe,Ismael Bekhoucha,ismael-bekhoucha,I. Bekhoucha,D,31,176,1046,M,1895964,EUR,1100908800,D,31,31,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14083675,home,Getafe,Javier Muñoz,javier-munoz,J. Muñoz,M,14,179,313,M,353154,EUR,793929600,M,14,14,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14083675,home,Getafe,Yvan Neyou,yvan-neyou,Y. Neyou,M,5,180,972,M,869931,EUR,852249600,D,4,4,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14083675,home,Getafe,Borja Mayoral,borja-mayoral,B. Mayoral,F,9,182,2532,M,604954,EUR,860198400,F,9,9,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14083675,home,Getafe,Juanmi,juanmi,Juanmi,F,7,169,648,M,96369,EUR,737856000,F,7,7,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14083675,away,Real Madrid,Thibaut Courtois,thibaut-courtois,T. Courtois,G,1,200,202673,M,70988,EUR,705542400,G,1,1,False,37.0,24.0,14.0,2.0,0.0,24.0,28.0,,9.0,,5.0,1.0,1.0,,90.0,42.0,6.8,13.0,0.00015853,0.3989,0,0.2073,0.03,0.0,0.36,,,,,,,,,,,,,-0.01,,,,,,,,,,,,,,,,,,,TheOctopus,1.0,
14083675,away,Real Madrid,Federico Valverde,federico-valverde,F. Valverde,M,8,181,375509,M,831808,EUR,901065600,D,8,8,False,55.0,47.0,11.0,8.0,0.0,15.0,17.0,32.0,38.0,1.0,5.0,,,,90.0,75.0,7.5,11.0,0.300198,,1,,0.38,0.16,,,,3.0,3.0,3.0,,,2.0,1.0,,1.0,2.0,0.26,1.0,1.0,1.0,1.0,,,True,,,0.0442,0.01,1.0,1.0,,1.0,,,,Fede,,
14083675,away,Real Madrid,Éder Militão,eder-militao,É. Militão,D,3,186,138748,M,822519,EUR,885081600,D,3,3,False,79.0,68.0,12.0,5.0,0.0,42.0,43.0,26.0,36.0,5.0,2.0,,,,90.0,91.0,7.4,11.0,0.0192691,,1,,0.3,-0.02,,,,,1.0,6.0,,2.0,1.0,,,1.0,1.0,0.06,,,,,,,,5.0,,0.0218,-0.06,,,,,,1.0,0.0094,EMilitão,,
14083675,away,Real Madrid,David Alaba,david-alaba,D. Alaba,D,4,180,93395,M,66492,EUR,709344000,D,4,4,False,32.0,32.0,,,0.0,23.0,23.0,9.0,9.0,3.0,2.0,,,,45.0,36.0,6.8,,0.00178841,,1,,0.05,0.14,,,,,2.0,1.0,,,,,,,,0.04,,,2.0,,,,,1.0,,0.0329,0.01,,,,,,1.0,0.0504,DAlaba,,
14083675,away,Real Madrid,Álvaro Carreras,alvaro-carreras,Á. Carreras,D,18,186,79899,M,1085081,EUR,1048377600,D,18,18,False,85.0,76.0,5.0,3.0,0.0,29.0,32.0,47.0,53.0,2.0,4.0,,,,90.0,105.0,7.1,13.0,0.0423433,,1,,0.3,-0.07,,,,,5.0,4.0,1.0,,,,,2.0,1.0,0.1,1.0,1.0,,2.0,,1.0,,2.0,1.0,0.0308,-0.24,,,1.0,,,,,,,
14083675,away,Real Madrid,Aurélien Tchouaméni,aurelien-tchouameni,A. Tchouaméni,M,14,188,145918,M,859025,EUR,948931200,M,14,14,False,80.0,73.0,6.0,5.0,0.0,30.0,33.0,43.0,47.0,5.0,7.0,,,,90.0,95.0,7.7,8.0,0.0378483,,1,,0.23,0.2,,,,,3.0,11.0,,1.0,2.0,,1.0,2.0,,0.14,,,2.0,,,1.0,,8.0,1.0,0.0168,-0.07,,,,,,,,ATchouaméni,,
14083675,away,Real Madrid,Eduardo Camavinga,camavinga-eduardo,E. Camavinga,M,6,182,191301,M,973887,EUR,1036886400,M,6,6,False,48.0,41.0,7.0,3.0,0.0,14.0,14.0,27.0,34.0,,2.0,,,,65.0,61.0,7.4,7.0,0.0120381,,0,,-0.02,0.23,,,,,2.0,10.0,,1.0,4.0,4.0,,,,0.1,2.0,2.0,2.0,,,2.0,,2.0,,,,,,,,,,,Tacklevinga,,
14083675,away,Real Madrid,Franco Mastantuono,franco-mastantuono,F. Mastantuono,M,30,177,178430,M,1403559,EUR,1187049600,M,30,30,False,14.0,12.0,2.0,2.0,0.0,2.0,2.0,10.0,12.0,,1.0,,,,55.0,35.0,6.3,12.0,0.0203704,,2,,0.01,-0.02,,,,1.0,8.0,4.0,,,1.0,,4.0,3.0,1.0,-0.57,4.0,1.0,1.0,2.0,,2.0,,,1.0,0.0462,-0.11,,,,,,1.0,0.266,franco.mastantuono,,
14083675,away,Real Madrid,Jude Bellingham,jude-bellingham,J. Bellingham,M,5,188,1013050,M,991011,EUR,1056844800,M,5,5,False,43.0,39.0,2.0,1.0,0.0,12.0,12.0,27.0,31.0,1.0,3.0,,,,86.0,64.0,7.8,8.0,0.0943734,,2,,0.08,0.15,,,,,5.0,12.0,,1.0,1.0,1.0,2.0,1.0,3.0,0.13,3.0,2.0,3.0,,,7.0,,2.0,,0.224,-0.59,,,,,1.0,2.0,0.8432,JudeBell,,
14083675,away,Real Madrid,Rodrygo,rodrygo,Rodrygo,F,11,174,699716,M,910536,EUR,978998400,M,11,11,False,48.0,38.0,1.0,,0.0,3.0,4.0,35.0,44.0,,5.0,,,,86.0,76.0,7.3,17.0,0.14911,,1,,0.25,-0.05,,,,3.0,5.0,10.0,1.0,1.0,4.0,2.0,2.0,,3.0,0.34,4.0,3.0,1.0,2.0,,3.0,,,,0.0464,-0.17,1.0,,,,,1.0,0.0733,Rodrygo,,
14083675,away,Real Madrid,Kylian Mbappé,kylian-mbappe,K. Mbappé,F,10,178,1731608,M,826643,EUR,914112000,F,10,10,False,33.0,28.0,4.0,2.0,0.0,3.0,3.0,25.0,30.0,,3.0,,,,90.0,50.0,7.8,10.0,0.226445,,7,,0.26,-0.01,,,,,3.0,2.0,,,,,1.0,,2.0,0.4,3.0,1.0,,1.0,,1.0,,,2.0,1.4561,0.43,,,2.0,1.0,1.0,4.0,1.0952,KMbappé,,1.0
14083675,away,Real Madrid,Raúl Asencio,raul-asencio,R. Asencio,D,17,184,117937,M,1156645,EUR,1045094400,D,17,17,True,32.0,29.0,4.0,2.0,0.0,20.0,23.0,9.0,9.0,2.0,2.0,,,,45.0,39.0,7.3,3.0,0.00496312,,1,,0.07,0.3,,,,,2.0,5.0,,,1.0,1.0,,1.0,,0.03,,,1.0,,1.0,2.0,,2.0,1.0,0.0974,-0.22,,,,,,,,asencio,,
14083675,away,Real Madrid,Vinícius Júnior,vinicius-junior,Vinícius Jr.,F,7,176,1170289,M,868812,EUR,963360000,F,7,7,True,12.0,9.0,,,0.0,,,9.0,12.0,,1.0,,,,35.0,27.0,6.7,9.0,0.043448,,2,,0.13,-0.01,,,,,3.0,5.0,,,,,2.0,,2.0,0.02,3.0,,,,,5.0,,,2.0,0.1788,-0.58,,,,,,,,ViniJr,,
14083675,away,Real Madrid,Arda Güler,arda-guler,A. Güler,M,15,176,399381,M,1091116,EUR,1109289600,M,15,15,True,30.0,29.0,5.0,5.0,1.0,7.0,7.0,22.0,23.0,,2.0,,,,25.0,38.0,7.3,5.0,0.248003,,2,,0.1,0.17,,Arda Guler,,3.0,,1.0,,,,,,,1.0,0.14,,,,,,1.0,,,1.0,0.0599,-0.25,,1.0,,1.0,,,,AGüler,,
14083675,away,Real Madrid,Brahim Díaz,brahim-diaz,B. Díaz,M,21,170,258553,M,835485,EUR,933638400,M,21,21,True,8.0,7.0,,,0.0,1.0,1.0,6.0,7.0,,,,,,12.0,12.0,6.6,3.0,0.099264,,1,,0.05,-0.01,,,,,1.0,1.0,,,1.0,,1.0,,2.0,0.16,1.0,,,,,,,,,0.0503,-0.18,,,,1.0,,,,Brahim,,
14083675,away,Real Madrid,Gonzalo García,gonzalo-garcia,G. García,F,16,182,100643,M,1402716,EUR,1080086400,F,16,16,True,,,,,0.0,,,,,,,,,,12.0,,6.3,,,,0,,,,,Gonzalo García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14083675,away,Real Madrid,Andriy Lunin,andriy-lunin,A. Lunin,G,13,191,79229,M,857574,EUR,918691200,G,13,13,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALunin,,
14083675,away,Real Madrid,Sergio Mestre,sergio-mestre,S. Mestre,G,43,193,11703,M,1403015,EUR,1108252800,G,43,43,True,,,,,,,,,,,,,,,,,,,,,0,,,,,Sergio Mestre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14083675,away,Real Madrid,Fran García,fran-garcia,F. Garcia,D,20,170,66463,M,851271,EUR,934588800,D,20,20,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,frangarci11,,
14083675,away,Real Madrid,Thiago Pitarch,pitarch-pinar-thiago,T. P. Pinar,M,8,179,10477,M,2237795,EUR,1186099200,M,45,45,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14083675,away,Real Madrid,Endrick,endrick,Endrick,F,9,173,411797,M,1174937,EUR,1153440000,F,9,9,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Endrick,,
