match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_keyPass,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_fouls,captain,stat_challengeLost,stat_totalTackle,stat_wonTackle,player_firstName,player_lastName,stat_onTargetScoringAttempt,stat_interceptionWon,stat_aerialLost,stat_wasFouled,stat_outfielderBlock,stat_unsuccessfulTouch,stat_goalAssist,stat_dispossessed,stat_goals,stat_shotOffTarget,stat_totalOffside,player_sofascoreId,stat_bigChanceCreated,stat_errorLeadToAShot,stat_goodHighClaim,stat_errorLeadToAGoal
10408485,home,Getafe,David Soria,david-soria,D. Soria,G,13,192,676,M,604258,EUR,733881600,G,13,13,False,26.0,12.0,22.0,8.0,5.0,6.0,7.0,20.0,1.0,11.0,2.0,2.0,90.0,33.0,6.4,15.0,0.0,0.0,0.0158768,1.0,0,-0.7627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408485,home,Getafe,Damián Suárez,damian-suarez,D. Suárez,D,22,172,368,M,36982,EUR,578102400,D,22,22,False,47.0,33.0,7.0,3.0,11.0,12.0,23.0,49.0,2.0,4.0,,,90.0,78.0,6.9,29.0,0.0191,0.0,0.140945,3.0,1,,14.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,
10408485,home,Getafe,Djené,djene,Djené,D,2,178,2527,M,307702,EUR,694137600,D,2,2,False,41.0,36.0,8.0,5.0,24.0,26.0,12.0,15.0,4.0,7.0,,,90.0,47.0,6.6,5.0,0.0,0.0,0.0269072,,0,,,,3.0,2.0,5.0,,,,1.0,True,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,
10408485,home,Getafe,Stefan Mitrović,stefan-mitrovic,S. Mitrović,D,23,189,417,M,108736,EUR,643334400,D,23,23,False,35.0,30.0,6.0,3.0,26.0,28.0,4.0,7.0,3.0,5.0,,,90.0,38.0,6.4,5.0,0.0,0.0,0.0012548,,0,,,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
10408485,home,Getafe,Domingos Duarte,domingos-duarte,D. Duarte,D,22,191,695,M,576276,EUR,794793600,D,6,6,False,34.0,23.0,10.0,5.0,15.0,16.0,8.0,18.0,2.0,7.0,,,90.0,42.0,6.6,11.0,0.1043,0.0637,0.00164926,,1,,,,3.0,2.0,5.0,,,,1.0,,1.0,2.0,1.0,,,1.0,2.0,,,,,,,,,,,,,,
10408485,home,Getafe,Juan Iglesias,juan-iglesias,J. Iglesias,D,21,185,520,M,949707,EUR,899424000,D,21,21,False,22.0,12.0,5.0,1.0,6.0,8.0,6.0,19.0,1.0,7.0,,,72.0,45.0,6.8,17.0,0.0474,0.0,0.00352374,,1,,5.0,,,2.0,6.0,,,1.0,2.0,,,5.0,4.0,,,,1.0,1.0,1.0,,,,,,,,,,,,
10408485,home,Getafe,Nemanja Maksimović,nemanja-maksimovic,N. Maksimović,M,88,184,1287,M,331449,EUR,791078400,M,20,20,False,19.0,18.0,1.0,,13.0,13.0,5.0,7.0,,2.0,,,73.0,24.0,6.7,2.0,0.0,0.0,0.0974753,,0,,1.0,,,1.0,1.0,,,,,,,,,,,,,1.0,1.0,3.0,,,,,,,,,,,
10408485,home,Getafe,Luis Milla,luis-milla,L. Milla,M,5,175,1429,M,811629,EUR,781488000,M,5,5,False,39.0,31.0,5.0,3.0,15.0,16.0,16.0,23.0,1.0,6.0,,,90.0,49.0,6.8,9.0,0.0216,0.0,0.0150551,1.0,1,,,,,2.0,4.0,,,1.0,,,2.0,3.0,2.0,,,,1.0,,1.0,,1.0,,,,,,,,,,
10408485,home,Getafe,Carles Aleñá,carles-alena,C. Aleñá,M,10,180,1587,M,794937,EUR,883958400,M,11,11,False,39.0,28.0,11.0,7.0,5.0,8.0,23.0,32.0,2.0,7.0,,,85.0,52.0,7.9,15.0,0.2277,0.5574,0.0816361,2.0,1,,1.0,,3.0,8.0,7.0,2.0,1.0,,3.0,,1.0,1.0,1.0,,,1.0,,2.0,2.0,,1.0,1.0,1.0,1.0,,,,,,,
10408485,home,Getafe,Borja Mayoral,borja-mayoral,B. Mayoral,F,9,182,2532,M,604954,EUR,860198400,F,19,19,False,23.0,16.0,2.0,2.0,6.0,7.0,11.0,17.0,,2.0,,,85.0,33.0,6.9,9.0,0.2199,0.0,0.0851601,,3,,1.0,1.0,1.0,2.0,3.0,,,2.0,2.0,,,2.0,,,,,,1.0,,,2.0,,,,1.0,1.0,,,,,
10408485,home,Getafe,Enes Ünal,enes-unal,E. Ünal,F,26,185,3634,M,336655,EUR,863222400,F,10,10,False,13.0,9.0,1.0,1.0,5.0,5.0,4.0,8.0,2.0,2.0,,,89.0,31.0,7.1,11.0,0.0282,0.111,0.0807547,1.0,1,,,,,6.0,5.0,1.0,,,1.0,,,2.0,1.0,,,1.0,,3.0,3.0,,4.0,1.0,1.0,,,1.0,EnesUnal16,1.0,,,
10408485,home,Getafe,Fabrizio Angileri,fabrizio-angileri,F. Angileri,D,,185,4185,M,311462,EUR,763689600,D,3,3,True,9.0,6.0,1.0,,1.0,3.0,5.0,8.0,1.0,4.0,,,18.0,20.0,7.0,5.0,0.0,0.0,0.00794359,,0,,2.0,,1.0,,3.0,,,,,,,1.0,1.0,,,,3.0,,1.0,,,,,,,,,,,,
