match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,stat_aerialLost,stat_outfielderBlock,captain,stat_challengeLost,player_sofascoreId,stat_blockedScoringAttempt,stat_expectedGoals,stat_wonContest,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_shotOffTarget,stat_totalOffside,stat_errorLeadToAGoal,stat_goodHighClaim,stat_hitWoodwork
12448272,home,NEC Nijmegen,Robin Roefs,robin-roefs,R. Roefs,G,22,193,2142,M,1012928,EUR,1042761600,G,22,22,False,35.0,28.0,13.0,6.0,0.0,25.0,27.0,3.0,8.0,1.0,10.0,3.0,4.0,2.0,2.0,90.0,44.0,7.6,7.0,0.00125962,0,0.3095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448272,home,NEC Nijmegen,Brayann Pereira,brayann-pereira,B. Pereira,D,2,172,178,M,1012639,EUR,1053475200,D,2,2,False,25.0,22.0,2.0,2.0,0.0,16.0,16.0,7.0,10.0,2.0,2.0,,,,,66.0,53.0,6.6,11.0,0.0123172,0,,,,1.0,1.0,1.0,6.0,7.0,2.0,1.0,1.0,3.0,1.0,1.0,3.0,3.0,1.0,,,,,,,,,,,,,,,,
12448272,home,NEC Nijmegen,Iván Márquez,ivan-marquez,I. Márquez,D,44,191,78,M,862479,EUR,771120000,D,4,4,False,69.0,57.0,10.0,4.0,0.0,41.0,47.0,16.0,23.0,4.0,3.0,,,,,90.0,82.0,7.4,14.0,0.0100739,0,,,,1.0,,6.0,1.0,7.0,,,2.0,1.0,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,
12448272,home,NEC Nijmegen,Bram Nuytinck,bram-nuytinck,B. Nuytinck,D,17,190,135,M,70930,EUR,641779200,D,17,17,False,80.0,74.0,9.0,6.0,0.0,51.0,52.0,23.0,28.0,4.0,4.0,,,,,90.0,97.0,7.4,8.0,0.0373452,0,,,,,,,4.0,5.0,,1.0,1.0,4.0,2.0,1.0,1.0,,,2.0,1.0,True,1.0,,,,,,,,,,,,
12448272,home,NEC Nijmegen,Calvin Verdonk,calvin-verdonk,C. Verdonk,D,24,174,14345,M,361780,EUR,862012800,D,24,24,False,70.0,57.0,18.0,11.0,0.0,19.0,25.0,38.0,46.0,,2.0,,,,,90.0,93.0,7.5,18.0,0.0763213,1,,,,1.0,,,2.0,2.0,,,3.0,1.0,1.0,1.0,1.0,,,2.0,,,,c.verdonk,1.0,0.096,,,,,,,,,
12448272,home,NEC Nijmegen,Mees Hoedemakers,mees-hoedemakers,M. Hoedemakers,M,4,181,102,M,893748,EUR,887760000,M,6,6,False,28.0,21.0,5.0,3.0,0.0,14.0,19.0,7.0,9.0,2.0,1.0,,,,,59.0,38.0,6.8,10.0,0.00727987,0,,,,,,,2.0,2.0,,1.0,,2.0,2.0,2.0,,1.0,,,1.0,,,,,,,,,,,,,,
12448272,home,NEC Nijmegen,Dirk Proper,dirk-proper,D. Proper,M,71,167,193,M,961685,EUR,1014508800,M,71,71,False,58.0,49.0,7.0,5.0,0.0,26.0,30.0,23.0,28.0,1.0,4.0,,,,,90.0,68.0,7.0,12.0,0.0310394,1,,,,,,4.0,4.0,6.0,1.0,,,1.0,1.0,1.0,1.0,1.0,3.0,1.0,,,1.0,,1.0,0.0114,,,,,,,,,
12448272,home,NEC Nijmegen,Rober González,rober-gonzalez,R. González,M,11,169,147,M,910022,EUR,978739200,M,7,7,False,18.0,12.0,,,0.0,4.0,6.0,10.0,21.0,,3.0,,,,,90.0,49.0,8.3,18.0,0.137664,3,,,,9.0,2.0,,5.0,9.0,,8.0,1.0,1.0,1.0,2.0,3.0,,1.0,1.0,,,1.0,,1.0,0.8807,5.0,2.0,1.0,1.229,,,,,
12448272,home,NEC Nijmegen,Kodai Sano,kodai-sano,K. Sano,M,23,176,1274,M,1184054,EUR,1064448000,M,23,23,False,27.0,23.0,5.0,3.0,0.0,8.0,9.0,15.0,19.0,1.0,10.0,,,,,90.0,50.0,7.3,11.0,0.286737,5,,Kodai Sano,,1.0,,,9.0,6.0,2.0,6.0,1.0,,,2.0,2.0,3.0,3.0,2.0,,,,,1.0,0.4077,4.0,,,,4.0,,,,
12448272,home,NEC Nijmegen,Başar Önal,basar-onal,B. Önal,F,11,173,621,M,1193676,EUR,1089072000,M,11,11,False,16.0,13.0,,,0.0,1.0,1.0,12.0,20.0,,4.0,,,,,80.0,37.0,7.0,12.0,0.0111923,2,,Basar Onal,,5.0,,2.0,1.0,4.0,,1.0,1.0,1.0,,2.0,1.0,,1.0,,,,,,1.0,0.0835,,,,,1.0,,,,
