match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalClearance,stat_ballRecovery,stat_totalTackle,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_wonTackle,stat_errorLeadToAGoal,stat_unsuccessfulTouch,stat_wasFouled,captain,stat_aerialWon,stat_interceptionWon,stat_errorLeadToAShot,stat_keyPass,stat_totalCross,stat_lastManTackle,stat_fouls,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_outfielderBlock,stat_totalOffside,stat_expectedGoals,stat_accurateCross,stat_dispossessed,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_goals,stat_penaltyWon,stat_goodHighClaim,stat_penaltyFaced,stat_punches,stat_penaltyConceded
12436938,home,Crystal Palace,Dean Henderson,,,dean-henderson,D. Henderson,G,1,188,5010,M,deanhenderson,788134,EUR,858124800,G,1,1,False,21.0,18.0,6.0,3.0,0.0,17.0,17.0,1.0,4.0,1.0,1.0,1.0,1.0,10.0,1.0,2.0,2.0,1.0,1.0,90.0,35.0,6.6,3.0,0.00018487,0,0.2068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436938,home,Crystal Palace,Nathaniel Clyne,,,nathaniel-clyne,N. Clyne,D,17,175,676,M,,43215,EUR,670809600,D,17,17,False,50.0,40.0,7.0,3.0,0.0,19.0,23.0,21.0,27.0,2.0,6.0,1.0,3.0,1.0,4.0,,,,,64.0,60.0,6.9,11.0,0.0162891,0,,1.0,4.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436938,home,Crystal Palace,Marc Guéhi,,,marc-guehi,M. Guéhi,D,15,182,22326,M,MarcGuehi13,877994,EUR,963446400,D,6,6,False,76.0,65.0,12.0,7.0,0.0,46.0,51.0,19.0,25.0,4.0,6.0,,5.0,5.0,,,,,,90.0,85.0,6.9,12.0,0.0383561,0,,4.0,,,1.0,,True,6.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
12436938,home,Crystal Palace,Maxence Lacroix,,,maxence-lacroix,M. Lacroix,D,5,192,6873,M,,879674,EUR,954979200,D,5,5,False,74.0,63.0,14.0,11.0,0.0,38.0,43.0,25.0,32.0,4.0,8.0,1.0,,1.0,3.0,,,,,90.0,82.0,7.0,12.0,0.0378107,0,,2.0,2.0,,,1.0,,4.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
12436938,home,Crystal Palace,Daniel Muñoz,,,daniel-munoz,D. Muñoz,M,2,183,12060,M,daniel.chitiva,870360,EUR,833068800,M,12,12,False,54.0,47.0,1.0,,0.0,23.0,25.0,24.0,32.0,4.0,5.0,3.0,2.0,7.0,3.0,,,,,81.0,82.0,6.9,14.0,0.0222174,2,,,2.0,,4.0,,,2.0,1.0,,2.0,3.0,,1.0,1.0,2.0,1.0,2.0,0.1534,,,,,,,,,,,,,,
12436938,home,Crystal Palace,Adam Wharton,,,adam-wharton,A. Wharton,M,20,182,5795,M,,1109771,EUR,1076025600,M,20,20,False,71.0,59.0,9.0,8.0,0.0,21.0,26.0,39.0,46.0,8.0,7.0,3.0,,12.0,4.0,,,,,90.0,87.0,7.2,17.0,0.109438,0,,1.0,3.0,,2.0,2.0,,1.0,1.0,,2.0,1.0,,1.0,,,,,,1.0,2.0,1.0,,,,,,,,,,,
12436938,home,Crystal Palace,Cheick Doucouré,,,cheick-doucoure,C. Doucouré,M,28,181,1463,M,,906047,EUR,947289600,M,28,28,False,27.0,26.0,1.0,1.0,0.0,13.0,14.0,13.0,13.0,3.0,7.0,1.0,,2.0,4.0,,,,,45.0,38.0,7.1,2.0,0.0121413,1,,,2.0,,,1.0,,1.0,1.0,,,,,1.0,,,,,0.021,,1.0,1.0,1.0,1.0,,,,,,,,,
12436938,home,Crystal Palace,Tyrick Mitchell,,,tyrick-mitchell,T. Mitchell,M,3,174,1388,M,,988275,EUR,936144000,M,3,3,False,63.0,49.0,5.0,1.0,1.0,18.0,23.0,34.0,48.0,4.0,3.0,,1.0,4.0,,,,,,89.0,89.0,7.5,23.0,0.656451,1,,,,,1.0,,,2.0,1.0,,4.0,8.0,,1.0,,,,,0.039,3.0,1.0,3.0,1.0,,2.0,1.0,0.0108,,,,,,
12436938,home,Crystal Palace,Edward Nketiah,,,edward-nketiah,E. Nketiah,F,9,175,6443,M,EN9,858194,EUR,928022400,F,9,9,False,33.0,27.0,,,0.0,7.0,7.0,20.0,26.0,7.0,5.0,,,3.0,,,,,,90.0,52.0,7.3,10.0,0.233263,6,,1.0,,,,2.0,,2.0,1.0,,1.0,,,3.0,,2.0,,,0.3369,,4.0,1.0,1.0,3.0,,1.0,0.0266,,,,,,
12436938,home,Crystal Palace,Eberechi Eze,,,eberechi-eze,E. Eze,F,10,178,55840,M,eze,864921,EUR,899078400,F,10,10,False,57.0,52.0,5.0,5.0,0.0,13.0,13.0,40.0,47.0,4.0,7.0,,,7.0,2.0,,,,,90.0,77.0,7.6,10.0,0.337474,3,,,1.0,,,4.0,,,,,3.0,3.0,,1.0,1.0,2.0,,,0.4635,1.0,2.0,2.0,1.0,1.0,1.0,,,,,,,,
