match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_accurateOppositionHalfPasses,stat_totalCross,stat_duelLost,stat_shotOffTarget,stat_interceptionWon,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,stat_aerialLost,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_keyPass,stat_accurateCross,stat_wasFouled,player_firstName,player_lastName,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalTackle,stat_wonTackle,stat_blockedScoringAttempt,stat_hitWoodwork,stat_goalAssist,stat_bigChanceCreated,captain,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_expectedGoalsOnTarget,stat_challengeLost,stat_bigChanceMissed,stat_goals,stat_totalOffside,stat_goodHighClaim
11407428,home,Inter,Yann Sommer,yann-sommer,Y. Sommer,G,1,183,12749,M,yannsommer,16206,EUR,598320000,G,1,1,False,16.0,14.0,3.0,1.0,14.0,14.0,2.0,4.0,1.0,1.0,90.0,22.0,7.1,2.0,8.867e-05,0,0.3997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11407428,home,Inter,Benjamin Pavard,benjamin-pavard,B. Pavard,D,28,186,10877,M,benpavard21,787505,EUR,827971200,D,28,28,False,40.0,36.0,4.0,1.0,21.0,22.0,19.0,3.0,,,45.0,47.0,6.8,6.0,0.0089969,1,,15.0,1.0,1.0,1.0,3.0,1.0,1.0,0.0236,,,,,,,,,,,,,,,,,,,,,,,,,,,
11407428,home,Inter,Francesco Acerbi,francesco-acerbi,F. Acerbi,D,15,192,5573,M,,126816,EUR,571449600,D,15,15,False,69.0,64.0,6.0,5.0,45.0,46.0,24.0,5.0,,,90.0,74.0,7.1,6.0,0.188018,0,,19.0,1.0,5.0,,,,1.0,,4.0,1.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,
11407428,home,Inter,Alessandro Bastoni,alessandro-bastoni,A. Bastoni,D,95,190,15274,M,alessandrobastoni,826188,EUR,923961600,D,95,95,False,73.0,64.0,8.0,6.0,30.0,34.0,46.0,7.0,,,90.0,88.0,7.4,16.0,0.0856246,0,,35.0,7.0,7.0,,,1.0,3.0,,4.0,5.0,5.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
11407428,home,Inter,Denzel Dumfries,denzel-dumfries,D. Dumfries,M,2,189,15021,M,ddumfries2,759520,EUR,829785600,M,2,2,False,35.0,26.0,,,6.0,6.0,32.0,1.0,,,85.0,60.0,7.1,18.0,0.391718,0,,22.0,3.0,7.0,,1.0,,3.0,,,,5.0,1.0,2.0,2.0,1.0,,,2.0,4.0,2.0,2.0,2.0,,,,,,,,,,,,,
11407428,home,Inter,Nicolò Barella,nicolo-barella,N. Barella,M,23,175,21290,M,nicolo_barella,363856,EUR,855273600,M,23,23,False,72.0,64.0,5.0,5.0,19.0,21.0,55.0,7.0,,,90.0,86.0,7.5,14.0,0.0944041,1,,46.0,4.0,3.0,1.0,,1.0,1.0,0.0509,1.0,1.0,4.0,,,1.0,,,,1.0,,,3.0,3.0,,,,,,,,,,,,,
11407428,home,Inter,Hakan Çalhanoğlu,hakan-calhanoglu,H. Çalhanoğlu,M,20,178,32988,M,HÇalhanoğlu,135700,EUR,760665600,M,20,20,False,64.0,60.0,7.0,6.0,21.0,21.0,47.0,4.0,,,75.0,73.0,7.4,6.0,0.237031,2,,41.0,4.0,2.0,1.0,,,2.0,0.0595,,1.0,2.0,,1.0,2.0,1.0,,,,,,,,1.0,1.0,,,,,,,,,,,
11407428,home,Inter,Henrikh Mkhitaryan,henrikh-mkhitaryan,H. Mkhitaryan,M,22,178,8680,M,micki_taryan,37151,EUR,601344000,M,22,22,False,52.0,45.0,4.0,3.0,7.0,7.0,45.0,6.0,,,75.0,63.0,7.6,8.0,0.128341,1,,38.0,,,1.0,1.0,1.0,,0.0256,,,5.0,,1.0,,1.0,,,,2.0,2.0,2.0,1.0,,,,,,,,,,,,,
11407428,home,Inter,Federico Dimarco,federico-dimarco,F. Dimarco,M,32,174,15308,M,dimarco32,284361,EUR,879120000,M,32,32,False,48.0,44.0,1.0,1.0,14.0,16.0,44.0,4.0,,,83.0,72.0,7.9,13.0,0.494058,1,,33.0,12.0,1.0,1.0,,,,0.1183,1.0,,3.0,,3.0,3.0,2.0,,,,,,1.0,1.0,,,1.0,1.0,,,,,,,,,
11407428,home,Inter,Lautaro Martínez,lautaro-martinez,L. Martínez,F,10,175,122092,M,LautaroM,823984,EUR,872208000,F,10,10,False,29.0,22.0,1.0,1.0,5.0,5.0,24.0,7.0,,,90.0,47.0,7.4,13.0,0.0484318,4,,17.0,,4.0,,1.0,2.0,,0.6122,,2.0,6.0,,1.0,,2.0,,,3.0,1.0,,2.0,1.0,3.0,,,,True,1.0,1.0,0.2696,,,,,
