match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_ballRecovery,stat_wasFouled,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_totalContest,stat_wonContest,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_errorLeadToAGoal,stat_errorLeadToAShot,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,player_firstName,player_lastName,captain,stat_bigChanceMissed,stat_shotOffTarget,stat_outfielderBlock,stat_expectedGoals,stat_challengeLost,stat_blockedScoringAttempt,stat_interceptionWon,stat_dispossessed,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_accurateCross,stat_penaltyWon,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_punches,stat_penaltyConceded,stat_hitWoodwork
12117279,home,Palmeiras,Weverton,weverton,Weverton,G,1,189,7138,M,Weverton,243529,EUR,566352000,G,21,21,False,21.0,16.0,8.0,3.0,0.0,15.0,17.0,1.0,4.0,1.0,4.0,1.0,1.0,90.0,25.0,6.1,5.0,0.00036155,0,-1.1795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117279,home,Palmeiras,Mayke,mayke,Mayke,D,12,178,2322,M,,273329,EUR,721353600,D,12,12,False,41.0,37.0,2.0,2.0,0.0,20.0,21.0,17.0,21.0,4.0,3.0,2.0,,68.0,56.0,5.9,6.0,0.0064703,0,,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
12117279,home,Palmeiras,Vitor Reis,reis-vitor,V. Reis,D,12,186,12928,M,vitorreiss_06,1485300,EUR,1137024000,D,44,44,False,60.0,52.0,10.0,8.0,0.0,30.0,35.0,22.0,25.0,3.0,4.0,,,90.0,70.0,6.9,8.0,0.00810689,0,,,1.0,2.0,1.0,,,8.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117279,home,Palmeiras,Gustavo Gómez,gustavo-gomez,G. Gómez,D,15,185,8380,M,gustavogomez,220833,EUR,736646400,D,15,15,False,63.0,57.0,9.0,7.0,0.0,37.0,40.0,20.0,23.0,12.0,5.0,3.0,,90.0,77.0,7.3,6.0,0.014999,2,,,2.0,8.0,3.0,,,5.0,1.0,,,,,1.0,,,,True,1.0,2.0,1.0,0.7201,,,,,,,,,,,,,,,,
12117279,home,Palmeiras,Caio Paulista,caio-paulista,C. Paulista,D,38,184,1649,M,,931591,EUR,894844800,D,16,16,False,57.0,49.0,1.0,,0.0,25.0,26.0,24.0,37.0,6.0,7.0,2.0,,90.0,82.0,6.9,15.0,0.0408392,1,,6.0,1.0,,3.0,2.0,1.0,1.0,3.0,1.0,,,,,,,,,,,1.0,0.0266,1.0,1.0,1.0,,,,,,,,,,,,,
12117279,home,Palmeiras,Richard Ríos,richard-rios,R. Ríos,M,20,185,34402,M,richardrios,1015292,EUR,959904000,M,27,27,False,35.0,32.0,1.0,1.0,0.0,17.0,17.0,15.0,20.0,7.0,4.0,1.0,,87.0,53.0,6.8,11.0,0.0131042,0,,2.0,,1.0,5.0,2.0,1.0,1.0,4.0,3.0,,,4.0,2.0,1.0,,,,,,,,1.0,,,1.0,,,,,,,,,,,,
12117279,home,Palmeiras,Zé Rafael,ze-rafael,Z. Rafael,M,6,175,2603,M,,329069,EUR,740188800,M,8,8,False,31.0,29.0,3.0,2.0,0.0,10.0,10.0,19.0,21.0,1.0,2.0,,,68.0,34.0,6.5,4.0,0.680737,0,,,,,6.0,1.0,1.0,,,,,,,,1.0,,,,,,,,4.0,,,2.0,1.0,,,,,,,,,,,
12117279,home,Palmeiras,Estêvão,estevao,Estêvão,M,41,176,196577,M,Estêvão,1597265,EUR,1177372800,M,41,41,False,36.0,29.0,6.0,6.0,0.0,6.0,7.0,23.0,30.0,5.0,5.0,2.0,,90.0,64.0,7.2,19.0,0.135995,6,,1.0,2.0,,10.0,7.0,3.0,,,,,,4.0,2.0,2.0,Estêvão,,,1.0,1.0,,1.4295,1.0,2.0,,2.0,,3.0,1.0,1.3506,,,,,,,,
12117279,home,Palmeiras,Raphael Veiga,raphael-veiga,R. Veiga,M,23,176,17123,M,raphaelveiga,840020,EUR,803520000,M,23,23,False,37.0,27.0,5.0,2.0,0.0,8.0,10.0,21.0,32.0,3.0,4.0,1.0,,87.0,53.0,7.7,16.0,0.633611,2,,5.0,1.0,,2.0,2.0,2.0,,,,,,1.0,,3.0,,,,1.0,1.0,,1.2683,,,1.0,1.0,1.0,1.0,1.0,0.7677,2.0,,,,,,,
12117279,home,Palmeiras,Felipe Anderson,felipe-anderson,F. Anderson,M,7,175,6076,M,F_Andersoon,152276,EUR,734832000,M,9,9,False,32.0,26.0,1.0,,0.0,8.0,8.0,18.0,27.0,2.0,,1.0,,71.0,49.0,6.6,11.0,0.044962,1,,3.0,,,3.0,,,1.0,1.0,1.0,,,1.0,2.0,1.0,,,,,,,0.0538,,1.0,,1.0,,,,,,,,,,,,
12117279,home,Palmeiras,José López,jose-lopez,J. López,F,42,188,16738,M,,1094179,EUR,976060800,F,42,42,False,12.0,8.0,,,0.0,2.0,3.0,6.0,9.0,1.0,1.0,1.0,,90.0,16.0,6.8,6.0,0.00507665,1,,,3.0,,5.0,1.0,,,,,,,,1.0,,José López,,,,,,0.0762,,,,1.0,,1.0,,0.2218,,1.0,,,,,,
