match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_unsuccessfulTouch,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_aerialLost,stat_outfielderBlock,stat_interceptionWon,stat_fouls,stat_challengeLost,stat_totalCross,stat_accurateCross,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_wonContest,stat_dispossessed,captain,stat_bigChanceCreated,player_sofascoreId,stat_bigChanceMissed,stat_goals,stat_ownGoals,stat_blockedScoringAttempt,stat_hitWoodwork,stat_totalOffside
12764204,home,Club Brugge KV,Simon Mignolet,simon-mignolet,S. Mignolet,G,22,193,1239,M,10406,EUR,573609600,G,22,22,False,27.0,17.0,14.0,4.0,0.0,15.0,19.0,2.0,8.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,90.0,30.0,6.5,11.0,0.00040514,0,0.1761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764204,home,Club Brugge KV,Joaquin Seys,joaquin-seys,J. Seys,D,65,178,1484,M,1395881,EUR,1111968000,D,65,65,False,57.0,53.0,2.0,1.0,0.0,23.0,25.0,30.0,32.0,5.0,1.0,,,,,,90.0,70.0,6.8,6.0,0.0206481,0,,,,1.0,1.0,4.0,1.0,3.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
12764204,home,Club Brugge KV,Joel Ordóñez,joel-ordonez,J. Ordóñez,D,4,188,4938,M,1187275,EUR,1082505600,D,4,4,False,60.0,55.0,7.0,2.0,0.0,36.0,37.0,19.0,23.0,3.0,,,,,,,90.0,70.0,7.0,5.0,0.0054299,0,,,,,3.0,1.0,,3.0,1.0,,,2.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,
12764204,home,Club Brugge KV,Brandon Mechele,brandon-mechele,B. Mechele,D,44,188,827,M,248331,EUR,728179200,D,44,44,False,65.0,59.0,6.0,2.0,0.0,45.0,48.0,14.0,17.0,5.0,,,,,,,90.0,73.0,6.7,6.0,0.00457114,0,,,,1.0,3.0,6.0,,3.0,3.0,2.0,2.0,,,,2.0,1.0,,,,,,,,,,,,,,,,,,
12764204,home,Club Brugge KV,Maxim De Cuyper,maxim-de-cuyper,M. De Cuyper,D,29,183,4478,M,997152,EUR,977443200,D,55,55,False,51.0,43.0,4.0,1.0,0.0,22.0,25.0,23.0,33.0,4.0,,,,,,,89.0,71.0,7.1,15.0,0.0407185,2,,,,1.0,1.0,4.0,,1.0,3.0,3.0,,,,,,1.0,7.0,2.0,1.0,1.0,0.1279,0.0113,1.0,,,,,,,,,,,
12764204,home,Club Brugge KV,Raphael Onyedika,raphael-onyedika,R. Onyedika,M,15,184,6286,M,1129862,EUR,987638400,M,15,15,False,59.0,53.0,1.0,1.0,0.0,29.0,31.0,24.0,28.0,8.0,,,,,,,90.0,68.0,7.0,6.0,0.0197377,0,,,,,3.0,7.0,1.0,1.0,3.0,1.0,3.0,1.0,,,2.0,,,,,,,,,1.0,,,,,,,,,,
12764204,home,Club Brugge KV,Ardon Jashari,ardon-jashari,A. Jashari,M,30,180,4831,M,1034082,EUR,1027987200,M,30,30,False,60.0,52.0,4.0,1.0,0.0,28.0,32.0,24.0,28.0,7.0,,,,,,,90.0,75.0,6.9,9.0,0.0196029,2,,,,,3.0,4.0,1.0,4.0,2.0,1.0,1.0,,,,1.0,1.0,,,2.0,,0.0335,,,1.0,1.0,,,,,,,,,
12764204,home,Club Brugge KV,Andreas Skov Olsen,andreas-skov-olsen,A. Skov Olsen,M,7,187,2522,M,888537,EUR,946425600,M,7,7,False,18.0,18.0,,,0.0,4.0,4.0,15.0,15.0,,1.0,,,,,,65.0,24.0,6.9,1.0,0.172764,1,,,,,2.0,2.0,1.0,,,,1.0,1.0,,,1.0,,1.0,1.0,,1.0,0.0611,0.1971,2.0,1.0,,,,,,,,,,
12764204,home,Club Brugge KV,Hans Vanaken,hans-vanaken,H. Vanaken,M,20,194,2937,M,118085,EUR,714614400,M,20,20,False,61.0,55.0,,,1.0,22.0,23.0,33.0,39.0,2.0,,,,,,,90.0,67.0,8.2,7.0,0.477399,0,,,,1.0,3.0,4.0,,,3.0,3.0,,2.0,,,1.0,,1.0,,,,,,3.0,,,True,2.0,,,,,,,
12764204,home,Club Brugge KV,Christos Tzolis,tzolis-christos,C. Tzolis,M,8,180,9510,M,1031259,EUR,1012348800,M,8,8,False,26.0,23.0,,,0.0,12.0,12.0,12.0,15.0,3.0,,,,,,,81.0,37.0,6.9,6.0,0.0893375,3,,,,,4.0,3.0,2.0,,,,2.0,1.0,,,1.0,,1.0,1.0,2.0,1.0,0.5103,0.3896,2.0,1.0,2.0,,,absolute_christostzolis,1.0,,,,,
12764204,home,Club Brugge KV,Ferran Jutglà,ferran-jutgla,F. Jutglà,F,9,175,3728,M,949962,EUR,917827200,F,9,9,False,21.0,15.0,,,0.0,2.0,4.0,13.0,18.0,1.0,2.0,,,,,,64.0,31.0,6.7,10.0,0.0537276,0,,,,,2.0,2.0,1.0,1.0,1.0,,1.0,1.0,,2.0,,,1.0,,,,,,,,,,,,,,,,,
12764204,home,Club Brugge KV,Gustaf Nilsson,gustaf-nilsson,G. Nilsson,F,19,197,772,M,572286,EUR,864345600,F,19,19,True,5.0,5.0,,,0.0,1.0,1.0,4.0,4.0,1.0,2.0,,,,,,26.0,9.0,6.6,2.0,0.00883877,0,,,,,2.0,1.0,,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,
12764204,home,Club Brugge KV,Chemsdine Talbi,chemsdine-talbi,C. Talbi,M,7,175,12527,M,1142675,EUR,1115596800,F,68,68,True,5.0,5.0,,,0.0,1.0,1.0,4.0,5.0,,,,,,,,25.0,7.0,6.5,1.0,0.0017524,0,,,,,1.0,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,
12764204,home,Club Brugge KV,Casper Nielsen,casper-nielsen,C. Nielsen,M,94,182,400,M,247471,EUR,767577600,M,27,27,True,1.0,1.0,,,0.0,,,1.0,1.0,,,,,,,,9.0,4.0,7.5,,0.0133848,1,,,,,1.0,1.0,,,1.0,,,1.0,,,,,,,,1.0,0.2749,0.6649,,,,,,,,1.0,,,,
12764204,home,Club Brugge KV,Kyriani Sabbe,kyriani-sabbe,K. Sabbe,D,64,176,1052,M,1101258,EUR,1106697600,D,64,64,True,1.0,,1.0,,0.0,,,,1.0,,1.0,,,,,,1.0,4.0,,3.0,,0,,,,,1.0,1.0,,,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,
12764204,home,Club Brugge KV,Nordin Jackers,nordin-jackers,N. Jackers,G,29,185,425,M,361722,EUR,873417600,G,29,29,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764204,home,Club Brugge KV,Zaid Romero,zaid-romero,Z. Romero,D,24,192,778,M,1108450,EUR,945216000,D,2,2,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764204,home,Club Brugge KV,Jorne Spileers,jorne-spileers,J. Spileers,D,58,188,886,M,1104897,EUR,1106265600,D,58,58,True,,,,,,,,,,,,,,,,,,,,,,0,,Jorne,Spileers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764204,home,Club Brugge KV,Hugo Vetlesen,hugo-vetlesen,H. Vetlesen,M,10,174,786,M,877236,EUR,951696000,M,10,10,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764204,home,Club Brugge KV,Romeo Vermant,romeo-vermant,R. Vermant,F,17,184,1526,M,1069336,EUR,1074902400,F,17,17,True,,,,,,,,,,,,,,,,,,,,,,0,,Romeo,Vermant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764204,away,Sporting CP,Franco Israel,franco-israel,F. Israel,G,81,189,2256,M,1084846,EUR,956361600,G,1,1,False,30.0,29.0,4.0,3.0,0.0,29.0,30.0,,,3.0,,,1.0,3.0,,,90.0,34.0,6.7,1.0,8.554e-05,0,-0.7371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764204,away,Sporting CP,Eduardo Quaresma,eduardo-quaresma,E. Quaresma,D,72,185,2177,M,989841,EUR,1015027200,D,72,72,False,30.0,28.0,3.0,3.0,0.0,21.0,22.0,7.0,8.0,2.0,,,,,,,45.0,38.0,6.6,3.0,0.0144391,0,,Eduardo,Quaresma,1.0,2.0,4.0,,1.0,2.0,2.0,2.0,1.0,,1.0,,,,,,,,,,,1.0,,,,,,1.0,,,
12764204,away,Sporting CP,Ousmane Diomande,diomande-ousmane,O. Diomande,D,26,190,4998,M,1394342,EUR,1070496000,D,26,26,False,109.0,106.0,4.0,3.0,0.0,65.0,66.0,41.0,43.0,1.0,,,,,,,90.0,112.0,6.6,4.0,0.0392647,0,,Ousmane,Diomande,2.0,1.0,2.0,,2.0,,,,,,,1.0,,,,,,,,,,,,,ousdiomande,,,,,,
12764204,away,Sporting CP,Matheus Reis,reis-matheus,M. Reis,D,2,183,1358,M,797648,EUR,793065600,D,2,2,False,102.0,95.0,6.0,1.0,0.0,46.0,50.0,50.0,54.0,2.0,,,,,,,90.0,106.0,6.6,8.0,0.0569789,0,,,,,1.0,,,2.0,,,,,,,1.0,,2.0,1.0,,,,,,,,,,,,,,,,
