match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_duelLost,stat_challengeLost,stat_totalContest,stat_bigChanceCreated,stat_interceptionWon,stat_totalTackle,stat_keyPass,player_firstName,player_lastName,captain,stat_aerialLost,stat_outfielderBlock,stat_errorLeadToAGoal,stat_fouls,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals,stat_wonTackle,stat_wasFouled,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotValueNormalized,stat_wonContest,stat_unsuccessfulTouch,player_sofascoreId,stat_dispossessed,stat_blockedScoringAttempt,stat_totalCross,stat_accurateCross,stat_totalOffside,stat_hitWoodwork,stat_bigChanceMissed
14061179,home,Stade Brestois,Radosław Majecki,radoslaw-majecki,R. Majecki,G,1,191.0,1544,M,849114,EUR,942710400,G,1,1,False,29.0,12.0,21.0,4.0,0.0,9.0,14.0,3.0,15.0,1.0,1.0,1.0,9.0,2.0,3.0,1.0,90.0,39.0,6.6,17.0,0.00064626,0.9778,0,-1.0217,-0.05,0.01,-0.2,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14061179,home,Stade Brestois,Kenny Lala,kenny-lala,K. Lala,D,77,178.0,604,M,141080,EUR,686448000,D,77,77,False,41.0,34.0,5.0,2.0,1.0,23.0,27.0,11.0,14.0,,1.0,5.0,5.0,,,,90.0,55.0,6.3,8.0,0.259094,,0,,0.25,0.03,-0.57,,3.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
14061179,home,Stade Brestois,Brendan Chardonnet,brendan-chardonnet,B. Chardonnet,D,5,181.0,234,M,328035,EUR,788054400,D,5,5,False,44.0,37.0,5.0,2.0,0.0,33.0,35.0,4.0,9.0,1.0,2.0,3.0,1.0,,,,90.0,53.0,5.6,7.0,0.00128328,,0,,-0.01,0.05,-0.5,,4.0,,,,2.0,1.0,,,,True,3.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,
14061179,home,Stade Brestois,Julien Le Cardinal,julien-le-cardinal,J. L. Cardinal,D,26,182.0,203,M,1129751,EUR,870566400,D,26,26,False,43.0,36.0,6.0,2.0,0.0,31.0,35.0,5.0,8.0,4.0,6.0,2.0,2.0,,,,90.0,56.0,7.3,7.0,0.00124891,,3,,-0.04,0.38,-0.43,,5.0,1.0,,,,1.0,,,,,2.0,1.0,,2.0,2.0,1.0,1.0,1.0,1.0,0.7234,0.9181,0.49,,,,,,,,,,
14061179,home,Stade Brestois,Bradley Locko,bradley-locko,B. Locko,D,2,180.0,637,M,1129382,EUR,1020643200,D,2,2,False,33.0,23.0,3.0,2.0,0.0,14.0,16.0,9.0,17.0,,7.0,3.0,7.0,,,,90.0,65.0,6.4,19.0,0.00577999,,0,,0.08,0.13,-0.49,,4.0,2.0,2.0,,2.0,5.0,1.0,,,,1.0,,,,,,,1.0,1.0,,,,1.0,3.0,,,,,,,,
14061179,home,Stade Brestois,Kamory Doumbia,kamory-doumbia,K. Doumbia,M,23,170.0,5674,M,1156353,EUR,1045526400,M,23,23,False,38.0,30.0,1.0,1.0,0.0,9.0,12.0,21.0,26.0,,3.0,,9.0,,,,89.0,61.0,8.6,16.0,0.0406173,,5,,-0.04,0.36,-0.18,,8.0,1.0,2.0,,1.0,2.0,2.0,Kamory Doumbia,,,1.0,,,1.0,1.0,2.0,2.0,2.0,1.0,0.7721,1.6886,0.91,,3.0,kamory_doumbia03,3.0,2.0,,,,,
14061179,home,Stade Brestois,Pierre Lees Melou,pierre-lees-melou,P. L. Melou,M,33,185.0,589,M,801306,EUR,738288000,M,20,20,False,37.0,25.0,12.0,6.0,0.0,6.0,11.0,19.0,26.0,,7.0,2.0,9.0,,,,90.0,55.0,6.8,16.0,0.0364865,,2,,0.1,0.41,-0.16,,5.0,3.0,1.0,,,3.0,2.0,,,,,,,2.0,2.0,,,1.0,3.0,0.0367,,-0.1,1.0,1.0,,1.0,,1.0,,,,
14061179,home,Stade Brestois,Hugo Magnetti,hugo-magnetti,H. Magnetti,M,8,173.0,194,M,861324,EUR,896486400,M,8,8,False,27.0,24.0,2.0,1.0,0.0,16.0,18.0,8.0,9.0,,2.0,1.0,1.0,,,,90.0,37.0,6.2,4.0,0.0204287,,2,,0.0,0.0,-0.44,,3.0,,,,,2.0,1.0,,,,1.0,,1.0,1.0,1.0,1.0,,1.0,,0.1117,0.1486,0.05,,,,1.0,,,,,,
14061179,home,Stade Brestois,Romain Del Castillo,romain-del-castillo,R. Del Castillo,M,10,172.0,689,M,825681,EUR,828057600,F,10,10,False,29.0,19.0,3.0,,0.0,11.0,14.0,8.0,15.0,1.0,9.0,,1.0,,,,90.0,65.0,7.3,27.0,0.196789,,1,,0.25,0.33,0.16,,5.0,,4.0,,1.0,5.0,2.0,,,,1.0,,,,,1.0,,4.0,1.0,0.0441,0.3918,-0.35,2.0,1.0,,2.0,,15.0,3.0,,,
14061179,home,Stade Brestois,Ludovic Ajorque,ludovic-ajorque,L. Ajorque,F,19,196.0,1367,M,343971,EUR,762134400,F,19,19,False,18.0,13.0,4.0,3.0,0.0,5.0,6.0,8.0,12.0,1.0,4.0,,2.0,,,,90.0,27.0,6.6,5.0,0.0975128,,1,,-0.13,0.1,0.13,,5.0,,1.0,,,,1.0,,,,4.0,1.0,,1.0,,,,,2.0,0.1381,,-0.44,1.0,,,,1.0,,,1.0,,
