match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,player_sofascoreId,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_fouls,stat_expectedGoals,stat_keyPass,stat_aerialLost,stat_aerialWon,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_expectedGoalsOnTarget,stat_dispossessed,stat_bigChanceCreated,stat_totalOffside,stat_unsuccessfulTouch,stat_bigChanceMissed,stat_wonTackle,stat_blockedScoringAttempt,stat_wasFouled,stat_goals,stat_clearanceOffLine,captain,stat_penaltyWon,stat_goodHighClaim,stat_penaltyFaced,stat_penaltyConceded
11369897,home,KV Mechelen,Gaëtan Coucke,gaetan-coucke,G. Coucke,G,98,187,160,M,794989,EUR,910051200,G,1,1,False,28.0,20.0,17.0,9.0,16.0,18.0,4.0,10.0,6.0,2.0,2.0,90.0,33.0,7.2,8.0,0.00245267,0,0.173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369897,home,KV Mechelen,Sandy Walsh,sandy-walsh,S. Walsh,D,14,185,7746,M,163199,EUR,795139200,D,5,5,False,53.0,48.0,6.0,6.0,28.0,31.0,21.0,23.0,5.0,,,89.0,71.0,7.3,7.0,0.0277281,1,,,,sandywalsh,1.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0377,2.0,,,,,,,,,,,,,,,,,,,,
11369897,home,KV Mechelen,David Bates,david-bates,D. Bates,D,4,193,95,M,839675,EUR,844473600,D,27,27,False,65.0,59.0,5.0,2.0,52.0,55.0,7.0,10.0,4.0,,,90.0,74.0,7.2,7.0,0.00314797,2,,,,,,,3.0,3.0,1.0,,,1.0,3.0,,,,0.1561,,2.0,3.0,1.0,1.0,0.0674,,,,,,,,,,,,,,,
11369897,home,KV Mechelen,Elias Cobbaut,elias-cobbaut,E. Cobbaut,D,33,188,177,M,828570,EUR,880329600,D,22,22,False,69.0,62.0,10.0,6.0,38.0,39.0,24.0,30.0,5.0,,,90.0,74.0,7.6,8.0,0.249222,0,,,,,,,2.0,3.0,,,,,2.0,,,,,2.0,1.0,3.0,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,
11369897,home,KV Mechelen,Daam Foulon,daam-foulon,D. Foulon,M,5,180,205,M,826170,EUR,922147200,D,23,23,False,56.0,45.0,6.0,1.0,22.0,22.0,23.0,39.0,5.0,,,90.0,93.0,7.3,22.0,0.0274503,1,,,,,5.0,,2.0,8.0,,6.0,6.0,1.0,1.0,,1.0,,0.0127,,,1.0,,,,2.0,,,2.0,,,,,,,,,,,
11369897,home,KV Mechelen,Mory Konate,mory-konate,M. Konate,M,8,191,1273,M,889927,EUR,753321600,M,8,8,False,31.0,28.0,2.0,2.0,13.0,13.0,15.0,18.0,4.0,,,68.0,41.0,6.7,3.0,0.00895864,2,,,,,,,1.0,8.0,,,,,1.0,,5.0,1.0,0.6328,,,3.0,2.0,,0.6222,,,,,2.0,2.0,,,,,,,,,
11369897,home,KV Mechelen,Jordi Vanlerberghe,jordi-vanlerberghe,J. Vanlerberghe,D,30,189,145,M,284727,EUR,835833600,M,30,30,False,41.0,36.0,7.0,6.0,22.0,25.0,14.0,17.0,6.0,,,90.0,55.0,6.9,8.0,0.0236378,1,,,,,1.0,,10.0,7.0,2.0,,,,,2.0,2.0,4.0,0.0486,,4.0,3.0,,,,,,,2.0,,2.0,1.0,2.0,,,,,,,
11369897,home,KV Mechelen,Geoffry Hairemans,geoffry-hairemans,G. Hairemans,F,11,184,140,M,58917,EUR,688003200,M,7,7,False,47.0,38.0,3.0,3.0,13.0,13.0,29.0,41.0,13.0,,,84.0,66.0,9.1,13.0,0.24712,2,,,,,7.0,4.0,4.0,7.0,2.0,2.0,2.0,,,1.0,,1.0,0.8815,4.0,1.0,3.0,2.0,1.0,0.9664,,,,,,,,2.0,1.0,1.0,,,,,
11369897,home,KV Mechelen,Rob Schoofs,rob-schoofs,R. Schoofs,M,17,179,194,M,133164,EUR,764380800,M,16,16,False,51.0,38.0,5.0,2.0,13.0,14.0,25.0,37.0,4.0,,,90.0,64.0,7.2,15.0,0.0591249,2,,,,,,,3.0,5.0,1.0,2.0,2.0,1.0,1.0,,2.0,1.0,0.1196,2.0,,,,,,1.0,,,1.0,,1.0,1.0,1.0,,,True,,,,
11369897,home,KV Mechelen,Kerim Mrabti,kerim-mrabti,K. Mrabti,F,19,175,187,M,338869,EUR,769392000,M,19,19,False,32.0,27.0,2.0,1.0,7.0,8.0,20.0,27.0,6.0,,,84.0,49.0,6.9,14.0,0.0498023,1,,,,,3.0,,5.0,5.0,,2.0,1.0,,2.0,,1.0,,0.0288,,2.0,2.0,1.0,,0.2843,2.0,,,2.0,,,,1.0,,,,,,,
