match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_keyPass,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,player_sofascoreId,stat_dispossessed,stat_fouls,captain,stat_challengeLost,stat_clearanceOffLine,stat_outfielderBlock,stat_unsuccessfulTouch,stat_aerialLost,stat_wonContest,stat_shotOffTarget,stat_onTargetScoringAttempt,player_firstName,player_lastName,stat_penaltyConceded,stat_accurateCross,stat_goalAssist,stat_bigChanceCreated,stat_bigChanceMissed,stat_goals,stat_errorLeadToAShot,stat_ownGoals,stat_penaltyWon,stat_totalOffside,stat_hitWoodwork
10385559,home,Fulham,Bernd Leno,bernd-leno,B. Leno,G,1,190,2695,M,103335,EUR,699667200,G,17,17,False,29.0,22.0,14.0,7.0,20.0,20.0,2.0,9.0,1.0,6.0,2.0,1.0,1.0,2.0,1.0,1.0,90.0,39.0,6.7,7.0,0.0,0.0,0.00085511,1.0,0,0.1768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385559,home,Fulham,Kenny Tete,kenny-tete,K. Tete,D,2,180,1146,M,190877,EUR,813196800,D,2,2,False,22.0,15.0,2.0,,7.0,11.0,8.0,12.0,5.0,5.0,,,,,,,90.0,48.0,7.0,13.0,0.0,0.0,0.00303855,,0,,1.0,1.0,1.0,6.0,1.0,1.0,3.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
10385559,home,Fulham,Tosin Adarabioyo,tosin-adarabioyo,T. Adarabioyo,D,4,196,10523,M,352668,EUR,875059200,D,4,4,False,49.0,40.0,4.0,1.0,31.0,37.0,9.0,12.0,3.0,2.0,,,,,,,90.0,57.0,6.7,10.0,0.0,0.0,0.0213124,1.0,0,,,3.0,3.0,4.0,,2.0,1.0,,,tosinadarabioyo,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,
10385559,home,Fulham,Tim Ream,tim-ream,T. Ream,D,3,185,548,M,118179,EUR,560390400,D,13,13,False,60.0,57.0,3.0,1.0,41.0,42.0,16.0,18.0,3.0,7.0,,,,,,,90.0,69.0,7.2,5.0,0.0,0.0,0.0056071,,0,,,1.0,2.0,2.0,,1.0,1.0,1.0,,,,1.0,True,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,
10385559,home,Fulham,Antonee Robinson,antonee-robinson,A. Robinson,D,33,183,2862,M,803174,EUR,870998400,D,33,33,False,31.0,22.0,6.0,5.0,10.0,16.0,12.0,15.0,7.0,6.0,,,,,,,90.0,54.0,7.1,14.0,0.0,0.0,0.0713642,1.0,0,,,2.0,3.0,6.0,1.0,,3.0,1.0,,,1.0,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,
10385559,home,Fulham,Harrison Reed,harrison-reed,H. Reed,M,6,176,353,M,365802,EUR,791164800,M,6,6,False,31.0,20.0,1.0,,10.0,11.0,10.0,20.0,,4.0,,,,,,,89.0,37.0,6.0,14.0,0.0,0.0,0.0114114,,0,,,2.0,5.0,2.0,,,,,,,2.0,1.0,,2.0,,,,,,,,,,,,,,,,,,,,
10385559,home,Fulham,João Palhinha,joao-palhinha,J. Palhinha,M,6,189,16491,M,364612,EUR,805248000,M,26,26,False,30.0,24.0,2.0,1.0,16.0,21.0,8.0,9.0,2.0,5.0,,,,,,,90.0,49.0,7.5,8.0,0.124,0.2226,0.00437139,,2,,,2.0,4.0,11.0,,1.0,8.0,4.0,1.0,Palhinha,,2.0,,2.0,,,2.0,,,1.0,1.0,,,,,,,,,,,,,
10385559,home,Fulham,Bobby Decordova-Reid,bobby-decordova-reid,B. Reid,M,14,170,1230,M,151499,EUR,728611200,M,14,14,False,16.0,8.0,1.0,,4.0,7.0,4.0,10.0,,4.0,,,,,,,90.0,37.0,5.7,15.0,0.1015,0.0,0.00172823,,1,,1.0,,13.0,3.0,3.0,1.0,3.0,3.0,,,2.0,2.0,,3.0,,,1.0,3.0,,1.0,,,,1.0,,,,,,,,,,
10385559,home,Fulham,Andreas Pereira,andreas-pereira,A. Pereira,M,8,177,14092,M,285949,EUR,820454400,M,18,18,False,25.0,13.0,3.0,,4.0,6.0,11.0,24.0,,5.0,,,,,,,78.0,48.0,7.1,23.0,0.0262,0.0,0.0315802,1.0,1,,5.0,,4.0,4.0,1.0,,2.0,2.0,1.0,andreaspereira,2.0,,,1.0,,,6.0,1.0,1.0,1.0,,,,,2.0,,,,,,,,,
10385559,home,Fulham,Neeskens Kebano,neeskens-kebano,N. Kebano,M,92,172,576,M,137786,EUR,700185600,M,7,7,False,24.0,20.0,,,7.0,8.0,13.0,17.0,,9.0,,,,,,,90.0,41.0,6.8,10.0,0.0405,0.0,0.0483693,2.0,2,,1.0,,7.0,5.0,4.0,,2.0,1.0,1.0,,2.0,,,2.0,,,,1.0,2.0,2.0,,,,,,1.0,1.0,1.0,,,,,,
10385559,home,Fulham,Aleksandar Mitrović,aleksandar-mitrovic,A. Mitrović,F,9,189,24281,M,192144,EUR,779673600,F,9,9,False,20.0,11.0,1.0,1.0,5.0,7.0,6.0,13.0,,4.0,,,,,,,90.0,49.0,8.0,20.0,0.3782,0.111,0.0757267,2.0,3,,,7.0,13.0,18.0,8.0,,2.0,2.0,4.0,AleksMitrović,3.0,,,,,,4.0,7.0,5.0,1.0,2.0,,,,,,,,1.0,,,,,
10385559,home,Fulham,Tom Cairney,tom-cairney,T. Cairney,M,10,185,581,M,82566,EUR,664329600,M,10,10,True,7.0,5.0,1.0,,3.0,3.0,2.0,4.0,,3.0,,,,,,,12.0,16.0,6.8,5.0,0.0083,0.0,0.00105056,,1,,,,1.0,3.0,,,1.0,,2.0,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,
10385559,home,Fulham,Nathaniel Chalobah,nathaniel-chalobah,N. Chalobah,M,14,185,168,M,98450,EUR,787190400,M,12,12,True,,,,,,,,,1.0,,,,,,,,1.0,1.0,,,0.0,0.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385559,home,Fulham,Marek Rodák,marek-rodak,M. Rodák,G,1,188,517,M,358694,EUR,850435200,G,1,1,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385559,home,Fulham,Issa Diop,issa-diop,I. Diop,D,31,194,838,M,825719,EUR,852768000,D,31,31,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
