match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_accurateOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,player_firstName,player_lastName,stat_outfielderBlock,stat_penaltyConceded,stat_shotOffTarget,stat_challengeLost,stat_dispossessed,stat_blockedScoringAttempt,stat_keyPass,player_sofascoreId,captain,stat_onTargetScoringAttempt,stat_bigChanceMissed,stat_bigChanceCreated,stat_penaltyWon,stat_goals,stat_hitWoodwork
12625039,home,Al-Ettifaq,Marek Rodák,marek-rodak,M. Rodák,G,1,188,518,M,358694,EUR,850435200,G,1,1,False,23.0,13.0,12.0,2.0,0.0,13.0,13.0,10.0,2.0,2.0,2.0,8.0,1.0,1.0,1.0,5.0,2.0,90.0,36.0,7.0,10.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12625039,home,Al-Ettifaq,Radhi Al-Oteibi,radhi-al-oteibi,R. Al-Oteibi,D,61,170,28,M,963642,EUR,960768000,D,61,61,False,33.0,30.0,3.0,1.0,0.0,13.0,14.0,21.0,1.0,8.0,3.0,3.0,,,,,,90.0,60.0,6.6,6.0,0,18.0,2.0,1.0,1.0,5.0,4.0,3.0,1.0,2.0,1.0,1.0,2.0,3.0,,,,,,,,,,,,,,,,,
12625039,home,Al-Ettifaq,Abdullah Al Khateeb,abdullah-al-khateeb,A. A. Khateeb,D,70,173,38,M,920498,EUR,794966400,D,70,70,False,6.0,6.0,,,0.0,5.0,5.0,1.0,1.0,1.0,5.0,3.0,,,,,,26.0,11.0,6.7,,0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12625039,home,Al-Ettifaq,Abdullah Madu,abdullah-madu,A. Madu,D,3,186,189,M,794347,EUR,742694400,D,3,3,False,41.0,40.0,4.0,3.0,0.0,27.0,28.0,13.0,,1.0,1.0,2.0,,,,,,90.0,46.0,6.1,1.0,0,13.0,,,,3.0,,,,,,,1.0,3.0,,,2.0,1.0,,,,,,,,,,,,,
12625039,home,Al-Ettifaq,Madallah Al-Olayan,madallah-al-olayan,M. Al-Olayan,D,33,170,81,M,818813,EUR,777772800,D,33,33,False,39.0,29.0,10.0,4.0,0.0,17.0,19.0,20.0,,6.0,2.0,3.0,,,,,,73.0,55.0,6.6,13.0,1,12.0,,,,1.0,1.0,1.0,,5.0,2.0,,,1.0,,,,,1.0,,,,,,,,,,,,
12625039,home,Al-Ettifaq,Vitinho,vitinho,Vitinho,F,11,178,3973,M,242054,EUR,750124800,M,14,14,False,27.0,26.0,1.0,1.0,0.0,9.0,10.0,23.0,,2.0,,3.0,,,,,,60.0,40.0,6.5,8.0,1,19.0,6.0,2.0,,5.0,,,,2.0,,1.0,,1.0,,,,,,2.0,2.0,1.0,2.0,,,,,,,,
12625039,home,Al-Ettifaq,Georginio Wijnaldum,georginio-wijnaldum,G. Wijnaldum,M,8,175,8339,M,22126,EUR,658281600,M,8,8,False,44.0,42.0,2.0,1.0,0.0,20.0,21.0,23.0,,4.0,2.0,6.0,,,,,,90.0,54.0,6.6,6.0,0,22.0,,,,2.0,2.0,1.0,,1.0,1.0,3.0,2.0,1.0,,,,,,,,,,gwijnaldum,True,,,,,,
12625039,home,Al-Ettifaq,Seko Fofana,seko-fofana,S. Fofana,M,42,184,12170,M,191188,EUR,799804800,M,75,75,False,47.0,45.0,2.0,2.0,0.0,14.0,14.0,33.0,,1.0,3.0,4.0,,,,,,90.0,62.0,6.4,8.0,0,31.0,,,,6.0,1.0,,,1.0,1.0,2.0,,2.0,,,,,,1.0,2.0,,1.0,sekofofana,,,,,,,
12625039,home,Al-Ettifaq,Abdullah Radif,abdullah-radif,A. H. Radif,F,21,185,510,M,1101759,EUR,1043107200,F,21,21,False,14.0,11.0,1.0,,0.0,4.0,5.0,13.0,,4.0,,1.0,,,,,,60.0,28.0,6.7,10.0,1,7.0,4.0,,3.0,5.0,4.0,2.0,,,,1.0,2.0,,Abdullah Radif,,,,,,,,,,,1.0,,,,,
12625039,home,Al-Ettifaq,Moussa Dembélé,moussa-dembele,M. Dembélé,F,9,183,2632,M,318653,EUR,837129600,F,9,9,False,20.0,15.0,,,0.0,5.0,6.0,14.0,1.0,1.0,,,,,,,,90.0,28.0,6.0,9.0,1,10.0,,,2.0,7.0,2.0,,,,,1.0,,2.0,,,,,,,1.0,,,,,1.0,1.0,,,,
12625039,home,Al-Ettifaq,Karl Toko Ekambi,karl-toko-ekambi,K. Toko Ekambi,F,9,183,3818,M,842931,EUR,716428800,F,7,7,False,28.0,25.0,,,0.0,7.0,7.0,21.0,,3.0,1.0,4.0,,,,,,73.0,38.0,7.0,7.0,1,18.0,,,1.0,2.0,1.0,1.0,,1.0,1.0,2.0,1.0,,,,,,1.0,,1.0,,2.0,karltokoekambi,,,,,,,
