match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_totalTackle,stat_wonTackle,stat_fouls,stat_outfielderBlock,stat_aerialWon,stat_bigChanceMissed,stat_onTargetScoringAttempt,captain,stat_totalCross,stat_wonContest,stat_interceptionWon,stat_unsuccessfulTouch,stat_dispossessed,stat_blockedScoringAttempt,stat_keyPass,stat_accurateCross,stat_wasFouled,stat_totalOffside,stat_shotOffTarget,stat_goodHighClaim,stat_punches,stat_goalAssist,stat_bigChanceCreated,stat_goals
10382156,home,SC Cambuur,João Virgínia,João,Virgínia,joao-virginia,J. Virgínia,G,12,191.0,817,M,930666,EUR,939513600,G,1,1,False,32.0,23.0,20.0,11.0,19.0,21.0,4.0,11.0,1.0,14.0,2.0,2.0,90.0,45.0,6.1,10.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382156,home,SC Cambuur,Sai Van Wermeskerken,,,wermeskerken-sai-van,S. V. Wermeskerken,D,,178.0,82,M,795221,EUR,772761600,D,24,24,False,16.0,12.0,4.0,1.0,6.0,7.0,6.0,9.0,,1.0,,,30.0,22.0,6.1,5.0,0,1.0,5.0,2.0,1.0,1.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,
10382156,home,SC Cambuur,Marco Tol,,,marco-tol,M. Tol,D,3,188.0,40,M,860162,EUR,893462400,D,15,15,False,34.0,31.0,6.0,5.0,24.0,27.0,7.0,7.0,,3.0,,,30.0,35.0,6.5,3.0,0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
10382156,home,SC Cambuur,Leon Bergsma,,,leon-bergsma,L. Bergsma,D,21,185.0,33,M,795134,EUR,854150400,D,4,4,False,98.0,87.0,11.0,6.0,56.0,60.0,31.0,38.0,3.0,6.0,,,75.0,108.0,6.6,11.0,1,,1.0,3.0,,,2.0,1.0,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
10382156,home,SC Cambuur,Alex Bangura,,,alex-bangura,A. Bangura,D,24,183.0,149,M,967178,EUR,931824000,D,16,16,False,57.0,42.0,11.0,4.0,21.0,27.0,21.0,31.0,,7.0,,,90.0,75.0,6.1,21.0,0,1.0,3.0,3.0,,1.0,,,2.0,,2.0,,,True,1.0,1.0,1.0,3.0,,,,,,,,,,,,
10382156,home,SC Cambuur,Jamie Jacobs,,,jamie-jacobs,J. Jacobs,M,23,182.0,92,M,893744,EUR,881107200,M,8,8,False,24.0,13.0,1.0,,7.0,11.0,6.0,15.0,,7.0,,,90.0,44.0,6.1,19.0,2,5.0,11.0,6.0,,1.0,1.0,1.0,4.0,,5.0,,,,2.0,,2.0,4.0,1.0,2.0,,,,,,,,,,
10382156,home,SC Cambuur,Mees Hoedemakers,,,mees-hoedemakers,M. Hoedemakers,M,4,181.0,102,M,893748,EUR,887760000,M,6,6,False,72.0,60.0,16.0,13.0,27.0,32.0,33.0,40.0,2.0,13.0,,,90.0,85.0,7.3,14.0,0,1.0,2.0,7.0,,1.0,3.0,,,,3.0,,,,,1.0,,,1.0,,1.0,,,,,,,,,
10382156,home,SC Cambuur,Daniel van Kaam,,,daniel-van-kaam,D. v. Kaam,M,8,175.0,86,M,876257,EUR,961718400,M,21,21,False,36.0,30.0,1.0,,17.0,19.0,13.0,17.0,,1.0,,,69.0,36.0,6.2,6.0,0,1.0,2.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
10382156,home,SC Cambuur,Silvester van der Water,Silvester,van der Water,silvester-van-der-water,S. v. d. Water,M,,184.0,93,M,807145,EUR,844041600,F,11,11,False,35.0,22.0,11.0,4.0,7.0,9.0,19.0,41.0,,5.0,,,90.0,78.0,6.7,37.0,0,1.0,13.0,12.0,1.0,9.0,6.0,2.0,2.0,,2.0,,,,15.0,2.0,,4.0,2.0,,3.0,4.0,2.0,,,,,,,
10382156,home,SC Cambuur,Tom Boere,,,tom-boere,T. Boere,F,9,182.0,43,M,215112,EUR,722563200,F,9,9,False,13.0,8.0,,,4.0,5.0,4.0,8.0,1.0,1.0,,,90.0,19.0,6.7,6.0,1,5.0,6.0,6.0,,,,,,,4.0,,1.0,,,,,,1.0,,,,2.0,2.0,,,,,,
