match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_wasFouled,stat_keyPass,stat_aerialLost,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_penaltyConceded,stat_fouls,stat_shotOffTarget,stat_totalCross,stat_challengeLost,stat_wonContest,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_unsuccessfulTouch,captain,stat_accurateCross,stat_interceptionWon,stat_bigChanceMissed,stat_dispossessed,stat_blockedScoringAttempt,stat_totalOffside,stat_goodHighClaim,stat_goals,stat_penaltyWon,player_sofascoreId
11369285,home,Almería,Diego Mariño,diego-marino,D. Mariño,G,1,187,90,M,69379,EUR,642211200,G,1,1,False,21.0,17.0,6.0,2.0,16.0,17.0,1.0,4.0,1.0,8.0,1.0,2.0,2.0,1.0,1.0,90.0,30.0,6.8,4.0,0.0,0.0,0.00041016,0,0.051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369285,home,Almería,Alejandro Pozo,alejandro-pozo,A. Pozo,D,7,174,158,M,848080,EUR,919641600,D,17,17,False,37.0,29.0,4.0,3.0,17.0,20.0,12.0,17.0,4.0,1.0,,,,,,66.0,53.0,6.4,11.0,0.0,0.0,0.0545151,0,,,,1.0,2.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
11369285,home,Almería,Edgar González,edgar-gonzalez,E. González,D,12,193,375,M,914522,EUR,859852800,D,3,3,False,93.0,87.0,8.0,6.0,58.0,62.0,29.0,31.0,3.0,3.0,,,,,,90.0,103.0,6.6,7.0,0.0,0.0,0.011204,0,,,,1.0,3.0,4.0,,1.0,,2.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
11369285,home,Almería,Srđan Babić,srdan-babic,S. Babić,D,6,195,634,M,280815,EUR,830131200,D,22,22,False,62.0,58.0,4.0,4.0,42.0,42.0,16.0,20.0,2.0,4.0,,,,,,90.0,69.0,6.9,4.0,0.0367,0.0,0.00779559,1,,,,3.0,3.0,5.0,,,,1.0,1.0,2.0,2.0,,2.0,1.0,,,,,,,,,,,,,,,,,
11369285,home,Almería,Sergio Akieme,sergio-akieme,S. Akieme,D,18,175,293,M,827942,EUR,882230400,D,15,15,False,39.0,34.0,4.0,3.0,22.0,23.0,12.0,21.0,2.0,6.0,,,,,,90.0,70.0,7.4,16.0,0.0408,0.1879,0.105804,1,,,,1.0,7.0,10.0,8.0,,2.0,2.0,1.0,3.0,3.0,1.0,3.0,,5.0,1.0,6.0,1.0,1.0,2.0,,,,,,,,,,,
11369285,home,Almería,Lucas Robertone,lucas-robertone,L. Robertone,M,8,173,656,M,848926,EUR,858643200,M,5,5,False,56.0,47.0,9.0,6.0,30.0,33.0,18.0,28.0,1.0,8.0,,,,,,77.0,74.0,6.9,15.0,0.0141,0.0,0.0463215,1,,,,2.0,3.0,7.0,1.0,3.0,1.0,2.0,,2.0,1.0,,,1.0,5.0,,,,,1.0,True,1.0,1.0,,,,,,,,
11369285,home,Almería,Iddrisu Baba,iddrisu-baba,I. Baba,M,14,182,943,M,914014,EUR,822268800,M,4,4,False,37.0,33.0,5.0,5.0,21.0,24.0,12.0,13.0,,7.0,,,,,,77.0,46.0,7.0,6.0,0.4203,0.0,0.0087316,2,,,,2.0,6.0,5.0,1.0,2.0,1.0,2.0,,1.0,1.0,,3.0,2.0,,,,,,,,,1.0,1.0,,,,,,,
11369285,home,Almería,Lázaro,lazaro,Lázaro,F,7,181,1882,M,1002556,EUR,1015891200,M,14,14,False,8.0,7.0,,,3.0,4.0,4.0,4.0,,2.0,,,,,,45.0,17.0,6.3,4.0,0.0311,0.0,0.00305665,1,,,,,4.0,2.0,2.0,2.0,1.0,,,,,,1.0,1.0,,,,,,,,,,,1.0,,,,,,
11369285,home,Almería,Largie Ramazani,largie-ramazani,L. Ramazani,M,17,167,1568,M,909966,EUR,983232000,M,7,7,False,17.0,15.0,2.0,1.0,4.0,4.0,11.0,15.0,,3.0,,,,,,83.0,40.0,6.9,11.0,0.0495,0.0847,0.0857299,2,,,,,8.0,8.0,5.0,5.0,2.0,3.0,,1.0,1.0,,1.0,,2.0,2.0,2.0,,2.0,4.0,,,1.0,,,,,,,,
11369285,home,Almería,Adrián Embarba,adrian-embarba,A. Embarba,M,23,173,477,M,346516,EUR,705196800,M,10,10,False,30.0,27.0,4.0,3.0,7.0,9.0,21.0,29.0,,5.0,,,,,,90.0,63.0,7.2,20.0,0.1189,0.0,0.302267,3,,,,1.0,10.0,7.0,6.0,2.0,3.0,2.0,,2.0,2.0,,3.0,3.0,8.0,,2.0,1.0,,4.0,,1.0,,,1.0,,,,,,
