match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_jerseyNumber,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_shotOffTarget,stat_blockedScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,captain,stat_aerialLost,stat_challengeLost,stat_wasFouled,stat_wonContest,stat_outfielderBlock,stat_totalCross,stat_bigChanceCreated,stat_accurateCross,stat_onTargetScoringAttempt,stat_bigChanceMissed,stat_goals,stat_penaltyWon,stat_totalOffside,stat_penaltyFaced,stat_penaltyConceded,stat_clearanceOffLine,stat_goalAssist
10407176,home,RFC Seraing,Timothy Galje,,,timothy-galje,T. Galje,G,180,20,M,923978,EUR,991699200,G,1,1,False,24.0,8.0,24.0,8.0,2.0,4.0,6.0,20.0,2.0,5.0,1.0,1.0,1.0,90.0,28.0,6.4,16.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10407176,home,RFC Seraing,Junior Marsoni Sambu Mansoni​,,,junior-marsoni-sambu-mansoni,J. M. S. Mansoni,D,185,77,M,874855,EUR,833760000,D,21,21,False,23.0,19.0,3.0,2.0,7.0,10.0,12.0,13.0,2.0,8.0,,,,89.0,57.0,6.4,16.0,3,70,1.0,7.0,3.0,2.0,3.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,
10407176,home,RFC Seraing,Abdoulaye Sylla,Abdoulaye Sylla,,abdoulaye-sylla,A. Sylla,D,181,339,M,1102501,EUR,955324800,D,2,2,False,39.0,26.0,8.0,1.0,19.0,23.0,7.0,16.0,2.0,3.0,,,,69.0,49.0,6.1,15.0,0,2,3.0,5.0,5.0,,,,,1.0,2.0,1.0,2.0,2.0,,True,2.0,1.0,1.0,,,,,,,,,,,,,,
10407176,home,RFC Seraing,Moustapha Mbow,,,moustapha-mbow,M. Mbow,D,187,1699,M,982319,EUR,952473600,D,99,99,False,39.0,32.0,6.0,2.0,31.0,37.0,1.0,2.0,10.0,8.0,,,,90.0,53.0,6.9,7.0,0,5,3.0,3.0,4.0,,,,,2.0,1.0,1.0,,1.0,,,2.0,,,,,,,,,,,,,,,,
10407176,home,RFC Seraing,Sandro Trémoulet,,,sandro-tremoulet,S. Trémoulet,D,190,152,M,1388249,EUR,942883200,D,17,17,False,36.0,20.0,12.0,3.0,15.0,19.0,5.0,17.0,9.0,2.0,,,,90.0,59.0,7.4,17.0,0,18,,1.0,6.0,,1.0,,,1.0,4.0,3.0,,,,,1.0,,1.0,1.0,3.0,,,,,,,,,,,,
10407176,home,RFC Seraing,Morgan Poaty,,,morgan-poaty,M. Poaty,D,175,123,M,850895,EUR,868924800,D,18,18,False,24.0,14.0,7.0,,6.0,6.0,8.0,20.0,,5.0,,,,79.0,45.0,6.7,15.0,0,18,,2.0,1.0,,,,,,1.0,,1.0,,1.0,,2.0,,,,,2.0,,,,,,,,,,,
10407176,home,RFC Seraing,Sambou Sissoko,,,sambou-sissoko,S. Sissoko,M,186,49,M,893030,EUR,925171200,M,27,27,False,43.0,32.0,3.0,1.0,16.0,17.0,16.0,26.0,1.0,6.0,,,,90.0,62.0,7.1,16.0,0,6,3.0,5.0,10.0,2.0,2.0,,,,3.0,2.0,2.0,2.0,1.0,,1.0,,2.0,2.0,,,1.0,,,,,,,,,,
10407176,home,RFC Seraing,Sami Lahssaini,,,sami-lahssaini,S. Lahssaini,M,177,235,M,957895,EUR,906076800,M,15,15,False,62.0,50.0,13.0,8.0,32.0,36.0,19.0,27.0,1.0,7.0,,,,90.0,80.0,7.0,17.0,1,15,1.0,4.0,4.0,1.0,1.0,,1.0,2.0,3.0,2.0,3.0,1.0,,,,1.0,,,2.0,1.0,,1.0,,,,,,,,,
10407176,home,RFC Seraing,Mathieu Cachbach,Mathieu Cachbach,,mathieu-cachbach,M. Cachbach,M,180,36,M,1127196,EUR,990576000,M,6,6,False,23.0,21.0,2.0,2.0,6.0,6.0,15.0,17.0,4.0,3.0,,,,80.0,33.0,6.7,3.0,1,17,,2.0,2.0,,,,1.0,1.0,1.0,,1.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,,
10407176,home,RFC Seraing,Antoine Bernier,,,antoine-bernier,A. Bernier,M,170,103,M,834261,EUR,873849600,F,12,12,False,17.0,12.0,2.0,1.0,1.0,1.0,11.0,17.0,,6.0,,,,72.0,31.0,7.1,10.0,5,17,,5.0,3.0,1.0,3.0,2.0,1.0,,,,1.0,2.0,2.0,,,,2.0,1.0,,1.0,,,2.0,,,,,,,,
