match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_interceptionWon,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_accurateOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_blockedScoringAttempt,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_expectedGoals,stat_keyPass,stat_unsuccessfulTouch,stat_wasFouled,stat_aerialWon,stat_fouls,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,player_sofascoreId,stat_goals,stat_bigChanceCreated,stat_bigChanceMissed,stat_clearanceOffLine,stat_totalOffside,stat_hitWoodwork
12450200,home,Stade de Reims,Yehvann Diouf,,,yehvann-diouf,Y. Diouf,G,80,188.0,2968,M,845183,EUR,942710400,G,94,94,False,True,34.0,25.0,12.0,5.0,0.0,25.0,29.0,5.0,1.0,1.0,11.0,3.0,3.0,1.0,1.0,90.0,47.0,7.2,9.0,0.000178,0,1.8997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12450200,home,Stade de Reims,Hiroki Sekine,Hiroki Sekine,,hiroki-sekine,H. Sekine,D,3,187.0,678,M,1500627,EUR,1029024000,D,3,3,False,,29.0,24.0,3.0,2.0,0.0,15.0,17.0,15.0,3.0,1.0,2.0,,,,,69.0,51.0,7.1,8.0,0.176084,2,,11.0,3.0,2.0,1.0,4.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0412,1.0,,,,,,,,,,,,,
12450200,home,Stade de Reims,Mory Gbane,,,gbane-mory,M. Gbane,M,24,188.0,509,M,1003400,EUR,977702400,D,24,24,False,,62.0,55.0,4.0,2.0,0.0,32.0,34.0,28.0,2.0,2.0,4.0,,,,,90.0,75.0,6.8,10.0,0.0143004,0,,23.0,,,1.0,4.0,3.0,1.0,2.0,1.0,1.0,,,1.0,1.0,1.0,,,1.0,1.0,,,,,,,,,,,
12450200,home,Stade de Reims,Joseph Okumu,,,joseph-okumu,J. Okumu,D,2,193.0,662,M,985933,EUR,864604800,D,2,2,False,,36.0,31.0,5.0,2.0,0.0,22.0,24.0,12.0,6.0,1.0,2.0,,,,,57.0,44.0,6.6,5.0,0.00701983,0,,9.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,
12450200,home,Stade de Reims,Cédric Kipré,,,cedric-kipre,C. Kipré,D,4,196.0,670,M,886802,EUR,850089600,D,21,21,False,,57.0,49.0,9.0,4.0,0.0,35.0,37.0,23.0,7.0,3.0,3.0,,,,,90.0,78.0,7.4,12.0,0.186514,0,,15.0,3.0,1.0,,2.0,3.0,,1.0,,,,,2.0,1.0,,,1.0,1.0,,2.0,1.0,,,,,,,,,
12450200,home,Stade de Reims,Sergio Akieme,,,sergio-akieme,S. Akieme,D,18,175.0,293,M,827942,EUR,882230400,D,18,18,False,,25.0,23.0,,,0.0,16.0,16.0,16.0,1.0,,2.0,,,,,90.0,47.0,7.2,8.0,0.17977,2,,10.0,7.0,3.0,,3.0,3.0,,,2.0,1.0,1.0,,,1.0,1.0,0.3264,3.0,1.0,,1.0,2.0,1.0,0.1448,,,,,,,
12450200,home,Stade de Reims,Junya Ito,,,junya-ito,J. Ito,M,10,176.0,4867,M,783278,EUR,731635200,M,7,7,False,,35.0,24.0,2.0,1.0,0.0,7.0,10.0,32.0,,,4.0,,,,,90.0,55.0,6.4,24.0,0.110599,0,,19.0,7.0,2.0,,7.0,4.0,2.0,,4.0,,,,,3.0,2.0,,2.0,4.0,,1.0,2.0,,,ItouJky,,,,,,
12450200,home,Stade de Reims,Valentin Atangana Edoa,Valentin Atangana Edoa,,atangana-edoa-valentin,V. A. Edoa,M,6,173.0,1036,M,1154611,EUR,1124928000,M,6,6,False,,44.0,40.0,2.0,1.0,0.0,24.0,27.0,17.0,,1.0,2.0,,,,,90.0,59.0,7.0,9.0,0.0105866,3,,16.0,,,1.0,6.0,6.0,,1.0,2.0,,,1.0,,2.0,2.0,0.371,,2.0,1.0,3.0,2.0,2.0,0.339,,,,,,,
12450200,home,Stade de Reims,Amadou Koné,,,kone-amadou,A. Kone,M,72,178.0,751,M,1586875,EUR,1116028800,M,72,72,False,,37.0,31.0,3.0,2.0,0.0,22.0,24.0,14.0,,2.0,2.0,,,,,68.0,49.0,7.0,9.0,0.0903674,2,,9.0,1.0,,1.0,3.0,3.0,,1.0,,,1.0,,,1.0,1.0,0.0555,1.0,1.0,2.0,,1.0,1.0,0.0544,,,,,,,
12450200,home,Stade de Reims,Keito Nakamura,,,keito-nakamura,K. Nakamura,M,17,180.0,3846,M,905352,EUR,964742400,M,17,17,False,,23.0,18.0,,,0.0,5.0,8.0,17.0,,1.0,6.0,,,,,90.0,36.0,7.4,9.0,0.281219,3,,14.0,2.0,1.0,,2.0,2.0,1.0,,1.0,,,,,2.0,2.0,0.4398,1.0,1.0,,,,3.0,0.0878,,,,,,,
12450200,home,Stade de Reims,Hafiz Umar Ibrahim,Hafiz,Umar Ibrahim,hafiz-umar-ibrahim,H. U. Ibrahim,F,85,,224,M,1984921,EUR,1135036800,F,85,85,False,,10.0,7.0,,,0.0,3.0,4.0,6.0,,,3.0,,,,,82.0,18.0,6.6,7.0,0.0178956,0,,4.0,,,2.0,6.0,3.0,1.0,2.0,1.0,1.0,,,,,,,,2.0,,2.0,1.0,,,,,,,,,
12450200,home,Stade de Reims,Mamadou Diakhon,,,diakhon-mamadou,M. Diakhon,F,67,180.0,1701,M,1495876,EUR,1127347200,F,67,67,True,,4.0,4.0,,,0.0,1.0,1.0,5.0,,,1.0,,,,,33.0,12.0,6.8,4.0,0.0719583,1,,3.0,2.0,,,2.0,3.0,,,2.0,1.0,,1.0,,,,0.0865,1.0,1.0,2.0,,1.0,,,,,,,,,
12450200,home,Stade de Reims,John Patrick,,,john-joe-patrick-finn,J. Patrick,M,30,192.0,315,M,1100831,EUR,1064361600,M,30,30,True,,14.0,11.0,1.0,,0.0,7.0,7.0,7.0,,,1.0,,,,,22.0,17.0,6.8,3.0,0.00356912,0,,4.0,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,
12450200,home,Stade de Reims,Aurélio Buta,,,aurelio-buta,A. Buta,D,17,169.0,489,M,357752,EUR,855532800,D,23,23,True,,10.0,8.0,1.0,,0.0,3.0,3.0,7.0,1.0,,1.0,,,,,21.0,19.0,6.7,3.0,0.00337138,0,,5.0,,,,1.0,2.0,,,,,,,,2.0,1.0,,,1.0,,,1.0,,,,,,,,,
12450200,home,Stade de Reims,Jordan Siebatcheu,,,jordan-siebatcheu,J. Siebatcheu,F,29,190.0,662,M,788786,EUR,830476800,F,12,12,True,,1.0,,,,0.0,,,1.0,,,,,,,,8.0,2.0,6.6,1.0,,1,,,,,,,,,,,,1.0,,,,,0.1299,,,,,,,,,,,,,,
12450200,home,Stade de Reims,Alexandre Olliero,,,olliero-alexandre,A. Olliero,G,20,193.0,64,M,814358,EUR,824342400,G,20,20,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12450200,home,Stade de Reims,Nhoa Sangui,,,nhoa-sangui,N. Sangui,D,19,178.0,286,M,1426221,EUR,1140998400,D,55,55,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12450200,home,Stade de Reims,Malcolm Jeng,,,jeng-malcolm,M. Jeng,D,31,190.0,306,M,1484975,EUR,1110326400,D,31,31,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12450200,home,Stade de Reims,Teddy Teuma,,,teddy-teuma,T. Teuma,M,80,176.0,885,M,829643,EUR,749347200,M,10,10,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12450200,home,Stade de Reims,Ange Tia,Ange Tia,,ange-tia,A. Tia,M,87,178.0,558,,1542709,EUR,1163980800,M,87,87,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12450200,away,RC Strasbourg,Đorđe Petrović,,,dorde-petrovic,Đ. Petrović,G,1,194.0,8562,M,882604,EUR,939340800,G,1,1,False,,34.0,23.0,15.0,5.0,0.0,20.0,23.0,11.0,,,11.0,5.0,6.0,,,90.0,42.0,8.2,11.0,0.00089588,0,0.626,3.0,,,,,,,,,,,,,,,,,,,,,,,dj.petrovic12,,,,,,
