match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_accurateOppositionHalfPasses,stat_duelLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalClearance,stat_interceptionWon,stat_lastManTackle,stat_totalTackle,stat_wonTackle,stat_fouls,stat_outfielderBlock,stat_keyPass,stat_totalCross,stat_shotOffTarget,stat_unsuccessfulTouch,stat_penaltyWon,stat_expectedGoals,captain,stat_accurateCross,stat_challengeLost,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_aerialLost,stat_errorLeadToAShot,stat_bigChanceMissed,stat_totalOffside,stat_penaltyMiss,stat_penaltySave,stat_penaltyFaced,stat_totalKeeperSweeper,stat_clearanceOffLine,stat_penaltyConceded,stat_blockedScoringAttempt
12421043,home,KAA Gent,Davy Roef,,,davy-roef,D. Roef,G,33,187.0,232,M,156663,EUR,760492800,G,33,33,False,18.0,15.0,5.0,2.0,0.0,15.0,15.0,3.0,1.0,2.0,14.0,1.0,1.0,4.0,8.0,90.0,39.0,8.8,4.0,0.00013196,0,0.0961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12421043,home,KAA Gent,Hugo Gambor,,,gambor-hugo,H. Gambor,D,23,186.0,141,M,1082541,EUR,1041206400,D,12,12,False,45.0,33.0,4.0,2.0,0.0,22.0,25.0,20.0,1.0,5.0,7.0,,,,,90.0,66.0,7.2,14.0,0.00565041,0,,11.0,2.0,1.0,1.0,1.0,2.0,6.0,1.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
12421043,home,KAA Gent,Tsuyoshi Watanabe,,,tsuyoshi-watanabe,T. Watanabe,D,4,187.0,1372,M,942213,EUR,855100800,D,4,4,False,49.0,43.0,5.0,2.0,0.0,29.0,32.0,17.0,3.0,3.0,6.0,,,,,90.0,53.0,6.5,6.0,0.00616851,0,,14.0,2.0,,,,3.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
12421043,home,KAA Gent,Jordan Torunarigha,,,jordan-torunarigha,J. Torunarigha,D,25,189.0,608,M,801003,EUR,870912000,D,23,23,False,29.0,26.0,6.0,5.0,1.0,12.0,14.0,15.0,,1.0,1.0,,,,,45.0,35.0,7.2,3.0,0.00842027,0,,14.0,2.0,,,,1.0,1.0,,1.0,1.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
12421043,home,KAA Gent,Noah Fadiga,,,fadiga-noah,N. Fadiga,M,27,187.0,700,M,960437,EUR,944179200,M,22,22,False,10.0,8.0,,,0.0,2.0,2.0,9.0,1.0,8.0,2.0,3.0,,,,69.0,27.0,7.3,8.0,0.00395705,1,,6.0,7.0,1.0,6.0,3.0,,1.0,,1.0,1.0,3.0,,,1.0,1.0,1.0,1.0,0.0597,,,,,,,,,,,,,,,,,,
12421043,home,KAA Gent,Sven Kums,,,sven-kums,S. Kums,M,,176.0,162,M,45990,EUR,572832000,M,24,24,False,39.0,35.0,4.0,4.0,0.0,14.0,15.0,26.0,,2.0,5.0,,,,,69.0,53.0,7.9,6.0,0.236444,1,,22.0,3.0,,,,1.0,1.0,,2.0,1.0,2.0,,2.0,2.0,,,,0.0306,True,1.0,1.0,1.0,1.0,1.0,0.5344,,,,,,,,,,,
12421043,home,KAA Gent,Mathias Delorge,Mathias Delorge-Knieper,,mathias-delorge-knieper,M. Delorge,M,17,189.0,582,M,1124749,EUR,1091232000,M,16,16,False,49.0,39.0,10.0,6.0,0.0,24.0,24.0,27.0,,6.0,4.0,1.0,,,,90.0,69.0,7.2,14.0,0.0170132,2,,16.0,6.0,1.0,1.0,1.0,2.0,2.0,,4.0,2.0,1.0,,,2.0,1.0,2.0,,0.0821,,1.0,3.0,,1.0,,0.5162,1.0,,,,,,,,,,
12421043,home,KAA Gent,Archie Brown,,,brown-archie,A. Brown,D,3,190.0,3096,M,1009738,EUR,1022544000,M,3,3,False,44.0,33.0,6.0,3.0,0.0,8.0,10.0,38.0,2.0,5.0,7.0,,,,,90.0,60.0,7.0,16.0,0.433879,0,,27.0,7.0,,6.0,3.0,,1.0,,,,3.0,,4.0,4.0,,,,,,2.0,,,,,,1.0,1.0,,,,,,,,,
12421043,home,KAA Gent,Omri Gandelman,Omri Gandelman,,omri-gandelman,O. Gandelman,M,16,188.0,1075,M,1019125,EUR,958435200,F,6,6,False,24.0,15.0,,,0.0,6.0,7.0,18.0,6.0,7.0,3.0,,,,,90.0,39.0,6.2,11.0,0.00754559,4,,9.0,5.0,1.0,,,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,,,0.6528,,,1.0,,3.0,,0.5017,2.0,,2.0,1.0,,,,,,,
12421043,home,KAA Gent,Andri Guðjohnsen,,,andri-gudjohnsen,A. Guðjohnsen,F,11,188.0,952,M,982523,EUR,1012262400,F,9,9,False,9.0,5.0,1.0,1.0,0.0,2.0,3.0,6.0,,2.0,3.0,1.0,,,,69.0,18.0,6.2,9.0,0.00292954,2,,3.0,4.0,1.0,3.0,1.0,,,,,,1.0,,1.0,,1.0,2.0,,0.9416,,,,,1.0,,0.6072,1.0,,1.0,,1.0,,,,,,
