match_id,text,homeScore,awayScore,isLive,time,addedTime,timeSeconds,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,id,isHome,incidentClass,player_id,player_name,injury,description,reason,length,from,playerName,rescinded
10388407,FT,4.0,0.0,False,90,999.0,5400.0,1,0.0,2700.0,period,,,,,,,,,,,,
10388407,,4.0,0.0,,85,,,6,,,goal,166235114.0,True,regular,769333.0,Christopher Nkunku,,,,,,,
10388407,,,,,82,,,9,,,substitution,121343970.0,True,regular,,,False,,,,,,
10388407,,,,,73,,,18,,,substitution,121343879.0,True,regular,,,False,,,,,,
10388407,,,,,73,,,18,,,substitution,121343880.0,True,regular,,,False,,,,,,
10388407,,,,,73,,,18,,,substitution,121343881.0,True,regular,,,False,,,,,,
10388407,,,,,64,,,27,,,inGamePenalty,118407409.0,True,missed,769333.0,Christopher Nkunku,,Woodwork,woodwork,,,,
10388407,,,,,60,,,31,,,substitution,121343726.0,True,regular,,,False,,,,,,
10388407,,3.0,0.0,,53,,,38,,,goal,166233083.0,True,regular,232306.0,Timo Werner,,,,,,,
10388407,,,,,46,,,45,,,substitution,121343559.0,False,regular,,,False,,,,,,
10388407,,,,,46,,,45,,,substitution,121343529.0,False,regular,,,False,,,,,,
10388407,,,,,46,,,45,,,substitution,121343528.0,False,regular,,,False,,,,,,
10388407,HT,2.0,0.0,False,45,999.0,2700.0,1,0.0,2700.0,period,,,,,,,,,,,,
10388407,,,,,45,0.0,,1,,,injuryTime,,,,,,,,,1.0,,,
10388407,,,,,35,,,11,,,substitution,121343244.0,False,regular,,,False,,,,,,
10388407,,2.0,0.0,,23,,,23,,,goal,166230913.0,True,penalty,769333.0,Christopher Nkunku,,,,,penalty,,
10388407,,,,,22,,,24,,,card,120479454.0,False,yellow,827688.0,Jannes Horn,,,Foul,,,Jannes Horn,False
10388407,,,,,19,,,27,,,card,120479415.0,False,yellow,121551.0,Danilo Soares,,,Foul,,,Danilo Soares,False
10388407,,1.0,0.0,,15,,,31,,,goal,166230600.0,True,regular,232306.0,Timo Werner,,,,,,,
