match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_totalContest,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_totalOffside,stat_possessionLostCtrl,stat_aerialLost,stat_aerialWon,stat_blockedScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_fouls,player_sofascoreId,stat_wonContest,stat_shotOffTarget,stat_unsuccessfulTouch,stat_penaltyWon,stat_dispossessed,stat_challengeLost,stat_bigChanceCreated,stat_keyPass,stat_onTargetScoringAttempt,stat_bigChanceMissed,stat_hitWoodwork,stat_goals,stat_penaltyMiss,stat_goalAssist,stat_penaltyFaced,stat_outfielderBlock,stat_errorLeadToAGoal,stat_penaltyConceded
10388407,home,RB Leipzig,Péter Gulácsi,peter-gulacsi,P. Gulácsi,G,1,190,2361,M,37096,EUR,641952000,G,1,1,False,True,25.0,25.0,2.0,2.0,24.0,24.0,1.0,1.0,10.0,1.0,1.0,1.0,1.0,1.0,90.0,34.0,7.3,0.0,0.0,0.00034852,0,0.2962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388407,home,RB Leipzig,Mohamed Simakan,mohamed-simakan,M. Simakan,D,3,187,5879,M,945063,EUR,957312000,D,2,2,False,,62.0,52.0,8.0,6.0,25.0,26.0,28.0,38.0,4.0,,,,,,60.0,81.0,7.2,0.0,0.0,0.0548641,0,,,,2.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,1.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,
10388407,home,RB Leipzig,Willi Orbán,willi-orban,W. Orbán,D,4,186,3115,M,136924,EUR,720748800,D,4,4,False,,121.0,112.0,10.0,7.0,53.0,54.0,59.0,67.0,10.0,,,,,,90.0,129.0,7.4,0.0124,0.0,0.0258283,1,,,,,,5.0,4.0,,1.0,1.0,,,9.0,3.0,3.0,1.0,3.0,2.0,2.0,,,,,,,,,,,,,,,,,,,
10388407,home,RB Leipzig,Joško Gvardiol,josko-gvardiol,J. Gvardiol,D,24,186,50096,M,964994,EUR,1011744000,D,32,32,False,,130.0,124.0,11.0,7.0,77.0,77.0,47.0,53.0,7.0,,,,,,90.0,135.0,7.3,0.0,0.0,0.0232584,0,,,,,,1.0,2.0,1.0,,,,,6.0,1.0,1.0,,1.0,2.0,,JGvardiol,1.0,,,,,,,,,,,,,,,,,
10388407,home,RB Leipzig,Marcel Halstenberg,marcel-halstenberg,M. Halstenberg,D,,187,311,M,103364,EUR,685929600,D,23,23,False,,57.0,51.0,5.0,4.0,36.0,37.0,15.0,21.0,4.0,,,,,,73.0,75.0,7.8,0.0435,0.0,0.0802714,1,,,,1.0,,2.0,5.0,3.0,2.0,1.0,1.0,,10.0,1.0,,,,,,,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,
10388407,home,RB Leipzig,Xaver Schlager,xaver-schlager,X. Schlager,M,24,174,1069,M,791079,EUR,875404800,M,24,24,False,,54.0,51.0,3.0,2.0,32.0,32.0,19.0,22.0,8.0,,,,,,73.0,58.0,6.7,0.0,0.0,0.0264434,0,,,,,,1.0,1.0,,,,1.0,,4.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,
10388407,home,RB Leipzig,Kevin Kampl,kevin-kampl,K. Kampl,M,,178,752,M,84251,EUR,655430400,M,44,44,False,,89.0,83.0,3.0,1.0,45.0,45.0,38.0,46.0,2.0,,,,,,90.0,96.0,7.1,0.0,0.0,0.186557,0,,,,2.0,,5.0,2.0,,1.0,,1.0,,9.0,3.0,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,
10388407,home,RB Leipzig,Dominik Szoboszlai,dominik-szoboszlai,D. Szoboszlai,M,8,187,77008,M,869856,EUR,972432000,M,17,17,False,,60.0,51.0,3.0,2.0,16.0,16.0,38.0,51.0,4.0,,,,,,73.0,76.0,7.2,0.1118,0.1308,0.0962572,2,,,,7.0,3.0,5.0,2.0,2.0,,,1.0,,16.0,,,,,,2.0,DomSzobo,1.0,,1.0,,1.0,1.0,,2.0,2.0,,,,,,,,,
10388407,home,RB Leipzig,Christopher Nkunku,christopher-nkunku,C. Nkunku,F,18,175,48863,M,769333,EUR,879465600,M,18,18,False,,25.0,22.0,,,8.0,8.0,14.0,17.0,4.0,,,,,,90.0,43.0,8.1,1.8366,1.5824,0.188277,3,,,,,,7.0,3.0,1.0,1.0,,1.0,1.0,10.0,1.0,1.0,,,1.0,1.0,Nkunku,,1.0,2.0,1.0,4.0,,,4.0,2.0,1.0,1.0,2.0,1.0,,,,,
10388407,home,RB Leipzig,Timo Werner,timo-werner,T. Werner,F,36,180,18941,M,232306,EUR,826070400,M,11,11,False,,34.0,27.0,4.0,3.0,11.0,12.0,16.0,22.0,2.0,,,,,,82.0,59.0,7.9,1.8296,2.9626,0.187366,8,,,,,,7.0,2.0,6.0,,,,,17.0,,,1.0,,,1.0,timowerner,2.0,2.0,2.0,,3.0,,,1.0,5.0,2.0,1.0,2.0,,,,,,
