match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,captain,stat_penaltyConceded,stat_challengeLost,stat_shotOffTarget,stat_hitWoodwork,stat_unsuccessfulTouch,stat_expectedGoals,player_firstName,player_lastName,player_sofascoreId,stat_totalCross,stat_accurateCross,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_penaltyWon,stat_keyPass,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_outfielderBlock,stat_totalOffside,stat_totalKeeperSweeper,stat_accurateKeeperSweeper
12499431,home,SV Werder Bremen,Michael Zetterer,michael-zetterer,M. Zetterer,G,23,187,476,M,190161,EUR,805507200,G,1,1,False,25.0,13.0,16.0,4.0,0.0,11.0,15.0,2.0,10.0,9.0,1.0,2.0,1.0,3.0,90.0,36.0,6.3,12.0,0.00524396,0,-1.3887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499431,home,SV Werder Bremen,Amos Pieper,amos-pieper,A. Pieper,D,5,191,299,M,851254,EUR,884995200,D,5,5,False,53.0,44.0,9.0,6.0,0.0,24.0,29.0,20.0,24.0,1.0,,,,,90.0,69.0,6.6,10.0,0.0511295,0,,3.0,2.0,5.0,7.0,1.0,6.0,2.0,4.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12499431,home,SV Werder Bremen,Miloš Veljković,milos-veljkovic,M. Veljković,D,13,188,1253,M,227224,EUR,812073600,D,13,13,False,45.0,39.0,7.0,5.0,0.0,24.0,25.0,15.0,20.0,,,,,,82.0,49.0,5.8,7.0,0.0154556,0,,,2.0,1.0,2.0,,1.0,,,,,1.0,True,1.0,,,,,,,,,,,,,,,,,,,,,,,,
12499431,home,SV Werder Bremen,Anthony Jung,anthony-jung,A. Jung,D,5,186,138,M,103442,EUR,689126400,D,3,3,False,61.0,57.0,7.0,6.0,0.0,36.0,37.0,21.0,24.0,5.0,,,,,90.0,69.0,6.4,5.0,0.0429067,1,,1.0,1.0,2.0,1.0,,4.0,1.0,,,,,,,1.0,1.0,1.0,1.0,0.0411,,,,,,,,,,,,,,,,,,,
12499431,home,SV Werder Bremen,Issa Kaboré,issa-kabore,I. Kaboré,D,12,180,16697,M,1006189,EUR,989625600,M,29,29,False,20.0,17.0,,,0.0,7.0,7.0,12.0,18.0,6.0,,,,,82.0,57.0,7.3,14.0,0.412893,3,,,2.0,4.0,9.0,,,,2.0,1.0,4.0,1.0,,,,,,4.0,0.2739,,,issa_kabore_29,5.0,2.0,4.0,1.0,1.0,3.0,1.0,2.0,,,,,,,,
12499431,home,SV Werder Bremen,Jens Stage,jens-stage,J. Stage,M,6,187,697,M,830142,EUR,847411200,M,6,6,False,53.0,42.0,8.0,6.0,0.0,14.0,16.0,28.0,37.0,2.0,,,,,90.0,63.0,7.0,14.0,0.15053,3,,2.0,7.0,7.0,9.0,2.0,,,1.0,1.0,1.0,1.0,,,2.0,2.0,1.0,1.0,0.2605,,,,,,,,,1.0,,2.0,1.0,,,,,,,
12499431,home,SV Werder Bremen,Senne Lynen,senne-lynen,S. Lynen,M,14,182,401,M,826171,EUR,919382400,M,14,14,False,37.0,31.0,1.0,,0.0,16.0,17.0,15.0,20.0,4.0,,,,,67.0,49.0,6.7,6.0,0.0476128,1,,,,1.0,2.0,,4.0,4.0,2.0,1.0,,,,,1.0,,,,0.0886,,,,,,,,,1.0,,,,,,,,,,
12499431,home,SV Werder Bremen,Romano Schmid,romano-schmid,R. Schmid,M,20,168,1020,M,830127,EUR,948931200,M,20,20,False,52.0,43.0,2.0,1.0,0.0,11.0,12.0,36.0,51.0,7.0,,,,,90.0,80.0,8.1,22.0,0.570273,3,,,,6.0,5.0,3.0,,,2.0,1.0,,1.0,,,,1.0,,1.0,0.1705,,,,11.0,4.0,5.0,3.0,,1.0,,5.0,,1.0,1.0,0.2955,,,,
12499431,home,SV Werder Bremen,Felix Agu,agu-felix,F. Agu,M,27,180,629,M,933398,EUR,938390400,M,27,27,False,31.0,26.0,4.0,3.0,0.0,13.0,14.0,15.0,21.0,4.0,,,,,90.0,55.0,7.2,9.0,0.650918,1,,1.0,2.0,2.0,4.0,,1.0,,2.0,1.0,,1.0,,,,1.0,,2.0,0.2697,,,,4.0,2.0,,,2.0,,,3.0,1.0,,,,1.0,,,
12499431,home,SV Werder Bremen,Oliver Burke,oliver-burke,O. Burke,F,7,188,486,M,608362,EUR,860371200,F,15,15,False,29.0,19.0,,,0.0,3.0,5.0,17.0,26.0,2.0,,,,,82.0,44.0,6.6,14.0,0.151974,4,,2.0,3.0,5.0,5.0,2.0,,,,,,1.0,,,,3.0,,1.0,0.447,,,,2.0,1.0,2.0,2.0,1.0,1.0,,1.0,2.0,,,,,1.0,,
