match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_ownGoals,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_sofascoreId,captain,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_unsuccessfulTouch,stat_wasFouled,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_wonContest,stat_outfielderBlock,stat_fouls,stat_challengeLost,stat_totalTackle,stat_errorLeadToAShot,stat_totalCross,stat_accurateCross,stat_dispossessed,stat_blockedScoringAttempt,stat_bigChanceMissed,stat_bigChanceCreated,stat_wonTackle,stat_goals,stat_totalOffside,player_firstName,player_lastName,stat_punches,stat_clearanceOffLine,stat_hitWoodwork
12501531,home,Napoli,Alex Meret,alex-meret,A. Meret,G,1,190,4366,M,592794,EUR,858988800,G,1,1,False,68.0,56.0,24.0,12.0,0.0,49.0,52.0,7.0,16.0,7.0,1.0,1.0,1.0,90.0,72.0,6.2,13.0,0.00148239,0,-0.6549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12501531,home,Napoli,Giovanni Di Lorenzo,giovanni-di-lorenzo,G. Di Lorenzo,D,22,182,6986,M,153257,EUR,744422400,D,22,22,False,38.0,31.0,2.0,1.0,0.0,20.0,22.0,11.0,16.0,2.0,,,,90.0,57.0,7.1,11.0,0.0577476,3,,dilorenzo22,True,2.0,2.0,3.0,5.0,1.0,2.0,1.0,2.0,1.0,1.0,3.0,0.1404,0.1775,1.0,,,,,,,,,,,,,,,,,,,,
12501531,home,Napoli,Amir Rrahmani,amir-rrahmani,A. Rrahmani,D,13,190,3520,M,332155,EUR,762048000,D,13,13,False,55.0,48.0,4.0,,0.0,39.0,43.0,9.0,12.0,5.0,,,,90.0,70.0,7.0,7.0,0.00580131,0,,,,1.0,4.0,2.0,6.0,1.0,,,7.0,2.0,,1.0,,,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
12501531,home,Napoli,Mathías Olivera,mathias-olivera,M. Olivera,D,17,184,3517,M,805078,EUR,878256000,D,17,17,False,85.0,80.0,5.0,3.0,0.0,62.0,64.0,18.0,21.0,4.0,,,,90.0,95.0,6.5,7.0,0.0105989,0,,,,2.0,3.0,3.0,4.0,,,,3.0,,2.0,,,,,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,
12501531,home,Napoli,Matteo Politano,matteo-politano,M. Politano,F,21,171,4493,M,235672,EUR,744336000,M,21,21,False,22.0,18.0,1.0,1.0,0.0,9.0,10.0,13.0,20.0,3.0,,,,88.0,46.0,7.2,14.0,0.150383,4,,,,,,2.0,1.0,1.0,1.0,2.0,1.0,,4.0,,0.1171,0.3024,3.0,,,,,1.0,,8.0,4.0,1.0,1.0,,,,,,,,,,
12501531,home,Napoli,Frank Anguissa,frank-anguissa,F. Anguissa,M,99,184,12968,M,787941,EUR,816480000,M,99,99,False,49.0,44.0,1.0,,0.0,30.0,30.0,14.0,19.0,8.0,,,,90.0,67.0,6.7,10.0,0.170451,2,,anguiss_29,,1.0,2.0,5.0,8.0,2.0,,1.0,1.0,2.0,3.0,5.0,0.3131,,1.0,1.0,,2.0,,,,,,1.0,1.0,1.0,,,,,,,,,
12501531,home,Napoli,Stanislav Lobotka,stanislav-lobotka,S. Lobotka,M,68,170,4661,M,150383,EUR,785721600,M,68,68,False,15.0,15.0,,,0.0,14.0,14.0,1.0,1.0,2.0,,,,13.0,16.0,6.5,,0.000343,0,,StanLobotka,,,,1.0,1.0,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,
12501531,home,Napoli,Scott McTominay,scott-mctominay,S. McTominay,M,8,193,25748,M,879346,EUR,850003200,M,8,8,False,25.0,18.0,3.0,2.0,2.0,8.0,8.0,10.0,17.0,2.0,,,,90.0,46.0,8.7,10.0,0.299783,3,,ScottMcTominay,,2.0,4.0,4.0,10.0,2.0,1.0,2.0,3.0,,1.0,2.0,0.156,0.1486,2.0,2.0,,1.0,,2.0,,,,1.0,,,2.0,1.0,,,,,,,
12501531,home,Napoli,Leonardo Spinazzola,leonardo-spinazzola,L. Spinazzola,D,37,185,3729,M,148899,EUR,733017600,M,37,37,False,54.0,36.0,9.0,1.0,0.0,21.0,27.0,16.0,31.0,7.0,,,,90.0,87.0,6.6,27.0,0.164816,0,,,,,,5.0,6.0,5.0,,,3.0,,,,,,2.0,4.0,,1.0,2.0,2.0,,4.0,1.0,1.0,,,,,,,,,,,
12501531,home,Napoli,Romelu Lukaku,romelu-lukaku,R. Lukaku,F,9,191,56823,M,78893,EUR,737251200,F,11,11,False,13.0,9.0,,,0.0,3.0,4.0,6.0,9.0,1.0,,,,90.0,21.0,7.6,5.0,0.0192154,3,,RLukaku,,6.0,3.0,7.0,4.0,1.0,,2.0,1.0,,1.0,,0.4647,0.3713,2.0,1.0,,1.0,,,,,,,1.0,,,,1.0,1.0,,,,,
