match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_errorLeadToAShot,stat_unsuccessfulTouch,stat_wasFouled,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotOffTarget,stat_interceptionWon,stat_fouls,stat_challengeLost,stat_hitWoodwork,stat_totalOffside,stat_accurateCross,stat_bigChanceCreated,stat_keyPass,captain,stat_wonContest,stat_blockedScoringAttempt,stat_dispossessed,stat_bigChanceMissed,player_sofascoreId,stat_goodHighClaim,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_goals
12436961,home,Ipswich Town,Arijanet Murić,arijanet-muric,A. Murić,G,49,198,1886,M,888971,EUR,910396800,G,1,1,False,45.0,39.0,20.0,14.0,0.0,27.0,28.0,12.0,17.0,1.0,6.0,2.0,2.0,90.0,50.0,7.2,6.0,0.00816355,0,0.2904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436961,home,Ipswich Town,Harry Clarke,harry-clarke,H. Clarke,D,44,178,194,M,993439,EUR,983491200,D,2,2,False,64.0,58.0,10.0,8.0,0.0,34.0,36.0,24.0,29.0,4.0,4.0,,,90.0,83.0,7.4,9.0,0.0105851,1,,,,1.0,1.0,5.0,2.0,8.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.081,0.4672,,,,,,,,,,,,,,,,,,,,
12436961,home,Ipswich Town,Dara O'Shea,dara-oshea,D. O'Shea,D,26,188,660,M,856719,EUR,920505600,D,26,26,False,85.0,74.0,9.0,4.0,0.0,56.0,62.0,18.0,23.0,5.0,6.0,,,90.0,105.0,7.1,14.0,0.00717975,1,,,,,4.0,5.0,6.0,8.0,1.0,,2.0,2.0,1.0,,1.0,1.0,0.017,,1.0,2.0,1.0,,,,,,,,,,,,,,,,,
12436961,home,Ipswich Town,Jacob Greaves,jacob-greaves,J. Greaves,D,24,193,527,M,990821,EUR,968716800,D,24,24,False,80.0,65.0,10.0,7.0,0.0,47.0,55.0,18.0,25.0,7.0,2.0,,,90.0,94.0,7.6,15.0,0.0107157,1,,,,,1.0,8.0,3.0,12.0,,,1.0,3.0,1.0,,,1.0,0.0079,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,
12436961,home,Ipswich Town,Leif Davis,leif-davis,L. Davis,D,3,182,985,M,963493,EUR,946598400,D,3,3,False,42.0,32.0,3.0,1.0,0.0,18.0,22.0,18.0,26.0,3.0,5.0,,,90.0,61.0,7.2,17.0,0.276447,0,,,,6.0,2.0,2.0,2.0,3.0,,,,,,,3.0,1.0,,,,,,,,,4.0,1.0,3.0,,,,,,,,,,,
12436961,home,Ipswich Town,Sam Morsy,sam-morsy,S. Morsy,M,40,175,1814,M,108515,EUR,684460800,M,5,5,False,66.0,57.0,6.0,2.0,0.0,28.0,30.0,29.0,37.0,2.0,8.0,,,90.0,82.0,7.0,11.0,0.040025,1,,,,1.0,1.0,,6.0,6.0,1.0,,,3.0,1.0,,1.0,2.0,0.0471,,1.0,4.0,4.0,1.0,,,,,,True,1.0,,,,,,,,,
12436961,home,Ipswich Town,Jens Cajuste,jens-cajuste,J. Cajuste,M,12,188,1162,M,857671,EUR,934243200,M,12,12,False,32.0,28.0,3.0,2.0,0.0,12.0,14.0,16.0,18.0,1.0,5.0,,,66.0,39.0,6.8,7.0,0.0172988,0,,,,,1.0,1.0,2.0,2.0,,,,,,,1.0,1.0,,,,1.0,1.0,,,,,,1.0,,,,,,,,,,,
12436961,home,Ipswich Town,Wes Burns,wes-burns,W. Burns,M,7,173,187,M,305302,EUR,784684800,M,7,7,False,13.0,8.0,2.0,1.0,0.0,2.0,5.0,7.0,16.0,1.0,1.0,,,66.0,33.0,6.7,15.0,0.0562001,1,,,,8.0,,1.0,1.0,2.0,,,1.0,1.0,1.0,,3.0,,0.0652,,,1.0,,1.0,,,1.0,,1.0,,,1.0,,,,,,,,
12436961,home,Ipswich Town,Omari Hutchinson,omari-hutchinson,O. Hutchinson,M,21,174,3680,M,1090963,EUR,1067385600,M,20,20,False,25.0,18.0,1.0,,0.0,9.0,11.0,9.0,18.0,,2.0,,,90.0,46.0,6.4,20.0,0.0121666,0,,,,4.0,1.0,,6.0,4.0,4.0,,,1.0,1.0,,4.0,,,,,,1.0,1.0,,,,,,,3.0,,2.0,,,,,,,
12436961,home,Ipswich Town,Jack Clarke,jack-clarke,J. Clarke,M,47,181,1601,M,921005,EUR,974937600,M,47,47,False,23.0,20.0,1.0,1.0,0.0,3.0,3.0,17.0,21.0,,4.0,,,66.0,37.0,6.8,8.0,0.0255565,0,,,,1.0,2.0,,7.0,8.0,3.0,,,3.0,2.0,,,3.0,,,,,2.0,,,,,,1.0,,2.0,,2.0,,,,,,,
