match_id,side,team,player_name,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_keyPass,stat_totalShots,stat_goalsPrevented,player_jerseyNumber,player_sofascoreId,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalClearance,stat_unsuccessfulTouch,stat_fouls,stat_aerialLost,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_wasFouled,captain,stat_accurateCross,stat_blockedScoringAttempt,stat_goals,stat_goalAssist,stat_challengeLost,stat_totalContest,stat_bigChanceCreated,stat_bigChanceMissed,stat_shotOffTarget,stat_hitWoodwork,stat_wonContest,player_firstName,player_lastName,stat_goodHighClaim,stat_punches,stat_accurateKeeperSweeper,stat_clearanceOffLine
10411576,home,Milan,Ciprian Tătărușanu,ciprian-tatarusanu,C. Tătărușanu,G,198,630,M,44453,EUR,508291200,G,1,1,False,24.0,17.0,11.0,4.0,16.0,19.0,1.0,5.0,7.0,2.0,4.0,1.0,90.0,32.0,7.3,7.0,0.0,0.0,0.00029005,1.0,0,-0.2477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411576,home,Milan,Pierre Kalulu,pierre-kalulu,P. Kalulu,D,183,6630,M,965330,EUR,960163200,D,20,20,False,67.0,60.0,8.0,3.0,33.0,35.0,27.0,33.0,7.0,,,,90.0,79.0,6.6,13.0,0.0,0.0,0.140461,,0,,15,Kalulujr_,1.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
10411576,home,Milan,Matteo Gabbia,matteo-gabbia,M. Gabbia,D,185,3401,M,826195,EUR,940464000,D,46,46,False,60.0,48.0,12.0,5.0,38.0,45.0,10.0,15.0,7.0,,,,90.0,71.0,6.9,12.0,0.0,0.0,0.00542437,,0,,46,,,3.0,1.0,5.0,,7.0,,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,
10411576,home,Milan,Fikayo Tomori,fikayo-tomori,F. Tomori,D,185,7146,M,788255,EUR,882489600,D,23,23,False,49.0,37.0,6.0,4.0,27.0,33.0,10.0,16.0,8.0,,,,90.0,66.0,7.5,12.0,0.2325,0.3411,0.00520359,,2,,23,fikayotomori,,5.0,5.0,12.0,,2.0,,3.0,2.0,,4.0,3.0,2.0,1.0,3.0,,,,,,,,,,,,,,,,,,
10411576,home,Milan,Theo Hernández,theo-hernandez,T. Hernández,D,184,26616,M,788027,EUR,876096000,D,19,19,False,34.0,27.0,3.0,2.0,14.0,18.0,16.0,21.0,6.0,,,,90.0,69.0,7.6,16.0,0.2931,1.6055,0.114788,,5,,19,TheoHdez,5.0,2.0,4.0,5.0,1.0,1.0,3.0,,3.0,2.0,1.0,,2.0,,2.0,True,3.0,3.0,1.0,,,,,,,,,,,,,,
10411576,home,Milan,Ismaël Bennacer,ismael-bennacer,I. Bennacer,M,175,31837,M,823733,EUR,880934400,M,4,4,False,35.0,32.0,5.0,4.0,16.0,18.0,16.0,17.0,8.0,,,,45.0,46.0,7.7,5.0,0.0,0.0,0.301017,3.0,0,,4,IsmaëlBennacer,,1.0,4.0,5.0,1.0,1.0,,1.0,,,4.0,2.0,,1.0,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,
10411576,home,Milan,Rade Krunić,rade-krunic,R. Krunić,M,184,2486,M,155449,EUR,749952000,M,33,33,False,37.0,26.0,4.0,3.0,7.0,9.0,20.0,31.0,6.0,,,,90.0,54.0,6.9,16.0,0.3037,0.0,0.0727304,2.0,2,,33,,3.0,,5.0,2.0,2.0,1.0,,,2.0,1.0,2.0,2.0,1.0,1.0,,,1.0,,,,,1.0,,1.0,1.0,1.0,,,,,,,
10411576,home,Milan,Junior Messias,junior-messias,J. Messias,F,179,1230,M,888219,EUR,674092800,M,30,30,False,17.0,14.0,,,6.0,6.0,8.0,13.0,2.0,,,,72.0,38.0,7.0,7.0,0.1069,0.1274,0.0118773,,3,,10,,2.0,3.0,5.0,10.0,,2.0,1.0,1.0,3.0,,4.0,4.0,2.0,,,,,1.0,,,1.0,4.0,,,,,3.0,,,,,,
10411576,home,Milan,Brahim Díaz,brahim-diaz,B. Díaz,M,170,258553,M,835485,EUR,933638400,M,10,10,False,29.0,22.0,2.0,1.0,8.0,9.0,14.0,20.0,7.0,,,,72.0,44.0,7.2,9.0,0.2255,0.3465,0.0648031,2.0,2,,21,Brahim,,1.0,,9.0,,1.0,2.0,,,,1.0,,1.0,,3.0,,,,,,,4.0,,1.0,1.0,,4.0,,,,,,
10411576,home,Milan,Rafael Leão,rafael-leao,R. Leão,M,188,75751,M,851284,EUR,928972800,M,17,17,False,25.0,17.0,1.0,1.0,4.0,6.0,15.0,24.0,3.0,,,,89.0,51.0,6.7,20.0,0.2099,0.0,0.478873,2.0,3,,10,RLeão,5.0,3.0,10.0,8.0,5.0,,2.0,1.0,2.0,1.0,,,,,1.0,,2.0,3.0,,,,6.0,1.0,,,1.0,4.0,,,,,,
10411576,home,Milan,Divock Origi,divock-origi,D. Origi,F,189,3653,M,190399,EUR,798163200,F,27,27,False,8.0,4.0,,,2.0,3.0,2.0,6.0,2.0,,,,72.0,23.0,6.9,10.0,0.1484,0.0634,0.0100929,1.0,3,,,divockorigi,1.0,,5.0,2.0,1.0,1.0,4.0,1.0,3.0,,1.0,1.0,1.0,,1.0,,,,,,,,,,2.0,,,,,,,,
10411576,home,Milan,Sandro Tonali,sandro-tonali,S. Tonali,M,181,14225,M,892673,EUR,957744000,M,8,8,True,31.0,19.0,8.0,4.0,6.0,7.0,13.0,26.0,3.0,,,,45.0,43.0,7.4,17.0,0.2575,0.2666,0.476355,3.0,1,,8,sandrotonali,2.0,,2.0,2.0,,,3.0,2.0,,1.0,1.0,,1.0,,,,,,,1.0,,1.0,1.0,,,,1.0,,,,,,
10411576,home,Milan,Ante Rebić,ante-rebic,A. Rebić,F,185,4196,M,152769,EUR,748569600,F,12,12,True,2.0,1.0,,,,,1.0,2.0,,,,,18.0,7.0,6.4,4.0,0.0,0.0,0.000260393,,0,,9,_anterebic,,,2.0,,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
10411576,home,Milan,Charles De Ketelaere,charles-de-ketelaere,C. De Ketelaere,F,192,14835,M,960441,EUR,984182400,M,90,90,True,4.0,4.0,,,,,4.0,4.0,,,,,18.0,11.0,6.3,3.0,0.1534,0.0,0.00186617,,1,,17,cdk,,2.0,1.0,3.0,1.0,,2.0,,,,1.0,1.0,,,,,,1.0,,,,,,1.0,,,,,,,,,
10411576,home,Milan,Olivier Giroud,olivier-giroud,O. Giroud,F,192,23426,M,39070,EUR,528422400,F,9,9,True,5.0,2.0,,,,,2.0,5.0,,,,,18.0,7.0,7.1,3.0,0.2972,0.9807,0.0117002,1.0,1,,9,OGiroud,,2.0,2.0,3.0,,,,,2.0,,,,1.0,,1.0,,,,1.0,,,,,,,,,,,,,,
10411576,home,Milan,Malick Thiaw,malick-thiaw,M. Thiaw,D,194,6237,M,1014286,EUR,997228800,D,28,28,True,1.0,,1.0,,,,,1.0,,,,,1.0,1.0,,1.0,0.0,0.0,0.0,,0,,12,MThiaw,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411576,home,Milan,Antonio Mirante,antonio-mirante,A. Mirante,G,193,328,M,27955,EUR,426470400,G,83,83,True,,,,,,,,,,,,,,,,,,0.0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
