match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_goalAssist,stat_accurateOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_duelLost,stat_challengeLost,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,captain,stat_aerialLost,stat_blockedScoringAttempt,stat_totalClearance,stat_wasFouled,stat_expectedGoals,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_bigChanceMissed,stat_outfielderBlock,stat_dispossessed,stat_errorLeadToAGoal,stat_goodHighClaim,stat_punches,stat_totalOffside
11409067,home,FC Porto,Diogo Costa,diogo-costa,D. Costa,G,99,186,12694,M,diogomcosta99,843115,EUR,937699200,G,99,99,False,39.0,38.0,3.0,2.0,38.0,38.0,1.0,1.0,1.0,7.0,1.0,1.0,90.0,47.0,7.0,1.0,0.00014805,0,0.0316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11409067,home,FC Porto,João Mário,joao-mario,J. Mário,D,17,178,3148,M,,902031,EUR,946857600,D,23,23,False,41.0,35.0,3.0,2.0,22.0,24.0,20.0,,8.0,7.0,,,90.0,62.0,8.2,12.0,0.166614,0,,,,1.0,14.0,3.0,1.0,4.0,2.0,3.0,3.0,1.0,1.0,5.0,3.0,3.0,2.0,3.0,,,,,,,,,,,,,,,,,
11409067,home,FC Porto,Pepe,pepe,Pepe,D,,188,6226,M,Pepe,5884,EUR,415065600,D,3,3,False,89.0,80.0,6.0,3.0,57.0,59.0,30.0,1.0,2.0,5.0,,,84.0,94.0,6.8,9.0,0.0144723,1,,,,,23.0,,,3.0,,,,,1.0,,,,2.0,,True,1.0,1.0,2.0,1.0,0.0827,,,,,,,,,,,
11409067,home,FC Porto,Fábio Cardoso,fabio-cardoso,F. Cardoso,D,15,187,510,M,,252815,EUR,766713600,D,2,2,False,94.0,89.0,5.0,2.0,64.0,68.0,26.0,2.0,2.0,1.0,,,90.0,96.0,7.0,5.0,0.00911572,0,,,,,25.0,,,2.0,,,,,1.0,,,,2.0,,,,,,,,,,,,,,,,,,
11409067,home,FC Porto,Wendell,wendell,Wendell,D,18,176,3234,M,,335033,EUR,743126400,D,18,18,False,48.0,44.0,2.0,,23.0,24.0,30.0,,3.0,2.0,,,79.0,72.0,9.0,11.0,0.0408655,4,,,,,21.0,6.0,,1.0,,1.0,,,,3.0,,,,1.0,,,,,,0.8271,1.0,3.0,2.0,1.4882,,,,,,,
11409067,home,FC Porto,Alan Varela,alan-varela,A. Varela,M,22,177,5689,M,alan_varela01,1066560,EUR,994204800,M,22,22,False,64.0,57.0,2.0,1.0,38.0,39.0,29.0,,2.0,7.0,,,90.0,78.0,8.9,12.0,0.447376,3,,Alan Varela,,2.0,20.0,4.0,1.0,2.0,2.0,,,1.0,,1.0,1.0,2.0,,3.0,,,1.0,,1.0,0.5495,,2.0,1.0,1.3865,1.0,1.0,,,,,
11409067,home,FC Porto,Stephen Eustaquio,stephen-eustaquio,S. Eustaquio,M,6,178,1808,M,,886223,EUR,851126400,M,6,6,False,26.0,23.0,,,13.0,14.0,12.0,,,,,,57.0,30.0,6.5,4.0,0.09132,0,,,,,10.0,,,4.0,1.0,,,,,,,,2.0,,,,,1.0,,,,,,,,,1.0,,,,
11409067,home,FC Porto,Francisco Conceição,francisco-conceicao,F. Conceição,F,7,170,19864,M,FConceicao_7,979222,EUR,1039824000,M,10,10,False,26.0,23.0,2.0,1.0,11.0,12.0,17.0,,2.0,2.0,,,80.0,43.0,6.9,10.0,0.395582,4,,,,1.0,13.0,3.0,1.0,6.0,2.0,1.0,,1.0,,,,2.0,1.0,1.0,,,1.0,,2.0,0.6305,2.0,1.0,,0.1081,1.0,,2.0,,,,
11409067,home,FC Porto,Pepê,pepe,Pepê,F,11,175,5029,M,pepe,882664,EUR,856742400,M,11,11,False,40.0,33.0,2.0,1.0,12.0,13.0,27.0,,3.0,3.0,,,90.0,49.0,6.9,8.0,0.101639,1,,,,,21.0,,,3.0,,,,,,,,,1.0,1.0,,2.0,1.0,,3.0,0.096,,,,,,,,,,,
11409067,home,FC Porto,Wenderson Galeno,wenderson-galeno,W. Galeno,M,13,178,4340,M,w_galeno90,845754,EUR,877478400,M,13,13,False,25.0,24.0,1.0,,5.0,5.0,20.0,1.0,5.0,2.0,,,90.0,35.0,7.7,4.0,0.0619727,1,,,,,19.0,,,1.0,,1.0,,,,3.0,2.0,2.0,,1.0,,,,,1.0,0.0325,,1.0,1.0,0.4581,,,,,,,
11409067,home,FC Porto,Evanilson,evanilson,Evanilson,F,9,181,7635,M,evanilsonlima99,998490,EUR,939168000,F,30,30,False,16.0,11.0,,,1.0,3.0,13.0,1.0,8.0,3.0,,,80.0,27.0,7.8,7.0,0.138852,1,,,,,10.0,,,4.0,,,,,,2.0,1.0,1.0,1.0,2.0,,2.0,,,5.0,0.1119,,1.0,1.0,0.3355,,,1.0,,,,
11409067,home,FC Porto,Iván Jaime,ivan-jaime,I. Jaime,M,11,180,1015,M,,951986,EUR,969926400,M,17,17,True,17.0,15.0,,,10.0,11.0,6.0,,2.0,1.0,,,33.0,23.0,6.4,5.0,0.00068775,0,,,,,5.0,,,3.0,1.0,1.0,,,,,,2.0,1.0,,,,,,2.0,,,,,,,,,,,,
11409067,home,FC Porto,Jorge Sánchez,jorge-sanchez,J. Sánchez,D,35,175,1414,M,,832868,EUR,881712000,D,15,15,True,9.0,9.0,,,4.0,4.0,5.0,,,1.0,,,11.0,12.0,6.7,,0.020599,1,,,,,5.0,,,,,,,,,,,,,,,,,,,0.0307,1.0,,,,,,,,,,
