match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelLost,stat_challengeLost,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelWon,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_keyPass,stat_aerialLost,stat_totalClearance,stat_outfielderBlock,stat_fouls,stat_dispossessed,stat_shotOffTarget,stat_wonTackle,stat_onTargetScoringAttempt,stat_totalOffside,stat_bigChanceMissed,stat_goodHighClaim,stat_punches,stat_goals,stat_goalAssist
11067304,home,Cruzeiro,Bruno Rodrigues,bruno-rodrigues,B. Rodrigues,F,11,177,3335,M,817650,EUR,857692800,F,9,9,False,,36.0,23.0,,,3.0,3.0,21.0,41.0,3.0,,5.0,,,90.0,59.0,7.3,23.0,0.4584,0.8289,0.0909249,2,,,,8.0,1.0,2.0,6.0,3.0,2.0,1.0,,2.0,1.0,2.0,1.0,1.0,2.0,,,,,1.0,1.0,1.0,,1.0,,,,
11067304,home,Cruzeiro,Wallisson Luiz,wallisson-luiz,Wallisson Luiz,M,8,184,181,M,922601,EUR,874972800,M,5,5,True,,11.0,10.0,1.0,1.0,3.0,3.0,7.0,8.0,6.0,2.0,1.0,,,31.0,19.0,6.4,3.0,0.0419,0.0,0.00823933,1,,,,,,,4.0,2.0,2.0,,1.0,,2.0,1.0,,,2.0,,,1.0,1.0,,2.0,,,,,,,
11067304,home,Cruzeiro,Henrique Dourado,henrique-dourado,Henrique,F,9,184,370,M,329219,EUR,621820800,F,99,99,True,,5.0,5.0,,,2.0,2.0,3.0,3.0,1.0,1.0,,,,31.0,10.0,6.4,1.0,0.2451,0.2436,0.0149335,2,,,,,,1.0,1.0,,,,,,,1.0,,,,,1.0,,,1.0,,1.0,,1.0,,,,
11067304,home,Cruzeiro,Igor Formiga,igor-formiga,Igor Formiga,D,32,175,269,M,1009030,EUR,915753600,D,33,33,True,,11.0,7.0,2.0,1.0,3.0,4.0,5.0,8.0,1.0,1.0,2.0,,,19.0,21.0,6.4,6.0,0.0,0.0,0.0435737,0,,,,1.0,1.0,,2.0,,,,,,2.0,2.0,,1.0,,,,,,,,,,,,,,
11067304,home,Cruzeiro,Daniel Júnior,daniel-junior,D. Júnior,M,10,177,258,M,1172052,EUR,1020902400,M,48,48,True,,5.0,5.0,,,3.0,3.0,2.0,2.0,,,2.0,,,12.0,10.0,6.8,2.0,0.0,0.0,0.0493888,0,,,,,,,3.0,1.0,1.0,,,,,2.0,2.0,,,,,,,,,,,,,,,
11067304,home,Cruzeiro,Stênio Zanetti,stenio,S. Zanetti,M,17,180,226,M,1046740,EUR,1049500800,F,22,22,True,,8.0,6.0,1.0,1.0,2.0,2.0,5.0,7.0,,,,,,12.0,12.0,6.8,2.0,0.0427,0.0,0.0513769,1,,,,1.0,1.0,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,
11067304,home,Cruzeiro,Anderson,anderson,Anderson,G,12,190,353,M,942061,EUR,889056000,G,98,98,True,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067304,home,Cruzeiro,Neris,neris,Neris,D,77,190,332,M,840247,EUR,708739200,D,27,27,True,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067304,home,Cruzeiro,Reynaldo,reynaldo,Reynaldo,D,,186,185,M,877470,EUR,852249600,D,29,29,True,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067304,home,Cruzeiro,Kaiki,kaiki,Kaiki,D,6,172,2601,M,1112484,EUR,1047081600,D,16,16,True,,,,,,,,,,,,,,,,,,,,0.0,,0,,Kaiki,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067304,home,Cruzeiro,Robert,robert,Robert,M,16,174,1184,M,1500254,EUR,1113350400,F,80,80,True,,,,,,,,,,,,,,,,,,,,0.0,,0,,Robert,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067304,home,Cruzeiro,Juan Christian,juan-christian,J. Christian,M,70,177,138,M,1412631,EUR,984182400,F,70,70,True,,,,,,,,,,,,,,,,,,,,0.0,,0,,Juan Christian,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067304,home,Cruzeiro,Ian Luccas,ian-luccas,Ian Luccas,M,5,187,203,M,1046496,EUR,1044921600,M,20,20,True,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067304,away,Fortaleza,João Ricardo,joao-ricardo,J. Ricardo,G,1,188,675,M,839761,EUR,589507200,G,1,1,False,,20.0,10.0,18.0,8.0,5.0,7.0,5.0,13.0,,,7.0,2.0,3.0,90.0,31.0,7.6,10.0,0.0,0.0,0.00030748,0,1.1135,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,1.0,,
11067304,away,Fortaleza,Tinga,tinga,Tinga,D,2,179,424,M,330057,EUR,746841600,D,2,2,False,True,27.0,15.0,9.0,2.0,9.0,15.0,7.0,13.0,4.0,2.0,6.0,,,90.0,50.0,6.9,17.0,0.0,0.0,0.0347656,0,,,,1.0,1.0,5.0,7.0,1.0,1.0,,,2.0,1.0,,,1.0,1.0,7.0,,,1.0,,,,1.0,,,,,
11067304,away,Fortaleza,Emanuel Brítez,emanuel-britez,E. Brítez,D,33,178,532,M,789395,EUR,701568000,D,19,19,False,,23.0,14.0,6.0,1.0,12.0,17.0,2.0,6.0,3.0,,5.0,,,90.0,42.0,7.6,10.0,0.0222,0.0536,0.0005519,1,,,,,,3.0,4.0,,,,,3.0,1.0,,,,1.0,8.0,3.0,1.0,1.0,,1.0,1.0,,,,,,
11067304,away,Fortaleza,Titi,titi,Titi,D,4,187,324,M,243435,EUR,574128000,D,4,4,False,,23.0,12.0,11.0,2.0,10.0,16.0,2.0,7.0,4.0,,3.0,,,90.0,35.0,6.8,12.0,0.0,0.0,0.00117675,0,,,,,,1.0,3.0,,,,,1.0,1.0,,1.0,,3.0,4.0,,1.0,,,,,,,,,,
11067304,away,Fortaleza,Bruno Pacheco,bruno-pacheco,B. Pacheco,D,91,174,374,M,870691,EUR,692150400,D,6,6,False,,16.0,11.0,2.0,1.0,6.0,7.0,5.0,10.0,9.0,,1.0,,,90.0,36.0,6.5,14.0,0.0,0.0,0.00608174,0,,,,1.0,,1.0,2.0,2.0,,,,1.0,1.0,1.0,,,5.0,,,2.0,,,1.0,,,,,,,
11067304,away,Fortaleza,Yago Pikachu,yago-pikachu,Y. Pikachu,M,22,170,1544,M,363688,EUR,707702400,M,22,22,False,,20.0,15.0,2.0,,7.0,9.0,8.0,13.0,5.0,,7.0,,,90.0,35.0,6.5,11.0,0.0968,0.0,0.0390827,1,,,,2.0,,,3.0,1.0,,,1.0,,1.0,1.0,2.0,,2.0,1.0,,,2.0,,1.0,,,,,,,
11067304,away,Fortaleza,Caio Alexandre,caio-alexandre,C. Alexandre,M,19,174,1777,M,1008832,EUR,919814400,M,8,8,False,,35.0,27.0,5.0,3.0,16.0,19.0,13.0,18.0,7.0,2.0,10.0,,,90.0,52.0,7.1,10.0,0.0,0.0,0.157757,0,,,,2.0,2.0,,4.0,,,,,5.0,3.0,,1.0,1.0,1.0,,,3.0,1.0,,1.0,,1.0,,,,,
11067304,away,Fortaleza,Zé Welison,ze-welison,Zé Welison,M,28,177,354,M,551422,EUR,794880000,M,17,17,False,,14.0,9.0,,,4.0,4.0,5.0,10.0,3.0,,3.0,,,45.0,18.0,6.4,7.0,0.0,0.0,0.0260469,0,,,,,,3.0,3.0,,,,,1.0,,,,,,,,3.0,1.0,,,,,,,,,
11067304,away,Fortaleza,Tomás Pochettino,tomas-pochettino,T. Pochettino,M,7,178,994,M,824626,EUR,823132800,M,7,7,False,,20.0,13.0,6.0,3.0,2.0,3.0,12.0,18.0,4.0,1.0,4.0,,,65.0,35.0,7.5,8.0,0.1294,0.0,0.0513262,2,,,,1.0,1.0,,5.0,2.0,1.0,1.0,1.0,1.0,3.0,,1.0,2.0,2.0,,1.0,,,1.0,,,,,,,,
11067304,away,Fortaleza,Thiago Galhardo,thiago-galhardo,T. Galhardo,F,,182,1617,M,165677,EUR,616896000,F,91,91,False,,34.0,24.0,4.0,2.0,8.0,10.0,16.0,24.0,4.0,1.0,7.0,,,90.0,55.0,6.9,15.0,0.299,0.0,0.388384,2,,,,,,3.0,9.0,7.0,5.0,,1.0,,,1.0,1.0,2.0,1.0,2.0,,,,1.0,,,1.0,1.0,,,,
11067304,away,Fortaleza,Guilherme,guilherme,Guilherme,M,11,178,3515,M,844605,EUR,797731200,F,29,29,False,,7.0,3.0,,,2.0,2.0,1.0,5.0,5.0,2.0,2.0,,,64.0,15.0,6.4,6.0,0.2934,0.0,0.0218545,3,,,,,,1.0,3.0,1.0,1.0,,1.0,,,2.0,1.0,1.0,2.0,,,1.0,,2.0,,,3.0,1.0,,,,
11067304,away,Fortaleza,Hércules,hercules,Hércules,M,35,178,3079,M,1104068,EUR,972000000,M,35,35,True,,12.0,11.0,1.0,1.0,5.0,6.0,6.0,7.0,4.0,3.0,4.0,,,45.0,20.0,6.7,3.0,0.0,0.0,0.0161228,0,,,,1.0,,,4.0,1.0,1.0,,,,3.0,,,,,,,,1.0,,1.0,,1.0,,,,,
11067304,away,Fortaleza,Juan Martín Lucero,juan-martin-lucero,J. M. Lucero,F,9,179,1899,M,359024,EUR,691459200,F,9,9,True,,9.0,7.0,1.0,1.0,1.0,1.0,6.0,8.0,3.0,,1.0,,,26.0,16.0,7.7,3.0,0.9498,0.9578,0.220193,1,,,,,,,4.0,2.0,2.0,1.0,,,1.0,,1.0,1.0,1.0,,,1.0,1.0,,,1.0,,,,,1.0,
11067304,away,Fortaleza,Calebe Gonçalves,calebe,Calebe,M,20,173,641,M,1046796,EUR,957052800,M,27,27,True,,7.0,5.0,2.0,1.0,,,6.0,8.0,,,2.0,,,25.0,15.0,7.4,4.0,0.0,0.0,0.102048,0,,Calebe,,1.0,1.0,,3.0,2.0,2.0,1.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,,1.0
11067304,away,Fortaleza,Mauricio Kozlinski,mauricio-kozlinski,Mauricio Kozlinski,G,30,190,95,M,879859,EUR,677203200,G,30,30,True,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067304,away,Fortaleza,Marcelo Benevenuto,marcelo-benevenuto,Marcelo,D,14,180,199,M,841808,EUR,820972800,D,5,5,True,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067304,away,Fortaleza,Dudu,dudu,Dudu,D,53,175,147,M,859083,EUR,864950400,D,20,20,True,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067304,away,Fortaleza,Bernardo Schappo,schappo-bernardo,B. Schappo,D,14,191,183,M,1017590,EUR,922060800,D,14,14,True,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067304,away,Fortaleza,Lucas Crispim,lucas-crispim,L. Crispim,M,10,178,449,M,795178,EUR,771984000,M,10,10,True,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067304,away,Fortaleza,Vinicius Zanocelo,vinicius-zanocelo,Vinicius Zanocelo,M,25,184,587,M,973841,EUR,980812800,M,25,25,True,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067304,away,Fortaleza,Romarinho,romarinho,Romarinho,M,11,168,592,M,870578,EUR,762480000,F,11,11,True,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067304,away,Fortaleza,Lucas Sasha,lucas-sasha,L. Sasha,M,88,177,479,M,123225,EUR,636249600,M,88,88,True,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067304,away,Fortaleza,Silvio Romero,silvio-romero,S. Romero,F,,175,133,M,174937,EUR,585532800,F,18,18,True,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
