match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_totalOffside,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_shotValueNormalized,stat_aerialLost,stat_bigChanceMissed,stat_outfielderBlock,stat_errorLeadToAShot,stat_lastManTackle,captain,stat_dispossessed,stat_bigChanceCreated,stat_wonTackle,stat_goals
14573099,home,AEK Larnaca,Zlatan Alomerović,,,zlatan-alomerovic,Z. Alomerović,G,1,187,104,M,102982,EUR,676944000,G,1,1,False,13.0,13.0,1.0,1.0,0.0,13.0,13.0,7.0,1.0,1.0,1.0,1.0,1.0,90.0,20.0,6.8,5.331e-05,14.33272165808,2.0,9.03,5.67,0.0338,0,0.0406,0.02,-0.02,0.24,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14573099,home,AEK Larnaca,Godswill Ekpolo,,,godswill-ekpolo,G. Ekpolo,D,22,181,95,M,352616,EUR,800409600,D,22,22,False,59.0,50.0,1.0,1.0,0.0,19.0,20.0,5.0,,,,,,90.0,92.0,6.8,0.0635985,106.15766536385,10.0,51.87,18.06,,3,,-0.25,0.0,0.13,,31.0,39.0,3.0,1.0,4.0,4.0,8.0,2.0,2.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,2.0,2.0,1.0,1.0,15.0,0.17,0.2171,1.0,-0.54,,,,,,,,,,
14573099,home,AEK Larnaca,Hrvoje Miličević,,,hrvoje-milicevic,H. Miličević,D,15,193,186,M,120387,EUR,735264000,D,15,15,False,117.0,106.0,9.0,6.0,0.0,61.0,65.0,9.0,,,,,,90.0,137.0,7.6,0.076276,396.16884647724,43.0,285.18,30.975,,3,,0.31,0.3,-0.01,,45.0,52.0,1.0,1.0,3.0,2.0,3.0,1.0,,,3.0,,,9.0,2.0,,1.0,,,,14.0,0.5211,,,-0.53,1.0,1.0,1.0,1.0,,,,,,
14573099,home,AEK Larnaca,Valentin Roberge,,,valentin-roberge,V. Roberge,D,27,189,62,M,41021,EUR,550195200,D,27,27,False,95.0,89.0,10.0,6.0,0.0,63.0,65.0,5.0,,,,,,90.0,100.0,7.5,0.201368,305.53127342981,38.0,223.965,26.46,,0,,0.44,0.28,0.46,,26.0,30.0,,,,3.0,1.0,3.0,,,,,,3.0,,1.0,1.0,,,,7.0,,,1.0,,,,,,1.0,,,,,
14573099,home,AEK Larnaca,Ángel García,,,angel-garcia,Á. García,D,14,184,56,M,808992,EUR,728697600,D,14,14,False,41.0,32.0,3.0,,0.0,15.0,18.0,3.0,,,,,,68.0,55.0,7.2,0.0478556,189.7408673737,16.0,113.925,27.3,,1,,0.1,0.12,-0.01,,17.0,23.0,2.0,1.0,2.0,,5.0,,1.0,1.0,,,1.0,1.0,,,1.0,2.0,,,11.0,0.0388,,1.0,0.01,,,,,,True,,,,
14573099,home,AEK Larnaca,Gus Ledes,,,gus-ledes,G. Ledes,M,7,173,90,M,137983,EUR,717638400,M,7,7,False,91.0,84.0,4.0,2.0,0.0,32.0,33.0,7.0,,,,,,90.0,106.0,7.4,0.252149,163.43557927417,22.0,97.125,10.185,,2,,0.47,0.2,0.14,,52.0,58.0,7.0,5.0,3.0,3.0,4.0,,1.0,,1.0,,1.0,2.0,,,,1.0,,,10.0,0.0571,,3.0,-0.06,2.0,,,,,,,,,
14573099,home,AEK Larnaca,Waldo Rubio Marín,,,waldo-rubio-marin,W. R. Marín,M,10,181,87,M,869413,EUR,808617600,M,10,10,False,52.0,39.0,2.0,,0.0,8.0,10.0,8.0,,,,,,89.0,82.0,7.1,0.459718,76.272710242649,12.0,33.18,14.385,,1,,0.51,0.0,-0.09,,31.0,42.0,12.0,1.0,1.0,6.0,5.0,2.0,6.0,4.0,1.0,,,,1.0,,,,,1.0,30.0,0.0451,,3.0,-0.13,1.0,,,,,,1.0,1.0,,
14573099,home,AEK Larnaca,Giorgos Naoum,,,naoum-giorgos,G. Naoum,M,29,179,47,M,902070,EUR,982713600,M,29,29,False,39.0,35.0,3.0,2.0,0.0,7.0,7.0,5.0,,,,,,81.0,58.0,6.5,0.0382548,78.365620876366,11.0,25.515,11.13,,1,,-0.07,0.16,-0.02,,28.0,32.0,3.0,,,10.0,4.0,2.0,3.0,1.0,,,1.0,,1.0,2.0,1.0,1.0,2.0,,13.0,0.1602,,2.0,-0.16,1.0,,,,,,3.0,,2.0,
14573099,home,AEK Larnaca,Jorge Miramón,,,jorge-miramon,J. Miramón,M,21,176,78,M,175139,EUR,612748800,M,21,21,False,57.0,45.0,5.0,3.0,0.0,15.0,15.0,3.0,,,,,,90.0,73.0,7.3,0.0641537,213.18395999424,25.0,117.705,37.38,,2,,0.05,0.31,0.3,,30.0,42.0,1.0,,1.0,3.0,6.0,,,,1.0,,1.0,,,5.0,2.0,,1.0,,17.0,0.0352,,1.0,-0.08,1.0,,1.0,,,,1.0,,3.0,
14573099,home,AEK Larnaca,Đorđe Ivanović,,,djordje-ivanovic,D. Ivanović,M,9,179,148,M,791080,EUR,816825600,M,9,9,False,24.0,19.0,,,0.0,2.0,2.0,2.0,,,,,,90.0,35.0,7.0,0.260865,99.160481388454,12.0,-4.305,6.615,,1,,0.3,0.06,0.0,,17.0,22.0,3.0,,1.0,3.0,2.0,,2.0,1.0,1.0,,,,,,,,,1.0,11.0,0.0596,,1.0,-0.3,,,,,,,2.0,,,
