match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,captain,stat_bigChanceMissed,stat_shotOffTarget,stat_totalClearance,stat_wasFouled,stat_expectedGoals,stat_goalAssist,stat_bigChanceCreated,stat_keyPass,stat_blockedScoringAttempt,stat_penaltyWon,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_penaltyMiss,stat_outfielderBlock,stat_penaltyConceded,stat_totalOffside,stat_goodHighClaim,stat_totalKeeperSweeper,stat_accurateKeeperSweeper
11408361,home,Famalicão,Alexandru Dobre,,,mihai-alexandru-dobre,A. Dobre,F,29,185,768,M,897623,EUR,904435200,F,23,23,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11408361,away,Portimonense SAD,Kosuke Nakamura,,,kosuke-nakamura,K. Nakamura,G,23,185,357,M,155775,EUR,793843200,G,32,32,False,24.0,18.0,12.0,6.0,13.0,15.0,5.0,9.0,6.0,,1.0,1.0,90.0,32.0,6.6,6.0,0.00053505,0,-0.4932,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,1.0,1.0
11408361,away,Portimonense SAD,Guga,Guga,,guga,Guga,D,32,178,71,M,1515162,EUR,1066867200,D,27,27,False,12.0,6.0,,,1.0,1.0,5.0,11.0,2.0,,,,65.0,28.0,5.7,12.0,0.00107752,1,,,,2.0,1.0,8.0,2.0,1.0,1.0,3.0,1.0,1.0,,,2.0,2.0,,,1.0,,,0.0245,,,,,,,,,,,1.0,,,,
11408361,away,Portimonense SAD,Pedrão,,,pedrao,Pedrão,D,44,194,152,M,931811,EUR,862617600,D,44,44,False,34.0,25.0,9.0,4.0,14.0,18.0,11.0,16.0,,,,,90.0,43.0,6.2,10.0,0.00761744,0,,,,4.0,,5.0,1.0,1.0,,,,1.0,,,1.0,,True,,,4.0,1.0,,,,,,,,,,,,,,,,
11408361,away,Portimonense SAD,Alemão,Alemão,,alemao,Alemão,D,43,194,174,M,1199402,EUR,1036540800,D,43,43,False,41.0,35.0,10.0,4.0,20.0,21.0,15.0,20.0,3.0,,,,90.0,59.0,7.7,6.0,0.00557191,2,,,,2.0,1.0,3.0,3.0,1.0,,,,1.0,2.0,2.0,,1.0,,,1.0,7.0,,0.1886,,,1.0,,,1.0,1.0,0.2207,,1.0,,,,,
11408361,away,Portimonense SAD,Filipe Relvas,,,filipe-relvas,F. Relvas,D,44,192,529,M,1131931,EUR,937785600,D,22,22,False,47.0,38.0,8.0,1.0,24.0,25.0,14.0,23.0,5.0,,,,90.0,65.0,6.3,12.0,0.0163531,0,,1.0,,4.0,1.0,6.0,2.0,1.0,1.0,,,,1.0,1.0,,,,,,5.0,,,,,,,,,,,,,,,,,
11408361,away,Portimonense SAD,Taichi Fukui,,,taichi-fukui,T. Fukui,M,21,177,1092,M,1105857,EUR,1089849600,M,8,8,False,12.0,9.0,1.0,,2.0,2.0,7.0,10.0,4.0,,,,65.0,20.0,6.4,6.0,0.00467255,2,,,,2.0,1.0,5.0,1.0,1.0,2.0,,,1.0,,,1.0,,,,2.0,,,0.0893,,,,,,,,,,,,,,,
11408361,away,Portimonense SAD,Carlinhos,,,carlinhos,Carlinhos,M,11,179,118,M,244787,EUR,772243200,M,11,11,False,39.0,35.0,5.0,3.0,11.0,11.0,25.0,30.0,8.0,,,,83.0,61.0,8.4,13.0,0.24746,4,,2.0,1.0,,1.0,7.0,3.0,,5.0,1.0,,,,,2.0,1.0,,,,1.0,2.0,0.8675,1.0,2.0,5.0,1.0,,3.0,1.0,1.7477,,,,,,,
11408361,away,Portimonense SAD,Lucas Ventura,,,lucas-ventura,Lucas Ventura,M,25,180,163,M,879934,EUR,895536000,M,25,25,False,38.0,32.0,1.0,,20.0,21.0,12.0,17.0,4.0,,,,90.0,53.0,6.8,7.0,0.00671451,2,,,,4.0,,10.0,6.0,2.0,,1.0,,1.0,4.0,3.0,,4.0,,,,3.0,2.0,0.0748,,,,1.0,,1.0,,0.5098,,1.0,,,,,
11408361,away,Portimonense SAD,Midana Cassamá,,,midana-cassama,M. Cassamá,F,19,185,18,M,1520746,EUR,1029628800,F,85,85,False,5.0,3.0,,,1.0,1.0,2.0,4.0,1.0,,,,28.0,8.0,6.6,3.0,0.00087339,0,,,,1.0,2.0,2.0,3.0,,,,,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
11408361,away,Portimonense SAD,Tamblé Monteiro,,,tamble-monteiro,T. Monteiro,F,9,191,304,M,1094384,EUR,974246400,F,9,9,False,13.0,13.0,,,4.0,4.0,9.0,9.0,1.0,,,,90.0,21.0,6.3,2.0,0.04449,1,,,,6.0,,8.0,1.0,,,,,,,,2.0,2.0,,1.0,1.0,,1.0,0.4238,,,1.0,,,,,,,,,,,,
11408361,away,Portimonense SAD,Hélio Varela,,,varela-helio,H. Varela,F,29,176,603,M,1094395,EUR,1020384000,F,77,77,False,24.0,19.0,2.0,1.0,3.0,3.0,17.0,26.0,4.0,,,,90.0,52.0,6.6,18.0,0.138617,3,,5.0,1.0,1.0,2.0,8.0,10.0,1.0,3.0,7.0,5.0,,1.0,1.0,4.0,1.0,,3.0,2.0,,2.0,0.6799,,1.0,3.0,,,1.0,,0.3594,,1.0,,1.0,,,
11408361,away,Portimonense SAD,Gonçalo Costa,,,goncalo-costa,G. Costa,D,20,170,81,M,1087354,EUR,950832000,D,18,18,True,33.0,27.0,3.0,2.0,15.0,17.0,13.0,22.0,1.0,,,,55.0,56.0,6.2,14.0,0.0317257,0,,6.0,1.0,,1.0,5.0,1.0,,3.0,,,2.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,
11408361,away,Portimonense SAD,Igor Formiga,,,igor-formiga,Igor Formiga,D,32,175,266,M,1009030,EUR,915753600,D,33,33,True,14.0,8.0,3.0,1.0,3.0,5.0,6.0,11.0,1.0,,,,25.0,27.0,6.9,9.0,0.192435,0,,2.0,1.0,,1.0,4.0,3.0,2.0,,,,1.0,2.0,,,2.0,,,,,,,,1.0,1.0,,,,,,,,,,,,
11408361,away,Portimonense SAD,Ronie Carrillo,,,ronie-carrillo,R. Carrillo,F,22,186,278,M,873891,EUR,842140800,F,19,19,True,9.0,7.0,1.0,,1.0,1.0,6.0,9.0,1.0,,,,25.0,20.0,6.6,5.0,0.0586864,0,,1.0,,1.0,,2.0,2.0,,1.0,,,,1.0,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,
11408361,away,Portimonense SAD,Paulo Estrela,Paulo,Estrela,paulo-estrela,P. Estrela,M,20,167,55,M,855664,EUR,919468800,M,20,20,True,12.0,11.0,3.0,3.0,3.0,4.0,8.0,10.0,1.0,,,,15.0,16.0,6.6,4.0,0.0076874,0,,2.0,,,,2.0,,1.0,,,,,,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,
11408361,away,Portimonense SAD,Luan,Luan,,luan,Luan,M,9,173,70,M,1199434,EUR,1016496000,F,28,28,True,3.0,2.0,,,1.0,1.0,1.0,3.0,1.0,,,,15.0,9.0,6.7,4.0,0.00044996,1,,1.0,,1.0,,2.0,1.0,,,1.0,1.0,,,,1.0,1.0,,,1.0,,,0.1522,,,,,,,,,,,,,,,
11408361,away,Portimonense SAD,Vinicius Silvestre,,,vinicius-silvestre,Vinicius,G,25,195,226,M,559582,EUR,764812800,G,12,12,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11408361,away,Portimonense SAD,Moustapha Seck,,,moustapha-seck,M. Seck,D,24,176,148,M,807292,EUR,825033600,D,14,14,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11408361,away,Portimonense SAD,Steve Mvoué,,,mvoue-steve,S. Mvoué,M,10,185,157,M,985969,EUR,1012608000,M,5,5,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11408361,away,Portimonense SAD,Dener,,,dener,Dener,M,8,185,73,M,243167,EUR,700444800,M,13,13,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
