match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_totalShots,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,player_firstName,player_lastName,player_sofascoreId,captain,stat_aerialLost,stat_totalContest,stat_wonContest,stat_bigChanceMissed,stat_shotOffTarget,stat_outfielderBlock,stat_shotValueNormalized,stat_interceptionWon,stat_dispossessed,stat_onTargetScoringAttempt,stat_goals,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_errorLeadToAShot,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_keeperSaveValue,stat_clearanceOffLine,stat_totalOffside,stat_lastManTackle
14787852,home,Inter,Josep Martínez,josep-martinez,J. Martínez,G,13,191,2848,M,845291,EUR,896227200,G,13,13,False,35.0,25.0,14.0,6.0,0.0,22.0,31.0,3.0,4.0,2.0,8.0,2.0,2.0,90.0,43.0,6.2,10.0,64.33448810844,11.0,33.81,7.77,0,0.01,0.03,-0.06,-0.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14787852,home,Inter,Yann Bisseck,yann-bisseck,Y. Bisseck,D,31,194,5511,M,906275,EUR,975456000,D,31,31,False,56.0,52.0,4.0,2.0,0.0,28.0,28.0,24.0,28.0,2.0,,,,90.0,67.0,7.7,7.0,202.45266455003,21.0,115.815,44.73,0,0.8,0.16,-0.15,,1.0,1.0,2.0,3.0,4.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
14787852,home,Inter,Stefan de Vrij,stefan-de-vrij,S. de Vrij,D,6,188,5703,M,91046,EUR,697248000,D,6,6,False,27.0,25.0,1.0,1.0,0.0,19.0,20.0,6.0,7.0,3.0,3.0,,,90.0,39.0,6.6,2.0,72.764980246946,10.0,16.38,13.86,2,0.04,0.03,-0.05,,,,2.0,1.0,4.0,,1.0,,,,,,,,Stefandevrij,True,1.0,1.0,1.0,2.0,2.0,1.0,-0.56,,,,,,,,,,,,,,
14787852,home,Inter,Carlos Augusto,carlos-augusto,C. Augusto,D,30,184,7421,M,929199,EUR,915667200,D,30,30,False,55.0,49.0,2.0,,0.0,25.0,27.0,24.0,28.0,2.0,4.0,,,90.0,75.0,7.1,7.0,211.41976021202,24.0,117.915,26.04,0,0.2,0.28,-0.11,,1.0,,,2.0,5.0,1.0,2.0,2.0,,1.0,1.0,,,,,,,2.0,2.0,,,1.0,,1.0,,,,,,,,,,,,,
14787852,home,Inter,Andy Diouf,andy-diouf,A. Diouf,M,17,187,4046,M,1048889,EUR,1053129600,M,17,17,False,32.0,30.0,,,0.0,12.0,12.0,18.0,20.0,,6.0,,,90.0,48.0,8.6,4.0,240.3155207955,20.0,141.225,34.23,2,0.35,0.5,-0.09,,,,1.0,2.0,6.0,1.0,3.0,1.0,1.0,1.0,,1.0,,,,,,1.0,1.0,1.0,,,0.48,,1.0,2.0,1.0,,,,,,,,,,
14787852,home,Inter,Davide Frattesi,davide-frattesi,D. Frattesi,M,16,178,5645,M,835600,EUR,937958400,M,16,16,False,31.0,26.0,2.0,2.0,2.0,8.0,9.0,18.0,22.0,,1.0,,,90.0,42.0,7.8,10.0,153.9071734185,13.0,55.545,30.555,1,0.74,0.26,-0.11,,1.0,,,6.0,2.0,1.0,1.0,,2.0,1.0,3.0,3.0,,,davidefrrattesi_22,,2.0,,,,1.0,,-0.43,,1.0,,,2.0,,,,,,,,,
14787852,home,Inter,Piotr Zieliński,piotr-zielinski,P. Zieliński,M,7,180,18823,M,138605,EUR,769392000,M,7,7,False,50.0,45.0,1.0,,1.0,20.0,21.0,25.0,29.0,,6.0,,,45.0,57.0,7.5,8.0,199.7983509262,24.0,80.535,19.845,0,0.37,0.29,0.16,,2.0,,,1.0,3.0,,2.0,2.0,,,1.0,1.0,,,zielu_94,,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,
14787852,home,Inter,Petar Sučić,petar-sucic,P. Sučić,M,8,184,8046,M,1091303,EUR,1067040000,M,8,8,False,49.0,45.0,2.0,1.0,0.0,20.0,21.0,25.0,28.0,,4.0,,,79.0,56.0,6.8,5.0,197.39477891633,24.0,48.51,29.085,1,0.28,0.33,-0.14,,,,1.0,7.0,4.0,2.0,1.0,1.0,,1.0,1.0,1.0,,,,,3.0,1.0,1.0,,,,0.0,1.0,1.0,,,,1.0,,,,,,,,
14787852,home,Inter,Luís Henrique,luis-henrique,L. Henrique,M,11,181,6186,M,977679,EUR,1008288000,M,11,11,False,28.0,26.0,1.0,1.0,0.0,10.0,11.0,16.0,17.0,,2.0,,,60.0,36.0,7.9,2.0,159.40037083169,17.0,-0.10500000000004,22.575,2,0.74,0.29,0.15,,,,,,2.0,,1.0,1.0,,,,,,,,,,1.0,1.0,1.0,,,-0.52,,,2.0,,,,,,,,,,,
14787852,home,Inter,Marcus Thuram,marcus-thuram,M. Thuram,F,9,192,25604,M,791702,EUR,870825600,F,9,9,False,20.0,15.0,,,0.0,4.0,4.0,11.0,16.0,,3.0,,,60.0,45.0,8.5,16.0,63.209369567259,10.0,9.975,14.07,4,-0.07,0.02,-0.06,,,,3.0,6.0,9.0,1.0,3.0,2.0,8.0,3.0,2.0,,,,m_thuram,,,,,,,,0.78,,3.0,3.0,2.0,,1.0,,,,,,,,
