match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_totalTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,stat_interceptionWon,stat_wonTackle,stat_fouls,stat_totalCross,captain,stat_challengeLost,stat_blockedScoringAttempt,stat_accurateCross,stat_dispossessed,stat_bigChanceMissed,stat_shotOffTarget,stat_keyPass,stat_errorLeadToAGoal,stat_onTargetScoringAttempt,stat_totalOffside,stat_bigChanceCreated,stat_savedShotsFromInsideTheBox,stat_punches,player_sofascoreId,stat_goalAssist,stat_goals,stat_lastManTackle
10411595,home,Sampdoria,Emil Audero,emil-audero,E. Audero,G,1,190,10668,M,318603,EUR,853545600,G,1,1,False,34.0,17.0,29.0,12.0,10.0,11.0,7.0,23.0,1.0,13.0,2.0,1.0,1.0,1.0,90.0,43.0,6.1,18.0,0.0,0.0,0.00285892,57.845883496061,9.0,22.155,11.235,0,-1.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411595,home,Sampdoria,Jeison Murillo,jeison-murillo,J. Murillo,D,24,182,828,M,158599,EUR,706924800,D,21,21,False,31.0,21.0,5.0,2.0,5.0,9.0,16.0,22.0,2.0,4.0,,,,,81.0,49.0,7.2,12.0,0.0,0.0,0.0155481,61.310068701744,6.0,45.78,18.9,0,,,,1.0,4.0,1.0,11.0,1.0,1.0,1.0,3.0,1.0,3.0,40.270324131036,2.0,,,,,,,,,,,,,,,,,,,,,,
10411595,home,Sampdoria,Alex Ferrari,alex-ferrari,A. Ferrari,D,25,183,99,M,327429,EUR,773020800,D,25,25,False,47.0,39.0,4.0,4.0,32.0,34.0,7.0,13.0,1.0,12.0,,,,,90.0,61.0,7.1,9.0,0.0,0.0,0.00352678,156.23294963948,11.0,28.665,22.365,0,,,,2.0,6.0,3.0,9.0,,,1.0,2.0,1.0,1.0,58.798448208532,3.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
10411595,home,Sampdoria,Bruno Amione,bruno-amione,B. Amione,D,2,189,503,M,990050,EUR,1010016000,D,2,2,False,45.0,24.0,6.0,2.0,18.0,27.0,6.0,19.0,2.0,6.0,,,,,90.0,65.0,6.3,27.0,0.0,0.0,0.00310244,60.641296912008,10.0,-15.96,12.285,0,,,,2.0,8.0,5.0,9.0,1.0,,,1.0,1.0,,,,1.0,,2.0,1.0,,,,,,,,,,,,,,,,,,
10411595,home,Sampdoria,Bartosz Bereszyński,bartosz-bereszynski,B. Bereszyński,D,19,182,2549,M,109461,EUR,710899200,M,24,24,False,8.0,5.0,1.0,,2.0,2.0,3.0,7.0,,4.0,,,,,45.0,18.0,6.5,6.0,0.0242,0.0,0.0011535,20.967822786651,4.0,20.475,6.825,1,,,,1.0,1.0,3.0,1.0,1.0,,1.0,,,,,,1.0,,,1.0,True,1.0,1.0,,,,,,,,,,,,,,,
10411595,home,Sampdoria,Tomás Rincón,tomas-rincon,T. Rincón,M,8,175,2735,M,46798,EUR,569030400,M,8,8,False,48.0,35.0,8.0,1.0,9.0,15.0,27.0,35.0,,8.0,,,,,90.0,63.0,6.9,16.0,0.145,0.0,0.19737,84.856288003005,11.0,-13.545,5.67,1,,,,,6.0,4.0,12.0,1.0,1.0,,3.0,,2.0,,,2.0,1.0,2.0,2.0,,1.0,,1.0,1.0,1.0,1.0,3.0,,,,,,,,,,
10411595,home,Sampdoria,Gonzalo Villar,gonzalo-villar,G. Villar,M,12,181,1019,M,914765,EUR,890611200,M,4,4,False,18.0,9.0,,,7.0,8.0,2.0,10.0,,4.0,,,,,45.0,26.0,6.2,9.0,0.0,0.0,0.000704,53.753786852283,6.0,-22.155,8.61,0,,,,,2.0,1.0,5.0,,,,1.0,,2.0,,,,1.0,1.0,,,,,,,,,,1.0,,,,,,,,,
10411595,home,Sampdoria,Mehdi Léris,mehdi-leris,M. Léris,M,7,186,1543,M,851222,EUR,895881600,M,37,37,False,34.0,22.0,5.0,3.0,9.0,11.0,13.0,27.0,,4.0,,,,,90.0,56.0,6.3,23.0,0.0,0.0,0.0102123,126.49740988538,15.0,26.565,36.225,0,,,,1.0,5.0,9.0,7.0,3.0,1.0,,1.0,2.0,,36.237507212831,1.0,2.0,1.0,4.0,4.0,,1.0,,,1.0,,,,,,,,,,,,,
10411595,home,Sampdoria,Filip Đuričić,filip-duricic,F. Đuričić,M,31,181,1068,M,69367,EUR,696729600,F,7,7,False,8.0,7.0,,,4.0,4.0,6.0,9.0,1.0,1.0,,,,,56.0,19.0,6.6,5.0,0.0,0.0,0.224119,21.228776889743,4.0,4.515,6.195,0,,,,2.0,,5.0,2.0,1.0,,,,1.0,2.0,,,,,2.0,5.0,,,,3.0,,,,1.0,,,,,,,,,,
10411595,home,Sampdoria,Manolo Gabbiadini,manolo-gabbiadini,M. Gabbiadini,F,11,186,447,M,53816,EUR,691113600,F,23,23,False,23.0,11.0,2.0,,2.0,2.0,9.0,23.0,,1.0,,,,,90.0,44.0,6.6,20.0,0.2171,0.2709,0.0556705,50.617558924552,10.0,-7.4549999999999,4.62,4,,,,4.0,5.0,11.0,11.0,2.0,,,,,6.0,,,,,1.0,2.0,,1.0,2.0,,3.0,,1.0,,,1.0,3.0,,,,,,,
10411595,home,Sampdoria,Daniele Montevago,daniele-montevago,D. Montevago,F,9,184,101,M,1100272,EUR,1047945600,F,34,34,False,8.0,5.0,,,3.0,4.0,2.0,4.0,,1.0,,,,,55.0,15.0,6.6,4.0,0.0173,0.0,0.00474214,37.302668123289,4.0,-4.41,10.5,1,,,,8.0,3.0,9.0,4.0,,,,,,1.0,10.571100983341,1.0,,,1.0,,,,1.0,,,,,1.0,,,1.0,,,,,,,
10411595,home,Sampdoria,Tommaso Augello,tommaso-augello,T. Augello,M,3,181,354,M,596736,EUR,778204800,D,3,3,True,25.0,19.0,4.0,2.0,6.0,10.0,13.0,20.0,,5.0,,,,,45.0,41.0,6.3,15.0,0.0,0.0,0.0528625,63.478194655542,7.0,40.635,11.13,0,,,,,,2.0,2.0,2.0,1.0,,1.0,2.0,,,,,1.0,,5.0,,,,,1.0,,,,,,,,,,,,,
10411595,home,Sampdoria,Gerard Yepes,gerard-yepes,G. Yepes,M,14,170,98,M,1067220,EUR,1030233600,M,28,28,True,26.0,19.0,2.0,,12.0,14.0,7.0,12.0,1.0,1.0,,,,,45.0,31.0,6.6,8.0,0.0647,0.0,0.00447953,51.892894274318,9.0,21.315,15.96,1,,,,1.0,4.0,1.0,4.0,,,,,1.0,,16.52495857786,1.0,,,,,,,1.0,,,,,,,,,,,,,,,
10411595,home,Sampdoria,Francesco Caputo,francesco-caputo,F. Caputo,F,9,181,857,M,43905,EUR,555206400,F,10,10,True,10.0,7.0,,,,,7.0,10.0,,1.0,,,,,35.0,16.0,6.6,4.0,0.0,0.0,0.0813111,36.643895309837,3.0,10.92,4.305,0,,,,,1.0,,2.0,,,,,1.0,1.0,9.4270300731461,1.0,,,,,,,,,,,,1.0,,,1.0,,,,,,,
10411595,home,Sampdoria,Valerio Verre,valerio-verre,V. Verre,M,,180,102,M,139267,EUR,758246400,M,5,5,True,26.0,19.0,1.0,1.0,5.0,5.0,14.0,27.0,,3.0,,,,,34.0,41.0,6.9,19.0,0.0,0.0,0.0834621,88.479321954499,12.0,12.18,22.365,0,,,,3.0,2.0,4.0,3.0,2.0,1.0,,,5.0,,24.581155892268,1.0,,,,6.0,,,,,,,,3.0,,,1.0,1.0,,,,,,
10411595,home,Sampdoria,Fabio Quagliarella,fabio-quagliarella,F. Quagliarella,F,,180,717,,11621,EUR,412819200,F,27,27,True,4.0,4.0,,,1.0,1.0,3.0,4.0,,,,,,,9.0,11.0,7.0,1.0,0.2118,0.03,0.0337723,4.9793015574476,1.0,4.41,4.41,3,,,,2.0,,2.0,1.0,1.0,1.0,,,,,,,,,,1.0,,,,,,,2.0,,,1.0,,,,,,,,
10411595,home,Sampdoria,Nikita Contini,nikita-contini,N. Contini,G,14,190,976,M,352728,EUR,832636800,G,22,22,True,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411595,home,Sampdoria,Nicola Murru,nicola-murru,N. Murru,D,29,180,66,M,148745,EUR,787536000,D,29,29,True,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411595,home,Sampdoria,Lorenzo Malagrida,lorenzo-malagrida,L. Malagrida,M,11,170,48,M,1108074,EUR,1066953600,M,31,31,True,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411595,home,Sampdoria,Ronaldo Vieira,ronaldo-vieira,R. Vieira,M,37,180,211,M,839818,EUR,900806400,M,14,14,True,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
